"","X","Date_planted","Year_planted","Mother_Canopy_Height_cm","Mother_Width_cm","Mother_Width_2_cm","Mother_Mother_LS","Mother_Length_1_mm","Mother_Length_2_mm","Mother_Length_3_mm","Mother_Stem_Elongation_1_mm","Mother_Stem_Elongation_2_mm","Mother_Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","Mother_biovolume","SampleYear","Mother_mean_stem_elong","Mother_mean_leaf_length","Mother_mean_width","SampleID_standard","Site","Species","max_canopy_height_cm","population.x","max_mean_width_cm","population.y","max_biovol","population"
"369",374,"2015-08-20",2015,17.4,37,NA,1,NA,NA,NA,NA,NA,NA,16,7,NA,2015,NA,NA,NA,"K15PSA5","Kluane","Salix arctica",NA,NA,NA,NA,NA,NA
"370",375,"2015-08-20",2015,28.1,38.4,NA,1.1,NA,NA,NA,NA,NA,NA,29,10,NA,2015,NA,NA,NA,"K15PSA6","Kluane","Salix arctica",10.1,"Southern",30.6,"Southern",9456.327,"Southern"
"371",376,"2015-08-20",2015,20.5,46,NA,0.7,NA,NA,NA,NA,NA,NA,23,6,NA,2015,NA,NA,NA,"K15PSA7","Kluane","Salix arctica",10.3,"Southern",53.75,"Southern",29588.398,"Southern"
"372",377,"2015-08-20",2015,26,162,NA,0.8,NA,NA,NA,NA,NA,NA,28,7,NA,2015,NA,NA,NA,"K15PSA9","Kluane","Salix arctica",9.4,"Southern",37.05,"Southern",12903.192,"Southern"
"373",378,"2015-08-20",2015,7,NA,NA,1.1,NA,NA,NA,NA,NA,NA,42,11,NA,2015,NA,NA,NA,"H15SA10","Qikiqtaruk","Salix arctica",6.3,"Northern",35.5,"Northern",7934.472,"Northern"
"374",379,"2015-08-20",2015,7,NA,NA,0.8,NA,NA,NA,NA,NA,NA,37,8,NA,2015,NA,NA,NA,"H15SA6","Qikiqtaruk","Salix arctica",NA,NA,NA,NA,NA,NA
"375",380,"2015-08-20",2015,8.5,NA,NA,0.7,NA,NA,NA,NA,NA,NA,42,4,NA,2015,NA,NA,NA,"H15SA7","Qikiqtaruk","Salix arctica",5.6,"Northern",16,"Northern",988,"Northern"
"376",381,"2015-08-20",2015,9,NA,NA,1.5,NA,NA,NA,NA,NA,NA,33,9,NA,2015,NA,NA,NA,"H15SA8","Qikiqtaruk","Salix arctica",NA,NA,NA,NA,NA,NA
"377",382,"2015-08-20",2015,6,NA,NA,1,NA,NA,NA,NA,NA,NA,31,6,NA,2015,NA,NA,NA,"H15SA9","Qikiqtaruk","Salix arctica",2.2,"Northern",10.65,"Northern",223.344,"Northern"
"378",392,"2015-08-20",2015,7,NA,NA,0.7,NA,NA,NA,NA,NA,NA,44,9,NA,2015,NA,NA,NA,"H15SA3","Qikiqtaruk","Salix arctica",4.9,"Northern",17.5,"Northern",1368,"Northern"
"379",393,"2015-08-20",2015,4,NA,NA,0.5,NA,NA,NA,NA,NA,NA,34,8,NA,2015,NA,NA,NA,"H15SA4","Qikiqtaruk","Salix arctica",0.3,"Northern",NA,NA,NA,NA
"380",394,"2015-08-20",2015,13,NA,NA,1.2,NA,NA,NA,NA,NA,NA,43,6,NA,2015,NA,NA,NA,"H15SA5","Qikiqtaruk","Salix arctica",0.7,"Northern",NA,NA,NA,NA
"381",416,"2015-08-18",2015,16,NA,NA,0.9,NA,NA,NA,NA,NA,NA,46.7,9,NA,2015,NA,NA,NA,"H15SP1","Qikiqtaruk","Salix pulchra",6.2,"Northern",5.2,"Northern",116.64,"Northern"
"382",417,"2015-08-18",2015,35,NA,NA,1.2,NA,NA,NA,NA,NA,NA,83.1,9,NA,2015,NA,NA,NA,"H15SP10","Qikiqtaruk","Salix pulchra",7.1,"Northern",11.25,"Northern",731.25,"Northern"
"383",418,"2015-08-18",2015,25,NA,NA,0.8,NA,NA,NA,NA,NA,NA,39.8,7,NA,2015,NA,NA,NA,"H15SP11","Qikiqtaruk","Salix pulchra",2.6,"Northern",NA,NA,NA,NA
"384",419,"2015-08-18",2015,38,NA,NA,0.6,NA,NA,NA,NA,NA,NA,53.6,4,NA,2015,NA,NA,NA,"H15SP12","Qikiqtaruk","Salix pulchra",1.5,"Northern",NA,NA,NA,NA
"385",420,"2015-08-18",2015,33,NA,NA,1.7,NA,NA,NA,NA,NA,NA,61,11,NA,2015,NA,NA,NA,"H15SP13","Qikiqtaruk","Salix pulchra",13.8,"Northern",12.45,"Northern",1566.4,"Northern"
"386",421,"2015-08-18",2015,38,NA,NA,1.5,NA,NA,NA,NA,NA,NA,34.6,6,NA,2015,NA,NA,NA,"H15SP14","Qikiqtaruk","Salix pulchra",16.3,"Northern",NA,NA,NA,NA
"387",422,"2015-08-18",2015,28,NA,NA,0.9,NA,NA,NA,NA,NA,NA,35,9,NA,2015,NA,NA,NA,"H15SP15","Qikiqtaruk","Salix pulchra",21.3,"Northern",22,"Northern",7003.5,"Northern"
"388",423,"2015-08-18",2015,24,NA,NA,1.3,NA,NA,NA,NA,NA,NA,49.6,12,NA,2015,NA,NA,NA,"H15SP16","Qikiqtaruk","Salix pulchra",17.8,"Northern",NA,NA,NA,NA
"389",424,"2015-08-18",2015,43,NA,NA,1.6,NA,NA,NA,NA,NA,NA,52.8,8,NA,2015,NA,NA,NA,"H15SP17","Qikiqtaruk","Salix pulchra",19,"Northern",NA,NA,NA,NA
"390",425,"2015-08-18",2015,35,NA,NA,0.9,NA,NA,NA,NA,NA,NA,48,11,NA,2015,NA,NA,NA,"H15SP18","Qikiqtaruk","Salix pulchra",17.1,"Northern",NA,NA,NA,NA
"391",426,"2015-08-18",2015,47,NA,NA,1.2,NA,NA,NA,NA,NA,NA,52,9,NA,2015,NA,NA,NA,"H15SP19","Qikiqtaruk","Salix pulchra",11.1,"Northern",9.05,"Northern",628.524,"Northern"
"392",427,"2015-08-18",2015,21,NA,NA,0.9,NA,NA,NA,NA,NA,NA,50.7,9,NA,2015,NA,NA,NA,"H15SP2","Qikiqtaruk","Salix pulchra",31,"Northern",7.25,"Northern",210,"Northern"
"393",428,"2015-08-18",2015,25,NA,NA,1.5,NA,NA,NA,NA,NA,NA,34,17,NA,2015,NA,NA,NA,"H15SP20","Qikiqtaruk","Salix pulchra",8.7,"Northern",9.85,"Northern",543.312,"Northern"
"394",429,"2015-08-18",2015,30,NA,NA,0.9,NA,NA,NA,NA,NA,NA,51.8,7,NA,2015,NA,NA,NA,"H15SP21","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"395",430,"2015-08-18",2015,42,NA,NA,0.8,NA,NA,NA,NA,NA,NA,42.1,6,NA,2015,NA,NA,NA,"H15SP22","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"396",431,"2015-08-18",2015,26,NA,NA,0.8,NA,NA,NA,NA,NA,NA,38.9,5,NA,2015,NA,NA,NA,"H15SP23","Qikiqtaruk","Salix pulchra",9.5,"Northern",9.85,"Northern",484.092,"Northern"
"397",432,"2015-08-18",2015,24,NA,NA,0.6,NA,NA,NA,NA,NA,NA,39.9,6,NA,2015,NA,NA,NA,"H15SP24","Qikiqtaruk","Salix pulchra",11.3,"Northern",7.35,"Northern",527.472,"Northern"
"398",433,"2015-08-18",2015,24,NA,NA,0.7,NA,NA,NA,NA,NA,NA,33.6,7,NA,2015,NA,NA,NA,"H15SP25","Qikiqtaruk","Salix pulchra",9,"Northern",17.45,"Northern",2519.88,"Northern"
"399",434,"2015-08-18",2015,29,NA,NA,0.6,NA,NA,NA,NA,NA,NA,34,6,NA,2015,NA,NA,NA,"H15SP26","Qikiqtaruk","Salix pulchra",4.3,"Northern",NA,NA,NA,NA
"400",435,"2015-08-18",2015,24,NA,NA,1,NA,NA,NA,NA,NA,NA,490,10,NA,2015,NA,NA,NA,"H15SP27","Qikiqtaruk","Salix pulchra",19,"Northern",22.95,"Northern",5161.66,"Northern"
"401",436,"2015-08-18",2015,19,NA,NA,1.1,NA,NA,NA,NA,NA,NA,255,12,NA,2015,NA,NA,NA,"H15SP28","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"402",437,"2015-08-18",2015,32,NA,NA,0.9,NA,NA,NA,NA,NA,NA,373,7,NA,2015,NA,NA,NA,"H15SP29","Qikiqtaruk","Salix pulchra",9.6,"Northern",4.3,"Northern",103.544,"Northern"
"403",438,"2015-08-18",2015,29,NA,NA,0.6,NA,NA,NA,NA,NA,NA,32.2,6,NA,2015,NA,NA,NA,"H15SP3","Qikiqtaruk","Salix pulchra",2.1,"Northern",NA,NA,NA,NA
"404",439,"2015-08-18",2015,26,NA,NA,1.1,NA,NA,NA,NA,NA,NA,32,8,NA,2015,NA,NA,NA,"H15SP30","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"405",440,"2015-08-18",2015,23,NA,NA,0.6,NA,NA,NA,NA,NA,NA,35.8,7,NA,2015,NA,NA,NA,"H15SP4","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"406",441,"2015-08-18",2015,13,NA,NA,0.8,NA,NA,NA,NA,NA,NA,38,8,NA,2015,NA,NA,NA,"H15SP5","Qikiqtaruk","Salix pulchra",9.4,"Northern",16,"Northern",2272.732,"Northern"
"407",442,"2015-08-18",2015,22,NA,NA,0.9,NA,NA,NA,NA,NA,NA,47,11,NA,2015,NA,NA,NA,"H15SP6","Qikiqtaruk","Salix pulchra",6.8,"Northern",4.6,"Northern",130.56,"Northern"
"408",443,"2015-08-18",2015,39,NA,NA,0.8,NA,NA,NA,NA,NA,NA,39,8,NA,2015,NA,NA,NA,"H15SP7","Qikiqtaruk","Salix pulchra",NA,NA,NA,NA,NA,NA
"409",444,"2015-08-18",2015,21,NA,NA,1,NA,NA,NA,NA,NA,NA,47.8,10,NA,2015,NA,NA,NA,"H15SP8","Qikiqtaruk","Salix pulchra",17,"Northern",14.15,"Northern",1852.2,"Northern"
"410",445,"2015-08-18",2015,22,NA,NA,0.9,NA,NA,NA,NA,NA,NA,58.1,8,NA,2015,NA,NA,NA,"H15SP9","Qikiqtaruk","Salix pulchra",31.3,"Northern",14.45,"Northern",2696.322,"Northern"
"411",446,"2015-08-18",2015,73.5,372,NA,3,NA,NA,NA,NA,NA,NA,35.4,7,NA,2015,NA,NA,NA,"H15SR1","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"412",447,"2015-08-18",2015,42,209,NA,1.6,NA,NA,NA,NA,NA,NA,39.5,11,NA,2015,NA,NA,NA,"H15SR10","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"413",448,"2015-08-18",2015,26,157,NA,2.3,NA,NA,NA,NA,NA,NA,27.4,11,NA,2015,NA,NA,NA,"H15SR11","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"414",449,"2015-08-18",2015,36,280,NA,1.7,NA,NA,NA,NA,NA,NA,43.5,12,NA,2015,NA,NA,NA,"H15SR12","Qikiqtaruk","Salix richardsonii",1,"Northern",NA,NA,NA,NA
"415",450,"2015-08-18",2015,22,226,NA,1.8,NA,NA,NA,NA,NA,NA,27.8,8,NA,2015,NA,NA,NA,"H15SR13","Qikiqtaruk","Salix richardsonii",4.3,"Northern",NA,NA,NA,NA
"416",451,"2015-08-18",2015,26,160,NA,1.7,NA,NA,NA,NA,NA,NA,32.6,12,NA,2015,NA,NA,NA,"H15SR14","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"417",452,"2015-08-18",2015,42,340,NA,2.1,NA,NA,NA,NA,NA,NA,36.1,6,NA,2015,NA,NA,NA,"H15SR15","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"418",453,"2015-08-18",2015,54,348,NA,2.3,NA,NA,NA,NA,NA,NA,40.3,8,NA,2015,NA,NA,NA,"H15SR16","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"419",454,"2015-08-18",2015,59,281,NA,2.4,NA,NA,NA,NA,NA,NA,49.8,11,NA,2015,NA,NA,NA,"H15SR17","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"420",455,"2015-08-18",2015,54,NA,NA,1.9,NA,NA,NA,NA,NA,NA,40.5,8,NA,2015,NA,NA,NA,"H15SR18","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"421",456,"2015-08-18",2015,38,181,NA,1.9,NA,NA,NA,NA,NA,NA,35,8,NA,2015,NA,NA,NA,"H15SR19","Qikiqtaruk","Salix richardsonii",7.5,"Northern",13.25,"Northern",901.212,"Northern"
"422",457,"2015-08-18",2015,45,380,NA,0.8,NA,NA,NA,NA,NA,NA,42.5,7,NA,2015,NA,NA,NA,"H15SR2","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"423",458,"2015-08-18",2015,36,201,NA,1.6,NA,NA,NA,NA,NA,NA,40.5,9,NA,2015,NA,NA,NA,"H15SR20","Qikiqtaruk","Salix richardsonii",9.2,"Northern",6.5,"Northern",132,"Northern"
"424",459,"2015-08-18",2015,48,193,NA,1.5,NA,NA,NA,NA,NA,NA,39.5,6,NA,2015,NA,NA,NA,"H15SR21","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"425",460,"2015-08-18",2015,34,380,NA,1.9,NA,NA,NA,NA,NA,NA,29.6,12,NA,2015,NA,NA,NA,"H15SR22","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"426",461,"2015-08-18",2015,31,379,NA,1.6,NA,NA,NA,NA,NA,NA,36.5,9,NA,2015,NA,NA,NA,"H15SR23","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"427",462,"2015-08-18",2015,44,NA,NA,2.4,NA,NA,NA,NA,NA,NA,36.7,9,NA,2015,NA,NA,NA,"H15SR24","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"428",463,"2015-08-18",2015,40,208,NA,1.4,NA,NA,NA,NA,NA,NA,30,10,NA,2015,NA,NA,NA,"H15SR25","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"429",464,"2015-08-18",2015,59,412,NA,3.4,NA,NA,NA,NA,NA,NA,60.8,10,NA,2015,NA,NA,NA,"H15SR26","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"430",465,"2015-08-18",2015,41,178,NA,1.7,NA,NA,NA,NA,NA,NA,38.9,10,NA,2015,NA,NA,NA,"H15SR27","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"431",466,"2015-08-18",2015,48,229,NA,1.6,NA,NA,NA,NA,NA,NA,44.2,9,NA,2015,NA,NA,NA,"H15SR28","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"432",467,"2015-08-18",2015,51,400,NA,1.2,NA,NA,NA,NA,NA,NA,52.6,9,NA,2015,NA,NA,NA,"H15SR29","Qikiqtaruk","Salix richardsonii",6.4,"Northern",8.5,"Northern",402.752,"Northern"
"433",468,"2015-08-18",2015,40,161,NA,2,NA,NA,NA,NA,NA,NA,28.9,7,NA,2015,NA,NA,NA,"H15SR3","Qikiqtaruk","Salix richardsonii",1.7,"Northern",NA,NA,NA,NA
"434",469,"2015-08-18",2015,39,106,NA,1.1,NA,NA,NA,NA,NA,NA,34.1,6,NA,2015,NA,NA,NA,"H15SR30","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"435",470,"2015-08-18",2015,33,327,NA,1.2,NA,NA,NA,NA,NA,NA,39.2,7,NA,2015,NA,NA,NA,"H15SR4","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"436",471,"2015-08-18",2015,44,366,NA,2.1,NA,NA,NA,NA,NA,NA,41.7,8,NA,2015,NA,NA,NA,"H15SR5","Qikiqtaruk","Salix richardsonii",20.6,"Northern",18.15,"Northern",6340.68,"Northern"
"437",472,"2015-08-18",2015,48,208,NA,1.8,NA,NA,NA,NA,NA,NA,37,7,NA,2015,NA,NA,NA,"H15SR6","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"438",473,"2015-08-18",2015,29,218,NA,1.3,NA,NA,NA,NA,NA,NA,29.2,8,NA,2015,NA,NA,NA,"H15SR7","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"439",474,"2015-08-18",2015,59,261,NA,1.5,NA,NA,NA,NA,NA,NA,33.9,7,NA,2015,NA,NA,NA,"H15SR8","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"440",475,"2015-08-18",2015,31,246,NA,2,NA,NA,NA,NA,NA,NA,35.9,8,NA,2015,NA,NA,NA,"H15SR9","Qikiqtaruk","Salix richardsonii",NA,NA,NA,NA,NA,NA
"441",486,"2015-08-18",2015,84,196,NA,2.3,NA,NA,NA,NA,NA,NA,34,10.1,NA,2015,NA,NA,NA,"K15PSP10","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"442",487,"2015-08-18",2015,73,161,NA,2,NA,NA,NA,NA,NA,NA,33.8,10,NA,2015,NA,NA,NA,"K15PSP6","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"443",488,"2015-08-18",2015,44,68,NA,0.9,NA,NA,NA,NA,NA,NA,32,9,NA,2015,NA,NA,NA,"K15PSP7","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"444",489,"2015-08-18",2015,69,142,NA,1.4,NA,NA,NA,NA,NA,NA,30.3,7.5,NA,2015,NA,NA,NA,"K15PSP8","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"445",490,"2015-08-18",2015,78,150,NA,2.4,NA,NA,NA,NA,NA,NA,36.7,9.9,NA,2015,NA,NA,NA,"K15PSP9","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"446",491,"2015-08-18",2015,44,155,NA,1.9,NA,NA,NA,NA,NA,NA,32.7,8.6,NA,2015,NA,NA,NA,"KPSP11","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"447",492,"2015-08-18",2015,76,304,NA,5.4,NA,NA,NA,NA,NA,NA,26.9,6,NA,2015,NA,NA,NA,"KPSP12","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"448",493,"2015-08-18",2015,76,178,NA,2.4,NA,NA,NA,NA,NA,NA,33.4,5.6,NA,2015,NA,NA,NA,"KPSP13","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"449",494,"2015-08-18",2015,137,197,NA,3.3,NA,NA,NA,NA,NA,NA,32.6,8.1,NA,2015,NA,NA,NA,"KPSP14","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"450",495,"2015-08-18",2015,132,253,NA,10.4,NA,NA,NA,NA,NA,NA,37,8.9,NA,2015,NA,NA,NA,"KPSP15","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"451",496,"2015-08-18",2015,81,1981,NA,6.4,NA,NA,NA,NA,NA,NA,31.5,10.4,NA,2015,NA,NA,NA,"K15PSR10","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"452",497,"2015-08-18",2015,63,165,NA,3.6,NA,NA,NA,NA,NA,NA,27.2,11.7,NA,2015,NA,NA,NA,"K15PSR11","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"453",498,"2015-08-18",2015,48,167,NA,2.7,NA,NA,NA,NA,NA,NA,32.7,11.8,NA,2015,NA,NA,NA,"K15PSR12","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"454",499,"2015-08-18",2015,71,171,NA,5,NA,NA,NA,NA,NA,NA,29.4,12.9,NA,2015,NA,NA,NA,"K15PSR14","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"455",500,"2015-08-18",2015,88,306,NA,6.8,NA,NA,NA,NA,NA,NA,31.2,14.2,NA,2015,NA,NA,NA,"K15PSR6","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"456",501,"2015-08-18",2015,78,167,NA,3.1,NA,NA,NA,NA,NA,NA,21.9,8.8,NA,2015,NA,NA,NA,"K15PSR8","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"457",502,"2015-08-18",2015,72,212,NA,3.2,NA,NA,NA,NA,NA,NA,39.2,11,NA,2015,NA,NA,NA,"K15PSR9","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"458",514,"2015-08-18",2015,34,46,NA,1.3,NA,NA,NA,NA,NA,NA,22.8,9,NA,2015,NA,NA,NA,"K15SSR1","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"459",515,"2015-08-18",2015,49,127,NA,2.4,NA,NA,NA,NA,NA,NA,47.3,11.5,NA,2015,NA,NA,NA,"K15SSR2","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"460",516,"2015-08-18",2015,76,167,NA,3.6,NA,NA,NA,NA,NA,NA,50.3,12.4,NA,2015,NA,NA,NA,"K15SSR3","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"461",517,"2015-08-18",2015,58,106,NA,1.9,NA,NA,NA,NA,NA,NA,45.5,11.5,NA,2015,NA,NA,NA,"K15SSR4","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"462",518,"2015-08-18",2015,28,64,NA,0.8,NA,NA,NA,NA,NA,NA,31.1,7.7,NA,2015,NA,NA,NA,"K15SSR5","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"463",519,"2015-08-18",2015,66,185,NA,2.9,NA,NA,NA,NA,NA,NA,42.5,10.5,NA,2015,NA,NA,NA,"K15SSR6","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"464",520,"2015-08-18",2015,71,117,NA,2.3,NA,NA,NA,NA,NA,NA,41.4,11.5,NA,2015,NA,NA,NA,"K15SSR7","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"465",521,"2015-08-18",2015,51,129,NA,3.4,NA,NA,NA,NA,NA,NA,61.1,9.1,NA,2015,NA,NA,NA,"K15SSR9","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"466",523,"2015-08-18",2015,47,290,NA,2.2,NA,NA,NA,NA,NA,NA,32,9.7,NA,2015,NA,NA,NA,"K15ESP1","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"467",524,"2015-08-18",2015,47,247,NA,3.6,NA,NA,NA,NA,NA,NA,30.3,6.7,NA,2015,NA,NA,NA,"K15ESP10","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"468",525,"2015-08-18",2015,49,345,NA,1.4,NA,NA,NA,NA,NA,NA,30,9.7,NA,2015,NA,NA,NA,"K15ESP2","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"469",526,"2015-08-18",2015,58,177,NA,1.4,NA,NA,NA,NA,NA,NA,48.9,11.3,NA,2015,NA,NA,NA,"K15ESP3","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"470",527,"2015-08-18",2015,58,193,NA,1.8,NA,NA,NA,NA,NA,NA,50.6,9.2,NA,2015,NA,NA,NA,"K15ESP4","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"471",528,"2015-08-18",2015,43,259,NA,2.5,NA,NA,NA,NA,NA,NA,42.1,9.4,NA,2015,NA,NA,NA,"K15ESP5","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"472",529,"2015-08-18",2015,44,202,NA,2.1,NA,NA,NA,NA,NA,NA,24.1,11.1,NA,2015,NA,NA,NA,"K15ESP7","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"473",530,"2015-08-18",2015,40,258,NA,2.2,NA,NA,NA,NA,NA,NA,29.9,9.1,NA,2015,NA,NA,NA,"K15ESP8","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"474",531,"2015-08-18",2015,28,152,NA,1.4,NA,NA,NA,NA,NA,NA,22.8,10.2,NA,2015,NA,NA,NA,"K15ESP9","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"475",538,"2015-08-19",2015,196,262,NA,5,NA,NA,NA,NA,NA,NA,45.7,15.5,NA,2015,NA,NA,NA,"K15PSP1","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"476",539,"2015-08-19",2015,205,210,NA,6,NA,NA,NA,NA,NA,NA,29.7,7.2,NA,2015,NA,NA,NA,"K15PSP2","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"477",540,"2015-08-19",2015,106,130,NA,3,NA,NA,NA,NA,NA,NA,37.6,11.2,NA,2015,NA,NA,NA,"K15PSP3","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"478",541,"2015-08-19",2015,120,70,NA,3,NA,NA,NA,NA,NA,NA,39.3,13,NA,2015,NA,NA,NA,"K15PSP5","Kluane","Salix pulchra",NA,NA,NA,NA,NA,NA
"479",542,"2015-08-19",2015,150,525,NA,7.5,NA,NA,NA,NA,NA,NA,37,16.2,NA,2015,NA,NA,NA,"K15PSR1","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"480",543,"2015-08-19",2015,145,440,NA,8,NA,NA,NA,NA,NA,NA,33.1,18.3,NA,2015,NA,NA,NA,"K15PSR2","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"481",544,"2015-08-19",2015,66,310,NA,2,NA,NA,NA,NA,NA,NA,38.4,13.3,NA,2015,NA,NA,NA,"K15PSR3","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"482",545,"2015-08-19",2015,188,490,NA,4.5,NA,NA,NA,NA,NA,NA,29.9,14.8,NA,2015,NA,NA,NA,"K15PSR4","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"483",546,"2015-08-19",2015,102,315,NA,5,NA,NA,NA,NA,NA,NA,34.9,11,NA,2015,NA,NA,NA,"K15PSR5","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"484",547,"2014-08-27",2014,107.4,306.5,NA,6,NA,NA,NA,NA,NA,NA,59.9,NA,NA,2014,NA,NA,NA,"KPSR1","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"485",548,"2014-08-27",2014,136.1,NA,NA,5.2,NA,NA,NA,NA,NA,NA,57.3,NA,NA,2014,NA,NA,NA,"KPSR10","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"486",549,"2014-08-27",2014,142.7,308.1,NA,4.2,NA,NA,NA,NA,NA,NA,55.8,NA,NA,2014,NA,NA,NA,"KPSR2","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"487",550,"2014-08-27",2014,76.2,226,NA,3.3,NA,NA,NA,NA,NA,NA,56.5,NA,NA,2014,NA,NA,NA,"KPSR4","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"488",551,"2014-08-27",2014,98.2,146.6,NA,2.5,NA,NA,NA,NA,NA,NA,62.3,NA,NA,2014,NA,NA,NA,"KPSR5","Kluane","Salix richardsonii",54,"Southern",97.25,"Southern",495658.8,"Southern"
"489",552,"2014-08-27",2014,149.8,NA,NA,9.5,NA,NA,NA,NA,NA,NA,53.6,NA,NA,2014,NA,NA,NA,"KPSR6","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"490",553,"2014-08-27",2014,195.5,NA,NA,11,NA,NA,NA,NA,NA,NA,63.2,NA,NA,2014,NA,NA,NA,"KPSR7","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"491",554,"2014-08-27",2014,130.1,266.4,NA,3.9,NA,NA,NA,NA,NA,NA,43.2,NA,NA,2014,NA,NA,NA,"KPSR8","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
"492",555,"2014-08-27",2014,138.9,33.16,NA,4.8,NA,NA,NA,NA,NA,NA,62,NA,NA,2014,NA,NA,NA,"KPSR9","Kluane","Salix richardsonii",NA,NA,NA,NA,NA,NA
