"","Latitude","Longitude","Elevation","Canopy_Height_cm","SampleYear","Site","Species","...8","SampleDate","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","biovolume","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleID_standard"
"304",NA,NA,NA,6,2016,"Kluane",NA,NA,2016-07-08,"KP16SA5",45,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,16470,"KP16Sa5","Kluane Plateau",NA,2016-07-09,2016,7,11.5,8.1,"KP16SA5"
"305",NA,NA,NA,5,2016,"Kluane",NA,NA,2016-07-08,"KP16SA6",55,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,11000,"KP16Sa6","Kluane Plateau",NA,2016-07-09,2016,7,19.9,7.8,"KP16SA6"
"306",NA,NA,NA,4,2016,"Kluane",NA,NA,2016-07-08,"KP16SA7",155,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,19840,"KP16Sa7","Kluane Plateau",NA,2016-07-09,2016,5,14.2,4.9,"KP16SA7"
"307",NA,NA,NA,6,2016,"Kluane",NA,NA,2016-07-08,"KP16SA8",57,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,17100,"KP16Sa8","Kluane Plateau",NA,2016-07-09,2016,6,15.9,8.3,"KP16SA8"
"308",NA,NA,NA,5,2016,"Kluane",NA,NA,2016-07-08,"KP16SA9",55,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,10175,"KP16Sa9","Kluane Plateau",NA,2016-07-09,2016,10,19.1,9.5,"KP16SA9"
"309",NA,NA,NA,7,2016,"Kluane",NA,NA,2016-07-08,"KP16SA10",66,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,26334,"KP16Sa10","Kluane Plateau",NA,2016-07-09,2016,20,17.8,10.3,"KP16SA10"
"310",NA,NA,NA,6,2016,"Kluane",NA,NA,2016-07-08,"KP16SA11",62,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,15252,"KP16Sa11","Kluane Plateau",2016-07-08,2016-08-08,2016,8,20.1,7.5,"KP16SA11"
"311",NA,NA,NA,4.5,2016,"Kluane",NA,NA,2016-07-08,"KP16SA13",50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,5175,"KP16Sa13","Kluane Plateau",2016-07-08,2016-08-08,2016,13,13.1,9.8,"KP16SA13"
"312",NA,NA,NA,7,2016,"Kluane",NA,NA,2016-07-08,"KP16SA14",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,10045,"KP16Sa14","Kluane Plateau",2016-07-08,2016-08-08,2016,9,17.2,9.7,"KP16SA14"
"313",NA,NA,NA,4.5,2016,"Kluane",NA,NA,2016-07-08,"KP16SA15",53,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,9540,"KP16Sa15","Kluane Plateau",2016-07-08,2016-08-08,2016,8,16.9,7.4,"KP16SA15"
"314",NA,NA,NA,5,2016,"Kluane",NA,NA,2016-07-08,"KP16SA16",68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,8500,"KP16Sa16","Kluane Plateau",2016-07-08,2016-08-08,2016,6,13,6.9,"KP16SA16"
"315",NA,NA,NA,6,2016,"Kluane",NA,NA,2016-07-08,"KP16SA18",7.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,1814.4,"KP16Sa18","Kluane Plateau",2016-07-08,2016-08-08,2016,6,15.4,6.5,"KP16SA18"
"316",NA,NA,NA,6,2016,"Kluane",NA,NA,2016-07-08,"KP16SA19",64,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,20352,"KP16Sa19","Kluane Plateau",2016-07-08,2016-08-08,2016,6,17.5,6.7,"KP16SA19"
"317",NA,NA,NA,23,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP1",39,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,24219,"HE16SP1","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,43,NA,"HE16SP1"
"318",NA,NA,NA,26,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP2",39,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,27378,"HE16SP2","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,37,NA,"HE16SP2"
"319",NA,NA,NA,24,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP3",36,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,22464,"HE16SP3","Qikiqtaruk",2016-07-11,2016-08-06,2016,10,49,NA,"HE16SP3"
"320",NA,NA,NA,35,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP4",43,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,70735,"HE16SP4","Qikiqtaruk",2016-07-11,2016-08-06,2016,10,51,NA,"HE16SP4"
"321",NA,NA,NA,29,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP5",55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,81345,"HE16SP5","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,62,NA,"HE16SP5"
"322",NA,NA,NA,71,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP6",496,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,14227264,"HE16SP6","Qikiqtaruk",2016-07-11,2016-08-06,2016,23,57,NA,"HE16SP6"
"323",NA,NA,NA,55,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP7","Qikiqtaruk",2016-07-11,2016-08-06,2016,21,50,NA,"HE16SP7"
"324",NA,NA,NA,34,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP8",184,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,1063520,"HE16SP8","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,31,NA,"HE16SP8"
"325",NA,NA,NA,53,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP9",222,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,2000220,"HE16SP9","Qikiqtaruk",2016-07-11,2016-08-06,2016,11,41,NA,"HE16SP9"
"326",NA,NA,NA,40,2016,"Qikiqtaruk",NA,NA,2016-07-11,"HE16SP10",232,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.5,2106560,"HE16SP10","Qikiqtaruk",2016-07-11,2016-08-06,2016,25,59,NA,"HE16SP10"
"327",NA,NA,NA,17,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP12",40,47,40,38,NA,38,42,NA,NA,NA,NA,43.5,31960,"HE16SP12","Qikiqtaruk",2016-07-24,2016-08-06,2016,7,18.3,4.6,"HE16SP12"
"328",NA,NA,NA,23,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP13",100,59,30,21,NA,36,50,NA,NA,NA,NA,79.5,135700,"HE16SP13","Qikiqtaruk",2016-07-24,2016-08-06,2016,7,25.1,7.1,"HE16SP13"
"329",NA,NA,NA,19,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP15",111,72,35,15,NA,43,41,NA,NA,NA,NA,91.5,151848,"HE16SP15","Qikiqtaruk",2016-07-24,2016-08-06,2016,7,19.9,6.6,"HE16SP15"
"330",NA,NA,NA,21,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP16",194,153,54,53,NA,42,41,NA,NA,NA,NA,173.5,623322,"HE16SP16","Qikiqtaruk",2016-07-24,2016-08-06,2016,10.5,31.5,9,"HE16SP16"
"331",NA,NA,NA,28.5,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP17",188,155,40,42,NA,33,33,NA,NA,NA,NA,171.5,830490,"HE16SP17","Qikiqtaruk",2016-07-24,2016-08-06,2016,7.3,30.4,7.4,"HE16SP17"
"332",NA,NA,NA,39,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP18",281,175,49,76,NA,47,48,NA,NA,NA,NA,228,1917825,"HE16SP18","Qikiqtaruk",2016-07-24,2016-08-06,2016,10.9,35,8.6,"HE16SP18"
"333",NA,NA,NA,13,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP19",59,46,105,57,NA,57,49,NA,NA,NA,NA,52.5,35282,"HE16SP19","Qikiqtaruk",2016-07-24,2016-08-06,2016,10.6,31.4,7.1,"HE16SP19"
"334",NA,NA,NA,26.5,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SP20",230,130,22,26,NA,46,46,NA,NA,NA,NA,180,792350,"HE16SP20","Qikiqtaruk",2016-07-24,2016-08-06,2016,7.9,38.2,5.9,"HE16SP20"
"335",NA,NA,NA,25,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16Sa1","Qikiqtaruk",2016-07-24,2016-08-06,2016,8,31.6,5.7,"HE16SA1"
"336",NA,NA,NA,6,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16Sa2","Qikiqtaruk",2016-07-24,2016-08-06,2016,18,15.3,9.7,"HE16SA2"
"337",NA,NA,NA,8,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA3",172,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.5,114208,"HE16Sa3","Qikiqtaruk",2016-07-24,2016-08-06,2016,10,18.1,7,"HE16SA3"
"338",NA,NA,NA,10,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA5",235,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,336050,"HE16Sa5","Qikiqtaruk",2016-07-24,2016-08-06,2016,6.9,26.9,6.9,"HE16SA5"
"339",NA,NA,NA,124,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR11",NA,764,121,100,NA,61,61,NA,NA,NA,NA,NA,NA,"HE16Sr11","Qikiqtaruk",2016-07-24,2016-08-09,2016,31.8,34,11,"HE16SR11"
"340",NA,NA,NA,68,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR12",427,237,105,50,NA,47,43,NA,NA,NA,NA,332,6881532,"HE16Sr12","Qikiqtaruk",2016-07-24,2016-08-09,2016,24,39.2,8.8,"HE16SR12"
"341",NA,NA,NA,70,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR13",491,284,60,71,NA,45,54,NA,NA,NA,NA,387.5,9761080,"HE16Sr13","Qikiqtaruk",2016-07-24,2016-08-09,2016,27,28.7,9.3,"HE16SR13"
"342",NA,NA,NA,34,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR14",206,147,30,24,NA,44,40,NA,NA,NA,NA,176.5,1029588,"HE16Sr14","Qikiqtaruk",2016-07-24,2016-08-09,2016,16,28.2,8.7,"HE16SR14"
"343",NA,NA,NA,38,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR15",232,150,24,25,NA,40,35,NA,NA,NA,NA,191,1322400,"HE16Sr15","Qikiqtaruk",2016-07-24,2016-08-09,2016,18,32.1,10.2,"HE16SR15"
"344",NA,NA,NA,67,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR16",331,220,95,48,NA,47,46,NA,NA,NA,NA,275.5,4878940,"HE16SR16","Qikiqtaruk",2016-07-24,2016-08-09,2016,33,31.2,11.2,"HE16SR16"
"345",NA,NA,NA,65,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR17",229,221,65,63,NA,104,89,NA,NA,NA,NA,225,3289585,"HE16SR17","Qikiqtaruk",2016-07-24,2016-08-09,2016,26.6,36.5,10.9,"HE16SR17"
"346",NA,NA,NA,59,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR18",183,155,270,277,NA,82,81,NA,NA,NA,NA,169,1673535,"HE16SR18","Qikiqtaruk",2016-07-24,2016-08-09,2016,20.3,36.7,9.6,"HE16SR18"
"347",NA,NA,NA,62,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR19",403,624,172,151,NA,58,62,NA,NA,NA,NA,513.5,15591264,"HE16SR19","Qikiqtaruk",2016-07-24,2016-08-09,2016,21.7,33.6,10,"HE16SR19"
"348",NA,NA,NA,33,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SR20",132,188,61,67,NA,50,48,NA,NA,NA,NA,160,818928,"HE16SR20","Qikiqtaruk",2016-07-24,2016-08-09,2016,9,38,7.1,"HE16SR20"
"349",NA,NA,NA,8,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA6",60,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,9120,"HE16SA6","Qikiqtaruk",2016-07-24,2016-08-06,2016,8,20.2,7.7,"HE16SA6"
"350",NA,NA,NA,11,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA7",56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,16632,"HE16SA7","Qikiqtaruk",2016-07-24,2016-08-06,2016,6,27.6,6.1,"HE16SA7"
"351",NA,NA,NA,7,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA9",127,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,78232,"HE16SA9","Qikiqtaruk",2016-07-24,2016-08-06,2016,8.6,30.2,8.3,"HE16SA9"
"352",NA,NA,NA,6,2016,"Qikiqtaruk",NA,NA,2016-07-23,"HE16SA10",40,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,15840,"HE16SA10","Qikiqtaruk",2016-07-24,2016-08-06,2016,23.6,20.8,6.2,"HE16SA10"
"353",NA,NA,NA,39,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP21",217,277,124,49,NA,48,52,NA,NA,NA,NA,247,2344251,"HE16SP21","Qikiqtaruk",2016-07-25,2016-08-06,2016,16.9,45.2,11.9,"HE16SP21"
"354",NA,NA,NA,55,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP23",1005,462,112,103,NA,50,48,NA,NA,NA,NA,733.5,25537050,"HE16SP23","Qikiqtaruk",2016-07-25,2016-08-06,2016,12,46.4,9.3,"HE16SP23"
"355",NA,NA,NA,77,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP24",515,306,205,66,NA,62,46,NA,NA,NA,NA,410.5,12134430,"HE16SP24","Qikiqtaruk",2016-07-25,2016-08-06,2016,15.6,44.9,8.8,"HE16SP24"
"356",NA,NA,NA,83,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP25",238,283,81,137,NA,53,51,NA,NA,NA,NA,260.5,5590382,"HE16SP25","Qikiqtaruk",2016-07-25,2016-08-06,2016,14.9,47.2,13.6,"HE16SP25"
"357",NA,NA,NA,91,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP26",367,568,109,88,NA,66,67,NA,NA,NA,NA,467.5,18969496,"HE16SP26","Qikiqtaruk",2016-07-25,2016-08-06,2016,12.7,35.2,9.8,"HE16SP26"
"358",NA,NA,NA,39,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP27",141,89,31,38,NA,40,42,NA,NA,NA,NA,115,489411,"HE16SP27","Qikiqtaruk",2016-07-25,2016-08-06,2016,12.9,36,11.5,"HE16SP27"
"359",NA,NA,NA,35,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP28",NA,NA,79,38,NA,54,49,NA,NA,NA,NA,NA,NA,"HE16SP28","Qikiqtaruk",2016-07-25,2016-08-06,2016,8.1,20.5,8.8,"HE16SP28"
"360",NA,NA,NA,53,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP29",652,426,166,156,NA,51,55,NA,NA,NA,NA,539,14720856,"HE16SP29","Qikiqtaruk",2016-07-25,2016-08-06,2016,13,44.5,12.1,"HE16SP29"
"361",NA,NA,NA,52,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SP30",428,402,181,260,NA,97,76,NA,NA,NA,NA,415,8946912,"HE16SP30","Qikiqtaruk",2016-07-25,2016-08-06,2016,15.6,46.5,12.9,"HE16SP30"
"362",NA,NA,NA,69,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR21",115,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,753825,"HE16SR21","Qikiqtaruk",2016-07-25,2016-08-06,2016,20,35.6,8.5,"HE16SR21"
"363",NA,NA,NA,77,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR22",120,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5,1007160,"HE16SR22","Qikiqtaruk",2016-07-25,2016-08-06,2016,15,34.7,10.1,"HE16SR22"
"364",NA,NA,NA,62,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR23",157,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,1245952,"HE16SR23","Qikiqtaruk",2016-07-25,2016-08-06,2016,24,39.1,8.5,"HE16SR23"
"365",NA,NA,NA,29,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR25",68,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,157760,"HE16SR25","Qikiqtaruk",2016-07-25,2016-08-06,2016,25,22.5,7.4,"HE16SR25"
"366",NA,NA,NA,35,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR26",110,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,154000,"HE16Sr26","Qikiqtaruk",2016-07-25,2016-08-06,2016,10,25.2,8.8,"HE16SR26"
"367",NA,NA,NA,25,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR27",127,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,511175,"HE16Sr27","Qikiqtaruk",2016-07-25,2016-08-06,2016,15,30.4,8.2,"HE16SR27"
"368",NA,NA,NA,30,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR28",106,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,260760,"HE16Sr28","Qikiqtaruk",2016-07-25,2016-08-06,2016,19,24,8,"HE16SR28"
"369",NA,NA,NA,38,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SR29",126,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.5,454860,"HE16Sr29","Qikiqtaruk",2016-07-25,2016-08-06,2016,19,30.5,9.5,"HE16SR29"
"370",NA,NA,NA,8,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SA11",44,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,10208,"HE16SA11","Qikiqtaruk",2016-07-25,2016-08-06,2016,9,28,8.4,"HE16SA11"
"371",NA,NA,NA,12,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SA12",54,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,28512,"HE16SA12","Qikiqtaruk",2016-07-25,2016-08-06,2016,7,15.6,7.7,"HE16SA12"
"372",NA,NA,NA,8.5,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SA13",44,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,25806,"HE16SA13","Qikiqtaruk",2016-07-25,2016-08-06,2016,5,24,3.5,"HE16SA13"
"373",NA,NA,NA,12,2016,"Qikiqtaruk",NA,NA,2016-07-24,"HE16SA14",39,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,16380,"HE16SA14","Qikiqtaruk",2016-07-25,2016-08-06,2016,5.1,19.1,5.7,"HE16SA14"
"374",NA,NA,NA,106,2016,"Kluane",NA,NA,2016-08-07,"KP16SP41",179,73,151,145,NA,74,81,NA,NA,NA,NA,126,1385102,"KP16SP41","Kluane Plateau",NA,2016-08-08,2016,34,50.8,7.6,"KP16SP41"
"375",NA,NA,NA,99.5,2016,"Kluane",NA,NA,2016-08-07,"KP16SP42",248,251,121,140,NA,52,55,NA,NA,NA,NA,249.5,6193676,"KP16SP42","Kluane Plateau",NA,2016-08-08,2016,25,42,9.8,"KP16SP42"
"376",NA,NA,NA,73,2016,"Kluane",NA,NA,2016-08-07,"KP16SP43",251,162,87,263,NA,66,62,NA,NA,NA,NA,206.5,2968326,"KP16SP43","Kluane Plateau",NA,2016-08-08,2016,17,47.5,8.3,"KP16SP43"
"377",NA,NA,NA,127,2016,"Kluane",NA,NA,2016-08-07,"KP16SP44",256,191,65,115,NA,86,87,NA,NA,NA,NA,223.5,6209792,"KP16SP44","Kluane Plateau",NA,2016-08-08,2016,34,41.9,7.4,"KP16SP44"
"378",NA,NA,NA,93,2016,"Kluane",NA,NA,2016-08-07,"KP16SP45",185,154,135,141,NA,59,54,NA,NA,NA,NA,169.5,2649570,"KP16SP45","Kluane Plateau",NA,2016-08-08,2016,24,41.1,8.7,"KP16SP45"
"379",NA,NA,NA,140,2016,"Kluane",NA,NA,2016-08-07,"KP16SP46",276,273,12.6,18.7,NA,9.4,8.7,NA,NA,NA,NA,274.5,10548720,"KP16SP46","Kluane Plateau",NA,2016-08-08,2016,37,42.9,10.3,"KP16SP46"
"380",NA,NA,NA,108,2016,"Kluane",NA,NA,2016-08-07,"KP16SP47",279,190,13.3,13.2,NA,8.1,7.3,NA,NA,NA,NA,234.5,5725080,"KP16SP47","Kluane Plateau",NA,2016-08-08,2016,29.1,32.5,14.9,"KP16SP47"
"381",NA,NA,NA,52,2016,"Kluane",NA,NA,2016-08-07,"KP16SP48",118,107,8,13.7,NA,3.1,4.3,NA,NA,NA,NA,112.5,656552,"KP16SP48","Kluane Plateau",NA,2016-08-08,2016,19.5,36.2,11.6,"KP16SP48"
"382",NA,NA,NA,101,2016,"Kluane",NA,NA,2016-08-07,"KP16SP49",310,226,12.3,7.4,NA,6.3,5.8,NA,NA,NA,NA,268,7076060,"KP16SP49","Kluane Plateau",NA,2016-08-08,2016,43.8,36.4,11,"KP16SP49"
"383",NA,NA,NA,58,2016,"Kluane",NA,NA,2016-08-07,"KP16SP50",132,212,16.6,13.9,NA,6.8,7.1,NA,NA,NA,NA,172,1623072,"KP16SP50","Kluane Plateau",NA,2016-08-08,2016,22.7,41.5,13.4,"KP16SP50"
"384",NA,NA,NA,150,2016,"Kluane",NA,NA,2016-08-07,"KP16SP51",146,121,121,85,NA,75,77,NA,NA,NA,NA,133.5,2649900,"KP16SP51","Kluane Plateau",NA,2016-08-09,2016,26,42.3,12.4,"KP16SP51"
"385",NA,NA,NA,37,2016,"Kluane",NA,NA,2016-08-07,"KP16SP52",193,97,110,140,NA,61,72,NA,NA,NA,NA,145,692677,"KP16SP52","Kluane Plateau",NA,2016-08-09,2016,19,35,8.1,"KP16SP52"
"386",NA,NA,NA,112,2016,"Kluane",NA,NA,2016-08-07,"KP16SP53",264,257,136,148,NA,65,72,NA,NA,NA,NA,260.5,7598976,"KP16SP53","Kluane Plateau",NA,2016-08-09,2016,39,30.5,7,"KP16SP53"
"387",NA,NA,NA,107,2016,"Kluane",NA,NA,2016-08-07,"KP16SP56",159,148,8,3.1,NA,6.2,5.9,NA,NA,NA,NA,153.5,2517924,"KP16SP56","Kluane Plateau",NA,2016-08-09,2016,33,41.2,10.8,"KP16SP56"
"388",NA,NA,NA,47,2016,"Kluane",NA,NA,2016-08-07,"KP16SP57",184,184,7.2,7.5,NA,6.3,6.2,NA,NA,NA,NA,184,1591232,"KP16SP57","Kluane Plateau",NA,2016-08-09,2016,15.1,34.8,7.9,"KP16SP57"
"389",NA,NA,NA,41,2016,"Kluane",NA,NA,2016-08-07,"KP16SP59",146,102,3.9,5.5,NA,4.9,4.6,NA,NA,NA,NA,124,610572,"KP16SP59","Kluane Plateau",NA,2016-08-09,2016,15.2,47.5,10.4,"KP16SP59"
"390",NA,NA,NA,87,2016,"Kluane",NA,NA,2016-08-07,"KP16SP60",354,338,9.8,13.4,NA,7.2,6.6,NA,NA,NA,NA,346,10409724,"KP16SP60","Kluane Plateau",NA,2016-08-09,2016,31.7,37.8,18.6,"KP16SP60"
"391",NA,NA,NA,141,2016,"Kluane",NA,NA,2016-08-07,"KP16SR41",102,81,131,142,NA,61,63,NA,NA,NA,NA,91.5,1164942,"KP16SR41","Kluane Plateau",NA,2016-08-09,2016,32,43.4,9.1,"KP16SR41"
"392",NA,NA,NA,108,2016,"Kluane",NA,NA,2016-08-07,"KP16SR42",154,186,119,138,NA,72,75,NA,NA,NA,NA,170,3093552,"KP16SR42","Kluane Plateau",NA,2016-08-09,2016,37,38.5,11.4,"KP16SR42"
"393",NA,NA,NA,111,2016,"Kluane",NA,NA,2016-08-07,"KP16SR43",272,250,132,162,NA,71,85,NA,NA,NA,NA,261,7548000,"KP16SR43","Kluane Plateau",NA,2016-08-09,2016,61,51.6,10.3,"KP16SR43"
"394",NA,NA,NA,66,2016,"Kluane",NA,NA,2016-08-07,"KP16SR44",222,187,207,109,NA,66,71,NA,NA,NA,NA,204.5,2739924,"KP16SR44","Kluane Plateau",NA,2016-08-09,2016,34,43.5,12.7,"KP16SR44"
"395",NA,NA,NA,76,2016,"Kluane",NA,NA,2016-08-07,"KP16SR45",206,207,96,105,NA,62,59,NA,NA,NA,NA,206.5,3240792,"KP16SR45","Kluane Plateau",NA,2016-08-09,2016,44,43.4,11.3,"KP16SR45"
"396",NA,NA,NA,124.5,2016,"Kluane",NA,NA,2016-08-07,"KP16SR46",245,193,14.5,14.5,NA,6.5,6.9,NA,NA,NA,NA,219,5886982.5,"KP16SR46","Kluane Plateau",NA,2016-08-09,2016,64.1,54.8,14.3,"KP16SR46"
"397",NA,NA,NA,116,2016,"Kluane",NA,NA,2016-08-07,"KP16SR47",193,179,9.4,15.6,NA,8.5,9.3,NA,NA,NA,NA,186,4007452,"KP16SR47","Kluane Plateau",NA,2016-08-09,2016,33.5,35.4,11.2,"KP16SR47"
"398",NA,NA,NA,61,2016,"Kluane",NA,NA,2016-08-07,"KP16SR48",54,37,8.4,7.2,NA,4.2,4.4,NA,NA,NA,NA,45.5,121878,"KP16SR48","Kluane Plateau",NA,2016-08-09,2016,18.1,39.9,6.9,"KP16SR48"
"399",NA,NA,NA,88,2016,"Kluane",NA,NA,2016-08-07,"KP16SR49",213,198,10.1,10.9,NA,8.1,7.5,NA,NA,NA,NA,205.5,3711312,"KP16SR49","Kluane Plateau",NA,2016-08-09,2016,47.6,45.5,20.4,"KP16SR49"
"400",NA,NA,NA,143,2016,"Kluane",NA,NA,2016-08-07,"KP16SR50",165,215,11.5,13.1,NA,7.3,6.8,NA,NA,NA,NA,190,5072925,"KP16SR50","Kluane Plateau",NA,2016-08-09,2016,51.8,37.5,19.1,"KP16SR50"
"401",NA,NA,NA,67,2016,"Kluane",NA,NA,2016-08-07,"KP16SR51",142,115,101,138,NA,56,57,NA,NA,NA,NA,128.5,1094110,"KP16SR51","Kluane Plateau",NA,2016-08-09,2016,35,46.7,10.5,"KP16SR51"
"402",NA,NA,NA,71,2016,"Kluane",NA,NA,2016-08-07,"KP16SR52",145,104,115,133,NA,51,50,NA,NA,NA,NA,124.5,1070680,"KP16SR52","Kluane Plateau",NA,2016-08-09,2016,25,34.1,9.7,"KP16SR52"
"403",NA,NA,NA,92,2016,"Kluane",NA,NA,2016-08-07,"KP16SR53",248,218,71,56,NA,46,48,NA,NA,NA,NA,233,4973888,"KP16SR53","Kluane Plateau",NA,2016-08-09,2016,36,36.3,9.1,"KP16SR53"
"404",NA,NA,NA,66,2016,"Kluane",NA,NA,2016-08-07,"KP16SR54",123,114,165,183,NA,70,81,NA,NA,NA,NA,118.5,925452,"KP16SR54","Kluane Plateau",NA,2016-08-09,2016,20,28.1,7.7,"KP16SR54"
