"","SampleID","Match","SampleSite","SampleDate","Date_propagated","Date_planted","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Mother_LS","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","Site","SampleYear","mean_stem_elong","mean_leaf_length","mean_width","SampleID_standard"
"152","H17Sa7","#N/A","Qikiqtaruk",2017-08-13,NA,2017-08-19,2017,11,NA,NA,NA,62.56,67.05,58.38,78.02,12.3,43.19,49.4,9,"Qikiqtaruk",2017,44.5033333333333,62.6633333333333,NA,"H17SA7"
"153","H17Sa8","#N/A","Qikiqtaruk",2017-08-13,NA,2017-08-19,2017,5,NA,NA,NA,48.92,44.88,42.05,31.29,46.96,44.6,42.5,7.21,"Qikiqtaruk",2017,40.95,45.2833333333333,NA,"H17SA8"
"154","H17Sa9","#N/A","Qikiqtaruk",2017-08-13,NA,2017-08-19,2017,6,NA,NA,NA,44.2,39.1,37.5,13.5,23.5,49.5,40.3,6.6,"Qikiqtaruk",2017,28.8333333333333,40.2666666666667,NA,"H17SA9"
"155","H17Sa10","#N/A","Qikiqtaruk",2017-08-13,NA,2017-08-19,2017,5,NA,NA,NA,48.5,25.4,36.9,42.9,22,17.2,42.6,5.9,"Qikiqtaruk",2017,27.3666666666667,36.9333333333333,NA,"H17SA10"
"156","H17Sa11","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,8,NA,NA,NA,55.4,50.92,54.21,94.3,42.47,25.05,63.8,10.79,"Qikiqtaruk",2017,53.94,53.51,NA,"H17SA11"
"157","H17Sa12","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,4,NA,NA,NA,44,45,38,17.6,13.4,8.5,25.5,7.5,"Qikiqtaruk",2017,13.1666666666667,42.3333333333333,NA,"H17SA12"
"158","H17Sa13","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,10.5,NA,NA,NA,46.7,49.5,41.4,76,25.8,4.4,32.4,6.5,"Qikiqtaruk",2017,35.4,45.8666666666667,NA,"H17SA13"
"159","H17Sa14","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,6.5,NA,NA,NA,43.1,28.5,41.7,11.5,27.9,10.4,33.7,7.9,"Qikiqtaruk",2017,16.6,37.7666666666667,NA,"H17SA14"
"160","H17Sa15","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,12.5,NA,NA,NA,65.19,55.26,58.84,38.69,48.56,31.14,31.3,5.12,"Qikiqtaruk",2017,39.4633333333333,59.7633333333333,NA,"H17SA15"
"161","H17Sa16","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,6.5,NA,NA,NA,44.5,44.4,32.4,18.7,39.4,27.4,25.3,6.9,"Qikiqtaruk",2017,28.5,40.4333333333333,NA,"H17SA16"
"162","H17Sa17","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,5,NA,NA,NA,35.7,45.9,52.5,4.5,14.9,4.4,29.8,8.9,"Qikiqtaruk",2017,7.93333333333333,44.7,NA,"H17SA17"
"163","H17Sa18","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,12,NA,NA,NA,64,63,60,56,87,38,52,12.5,"Qikiqtaruk",2017,60.3333333333333,62.3333333333333,NA,"H17SA18"
"164","H17Sa19","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,8.5,NA,NA,NA,41.8,58.3,62.9,22.8,38.9,46,32.1,12.4,"Qikiqtaruk",2017,35.9,54.3333333333333,NA,"H17SA19"
"165","H17Sa20","#N/A","Qikiqtaruk",2017-08-14,NA,2017-08-19,2017,7.5,NA,NA,NA,56.6,51,39.5,21.9,7.2,49.6,51.3,11.5,"Qikiqtaruk",2017,26.2333333333333,49.0333333333333,NA,"H17SA20"
"166","PC16PVSR1","PC16PVSr1","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,148,147,103,34.1,NA,NA,NA,NA,NA,NA,29.9,10.3,"Kluane",2016,NA,NA,125,"PC16PVSR1"
"167","PC16PVSR2","PC16PVSr2","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,124,154,117,50.3,NA,NA,NA,NA,NA,NA,40.4,10.8,"Kluane",2016,NA,NA,135.5,"PC16PVSR2"
"168","PC16PVSR3","PC16PVSr3","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,22,46,62,10.4,NA,NA,NA,NA,NA,NA,30.5,7.5,"Kluane",2016,NA,NA,54,"PC16PVSR3"
"169","PC16PVSR4","PC16PVSr4","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,174,183,226,69.6,NA,NA,NA,NA,NA,NA,28.5,9.4,"Kluane",2016,NA,NA,204.5,"PC16PVSR4"
"170","PC16PVSR5","PC16PVSr5","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,100,224,137,47,NA,NA,NA,NA,NA,NA,43.5,10.6,"Kluane",2016,NA,NA,180.5,"PC16PVSR5"
"171","PC16PVSR6","PC16PVSr6","Pika Camp",2016-06-29,NA,2016-07-02,2016,108,215,152,38.7,NA,NA,NA,NA,NA,NA,34.8,10.6,"Kluane",2016,NA,NA,183.5,"PC16PVSR6"
"172","PC16PVSR7","PC16PVSr7","Pika Camp",2016-06-29,NA,2016-07-02,2016,81,222,108,33.3,NA,NA,NA,NA,NA,NA,33.5,11.6,"Kluane",2016,NA,NA,165,"PC16PVSR7"
"173","PC16PVSR8","PC16PVSr8","Pika Camp",2016-06-29,NA,2016-07-02,2016,76,235,154,24.7,NA,NA,NA,NA,NA,NA,39.5,8.4,"Kluane",2016,NA,NA,194.5,"PC16PVSR8"
"174","PC16PVSR9","PC16PVSr9","Pika Camp",2016-06-29,NA,2016-07-02,2016,69,86,46,17.9,NA,NA,NA,NA,NA,NA,40.3,10.9,"Kluane",2016,NA,NA,66,"PC16PVSR9"
"175","PC16PVSR10","PC16PVSr10","Pika Camp",2016-06-29,NA,2016-07-02,2016,107,83,61,19,NA,NA,NA,NA,NA,NA,35.8,9.8,"Kluane",2016,NA,NA,72,"PC16PVSR10"
"176","PC16PVSP1","PC16PVSp1","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,143,68,163,38.6,NA,NA,NA,NA,NA,NA,35.4,11.4,"Kluane",2016,NA,NA,115.5,"PC16PVSP1"
"177","PC16PVSP2","PC16PVSp2","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,87,174,185,24.4,NA,NA,NA,NA,NA,NA,17,9.2,"Kluane",2016,NA,NA,179.5,"PC16PVSP2"
"178","PC16PVSP3","PC16PVSp3","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,109,44,153,17,NA,NA,NA,NA,NA,NA,23.4,11.5,"Kluane",2016,NA,NA,98.5,"PC16PVSP3"
"179","PC16PVSP4","PC16PVSp4","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,40,389,152,21.2,NA,NA,NA,NA,NA,NA,35.2,11.8,"Kluane",2016,NA,NA,270.5,"PC16PVSP4"
"180","PC16PVSP5","PC16PVSp5","Pika Camp",2016-06-29,2016-07-02,2016-08-08,2016,86,214,236,97.2,NA,NA,NA,NA,NA,NA,36,9.6,"Kluane",2016,NA,NA,225,"PC16PVSP5"
"181","PC16PVSP6","PC16PVSp6","Pika Camp",2016-06-29,NA,2016-07-02,2016,78,209,223,45.1,NA,NA,NA,NA,NA,NA,37.2,8.2,"Kluane",2016,NA,NA,216,"PC16PVSP6"
"182","PC16PVSP7","PC16PVSp7","Pika Camp",2016-06-29,NA,2016-07-02,2016,67,168,152,19.4,NA,NA,NA,NA,NA,NA,40.9,11.4,"Kluane",2016,NA,NA,160,"PC16PVSP7"
"183","PC16PVSP8","PC16PVSp8","Pika Camp",2016-06-29,NA,2016-07-02,2016,63,139,99,21.3,NA,NA,NA,NA,NA,NA,41,10.9,"Kluane",2016,NA,NA,119,"PC16PVSP8"
