"","SampleID","Match","SampleSite","SampleDate","Date_propagated","Date_planted","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Mother_LS","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","Site","SampleYear","mean_stem_elong","mean_leaf_length","mean_width","SampleID_standard"
"535","H15sa5","H15Sa5","QHI",2015-07-21,2015-07-21,2015-08-20,2015,13,NA,NA,1.2,NA,NA,NA,NA,NA,NA,43,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SA5"
"557","H15sp1","H15Sp1","QHI",2015-07-18,2015-07-18,2015-08-18,2015,16,NA,NA,0.9,NA,NA,NA,NA,NA,NA,46.7,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SP1"
"558","H15sp10","H15Sp10","QHI",2015-07-18,2015-07-18,2015-08-18,2015,35,NA,NA,1.2,NA,NA,NA,NA,NA,NA,83.1,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SP10"
"559","H15sp11","H15Sp11","QHI",2015-07-18,2015-07-18,2015-08-18,2015,25,NA,NA,0.8,NA,NA,NA,NA,NA,NA,39.8,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SP11"
"560","H15sp12","H15Sp12","QHI",2015-07-18,2015-07-18,2015-08-18,2015,38,NA,NA,0.6,NA,NA,NA,NA,NA,NA,53.6,4,"Qikiqtaruk",2015,NA,NA,NA,"H15SP12"
"561","H15sp13","H15Sp13","QHI",2015-07-18,2015-07-18,2015-08-18,2015,33,NA,NA,1.7,NA,NA,NA,NA,NA,NA,61,11,"Qikiqtaruk",2015,NA,NA,NA,"H15SP13"
"562","H15sp14","H15Sp14","QHI",2015-07-18,2015-07-18,2015-08-18,2015,38,NA,NA,1.5,NA,NA,NA,NA,NA,NA,34.6,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SP14"
"563","H15sp15","H15Sp15","QHI",2015-07-18,2015-07-18,2015-08-18,2015,28,NA,NA,0.9,NA,NA,NA,NA,NA,NA,35,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SP15"
"564","H15sp16","H15Sp16","QHI",2015-07-18,2015-07-18,2015-08-18,2015,24,NA,NA,1.3,NA,NA,NA,NA,NA,NA,49.6,12,"Qikiqtaruk",2015,NA,NA,NA,"H15SP16"
"565","H15sp17","H15Sp17","QHI",2015-07-18,2015-07-18,2015-08-18,2015,43,NA,NA,1.6,NA,NA,NA,NA,NA,NA,52.8,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SP17"
"566","H15sp18","H15Sp18","QHI",2015-07-18,2015-07-18,2015-08-18,2015,35,NA,NA,0.9,NA,NA,NA,NA,NA,NA,48,11,"Qikiqtaruk",2015,NA,NA,NA,"H15SP18"
"567","H15sp19","H15Sp19","QHI",2015-07-18,2015-07-18,2015-08-18,2015,47,NA,NA,1.2,NA,NA,NA,NA,NA,NA,52,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SP19"
"568","H15sp2","H15Sp2","QHI",2015-07-18,2015-07-18,2015-08-18,2015,21,NA,NA,0.9,NA,NA,NA,NA,NA,NA,50.7,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SP2"
"569","H15sp20","H15Sp20","QHI",2015-07-18,2015-07-18,2015-08-18,2015,25,NA,NA,1.5,NA,NA,NA,NA,NA,NA,34,17,"Qikiqtaruk",2015,NA,NA,NA,"H15SP20"
"570","H15sp21","H15Sp21","QHI",2015-07-18,2015-07-18,2015-08-18,2015,30,NA,NA,0.9,NA,NA,NA,NA,NA,NA,51.8,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SP21"
"571","H15sp22","H15Sp22","QHI",2015-07-18,2015-07-18,2015-08-18,2015,42,NA,NA,0.8,NA,NA,NA,NA,NA,NA,42.1,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SP22"
"572","H15sp23","H15Sp23","QHI",2015-07-18,2015-07-18,2015-08-18,2015,26,NA,NA,0.8,NA,NA,NA,NA,NA,NA,38.9,5,"Qikiqtaruk",2015,NA,NA,NA,"H15SP23"
"573","H15sp24","H15Sp24","QHI",2015-07-18,2015-07-18,2015-08-18,2015,24,NA,NA,0.6,NA,NA,NA,NA,NA,NA,39.9,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SP24"
"574","H15sp25","H15SP25","QHI",2015-07-18,2015-07-18,2015-08-18,2015,24,NA,NA,0.7,NA,NA,NA,NA,NA,NA,33.6,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SP25"
"575","H15sp26","H15sp26","QHI",2015-07-18,2015-07-18,2015-08-18,2015,29,NA,NA,0.6,NA,NA,NA,NA,NA,NA,34,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SP26"
"576","H15sp27","H15Sp27","QHI",2015-07-18,2015-07-18,2015-08-18,2015,24,NA,NA,1,NA,NA,NA,NA,NA,NA,490,10,"Qikiqtaruk",2015,NA,NA,NA,"H15SP27"
"577","H15sp28","H15SP28","QHI",2015-07-18,2015-07-18,2015-08-18,2015,19,NA,NA,1.1,NA,NA,NA,NA,NA,NA,255,12,"Qikiqtaruk",2015,NA,NA,NA,"H15SP28"
"578","H15sp29","H15Sp29","QHI",2015-07-18,2015-07-18,2015-08-18,2015,32,NA,NA,0.9,NA,NA,NA,NA,NA,NA,373,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SP29"
"579","H15sp3","H15Sp3","QHI",2015-07-18,2015-07-18,2015-08-18,2015,29,NA,NA,0.6,NA,NA,NA,NA,NA,NA,32.2,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SP3"
"580","H15sp30","H15Sp30","QHI",2015-07-18,2015-07-18,2015-08-18,2015,26,NA,NA,1.1,NA,NA,NA,NA,NA,NA,32,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SP30"
"581","H15sp4","H15Sp4","QHI",2015-07-18,2015-07-18,2015-08-18,2015,23,NA,NA,0.6,NA,NA,NA,NA,NA,NA,35.8,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SP4"
"582","H15sp5","H15Sp5","QHI",2015-07-18,2015-07-18,2015-08-18,2015,13,NA,NA,0.8,NA,NA,NA,NA,NA,NA,38,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SP5"
"583","H15sp6","H15Sp6","QHI",2015-07-18,2015-07-18,2015-08-18,2015,22,NA,NA,0.9,NA,NA,NA,NA,NA,NA,47,11,"Qikiqtaruk",2015,NA,NA,NA,"H15SP6"
"584","H15sp7","H15Sp7","QHI",2015-07-18,2015-07-18,2015-08-18,2015,39,NA,NA,0.8,NA,NA,NA,NA,NA,NA,39,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SP7"
"585","H15sp8","H15Sp8","QHI",2015-07-18,2015-07-18,2015-08-18,2015,21,NA,NA,1,NA,NA,NA,NA,NA,NA,47.8,10,"Qikiqtaruk",2015,NA,NA,NA,"H15SP8"
"586","H15sp9","H15Sp9","QHI",2015-07-18,2015-07-18,2015-08-18,2015,22,NA,NA,0.9,NA,NA,NA,NA,NA,NA,58.1,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SP9"
"587","H15sr1","H15Sr1","QHI",2015-07-18,2015-07-18,2015-08-18,2015,73.5,372,NA,3,NA,NA,NA,NA,NA,NA,35.4,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SR1"
"588","H15sr10","H15Sr10","QHI",2015-07-18,2015-07-18,2015-08-18,2015,42,209,NA,1.6,NA,NA,NA,NA,NA,NA,39.5,11,"Qikiqtaruk",2015,NA,NA,NA,"H15SR10"
"589","H15sr11","H15Sr11","QHI",2015-07-18,2015-07-18,2015-08-18,2015,26,157,NA,2.3,NA,NA,NA,NA,NA,NA,27.4,11,"Qikiqtaruk",2015,NA,NA,NA,"H15SR11"
"590","H15sr12","H15Sr12","QHI",2015-07-18,2015-07-18,2015-08-18,2015,36,280,NA,1.7,NA,NA,NA,NA,NA,NA,43.5,12,"Qikiqtaruk",2015,NA,NA,NA,"H15SR12"
"591","H15sr13","H15Sr13","QHI",2015-07-18,2015-07-18,2015-08-18,2015,22,226,NA,1.8,NA,NA,NA,NA,NA,NA,27.8,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SR13"
"592","H15sr14","H15Sr14","QHI",2015-07-18,2015-07-18,2015-08-18,2015,26,160,NA,1.7,NA,NA,NA,NA,NA,NA,32.6,12,"Qikiqtaruk",2015,NA,NA,NA,"H15SR14"
"593","H15sr15","H15Sr15","QHI",2015-07-18,2015-07-18,2015-08-18,2015,42,340,NA,2.1,NA,NA,NA,NA,NA,NA,36.1,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SR15"
"594","H15sr16","H15Sr16","QHI",2015-07-18,2015-07-18,2015-08-18,2015,54,348,NA,2.3,NA,NA,NA,NA,NA,NA,40.3,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SR16"
"595","H15sr17","H15Sr17","QHI",2015-07-18,2015-07-18,2015-08-18,2015,59,281,NA,2.4,NA,NA,NA,NA,NA,NA,49.8,11,"Qikiqtaruk",2015,NA,NA,NA,"H15SR17"
"596","H15sr18","H15Sr18","QHI",2015-07-18,2015-07-18,2015-08-18,2015,54,NA,NA,1.9,NA,NA,NA,NA,NA,NA,40.5,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SR18"
"597","H15sr19","H15Sr19","QHI",2015-07-18,2015-07-18,2015-08-18,2015,38,181,NA,1.9,NA,NA,NA,NA,NA,NA,35,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SR19"
"598","H15sr2","H15Sr2","QHI",2015-07-18,2015-07-18,2015-08-18,2015,45,380,NA,0.8,NA,NA,NA,NA,NA,NA,42.5,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SR2"
"599","H15sr20","H15Sr20","QHI",2015-07-18,2015-07-18,2015-08-18,2015,36,201,NA,1.6,NA,NA,NA,NA,NA,NA,40.5,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SR20"
"600","H15sr21","H15Sr21","QHI",2015-07-18,2015-07-18,2015-08-18,2015,48,193,NA,1.5,NA,NA,NA,NA,NA,NA,39.5,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SR21"
"601","H15sr22","H15Sr22","QHI",2015-07-18,2015-07-18,2015-08-18,2015,34,380,NA,1.9,NA,NA,NA,NA,NA,NA,29.6,12,"Qikiqtaruk",2015,NA,NA,NA,"H15SR22"
"602","H15sr23","H15Sr23","QHI",2015-07-18,2015-07-18,2015-08-18,2015,31,379,NA,1.6,NA,NA,NA,NA,NA,NA,36.5,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SR23"
"603","H15sr24","H15Sr24","QHI",2015-07-18,2015-07-18,2015-08-18,2015,44,NA,NA,2.4,NA,NA,NA,NA,NA,NA,36.7,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SR24"
"604","H15sr25","H15Sr25","QHI",2015-07-18,2015-07-18,2015-08-18,2015,40,208,NA,1.4,NA,NA,NA,NA,NA,NA,30,10,"Qikiqtaruk",2015,NA,NA,NA,"H15SR25"
"605","H15sr26","H15Sr26","QHI",2015-07-18,2015-07-18,2015-08-18,2015,59,412,NA,3.4,NA,NA,NA,NA,NA,NA,60.8,10,"Qikiqtaruk",2015,NA,NA,NA,"H15SR26"
"606","H15sr27","H15Sr27","QHI",2015-07-18,2015-07-18,2015-08-18,2015,41,178,NA,1.7,NA,NA,NA,NA,NA,NA,38.9,10,"Qikiqtaruk",2015,NA,NA,NA,"H15SR27"
"607","H15sr28","H15Sr28","QHI",2015-07-18,2015-07-18,2015-08-18,2015,48,229,NA,1.6,NA,NA,NA,NA,NA,NA,44.2,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SR28"
"608","H15sr29","H15SR29","QHI",2015-07-18,2015-07-18,2015-08-18,2015,51,400,NA,1.2,NA,NA,NA,NA,NA,NA,52.6,9,"Qikiqtaruk",2015,NA,NA,NA,"H15SR29"
"609","H15sr3","H15Sr3","QHI",2015-07-18,2015-07-18,2015-08-18,2015,40,161,NA,2,NA,NA,NA,NA,NA,NA,28.9,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SR3"
"610","H15sr30","H15Sr30","QHI",2015-07-18,2015-07-18,2015-08-18,2015,39,106,NA,1.1,NA,NA,NA,NA,NA,NA,34.1,6,"Qikiqtaruk",2015,NA,NA,NA,"H15SR30"
"611","H15sr4","H15Sr4","QHI",2015-07-18,2015-07-18,2015-08-18,2015,33,327,NA,1.2,NA,NA,NA,NA,NA,NA,39.2,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SR4"
"612","H15sr5","H15Sr5","QHI",2015-07-18,2015-07-18,2015-08-18,2015,44,366,NA,2.1,NA,NA,NA,NA,NA,NA,41.7,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SR5"
"613","H15sr6","H15Sr6","QHI",2015-07-18,2015-07-18,2015-08-18,2015,48,208,NA,1.8,NA,NA,NA,NA,NA,NA,37,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SR6"
"614","H15sr7","H15Sr7","QHI",2015-07-18,2015-07-18,2015-08-18,2015,29,218,NA,1.3,NA,NA,NA,NA,NA,NA,29.2,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SR7"
"615","H15sr8","H15Sr8","QHI",2015-07-18,2015-07-18,2015-08-18,2015,59,261,NA,1.5,NA,NA,NA,NA,NA,NA,33.9,7,"Qikiqtaruk",2015,NA,NA,NA,"H15SR8"
"616","H15sr9","H15Sr9","QHI",2015-07-18,2015-07-18,2015-08-18,2015,31,246,NA,2,NA,NA,NA,NA,NA,NA,35.9,8,"Qikiqtaruk",2015,NA,NA,NA,"H15SR9"
"627","K15psp10","K15PSp10","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,84,196,NA,2.3,NA,NA,NA,NA,NA,NA,34,10.1,"Kluane",2015,NA,NA,NA,"K15PSP10"
"628","K15psp6","K15PSp6","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,73,161,NA,2,NA,NA,NA,NA,NA,NA,33.8,10,"Kluane",2015,NA,NA,NA,"K15PSP6"
"629","K15psp7","K15PSp7","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,44,68,NA,0.9,NA,NA,NA,NA,NA,NA,32,9,"Kluane",2015,NA,NA,NA,"K15PSP7"
"630","K15psp8","K15PSp8","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,69,142,NA,1.4,NA,NA,NA,NA,NA,NA,30.3,7.5,"Kluane",2015,NA,NA,NA,"K15PSP8"
"631","K15psp9","K15PSp9","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,78,150,NA,2.4,NA,NA,NA,NA,NA,NA,36.7,9.9,"Kluane",2015,NA,NA,NA,"K15PSP9"
"632","Kpsp11","KPSp11","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,44,155,NA,1.9,NA,NA,NA,NA,NA,NA,32.7,8.6,"Kluane",2015,NA,NA,NA,"KPSP11"
"633","Kpsp12","KPSP12","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,76,304,NA,5.4,NA,NA,NA,NA,NA,NA,26.9,6,"Kluane",2015,NA,NA,NA,"KPSP12"
"634","Kpsp13","KPSP13","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,76,178,NA,2.4,NA,NA,NA,NA,NA,NA,33.4,5.6,"Kluane",2015,NA,NA,NA,"KPSP13"
"635","Kpsp14","KPSP14","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,137,197,NA,3.3,NA,NA,NA,NA,NA,NA,32.6,8.1,"Kluane",2015,NA,NA,NA,"KPSP14"
"636","Kpsp15","KPSP15","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,132,253,NA,10.4,NA,NA,NA,NA,NA,NA,37,8.9,"Kluane",2015,NA,NA,NA,"KPSP15"
"637","K15psr10","K15PSr10","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,81,1981,NA,6.4,NA,NA,NA,NA,NA,NA,31.5,10.4,"Kluane",2015,NA,NA,NA,"K15PSR10"
"638","K15psr11","K15PSr11","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,63,165,NA,3.6,NA,NA,NA,NA,NA,NA,27.2,11.7,"Kluane",2015,NA,NA,NA,"K15PSR11"
"639","K15psr12","K15PSr12","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,48,167,NA,2.7,NA,NA,NA,NA,NA,NA,32.7,11.8,"Kluane",2015,NA,NA,NA,"K15PSR12"
"640","K15psr13","K15PSR13","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,43,99,NA,2.8,NA,NA,NA,NA,NA,NA,26.1,9.8,"Kluane",2015,NA,NA,NA,"K15PSR13"
"641","K15psr14","K15PSR14","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,71,171,NA,5,NA,NA,NA,NA,NA,NA,29.4,12.9,"Kluane",2015,NA,NA,NA,"K15PSR14"
"642","K15psr15","K15PSR15","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,12.6,"Kluane",2015,NA,NA,NA,"K15PSR15"
"643","K15psr6","K15PSr6","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,88,306,NA,6.8,NA,NA,NA,NA,NA,NA,31.2,14.2,"Kluane",2015,NA,NA,NA,"K15PSR6"
"644","K15psr7","K15PSr7","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,66,89,NA,2,NA,NA,NA,NA,NA,NA,34,11.3,"Kluane",2015,NA,NA,NA,"K15PSR7"
"645","K15psr8","K15PSr8","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,78,167,NA,3.1,NA,NA,NA,NA,NA,NA,21.9,8.8,"Kluane",2015,NA,NA,NA,"K15PSR8"
"646","K15psr9","K15PSr9","Kluane Plateau",2015-07-04,2015-07-04,2015-08-18,2015,72,212,NA,3.2,NA,NA,NA,NA,NA,NA,39.2,11,"Kluane",2015,NA,NA,NA,"K15PSR9"
"658","K15ssr1","K15SSr1","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,34,46,NA,1.3,NA,NA,NA,NA,NA,NA,22.8,9,"Kluane",2015,NA,NA,NA,"K15SSR1"
"659","K15ssr10","K15Ssr10","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,50,79,NA,2.6,NA,NA,NA,NA,NA,NA,49.4,10.5,"Kluane",2015,NA,NA,NA,"K15SSR10"
"660","K15ssr2","K15SSr2","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,49,127,NA,2.4,NA,NA,NA,NA,NA,NA,47.3,11.5,"Kluane",2015,NA,NA,NA,"K15SSR2"
"661","K15ssr3","K15SSr3","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,76,167,NA,3.6,NA,NA,NA,NA,NA,NA,50.3,12.4,"Kluane",2015,NA,NA,NA,"K15SSR3"
"662","K15ssr4","K15SSr4","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,58,106,NA,1.9,NA,NA,NA,NA,NA,NA,45.5,11.5,"Kluane",2015,NA,NA,NA,"K15SSR4"
"663","K15ssr5","K15SSr5","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,28,64,NA,0.8,NA,NA,NA,NA,NA,NA,31.1,7.7,"Kluane",2015,NA,NA,NA,"K15SSR5"
"664","K15ssr6","K15SSr6","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,66,185,NA,2.9,NA,NA,NA,NA,NA,NA,42.5,10.5,"Kluane",2015,NA,NA,NA,"K15SSR6"
"665","K15ssr7","K15SSr7","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,71,117,NA,2.3,NA,NA,NA,NA,NA,NA,41.4,11.5,"Kluane",2015,NA,NA,NA,"K15SSR7"
"666","K15ssr8","K15SSr8","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,64,84,NA,1.4,NA,NA,NA,NA,NA,NA,59.8,10.3,"Kluane",2015,NA,NA,NA,"K15SSR8"
"667","K15ssr9","K15SSr9","Pika Camp",2015-06-28,2015-06-28,2015-08-18,2015,51,129,NA,3.4,NA,NA,NA,NA,NA,NA,61.1,9.1,"Kluane",2015,NA,NA,NA,"K15SSR9"
"679","K15csp1","K15CSp1","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,8.7,"Kluane",2015,NA,NA,NA,"K15CSP1"
"680","K15csp2","K15CSp2","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.2,"Kluane",2015,NA,NA,NA,"K15CSP2"
"681","K15csp3","K15CSp3","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,9.7,"Kluane",2015,NA,NA,NA,"K15CSP3"
"682","K15csp4","K15CSp4","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,9.1,"Kluane",2015,NA,NA,NA,"K15CSP4"
"683","K15csp5","K15CSp5","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,6.4,"Kluane",2015,NA,NA,NA,"K15CSP5"
"684","K15csp6","K15CSp6","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,7.9,"Kluane",2015,NA,NA,NA,"K15CSP6"
"685","K15csp7","K15CSp7","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,8,"Kluane",2015,NA,NA,NA,"K15CSP7"
"686","K15csp8","K15CSp8","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,9.2,"Kluane",2015,NA,NA,NA,"K15CSP8"
"687","K15csp9","K15CSp9","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,6.4,"Kluane",2015,NA,NA,NA,"K15CSP9"
"688","K15esp1","K15ESp1","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,47,290,NA,2.2,NA,NA,NA,NA,NA,NA,32,9.7,"Kluane",2015,NA,NA,NA,"K15ESP1"
"689","K15esp10","K15ESp10","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,47,247,NA,3.6,NA,NA,NA,NA,NA,NA,30.3,6.7,"Kluane",2015,NA,NA,NA,"K15ESP10"
"690","K15esp2","K15ESp2","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,49,345,NA,1.4,NA,NA,NA,NA,NA,NA,30,9.7,"Kluane",2015,NA,NA,NA,"K15ESP2"
"691","K15esp3","K15ESp3","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,58,177,NA,1.4,NA,NA,NA,NA,NA,NA,48.9,11.3,"Kluane",2015,NA,NA,NA,"K15ESP3"
"692","K15esp4","K15ESp4","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,58,193,NA,1.8,NA,NA,NA,NA,NA,NA,50.6,9.2,"Kluane",2015,NA,NA,NA,"K15ESP4"
"693","K15esp5","K15ESp5","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,43,259,NA,2.5,NA,NA,NA,NA,NA,NA,42.1,9.4,"Kluane",2015,NA,NA,NA,"K15ESP5"
"694","K15esp6","K15ESp6","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,36,84,NA,1,NA,NA,NA,NA,NA,NA,23.4,9.8,"Kluane",2015,NA,NA,NA,"K15ESP6"
"695","K15esp7","K15ESp7","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,44,202,NA,2.1,NA,NA,NA,NA,NA,NA,24.1,11.1,"Kluane",2015,NA,NA,NA,"K15ESP7"
"696","K15esp8","K15ESp8","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,40,258,NA,2.2,NA,NA,NA,NA,NA,NA,29.9,9.1,"Kluane",2015,NA,NA,NA,"K15ESP8"
"697","K15esp9","K15ESp9","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,28,152,NA,1.4,NA,NA,NA,NA,NA,NA,22.8,10.2,"Kluane",2015,NA,NA,NA,"K15ESP9"
"698","K15csr1","K15CSr1","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,6.4,"Kluane",2015,NA,NA,NA,"K15CSR1"
"699","K15csr2","K15CSr2","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,11.4,"Kluane",2015,NA,NA,NA,"K15CSR2"
"700","K15csr3","K15CSr3","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,14.6,"Kluane",2015,NA,NA,NA,"K15CSR3"
"701","K15csr4","K15CSr4","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,9.8,"Kluane",2015,NA,NA,NA,"K15CSR4"
"702","K15csr5","K15CSr5","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,11.7,"Kluane",2015,NA,NA,NA,"K15CSR5"
"703","K15csr6","K15CSr6","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,9.9,"Kluane",2015,NA,NA,NA,"K15CSR6"
"704","K15csr7","K15CSr7","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,10.8,"Kluane",2015,NA,NA,NA,"K15CSR7"
"705","K15csr8","K15CSr8","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,9.4,"Kluane",2015,NA,NA,NA,"K15CSR8"
"706","K15csr9","K15CSr9","Pika Camp",2015-06-27,2015-06-27,2015-08-18,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,7.9,"Kluane",2015,NA,NA,NA,"K15CSR9"
"707","K15esr1","K15ESr1","Pika Camp",2015-06-27,2015-06-27,2015-08-20,2015,32,79,NA,4.6,NA,NA,NA,NA,NA,NA,34.1,6.2,"Kluane",2015,NA,NA,NA,"K15ESR1"
"714","K15psp1","K15PSp1","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,196,262,NA,5,NA,NA,NA,NA,NA,NA,45.7,15.5,"Kluane",2015,NA,NA,NA,"K15PSP1"
"715","K15psp2","K15PSp2","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,205,210,NA,6,NA,NA,NA,NA,NA,NA,29.7,7.2,"Kluane",2015,NA,NA,NA,"K15PSP2"
"716","K15psp3","K15PSp3","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,106,130,NA,3,NA,NA,NA,NA,NA,NA,37.6,11.2,"Kluane",2015,NA,NA,NA,"K15PSP3"
"717","K15psp4","K15PSp4","Kluane Plateau",2015-06-20,2015-06-20,2015-08-19,2015,61,90,NA,1.5,NA,NA,NA,NA,NA,NA,39.8,12,"Kluane",2015,NA,NA,NA,"K15PSP4"
