"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","X","Bed","Year_planted","Sample_Date","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","biovolume","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"3339","PC16PVSR4",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3330,NA,2016,"2016-06-29",174,183,226,NA,NA,NA,NA,7196292,NA,204.5,NA,NA,NA,"2016-07-02","2016-08-08",69.6,28.5,9.4,NA,NA,0
"3340","PC16PVSR5",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3331,NA,2016,"2016-06-29",100,224,137,NA,NA,NA,NA,3068800,NA,180.5,NA,NA,NA,"2016-07-02","2016-08-08",47,43.5,10.6,NA,NA,0
"3341","PC16PVSR6",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3332,NA,2016,"2016-06-29",108,215,152,NA,NA,NA,NA,3529440,NA,183.5,NA,NA,NA,NA,"2016-07-02",38.7,34.8,10.6,NA,NA,0
"3342","PC16PVSR7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3333,NA,2016,"2016-06-29",81,222,108,NA,NA,NA,NA,1942056,NA,165,NA,NA,NA,NA,"2016-07-02",33.3,33.5,11.6,NA,NA,0
"3343","PC16PVSR8",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3334,NA,2016,"2016-06-29",76,235,154,NA,NA,NA,NA,2750440,NA,194.5,NA,NA,NA,NA,"2016-07-02",24.7,39.5,8.4,NA,NA,0
"3344","PC16PVSP1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3335,NA,2016,"2016-06-29",143,68,163,NA,NA,NA,NA,1585012,NA,115.5,NA,NA,NA,"2016-07-02","2016-08-08",38.6,35.4,11.4,NA,NA,0
"3345","PC16PVSP2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3336,NA,2016,"2016-06-29",87,174,185,NA,NA,NA,NA,2800530,NA,179.5,NA,NA,NA,"2016-07-02","2016-08-08",24.4,17,9.2,NA,NA,0
"3346","PC16PVSP3",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3337,NA,2016,"2016-06-29",109,44,153,NA,NA,NA,NA,733788,NA,98.5,NA,NA,NA,"2016-07-02","2016-08-08",17,23.4,11.5,NA,NA,0
"3347","PC16PVSP4",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3338,NA,2016,"2016-06-29",40,389,152,NA,NA,NA,NA,2365120,NA,270.5,NA,NA,NA,"2016-07-02","2016-08-08",21.2,35.2,11.8,NA,NA,0
"3348","PC16PVSP5",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3339,NA,2016,"2016-06-29",86,214,236,NA,NA,NA,NA,4343344,NA,225,NA,NA,NA,"2016-07-02","2016-08-08",97.2,36,9.6,NA,NA,0
"3349","PC16PVSP6",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3340,NA,2016,"2016-06-29",78,209,223,NA,NA,NA,NA,3635346,NA,216,NA,NA,NA,NA,"2016-07-02",45.1,37.2,8.2,NA,NA,0
"3350","PC16PVSP7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3341,NA,2016,"2016-06-29",67,168,152,NA,NA,NA,NA,1710912,NA,160,NA,NA,NA,NA,"2016-07-02",19.4,40.9,11.4,NA,NA,0
"3351","PC16PVSP8",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3342,NA,2016,"2016-06-29",63,139,99,NA,NA,NA,NA,866943,NA,119,NA,NA,NA,NA,"2016-07-02",21.3,41,10.9,NA,NA,0
"3352","PC16PVSP9",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3343,NA,2016,"2016-06-29",94,123,143,NA,NA,NA,NA,1653366,NA,133,NA,NA,NA,NA,"2016-07-02",16.4,36.5,8,NA,NA,0
"3353","PC16PVSP10",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3344,NA,2016,"2016-06-29",51,116,72,NA,NA,NA,NA,425952,NA,94,NA,NA,NA,NA,"2016-07-02",18.6,29,8.9,NA,NA,0
"3354","PC16PVSA1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix arctica",NA,3345,NA,2016,"2016-06-29",12,45,18,NA,NA,NA,NA,9720,NA,31.5,NA,NA,NA,"2016-07-02","2016-08-09",11.1,21.9,9.3,NA,NA,0
"3355","PC16CWSR1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3346,NA,2016,"2016-06-29",111,330,328,NA,NA,NA,NA,12014640,NA,329,NA,NA,NA,"2016-07-02","2016-08-08",64.8,35.4,9.4,NA,NA,0
"3356","PC16CWSR2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3347,NA,2016,"2016-06-29",96,160,131,NA,NA,NA,NA,2012160,NA,145.5,NA,NA,NA,"2016-07-02","2016-08-08",22.9,34.2,11.3,NA,NA,0
"3357","PC16CWSR3",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3348,NA,2016,"2016-06-29",83,174,112,NA,NA,NA,NA,1617504,NA,143,NA,NA,NA,"2016-07-02","2016-08-08",25.6,31.4,10.4,NA,NA,0
"3358","PC16CWSR4",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3349,NA,2016,"2016-06-29",47,32,36,NA,NA,NA,NA,54144,NA,34,NA,NA,NA,"2016-07-02","2016-08-08",8.2,29.6,8.3,NA,NA,0
"3359","PC16CWSR5",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3350,NA,2016,"2016-06-29",38,102,58,NA,NA,NA,NA,224808,NA,80,NA,NA,NA,"2016-07-02","2016-08-08",13.5,33.1,8.5,NA,NA,0
"3360","PC16CWSR7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3351,NA,2016,"2016-06-29",64,111,68,NA,NA,NA,NA,483072,NA,89.5,NA,NA,NA,NA,"2016-07-02",19,36.1,10.7,NA,NA,0
"3361","PC16CWSR8",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3352,NA,2016,"2016-06-29",52,41,32,NA,NA,NA,NA,68224,NA,36.5,NA,NA,NA,NA,"2016-07-02",17,16.2,7.8,NA,NA,0
"3362","PC16CWSP2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3353,NA,2016,"2016-06-29",83,213,256,NA,NA,NA,NA,4525824,NA,234.5,NA,NA,NA,"2016-07-02","2016-08-08",25.4,421.7,9.2,NA,NA,0
"3363","PC16CWSP3",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3354,NA,2016,"2016-06-29",56,183,171,NA,NA,NA,NA,1752408,NA,177,NA,NA,NA,"2016-07-02","2016-08-08",35.5,32.7,8.4,NA,NA,0
"3364","PC16CWSP4",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3355,NA,2016,"2016-06-29",67,242,205,NA,NA,NA,NA,3323870,NA,223.5,NA,NA,NA,"2016-07-02","2016-08-08",19,36.3,7.4,NA,NA,0
"3365","PC16CWSP6",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3356,NA,2016,"2016-06-29",24,257,156,NA,NA,NA,NA,962208,NA,206.5,NA,NA,NA,NA,"2016-07-02",18.5,31,9.8,NA,NA,0
"3366","PC16CWSP7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3357,NA,2016,"2016-06-29",64,111,68,NA,NA,NA,NA,483072,NA,89.5,NA,NA,NA,NA,"2016-07-02",19,34.3,15.5,NA,NA,0
"3367","PC16CWSP9",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3358,NA,2016,"2016-06-29",60,117,81,NA,NA,NA,NA,568620,NA,99,NA,NA,NA,NA,"2016-07-02",29,37.8,13.4,NA,NA,0
"3368","PC16CWSP10",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3359,NA,2016,"2016-06-29",51,124,96,NA,NA,NA,NA,607104,NA,110,NA,NA,NA,NA,"2016-07-02",14,34.4,15.2,NA,NA,0
"3369","PC16CESR1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3360,NA,2016,"2016-06-30",75,181,197,NA,NA,NA,NA,2674275,NA,189,NA,NA,NA,"2016-07-02","2016-08-08",20.7,32.2,11,NA,NA,0
"3370","PC16CESR2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3361,NA,2016,"2016-06-30",67,138,148,NA,NA,NA,NA,1368408,NA,143,NA,NA,NA,"2016-07-02","2016-08-08",22.4,36.6,10.4,NA,NA,0
"3371","PC16CESR3",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3362,NA,2016,"2016-06-30",59,172,178,NA,NA,NA,NA,1806344,NA,175,NA,NA,NA,"2016-07-02","2016-08-08",33.5,37.9,11.7,NA,NA,0
"3372","PC16CESR4",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3363,NA,2016,"2016-06-30",46,114,114,NA,NA,NA,NA,597816,NA,114,NA,NA,NA,"2016-07-02","2016-08-08",40,21.5,11.8,NA,NA,0
"3373","PC16CESR5",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3364,NA,2016,"2016-06-30",28,28,24,NA,NA,NA,NA,18816,NA,26,NA,NA,NA,"2016-07-02","2016-08-08",100,22.2,11.7,NA,NA,0
"3374","PC16CESR6",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3365,NA,2016,"2016-06-30",42,41,34,NA,NA,NA,NA,58548,NA,37.5,NA,NA,NA,NA,"2016-07-02",11,29,10.8,NA,NA,0
"3375","PC16CESR7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3366,NA,2016,"2016-06-30",32,35,33,NA,NA,NA,NA,36960,NA,34,NA,NA,NA,NA,"2016-07-02",8,19.2,9.9,NA,NA,0
"3376","PC16CESR8",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3367,NA,2016,"2016-06-30",41,41,20,NA,NA,NA,NA,33620,NA,30.5,NA,NA,NA,NA,"2016-07-02",9,31.4,5.5,NA,NA,0
"3377","PC16CESR9",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3368,NA,2016,"2016-06-30",25,70,62,NA,NA,NA,NA,108500,NA,66,NA,NA,NA,NA,"2016-07-02",9,26.6,9.4,NA,NA,0
"3378","PC16CESP1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3369,NA,2016,"2016-06-30",68,108,82,NA,NA,NA,NA,602208,NA,95,NA,NA,NA,"2016-07-02","2016-08-08",20.4,34.4,8.6,NA,NA,0
"3379","PC16CESP2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3370,NA,2016,"2016-06-30",41,130,143,NA,NA,NA,NA,762190,NA,136.5,NA,NA,NA,"2016-07-02","2016-08-08",16.3,35.3,11.9,NA,NA,0
"3380","PC16CESP3",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3371,NA,2016,"2016-06-30",96,329,238,NA,NA,NA,NA,7516992,NA,283.5,NA,NA,NA,"2016-07-02","2016-08-08",29.9,34.3,11.4,NA,NA,0
"3381","PC16CESP5",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3372,NA,2016,"2016-06-30",34,128,99,NA,NA,NA,NA,430848,NA,113.5,NA,NA,NA,"2016-07-02","2016-08-08",11,38.3,11.1,NA,NA,0
"3382","PC16CESP6",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3373,NA,2016,"2016-06-30",69,145,177,NA,NA,NA,NA,1770885,NA,161,NA,NA,NA,NA,"2016-07-02",18,22.6,8.8,NA,NA,0
"3383","PC16CESP7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3374,NA,2016,"2016-06-30",32,233,195,NA,NA,NA,NA,1453920,NA,214,NA,NA,NA,NA,"2016-07-02",35,28.8,9.5,NA,NA,0
"3384","PC16CESP8",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3375,NA,2016,"2016-06-30",40,306,217,NA,NA,NA,NA,2656080,NA,261.5,NA,NA,NA,NA,"2016-07-02",22,29.9,9.7,NA,NA,0
"3385","PC16CESP9",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3376,NA,2016,"2016-06-30",38,105,83,NA,NA,NA,NA,331170,NA,94,NA,NA,NA,NA,"2016-07-02",12,25,9.2,NA,NA,0
"3386","PC16CESP10",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3377,NA,2016,"2016-06-30",61,251,209,NA,NA,NA,NA,3199999,NA,230,NA,NA,NA,NA,"2016-07-02",30,24.8,8.8,NA,NA,0
"3387","PC16CESA2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix arctica",NA,3378,NA,2016,"2016-06-30",7,60,45,NA,NA,NA,NA,18900,NA,52.5,NA,NA,NA,NA,"2016-07-02",8.4,NA,NA,NA,NA,0
"3388","PP16TSR2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3379,NA,2016,"2016-07-01",27,54,49,NA,NA,NA,NA,71442,NA,51.5,NA,NA,NA,"2016-07-02","2016-08-08",12,27.5,6.2,NA,NA,0
"3389","PP16TSR3",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3380,NA,2016,"2016-07-01",29,49,30,NA,NA,NA,NA,42630,NA,39.5,NA,NA,NA,"2016-07-02","2016-08-08",8,26.4,12.6,NA,NA,0
"3390","PP16TSR4",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3381,NA,2016,"2016-07-01",14,56,35,NA,NA,NA,NA,27440,NA,45.5,NA,NA,NA,"2016-07-02","2016-08-08",21,29.5,9.4,NA,NA,0
"3391","PP16TSR10",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3382,NA,2016,"2016-07-01",36,65,32,NA,NA,NA,NA,74880,NA,48.5,NA,NA,NA,NA,"2016-07-02",19,33.7,12.4,NA,NA,0
"3392","PP16TSP1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3383,NA,2016,"2016-07-01",48,162,151,NA,NA,NA,NA,1174176,NA,156.5,NA,NA,NA,"2016-07-02","2016-08-08",17,32.1,9.7,NA,NA,0
"3393","PP16TSP3",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3384,NA,2016,"2016-07-01",27,168,89,NA,NA,NA,NA,403704,NA,128.5,NA,NA,NA,"2016-07-02","2016-08-08",12,28.1,8.8,NA,NA,0
"3394","PP16TSP6",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3385,NA,2016,"2016-07-01",45,131,59,NA,NA,NA,NA,347805,NA,95,NA,NA,NA,NA,"2016-07-02",10,NA,NA,NA,NA,0
"3395","PP16TSP7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3386,NA,2016,"2016-07-01",39,152,102,NA,NA,NA,NA,604656,NA,127,NA,NA,NA,NA,"2016-07-02",25,NA,NA,NA,NA,0
"3396","PP16TSP8",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3387,NA,2016,"2016-07-01",58,141,103,NA,NA,NA,NA,842334,NA,122,NA,NA,NA,NA,"2016-07-02",29,NA,NA,NA,NA,0
"3397","PP16TSP9",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3388,NA,2016,"2016-07-01",33,226,141,NA,NA,NA,NA,1051578,NA,183.5,NA,NA,NA,NA,"2016-07-02",22,NA,NA,NA,NA,0
"3398","PP16TSP10",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3389,NA,2016,"2016-07-01",64,104,62,NA,NA,NA,NA,412672,NA,83,NA,NA,NA,NA,"2016-07-02",18,NA,NA,NA,NA,0
"3399","KP16SR1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3390,NA,2016,"2016-07-05",143,151,139,NA,NA,NA,NA,3001427,NA,145,NA,NA,NA,"2016-07-06","2016-08-08",48.9,33.4,6.7,NA,NA,0
"3400","KP16SR2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3391,NA,2016,"2016-07-05",131,181,230,NA,NA,NA,NA,5453530,NA,205.5,NA,NA,NA,"2016-07-06","2016-08-08",49.9,34.5,8.4,NA,NA,0
"3401","KP16SR4",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3392,NA,2016,"2016-07-05",81,44,52,NA,NA,NA,NA,185328,NA,48,NA,NA,NA,"2016-07-06","2016-08-09",25.7,40.6,12.1,NA,NA,0
"3402","KP16SR5",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3393,NA,2016,"2016-07-05",157,329,323,NA,NA,NA,NA,16683919,NA,326,NA,NA,NA,"2016-07-06","2016-08-08",57.3,36.4,10.2,NA,NA,0
"3403","KP16SR7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3394,NA,2016,"2016-07-05",54,102,139,NA,NA,NA,NA,765612,NA,120.5,NA,NA,NA,"2016-07-06","2016-08-08",18.1,29.9,10.8,NA,NA,0
"3404","KP16SR8",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3395,NA,2016,"2016-07-05",58,131,81,NA,NA,NA,NA,615438,NA,106,NA,NA,NA,"2016-07-06","2016-08-08",29.4,35.7,12.4,NA,NA,0
"3405","KP16SR9",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3396,NA,2016,"2016-07-05",86,104,71,NA,NA,NA,NA,635024,NA,87.5,NA,NA,NA,"2016-07-06","2016-08-08",25.6,33.8,7.5,NA,NA,0
"3406","KP16SR10",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3397,NA,2016,"2016-07-05",88,68,72,NA,NA,NA,NA,430848,NA,70,NA,NA,NA,"2016-07-06","2016-08-08",24.6,37.2,10.3,NA,NA,0
"3407","KP16SR11",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3398,NA,2016,"2016-07-05",90,173,205,NA,NA,NA,NA,3191850,NA,189,NA,NA,NA,"2016-07-06","2016-08-08",35.6,26,12,NA,NA,0
"3408","KP16SR12",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3399,NA,2016,"2016-07-05",132,173,201,NA,NA,NA,NA,4590036,NA,187,NA,NA,NA,"2016-07-06","2016-08-08",29.7,35.7,8.1,NA,NA,0
"3409","KP16SR13",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3400,NA,2016,"2016-07-05",106,323,199,NA,NA,NA,NA,6813362,NA,261,NA,NA,NA,"2016-07-06","2016-08-08",35.4,30.1,12.9,NA,NA,0
"3410","KP16SR14",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3401,NA,2016,"2016-07-05",130,221,193,NA,NA,NA,NA,5544890,NA,207,NA,NA,NA,"2016-07-06","2016-08-08",41.4,40.3,10.3,NA,NA,0
"3411","KP16SR15",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3402,NA,2016,"2016-07-05",64,100,83,NA,NA,NA,NA,531200,NA,91.5,NA,NA,NA,"2016-07-06","2016-08-08",26.2,32.1,10,NA,NA,0
"3412","KP16SR17",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3403,NA,2016,"2016-07-05",42,62,47,NA,NA,NA,NA,122388,NA,54.5,NA,NA,NA,"2016-07-06","2016-08-08",128,33.7,9.2,NA,NA,0
"3413","KP16SR18",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3404,NA,2016,"2016-07-05",16,311,262,NA,NA,NA,NA,1303712,NA,286.5,NA,NA,NA,"2016-07-06","2016-08-08",43.3,39.2,9.7,NA,NA,0
"3414","KP16SR19",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3405,NA,2016,"2016-07-05",81,191,180,NA,NA,NA,NA,2784780,NA,185.5,NA,NA,NA,"2016-07-06","2016-08-08",31.7,31.7,10.3,NA,NA,0
"3415","KP16SR20",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3406,NA,2016,"2016-07-05",112,326,295,NA,NA,NA,NA,10771040,NA,310.5,NA,NA,NA,"2016-07-06","2016-08-08",50,26.6,9.5,NA,NA,0
"3416","KP16SR21",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3407,NA,2016,"2016-07-05",91,321,307,NA,NA,NA,NA,8967777,NA,314,NA,NA,NA,NA,"2016-07-06",36.8,36.2,8.5,NA,NA,0
"3417","KP16SR22",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3408,NA,2016,"2016-07-05",94,152,149,NA,NA,NA,NA,2128912,NA,150.5,NA,NA,NA,NA,"2016-07-06",31.4,38.1,12.4,NA,NA,0
"3418","KP16SR23",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3409,NA,2016,"2016-07-05",104,241,248,NA,NA,NA,NA,6215872,NA,244.5,NA,NA,NA,NA,"2016-07-06",36.6,37.2,10.2,NA,NA,0
"3419","KP16SR24",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3410,NA,2016,"2016-07-05",98,300,278,NA,NA,NA,NA,8173200,NA,289,NA,NA,NA,NA,"2016-07-06",48.4,32.4,10.7,NA,NA,0
"3420","KP16SR25",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3411,NA,2016,"2016-07-05",43,107,101,NA,NA,NA,NA,464701,NA,104,NA,NA,NA,NA,"2016-07-06",8,26.1,10.5,NA,NA,0
"3421","KP16SR26",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3412,NA,2016,"2016-07-05",87,124,130,NA,NA,NA,NA,1402440,NA,127,NA,NA,NA,NA,"2016-07-06",40,42.4,16,NA,NA,0
"3422","KP16SR27",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3413,NA,2016,"2016-07-05",102,168,125,NA,NA,NA,NA,2142000,NA,146.5,NA,NA,NA,NA,"2016-07-06",20,41.7,16.6,NA,NA,0
"3423","KP16SR28",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3414,NA,2016,"2016-07-05",74,101,93,NA,NA,NA,NA,695082,NA,97,NA,NA,NA,NA,"2016-07-06",26,36.9,15.9,NA,NA,0
"3424","KP16SR29",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3415,NA,2016,"2016-07-05",86,167,137,NA,NA,NA,NA,1967594,NA,152,NA,NA,NA,NA,"2016-07-06",39,32.9,14.1,NA,NA,0
"3425","KP16SR30",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3416,NA,2016,"2016-07-05",95,188,98,NA,NA,NA,NA,1750280,NA,143,NA,NA,NA,NA,"2016-07-06",39,36.5,15.7,NA,NA,0
"3426","KP16SR31",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3417,NA,2016,"2016-07-05",106,208,221,NA,NA,NA,NA,4872608,NA,214.5,NA,NA,NA,NA,"2016-07-06",35,37,18.4,NA,NA,0
"3427","KP16SR32",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3418,NA,2016,"2016-07-05",97,222,247,NA,NA,NA,NA,5318898,NA,234.5,NA,NA,NA,NA,"2016-07-06",27,44.8,21.4,NA,NA,0
"3428","KP16SR33",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3419,NA,2016,"2016-07-05",78,179,152,NA,NA,NA,NA,2122224,NA,165.5,NA,NA,NA,NA,"2016-07-06",47,43.4,20.7,NA,NA,0
"3429","KP16SR34",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3420,NA,2016,"2016-07-05",71,158,122,NA,NA,NA,NA,1368596,NA,140,NA,NA,NA,NA,"2016-07-06",21,33.9,15.6,NA,NA,0
"3430","KP16SR35",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3421,NA,2016,"2016-07-05",72,170,160,NA,NA,NA,NA,1958400,NA,165,NA,NA,NA,NA,"2016-07-06",45,38,19.6,NA,NA,0
"3431","KP16SR36",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3422,NA,2016,"2016-07-05",83,130,77,NA,NA,NA,NA,830830,NA,103.5,NA,NA,NA,NA,"2016-07-07",32,37.1,17.4,NA,NA,0
"3432","KP16SR37",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3423,NA,2016,"2016-07-05",127,157,101,NA,NA,NA,NA,2013839,NA,129,NA,NA,NA,NA,"2016-07-07",33,49.3,15.1,NA,NA,0
"3433","KP16SR38",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3424,NA,2016,"2016-07-05",86,191,173,NA,NA,NA,NA,2841698,NA,182,NA,NA,NA,NA,"2016-07-07",31,29,17.5,NA,NA,0
"3434","KP16SR39",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix richardsonii",NA,3425,NA,2016,"2016-07-05",86,175,119,NA,NA,NA,NA,1790950,NA,147,NA,NA,NA,NA,"2016-07-07",30,34.2,17.6,NA,NA,0
"3435","KP16SP1",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3426,NA,2016,"2016-07-05",181,366,405,NA,NA,NA,NA,26829630,NA,385.5,NA,NA,NA,"2016-07-06","2016-08-08",45.5,36.1,11.1,NA,NA,0
"3436","KP16SP2",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3427,NA,2016,"2016-07-05",83,170,115,NA,NA,NA,NA,1622650,NA,142.5,NA,NA,NA,"2016-07-06","2016-08-08",27.6,34.3,11,NA,NA,0
"3437","KP16SP5",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3428,NA,2016,"2016-07-05",133,224,192,NA,NA,NA,NA,5720064,NA,208,NA,NA,NA,"2016-07-06","2016-08-08",30.4,28,7.6,NA,NA,0
"3438","KP16SP7",NA,NA,NA,NA,NA,2016,"Kluane","source_south","Salix pulchra",NA,3429,NA,2016,"2016-07-05",107,266,158,NA,NA,NA,NA,4496996,NA,212,NA,NA,NA,"2016-07-06","2016-08-08",31.8,33,8.5,NA,NA,0
