"Plot Title: QHI_HOBO_1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21419291, SEN S/N: 21414491)","Temp, °C (LGR S/N: 21419291, SEN S/N: 21414493)","Temp, °C (LGR S/N: 21419291, SEN S/N: 21420852)","RH, % (LGR S/N: 21419291, SEN S/N: 21420852)","Temp, °C (LGR S/N: 21419291, SEN S/N: 21420923)"
368,07/27/22 03:55:02 AM,4.194,9.780,9.708,79.039,2.584
369,07/27/22 04:25:02 AM,4.115,9.361,9.408,80.819,2.557
370,07/27/22 04:55:02 AM,4.037,8.519,8.228,86.725,2.530
371,07/27/22 05:25:02 AM,3.932,9.435,9.365,82.957,2.477
372,07/27/22 05:55:02 AM,3.880,10.247,10.030,80.163,2.450
373,07/27/22 06:25:02 AM,3.880,8.693,8.636,91.275,2.423
374,07/27/22 06:55:02 AM,3.906,8.965,8.829,89.914,2.396
375,07/27/22 07:25:02 AM,3.932,9.336,9.301,86.155,2.370
376,07/27/22 07:55:02 AM,3.985,9.336,9.579,81.642,2.343
377,07/27/22 08:25:02 AM,4.037,9.534,9.665,81.779,2.343
378,07/27/22 08:55:02 AM,4.063,8.941,8.979,87.309,2.343
379,07/27/22 09:25:02 AM,4.089,9.015,9.022,88.258,2.343
380,07/27/22 09:55:02 AM,4.141,8.419,8.400,89.856,2.316
381,07/27/22 10:25:02 AM,4.141,9.460,9.537,84.147,2.316
382,07/27/22 10:55:02 AM,4.194,10.026,10.159,81.657,2.316
383,07/27/22 11:25:02 AM,4.246,9.879,10.330,79.843,2.316
384,07/27/22 11:55:02 AM,4.324,11.419,11.467,76.809,2.316
385,07/27/22 12:25:02 PM,4.480,10.810,10.823,80.909,2.316
386,07/27/22 12:55:02 PM,4.636,9.657,9.451,87.570,2.343
387,07/27/22 01:25:02 PM,4.636,9.040,8.764,89.758,2.343
388,07/27/22 01:55:02 PM,4.558,8.841,8.614,89.819,2.370
389,07/27/22 02:25:02 PM,4.480,9.312,9.258,85.995,2.370
390,07/27/22 02:55:02 PM,4.428,9.139,9.065,86.807,2.370
391,07/27/22 03:25:02 PM,4.376,8.916,8.957,86.578,2.343
392,07/27/22 03:55:02 PM,4.324,7.820,7.671,86.825,2.343
393,07/27/22 04:25:02 PM,4.220,6.458,6.405,91.095,2.343
394,07/27/22 04:55:02 PM,4.115,6.484,6.598,91.792,2.316
395,07/27/22 05:25:02 PM,4.037,5.872,6.019,93.408,2.316
396,07/27/22 05:55:02 PM,3.958,5.770,5.869,93.837,2.289
397,07/27/22 06:25:02 PM,3.932,6.458,6.555,93.631,2.289
398,07/27/22 06:55:02 PM,3.958,6.382,6.727,91.389,2.289
399,07/27/22 07:25:02 PM,4.011,6.990,7.242,91.939,2.289
400,07/27/22 07:55:02 PM,4.037,6.990,7.242,91.714,2.316
401,07/27/22 08:25:02 PM,4.011,6.433,6.555,93.571,2.316
402,07/27/22 08:55:02 PM,3.958,6.000,6.126,94.420,2.316
403,07/27/22 09:25:02 PM,3.880,5.668,5.740,95.766,2.289
404,07/27/22 09:55:02 PM,3.827,5.616,5.719,94.969,2.289
405,07/27/22 10:25:02 PM,3.722,5.282,5.354,94.821,2.262
406,07/27/22 10:55:02 PM,3.670,5.076,5.161,94.464,2.262
407,07/27/22 11:25:02 PM,3.591,4.921,5.011,95.279,2.262
408,07/27/22 11:55:02 PM,3.512,4.869,4.947,95.155,2.262
409,07/28/22 12:25:02 AM,3.433,4.818,4.861,94.253,2.209
410,07/28/22 12:55:02 AM,3.354,5.076,5.140,93.779,2.182
411,07/28/22 01:25:02 AM,3.301,5.076,5.118,93.404,2.155
412,07/28/22 01:55:02 AM,3.248,4.740,4.754,95.695,2.128
413,07/28/22 02:25:02 AM,3.221,4.454,4.453,96.123,2.101
414,07/28/22 02:55:02 AM,3.168,4.220,4.217,97.583,2.074
415,07/28/22 03:25:02 AM,3.116,4.168,4.153,98.082,2.047
416,07/28/22 03:55:02 AM,3.063,4.115,4.089,97.920,2.021
417,07/28/22 04:25:02 AM,3.009,4.115,4.089,96.626,1.994
418,07/28/22 04:55:02 AM,2.956,4.063,4.067,96.794,1.967
419,07/28/22 05:25:02 AM,2.903,4.168,4.196,95.911,1.940
420,07/28/22 05:55:02 AM,2.877,4.141,4.175,93.751,1.886
421,07/28/22 06:25:02 AM,2.823,3.985,3.960,94.478,1.859
422,07/28/22 06:55:02 AM,2.797,4.141,4.175,97.606,1.832
423,07/28/22 07:25:02 AM,2.797,4.636,4.646,96.176,1.832
424,07/28/22 07:55:02 AM,2.797,4.324,4.325,94.850,1.778
425,07/28/22 08:25:02 AM,2.797,4.037,3.982,94.936,1.778
426,07/28/22 08:55:02 AM,2.770,3.880,3.810,96.863,1.751
427,07/28/22 09:25:02 AM,2.744,3.880,3.810,97.565,1.724
428,07/28/22 09:55:02 AM,2.744,4.063,4.003,97.226,1.724
429,07/28/22 10:25:02 AM,2.744,4.428,4.368,96.498,1.697
430,07/28/22 10:55:02 AM,2.744,4.376,4.346,97.217,1.697
431,07/28/22 11:25:02 AM,2.770,4.428,4.389,96.814,1.670
432,07/28/22 11:55:02 AM,2.770,4.168,4.196,97.469,1.670
433,07/28/22 12:25:02 PM,2.744,4.792,4.797,97.678,1.670
434,07/28/22 12:55:02 PM,2.770,4.194,4.217,97.830,1.670
435,07/28/22 01:25:02 PM,2.797,4.869,4.861,97.362,1.643
436,07/28/22 01:55:02 PM,2.850,4.818,4.925,96.159,1.643
437,07/28/22 02:25:02 PM,2.877,4.454,4.539,95.760,1.670
438,07/28/22 02:55:02 PM,2.903,3.801,3.917,96.361,1.670
439,07/28/22 03:25:02 PM,2.877,3.406,3.424,97.656,1.670
440,07/28/22 03:55:02 PM,2.823,3.433,3.381,97.678,1.670
441,07/28/22 04:25:02 PM,2.744,3.406,3.424,97.661,1.643
442,07/28/22 04:55:02 PM,2.664,3.116,3.124,98.196,1.643
443,07/28/22 05:25:02 PM,2.610,3.327,3.317,97.371,1.615
444,07/28/22 05:55:02 PM,2.557,3.248,3.252,97.295,1.615
445,07/28/22 06:25:02 PM,2.503,3.221,3.274,96.011,1.588
446,07/28/22 06:55:02 PM,2.450,3.380,3.360,96.704,1.561
447,07/28/22 07:25:02 PM,2.423,3.406,3.402,96.818,1.561
448,07/28/22 07:55:02 PM,2.370,3.538,3.595,97.139,1.534
449,07/28/22 08:25:02 PM,2.343,3.854,3.789,99.602,1.507
450,07/28/22 08:55:02 PM,2.316,3.958,3.874,99.997,1.480
451,07/28/22 09:25:02 PM,2.343,3.696,3.553,99.997,1.480
452,07/28/22 09:55:02 PM,2.343,3.221,3.188,99.997,1.453
453,07/28/22 10:25:02 PM,2.289,3.274,3.167,99.997,1.453
454,07/28/22 10:55:02 PM,2.262,3.538,3.424,99.997,1.453
455,07/28/22 11:25:02 PM,2.262,3.274,3.188,99.997,1.425
456,07/28/22 11:55:02 PM,2.236,3.063,2.995,99.997,1.425
457,07/29/22 12:25:02 AM,2.209,3.089,2.973,99.997,1.425
458,07/29/22 12:55:02 AM,2.182,3.142,3.081,99.997,1.398
459,07/29/22 01:25:02 AM,2.155,2.530,2.502,99.997,1.398
460,07/29/22 01:55:02 AM,2.128,2.797,2.716,99.997,1.398
461,07/29/22 02:25:02 AM,2.074,2.370,2.287,99.997,1.398
462,07/29/22 02:55:02 AM,2.047,2.690,2.566,99.997,1.398
463,07/29/22 03:25:02 AM,2.021,2.262,2.137,99.997,1.398
464,07/29/22 03:55:02 AM,1.994,2.236,2.073,99.997,1.371
465,07/29/22 04:25:02 AM,1.940,2.047,1.944,99.997,1.344
466,07/29/22 04:55:02 AM,1.913,1.940,1.815,99.997,1.344
467,07/29/22 05:25:02 AM,1.859,1.832,1.665,99.997,1.317
468,07/29/22 05:55:02 AM,1.832,1.940,1.815,99.997,1.289
469,07/29/22 06:25:02 AM,1.778,1.886,1.730,99.997,1.289
470,07/29/22 06:55:02 AM,1.751,1.724,1.644,99.997,1.235
471,07/29/22 07:25:02 AM,1.724,1.561,1.472,99.997,1.235
472,07/29/22 07:55:02 AM,1.697,1.507,1.472,99.997,1.208
473,07/29/22 08:25:02 AM,1.670,0.962,0.979,99.997,1.208
474,07/29/22 08:55:02 AM,1.615,0.687,0.721,99.997,1.180
475,07/29/22 09:25:02 AM,1.561,0.797,0.786,99.997,1.153
476,07/29/22 09:55:02 AM,1.507,0.742,0.743,99.997,1.126
477,07/29/22 10:25:02 AM,1.480,1.289,1.258,99.997,1.099
478,07/29/22 10:55:02 AM,1.453,1.751,1.708,99.997,1.071
479,07/29/22 11:25:02 AM,1.453,1.994,1.987,99.997,1.044
480,07/29/22 11:55:02 AM,1.534,2.101,2.094,99.997,1.044
481,07/29/22 12:25:02 PM,1.561,2.236,2.223,99.997,1.044
482,07/29/22 12:55:02 PM,1.615,2.477,2.566,99.997,1.017
483,07/29/22 01:25:02 PM,1.670,3.248,3.295,99.997,1.017
484,07/29/22 01:55:02 PM,1.751,2.983,3.059,99.997,1.044
485,07/29/22 02:25:02 PM,1.832,3.063,3.209,99.312,1.044
486,07/29/22 02:55:02 PM,1.886,2.637,2.630,99.997,1.071
487,07/29/22 03:25:02 PM,1.913,2.477,2.502,99.997,1.071
488,07/29/22 03:55:02 PM,1.913,2.717,2.759,99.997,1.071
489,07/29/22 04:25:02 PM,1.913,2.477,2.587,99.997,1.071
490,07/29/22 04:55:02 PM,1.913,2.610,2.630,99.997,1.099
491,07/29/22 05:25:02 PM,1.913,2.637,2.716,99.997,1.071
492,07/29/22 05:55:02 PM,1.913,2.823,2.909,99.997,1.071
493,07/29/22 06:25:02 PM,1.913,2.530,2.545,99.997,1.071
494,07/29/22 06:55:02 PM,1.886,2.316,2.394,99.997,1.071
495,07/29/22 07:25:02 PM,1.859,2.182,2.223,99.997,1.071
496,07/29/22 07:55:02 PM,1.832,2.021,2.073,99.248,1.071
497,07/29/22 08:25:02 PM,1.805,2.155,2.073,99.997,1.071
498,07/29/22 08:55:02 PM,1.778,1.940,1.944,99.628,1.044
499,07/29/22 09:25:02 PM,1.751,1.751,1.772,99.840,1.044
500,07/29/22 09:55:02 PM,1.724,1.724,1.687,99.997,1.017
501,07/29/22 10:25:02 PM,1.697,1.507,1.494,99.847,1.017
502,07/29/22 10:55:02 PM,1.643,1.344,1.365,98.753,1.017
503,07/29/22 11:25:02 PM,1.615,1.317,1.343,97.334,0.989
504,07/29/22 11:55:02 PM,1.561,1.398,1.386,96.228,0.962
505,07/30/22 12:25:02 AM,1.507,1.180,1.129,98.497,0.962
506,07/30/22 12:55:02 AM,1.453,1.180,1.193,99.167,0.962
507,07/30/22 01:25:02 AM,1.425,0.989,0.850,97.455,0.934
508,07/30/22 01:55:02 AM,1.398,1.044,1.043,98.379,0.907
509,07/30/22 02:25:02 AM,1.344,1.044,1.065,99.147,0.907
510,07/30/22 02:55:02 AM,1.289,1.180,1.236,99.350,0.880
511,07/30/22 03:25:02 AM,1.289,1.425,1.408,99.089,0.852
512,07/30/22 03:55:02 AM,1.262,1.588,1.622,98.648,0.852
513,07/30/22 04:25:02 AM,1.235,1.561,1.579,98.323,0.825
514,07/30/22 04:55:02 AM,1.235,1.534,1.558,97.711,0.797
515,07/30/22 05:25:02 AM,1.208,1.615,1.644,97.093,0.797
516,07/30/22 05:55:02 AM,1.208,1.778,1.858,97.249,0.770
517,07/30/22 06:25:02 AM,1.208,1.751,1.751,97.121,0.770
518,07/30/22 06:55:02 AM,1.208,1.832,1.837,97.592,0.770
519,07/30/22 07:25:02 AM,1.208,1.967,1.944,96.905,0.742
520,07/30/22 07:55:02 AM,1.235,2.155,2.180,96.817,0.742
521,07/30/22 08:25:02 AM,1.262,2.209,2.223,97.110,0.742
522,07/30/22 08:55:02 AM,1.289,2.690,2.609,96.876,0.742
523,07/30/22 09:25:02 AM,1.344,2.983,2.995,95.033,0.742
524,07/30/22 09:55:02 AM,1.398,4.194,4.539,91.714,0.742
525,07/30/22 10:25:02 AM,1.480,4.246,4.282,92.287,0.742
526,07/30/22 10:55:02 AM,1.588,4.428,4.453,92.268,0.742
527,07/30/22 11:25:02 AM,1.697,4.272,4.282,92.029,0.770
528,07/30/22 11:55:02 AM,1.805,4.947,4.689,92.694,0.770
529,07/30/22 12:25:02 PM,1.913,6.382,6.405,87.086,0.797
530,07/30/22 12:55:02 PM,2.074,8.344,8.507,76.905,0.825
531,07/30/22 01:25:02 PM,2.236,8.045,7.971,78.526,0.852
532,07/30/22 01:55:02 PM,2.477,7.895,7.949,74.775,0.880
533,07/30/22 02:25:02 PM,2.770,10.051,9.301,71.077,0.934
534,07/30/22 02:55:02 PM,3.036,11.151,9.386,74.055,0.962
535,07/30/22 03:25:02 PM,3.274,10.345,8.743,72.746,1.017
536,07/30/22 03:55:02 PM,3.459,10.051,8.764,73.544,1.071
537,07/30/22 04:25:02 PM,3.591,10.001,8.850,75.129,1.126
538,07/30/22 04:55:02 PM,3.696,10.516,9.086,76.355,1.153
539,07/30/22 05:25:02 PM,3.775,9.854,8.657,75.238,1.180
540,07/30/22 05:55:02 PM,3.854,9.485,8.743,72.665,1.235
541,07/30/22 06:25:02 PM,3.880,9.977,9.322,71.878,1.262
542,07/30/22 06:55:02 PM,3.854,6.940,6.641,82.669,1.289
543,07/30/22 07:25:02 PM,3.749,6.990,6.898,82.315,1.317
544,07/30/22 07:55:02 PM,3.643,6.509,6.491,82.577,1.317
545,07/30/22 08:25:02 PM,3.538,6.560,6.512,83.433,1.344
546,07/30/22 08:55:02 PM,3.433,6.128,6.126,85.672,1.344
547,07/30/22 09:25:02 PM,3.327,5.924,5.890,88.885,1.398
548,07/30/22 09:55:02 PM,3.221,5.770,5.697,90.085,1.398
549,07/30/22 10:25:02 PM,3.116,5.154,5.140,92.949,1.398
550,07/30/22 10:55:02 PM,3.036,5.257,5.204,93.449,1.398
551,07/30/22 11:25:02 PM,2.930,4.999,4.990,94.597,1.398
552,07/30/22 11:55:02 PM,2.850,5.076,5.054,94.762,1.398
553,07/31/22 12:25:02 AM,2.770,5.231,5.161,94.580,1.398
554,07/31/22 12:55:02 AM,2.717,5.308,5.247,94.661,1.398
555,07/31/22 01:25:02 AM,2.664,5.231,5.204,95.453,1.371
556,07/31/22 01:55:02 AM,2.610,5.488,5.483,95.239,1.371
557,07/31/22 02:25:02 AM,2.557,5.745,5.719,94.798,1.344
558,07/31/22 02:55:02 AM,2.530,6.153,6.148,93.036,1.344
559,07/31/22 03:25:02 AM,2.503,6.026,5.998,94.157,1.344
560,07/31/22 03:55:02 AM,2.503,6.382,6.384,93.655,1.344
561,07/31/22 04:25:02 AM,2.477,6.433,6.384,94.392,1.344
562,07/31/22 04:55:02 AM,2.477,6.433,6.362,95.029,1.317
563,07/31/22 05:25:02 AM,2.477,6.687,6.684,94.958,1.317
564,07/31/22 05:55:02 AM,2.477,7.066,7.049,94.473,1.317
565,07/31/22 06:25:02 AM,2.477,7.091,7.049,94.189,1.317
566,07/31/22 06:55:02 AM,2.503,7.544,7.542,92.313,1.317
567,07/31/22 07:25:02 AM,2.530,8.369,8.550,89.923,1.317
568,07/31/22 07:55:02 AM,2.584,9.386,10.116,83.470,1.317
569,07/31/22 08:25:02 AM,2.637,8.469,8.786,86.500,1.317
570,07/31/22 08:55:02 AM,2.717,8.965,9.365,85.647,1.317
571,07/31/22 09:25:02 AM,2.823,10.124,10.866,80.740,1.344
572,07/31/22 09:55:02 AM,2.903,8.543,8.915,85.750,1.371
573,07/31/22 10:25:02 AM,3.009,9.534,10.309,81.958,1.398
574,07/31/22 10:55:02 AM,3.089,9.583,9.708,84.164,1.398
575,07/31/22 11:25:02 AM,3.195,9.952,10.416,77.362,1.425
576,07/31/22 11:55:02 AM,3.327,10.858,11.274,74.569,1.453
577,07/31/22 12:25:02 PM,3.512,12.316,13.140,62.983,1.507
578,07/31/22 12:55:02 PM,3.775,12.751,14.148,60.162,1.534
579,07/31/22 01:25:02 PM,4.141,12.944,13.826,59.779,1.588
580,07/31/22 01:55:02 PM,4.558,13.305,13.612,61.028,1.615
581,07/31/22 02:25:02 PM,4.869,13.858,13.011,63.807,1.697
582,07/31/22 02:55:02 PM,5.128,14.625,12.990,60.909,1.751
583,07/31/22 03:25:02 PM,5.334,15.055,13.011,64.424,1.805
584,07/31/22 03:55:02 PM,5.488,12.025,10.888,73.176,1.886
585,07/31/22 04:25:02 PM,5.565,10.687,9.708,79.568,1.940
586,07/31/22 04:55:02 PM,5.437,9.632,8.893,79.574,1.994
587,07/31/22 05:25:02 PM,5.360,11.394,9.880,77.400,2.021
588,07/31/22 05:55:02 PM,5.334,11.929,10.394,76.355,2.047
589,07/31/22 06:25:02 PM,5.282,11.151,10.008,75.453,2.074
590,07/31/22 06:55:02 PM,5.179,8.618,7.821,82.759,2.074
591,07/31/22 07:25:02 PM,4.999,7.920,7.177,84.179,2.101
592,07/31/22 07:55:02 PM,4.844,6.255,6.126,90.579,2.101
593,07/31/22 08:25:02 PM,4.662,6.940,6.748,88.170,2.101
594,07/31/22 08:55:02 PM,4.480,6.687,6.427,89.764,2.101
595,07/31/22 09:25:02 PM,4.350,6.281,6.062,90.376,2.101
596,07/31/22 09:55:02 PM,4.194,5.050,4.775,95.239,2.101
597,07/31/22 10:25:02 PM,4.011,4.714,4.561,96.707,2.074
598,07/31/22 10:55:02 PM,3.880,4.792,4.625,95.521,2.047
599,07/31/22 11:25:02 PM,3.722,4.376,4.196,98.581,2.047
600,07/31/22 11:55:02 PM,3.617,4.168,4.067,99.715,2.021
601,08/01/22 12:25:02 AM,3.485,4.063,3.982,99.895,1.994
602,08/01/22 12:55:02 AM,3.406,4.089,3.960,99.005,1.967
603,08/01/22 01:25:02 AM,3.301,3.801,3.789,97.586,1.940
604,08/01/22 01:55:02 AM,3.195,3.696,3.617,99.062,1.913
605,08/01/22 02:25:02 AM,3.089,3.591,3.488,99.997,1.886
606,08/01/22 02:55:02 AM,3.009,3.591,3.510,99.997,1.859
607,08/01/22 03:25:02 AM,2.930,3.906,3.810,99.997,1.832
608,08/01/22 03:55:02 AM,2.877,4.089,4.003,99.997,1.805
609,08/01/22 04:25:02 AM,2.823,4.194,4.089,99.997,1.778
610,08/01/22 04:55:02 AM,2.797,4.272,4.175,99.997,1.751
611,08/01/22 05:25:02 AM,2.770,4.376,4.239,99.997,1.724
612,08/01/22 05:55:02 AM,2.744,4.428,4.368,98.909,1.697
613,08/01/22 06:25:02 AM,2.744,5.128,5.140,96.425,1.670
614,08/01/22 06:55:02 AM,2.744,5.205,5.183,95.143,1.643
615,08/01/22 07:25:02 AM,2.744,5.231,5.247,94.548,1.643
616,08/01/22 07:55:02 AM,2.744,5.693,5.890,91.676,1.615
617,08/01/22 08:25:02 AM,2.770,5.924,6.041,91.168,1.615
618,08/01/22 08:55:02 AM,2.770,5.385,5.869,91.060,1.615
619,08/01/22 09:25:02 AM,2.797,7.167,9.408,77.157,1.588
620,08/01/22 09:55:02 AM,2.877,7.970,9.815,76.864,1.588
621,08/01/22 10:25:02 AM,2.983,8.070,9.000,76.057,1.588
622,08/01/22 10:55:02 AM,3.142,7.670,7.992,79.913,1.615
623,08/01/22 11:25:02 AM,3.274,7.343,7.735,80.612,1.615
624,08/01/22 11:55:02 AM,3.380,7.745,7.628,81.314,1.643
625,08/01/22 12:25:02 PM,3.512,8.494,9.065,74.487,1.670
626,08/01/22 12:55:02 PM,3.643,7.268,7.435,81.175,1.697
627,08/01/22 01:25:02 PM,3.670,9.114,9.236,77.153,1.697
628,08/01/22 01:55:02 PM,3.801,9.287,8.915,75.866,1.724
629,08/01/22 02:25:02 PM,3.958,7.393,7.306,80.838,1.751
630,08/01/22 02:55:02 PM,3.958,6.763,6.705,83.047,1.778
631,08/01/22 03:25:02 PM,3.932,6.026,5.976,86.459,1.805
632,08/01/22 03:55:02 PM,3.801,5.770,5.676,88.971,1.832
633,08/01/22 04:25:02 PM,3.722,6.408,6.341,86.902,1.832
634,08/01/22 04:55:02 PM,3.670,6.864,6.834,84.683,1.832
635,08/01/22 05:25:02 PM,3.643,6.230,6.062,87.323,1.832
636,08/01/22 05:55:02 PM,3.591,5.796,5.633,88.991,1.832
637,08/01/22 06:25:02 PM,3.512,5.642,5.526,90.208,1.832
638,08/01/22 06:55:02 PM,3.433,5.360,5.268,91.617,1.832
639,08/01/22 07:25:02 PM,3.354,5.796,5.612,90.944,1.832
640,08/01/22 07:55:02 PM,3.301,6.026,5.826,89.058,1.832
641,08/01/22 08:25:02 PM,3.274,6.128,5.912,89.053,1.805
642,08/01/22 08:55:02 PM,3.248,6.051,5.848,89.895,1.778
643,08/01/22 09:25:02 PM,3.248,6.179,5.955,88.623,1.778
644,08/01/22 09:55:02 PM,3.195,5.770,5.654,90.019,1.778
645,08/01/22 10:25:02 PM,3.168,5.334,5.247,90.845,1.778
646,08/01/22 10:55:02 PM,3.116,5.102,5.075,91.649,1.751
647,08/01/22 11:25:02 PM,3.036,4.844,4.775,93.230,1.751
648,08/01/22 11:55:02 PM,2.983,4.480,4.432,95.729,1.751
649,08/02/22 12:25:02 AM,2.903,4.115,4.067,98.343,1.724
650,08/02/22 12:55:02 AM,2.850,3.906,3.853,97.899,1.724
651,08/02/22 01:25:02 AM,2.770,3.775,3.724,97.252,1.697
652,08/02/22 01:55:02 AM,2.717,3.564,3.531,97.174,1.670
653,08/02/22 02:25:02 AM,2.664,3.538,3.531,96.379,1.643
654,08/02/22 02:55:02 AM,2.610,3.406,3.338,96.869,1.615
655,08/02/22 03:25:02 AM,2.557,3.354,3.295,96.570,1.615
656,08/02/22 03:55:02 AM,2.503,3.380,3.338,97.664,1.588
657,08/02/22 04:25:02 AM,2.477,3.301,3.295,97.243,1.561
658,08/02/22 04:55:02 AM,2.423,3.168,3.145,98.891,1.561
659,08/02/22 05:25:02 AM,2.396,3.248,3.209,97.943,1.534
660,08/02/22 05:55:02 AM,2.370,3.327,3.295,97.858,1.507
661,08/02/22 06:25:02 AM,2.343,3.248,3.231,98.387,1.507
662,08/02/22 06:55:02 AM,2.316,3.221,3.252,98.398,1.453
663,08/02/22 07:25:02 AM,2.289,3.116,3.145,98.845,1.453
664,08/02/22 07:55:02 AM,2.316,3.142,3.167,99.190,1.453
665,08/02/22 08:25:02 AM,2.316,3.221,3.252,98.906,1.480
666,08/02/22 08:55:02 AM,2.343,3.274,3.338,98.050,1.507
667,08/02/22 09:25:02 AM,2.343,3.670,3.724,98.228,1.507
668,08/02/22 09:55:02 AM,2.370,4.272,4.432,97.075,1.507
669,08/02/22 10:25:02 AM,2.396,4.740,4.904,94.990,1.507
670,08/02/22 10:55:02 AM,2.450,4.869,5.118,93.687,1.507
671,08/02/22 11:25:02 AM,2.503,5.308,5.612,93.005,1.507
672,08/02/22 11:55:02 AM,2.557,4.688,4.861,95.171,1.507
673,08/02/22 12:25:02 PM,2.610,5.205,5.440,93.472,1.480
674,08/02/22 12:55:02 PM,2.610,5.437,5.805,90.982,1.507
675,08/02/22 01:25:02 PM,2.664,5.462,5.805,90.935,1.507
676,08/02/22 01:55:02 PM,2.690,5.745,6.019,90.373,1.507
677,08/02/22 02:25:02 PM,2.744,5.437,5.740,88.354,1.507
678,08/02/22 02:55:02 PM,2.797,5.847,6.062,88.872,1.507
679,08/02/22 03:25:02 PM,2.850,6.661,6.898,86.171,1.507
680,08/02/22 03:55:02 PM,2.930,6.864,6.770,85.969,1.507
681,08/02/22 04:25:02 PM,3.009,7.519,6.963,87.695,1.534
682,08/02/22 04:55:02 PM,3.089,11.200,9.322,79.115,1.561
683,08/02/22 05:25:02 PM,3.274,9.188,7.713,80.323,1.561
684,08/02/22 05:55:02 PM,3.459,11.005,9.494,76.025,1.588
685,08/02/22 06:25:02 PM,3.670,12.606,10.652,69.354,1.615
686,08/02/22 06:55:02 PM,3.775,11.492,10.287,69.781,1.615
687,08/02/22 07:25:02 PM,3.827,9.657,8.486,74.633,1.643
688,08/02/22 07:55:02 PM,3.827,9.287,7.456,79.326,1.670
689,08/02/22 08:25:02 PM,3.749,9.089,6.984,82.293,1.670
690,08/02/22 08:55:02 PM,3.591,8.369,6.341,83.986,1.670
691,08/02/22 09:25:02 PM,3.433,7.469,5.547,86.865,1.670
692,08/02/22 09:55:02 PM,3.274,7.091,5.140,88.217,1.670
693,08/02/22 10:25:02 PM,3.142,6.458,4.775,89.657,1.670
694,08/02/22 10:55:02 PM,3.009,4.921,4.775,91.682,1.643
695,08/02/22 11:25:02 PM,2.930,4.714,4.604,92.482,1.615
696,08/02/22 11:55:02 PM,2.850,4.584,4.496,93.228,1.615
697,08/03/22 12:25:02 AM,2.797,4.584,4.496,93.605,1.588
698,08/03/22 12:55:02 AM,2.744,4.610,4.539,93.463,1.588
699,08/03/22 01:25:02 AM,2.690,4.558,4.453,93.915,1.561
700,08/03/22 01:55:02 AM,2.637,4.532,4.453,94.089,1.561
701,08/03/22 02:25:02 AM,2.610,4.532,4.453,94.661,1.534
702,08/03/22 02:55:02 AM,2.557,4.428,4.325,96.407,1.507
703,08/03/22 03:25:02 AM,2.530,4.376,4.282,97.078,1.507
704,08/03/22 03:55:02 AM,2.477,4.272,4.196,97.816,1.480
705,08/03/22 04:25:02 AM,2.450,4.246,4.132,98.741,1.480
706,08/03/22 04:55:02 AM,2.423,4.324,4.217,98.561,1.453
707,08/03/22 05:25:02 AM,2.396,4.324,4.239,98.705,1.453
708,08/03/22 05:55:02 AM,2.370,4.740,4.668,97.499,1.425
709,08/03/22 06:25:02 AM,2.370,5.179,5.140,95.546,1.398
710,08/03/22 06:55:02 AM,2.370,5.668,5.612,94.694,1.398
711,08/03/22 07:25:02 AM,2.370,5.872,5.762,94.473,1.398
712,08/03/22 07:55:02 AM,2.396,5.924,5.783,95.155,1.398
713,08/03/22 08:25:02 AM,2.423,6.433,6.384,94.734,1.398
714,08/03/22 08:55:02 AM,2.477,6.560,6.620,94.150,1.398
715,08/03/22 09:25:02 AM,2.530,6.788,6.834,92.583,1.398
716,08/03/22 09:55:02 AM,2.610,6.940,7.156,92.734,1.398
717,08/03/22 10:25:02 AM,2.664,7.192,7.263,93.317,1.398
718,08/03/22 10:55:02 AM,2.744,7.720,7.671,91.737,1.398
719,08/03/22 11:25:02 AM,2.823,8.170,8.057,90.611,1.425
720,08/03/22 11:55:02 AM,2.956,10.785,11.810,78.329,1.453
721,08/03/22 12:25:02 PM,3.142,11.613,12.604,76.233,1.480
722,08/03/22 12:55:02 PM,3.459,12.025,12.518,73.640,1.507
723,08/03/22 01:25:02 PM,3.827,12.195,12.196,76.002,1.534
724,08/03/22 01:55:02 PM,4.141,12.437,12.303,75.567,1.615
725,08/03/22 02:25:02 PM,4.454,14.409,13.140,75.280,1.670
726,08/03/22 02:55:02 PM,4.766,15.127,12.754,75.354,1.724
727,08/03/22 03:25:02 PM,5.050,15.986,13.247,76.698,1.805
728,08/03/22 03:55:02 PM,5.282,14.625,12.518,77.441,1.859
729,08/03/22 04:25:02 PM,5.462,14.721,12.925,75.998,1.940
730,08/03/22 04:55:02 PM,5.591,15.414,12.518,77.627,1.994
731,08/03/22 05:25:02 PM,5.693,16.272,13.247,74.391,2.047
732,08/03/22 05:55:02 PM,5.796,16.344,14.319,68.640,2.101
733,08/03/22 06:25:02 PM,5.847,14.098,12.453,77.098,2.155
734,08/03/22 06:55:02 PM,5.745,11.248,10.781,84.466,2.209
735,08/03/22 07:25:02 PM,5.616,13.570,12.668,79.057,2.236
736,08/03/22 07:55:02 PM,5.488,11.078,10.652,85.562,2.262
737,08/03/22 08:25:02 PM,5.385,13.882,11.810,82.911,2.262
738,08/03/22 08:55:02 PM,5.205,13.353,11.102,84.558,2.289
739,08/03/22 09:25:02 PM,5.024,11.637,10.866,85.196,2.289
740,08/03/22 09:55:02 PM,4.818,11.880,10.352,88.400,2.316
