"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","mean_stem_elong","mean_leaf_length","mean_width","population","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"1973","MG",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP9",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1974","GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR4",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1975","GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1976","AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1977","AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1978","AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1979","AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR9",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1980","AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,11,NA,NA,NA,NA,NA,NA,1,NA,NA,"PP17SP11",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1981","AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,18.5,NA,NA,NA,27.25,30.35,27.47,10.74,6.32,16.15,"PP17SP12",NA,11.07,28.35666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1982","AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,13,NA,NA,NA,31.95,38.45,41.39,26.56,35.38,36.7,"PP17SP13",NA,32.88,37.26333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1983","AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SP14",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1984","AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,13.5,NA,NA,NA,23.85,27.5,22.73,14.59,21.13,33.82,"PP17SP15",NA,23.18,24.69333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1985","EW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,7.2,NA,NA,NA,35.18,34.78,28.65,57.71,61.04,33.06,"PP17SR16",NA,50.60333333,32.87,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1986","EW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SR17",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1987","EW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP17SR18",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1988","EW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,14.3,NA,NA,NA,22.56,31.12,19.41,24.98,12.64,NA,"PP17SR19",NA,NA,24.36333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1989","EW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,11.2,NA,NA,NA,36.07,26.74,32.5,41.67,87.3,77.45,"PP17SR20",NA,68.80666667,31.77,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1990","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA1",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1991","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA10",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1992","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1993","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA12",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1994","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA14",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1995","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA15",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1996","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA16",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1997","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1998","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA18",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"1999","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2000","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA20",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2001","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA20",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2002","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA3",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2003","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA4",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2004","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA5",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2005","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA7",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2006","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2007","JB",2015,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA9",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2008","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,3.8,NA,NA,NA,21,0,NA,13,28,4,"H15SP1",NA,15,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2009","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,7.1,NA,NA,NA,21,22,24,19,15,11,"H15SP10",NA,15,22.33333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2010","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2011","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP12",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2012","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,10.4,NA,NA,NA,21,21,22,11,11,9,"H15SP13",NA,10.33333333,21.33333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2013","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,12.1,NA,NA,NA,6,0,NA,2,1,2,"H15SP14",NA,1.666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2014","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,9.4,NA,NA,NA,31,30,23,41,24,39,"H15SP15",NA,34.66666667,28,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2015","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP16",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2016","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,1.7,NA,NA,NA,NA,NA,NA,3,2,2,"H15SP17",NA,2.333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2017","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,16.7,NA,NA,NA,27,24,24,18,15,18,"H15SP18",NA,17,25,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2018","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,6.7,NA,NA,NA,18,NA,NA,11,3,7,"H15SP19",NA,7,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2019","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,3.3,NA,NA,NA,14,14,12,5,5,4,"H15SP2",NA,4.666666667,13.33333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2020","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,6.5,NA,NA,NA,15,15,NA,13,13,11,"H15SP20",NA,12.33333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2021","MG",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP21",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2022","MG",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP22",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2023","MG",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP23",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2024","MG",2015,"Salix pulchra","Common_garden",NA,8,19,2020,10.25,NA,NA,NA,17,NA,NA,1.7,1,0.8,"H15SP24",NA,1.166666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2025","AB",2015,"Salix pulchra","Common_garden",NA,8,19,2020,6.5,NA,NA,NA,15.45,16.55,7.96,32.62,43.78,21.32,"H15SP25",NA,32.57333333,13.32,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2026","AB",2015,"Salix pulchra","Common_garden",NA,8,19,2020,12.8,NA,NA,NA,18.89,18.11,18.03,20.98,22.74,31.28,"H15SP27",NA,25,18.34333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2027","AB",2015,"Salix pulchra","Common_garden",NA,8,19,2020,8.6,NA,NA,NA,16.51,13.41,17.76,31.2,15.25,16.23,"H15SP29",NA,20.89333333,15.89333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2028","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP3",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2029","AB",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP30",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2030","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP4",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2031","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,5.5,NA,NA,NA,25,26,27,24,22,32,"H15SP5",NA,26,26,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2032","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,5.2,NA,NA,NA,8,NA,NA,8,9,4,"H15SP6",NA,7,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2033","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP7",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2034","IMS",2015,"Salix pulchra","Common_garden",NA,8,19,2020,8,NA,NA,NA,18,19,NA,18,6,25,"H15SP8",NA,16.33333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2035","CF",2015,"Salix pulchra","Common_garden",NA,8,19,2020,14.1,NA,NA,NA,21,21,21,32,26,25,"H15SP9",NA,27.66666667,21,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2036","LB",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2037","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR12",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2038","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR13",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2039","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR14",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2040","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR15",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2041","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR16",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2042","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2043","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR18",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2044","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,6.4,NA,NA,NA,NA,NA,NA,11,12,13,"H15SR19",NA,12,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2045","SW",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,3.5,NA,NA,NA,22,NA,NA,11,8,8,"H15SR20",NA,9,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2046","IR",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR22",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2047","IR",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR23",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2048","IR",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR24",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2049","AC",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR25",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2050","AC",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR26",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2051","AC",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR29",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2052","LB",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR3",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2053","AC",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR30",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2054","LB",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR4",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2055","LB",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,13.1,NA,NA,NA,55,NA,NA,28,85,22,"H15SR5",NA,45,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2056","LB",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR6",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2057","LB",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2058","LB",2015,"Salix richardsonii","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR9",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2059","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA1",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2060","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA10",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2061","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2062","SAB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA12",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2063","SAB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA13",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2064","SAB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA14",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2065","SAB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA15",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2066","SAB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA16",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2067","JB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2068","JB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA18",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2069","JB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2070","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA2",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2071","JB",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA20",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2072","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA3",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2073","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA4",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2074","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA5",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2075","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA6",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2076","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA7",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2077","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2078","JA",2017,"Salix arctica","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA9",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2079","IMS",2017,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP1",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2080","AB",2017,"Salix pulchra","Common_garden",NA,8,19,2020,6.4,NA,NA,NA,NA,NA,NA,15.27,18.76,14.78,"H17SP10",NA,16.27,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2081","AB",2017,"Salix pulchra","Common_garden",NA,8,19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2082","AB",2017,"Salix pulchra","Common_garden",NA,8,19,2020,4.1,NA,NA,NA,NA,NA,NA,20.39,20.4,33.51,"H17SP12",NA,24.76666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2083","AB",2017,"Salix pulchra","Common_garden",NA,8,19,2020,21.1,NA,NA,NA,20.21,24.38,20.12,12.51,21.78,15.17,"H17SP13",NA,16.48666667,21.57,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"2084","AB",2017,"Salix pulchra","Common_garden",NA,8,19,2020,15.5,NA,NA,NA,14.44,17.49,19.7,36.21,29.02,27.91,"H17SP14",NA,31.04666667,17.21,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
