"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","mean_stem_elong","mean_leaf_length","mean_width","population","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"1865","IMS",2017,"Salix pulchra","Common_garden",NA,8,23,2019,18.7,NA,NA,NA,38,39.4,43.27,69.23,43.26,37.49,"KP17SP2",NA,49.99333333,40.22333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1866","IMS",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP3",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1867","IMS",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP4",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1868","SL",2017,"Salix pulchra","Common_garden",NA,8,23,2019,24.2,NA,NA,NA,36.32,43.22,38.03,49.69,25.24,37.39,"KP17SP5",NA,37.44,39.19,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1869","MG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1870","MG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1871","MG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1872","AB",2017,"Salix pulchra","Common_garden",NA,8,23,2019,14.3,NA,NA,NA,40.51,30.67,34.23,36.99,19.17,15.08,"KP17SP9",NA,23.74666667,35.13666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1873","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,12.5,NA,NA,NA,39.78,35.47,41.47,52.34,52.27,59.43,"KP17SR1",NA,54.68,38.90666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1874","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,12.4,NA,NA,NA,34.59,41.83,42.05,27.86,46.88,64.95,"KP17SR2",NA,46.56333333,39.49,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1875","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,18.3,NA,NA,NA,39.78,37.48,36.22,51.56,67.93,75.7,"KP17SR3",NA,65.06333333,37.82666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1876","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,21.3,NA,NA,NA,31.17,35.35,31.56,25.99,34.84,47.27,"KP17SR4",NA,36.03333333,32.69333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1877","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1878","JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,0.6,NA,NA,NA,6.44,9.51,8.37,NA,NA,NA,"KP18SA1",NA,NA,8.106666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1879","EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,3.7,NA,NA,NA,26.06,23.29,19.55,7.32,18.59,NA,"KP18SA10",NA,NA,22.96666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1880","JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,1.9,NA,NA,NA,19.97,17.28,19.93,7.31,4.05,NA,"KP18SA2",NA,NA,19.06,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1881","JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA3",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1882","JA",2018,"Salix arctica","Common_garden",NA,8,23,2019,0.9,NA,NA,NA,14.22,12.39,14.51,4.67,NA,NA,"KP18SA4",NA,NA,13.70666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1883","EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1884","EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1885","EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1886","EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,2,NA,NA,NA,21.3,16.42,19.25,8.14,11.4,8.59,"KP18SA8",NA,9.376666667,18.99,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1887","EW",2018,"Salix arctica","Common_garden",NA,8,23,2019,3.1,NA,NA,NA,15.81,15.04,17.29,1.54,4.71,NA,"KP18SA9",NA,NA,16.04666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1888","JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,22.8,NA,NA,NA,32.97,42.54,32.1,21.37,10.55,11.2,"KP18SP1",NA,14.37333333,35.87,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1889","JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,32.5,NA,NA,NA,32.71,37.79,26.29,21.24,32.4,34.36,"KP18SP2",NA,29.33333333,32.26333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1890","JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,32.8,NA,NA,NA,69.74,50.01,56.93,181,NA,NA,"KP18SP3",NA,NA,58.89333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1891","JG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,24.4,NA,NA,NA,32.75,25.51,37.89,29.7,19.03,30.47,"KP18SP4",NA,26.4,32.05,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1892","MG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1893","MG",2018,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1894","AB",2013,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP14",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1895","AB",2013,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP15",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1896","CF",2013,"Salix richardsonii","Common_garden",NA,8,23,2019,46,NA,NA,NA,50.68,45.4,47.83,138,196,124,"KPSR5",NA,152.6666667,47.97,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1897","JA",2016,"Salix arctica","Common_garden",NA,8,23,2019,4.5,NA,NA,NA,37.07,43.47,33.56,15.85,17.82,18.36,"PC16CESA2",NA,17.34333333,38.03333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1898","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP1",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1899","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP2",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1900","IMS",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1901","AB",2016,"Salix pulchra","Common_garden",NA,8,23,2019,9.3,NA,NA,NA,57.7,60.2,56.79,96,55,41.41,"PC16CESP7",NA,64.13666667,58.23,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1902","IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1903","IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1904","IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1905","IR",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR9",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1906","JA",2016,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA1",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1907","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP1",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1908","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1909","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP2",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1910","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP3",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1911","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,9.3,NA,NA,NA,22.7,23,29.32,26.2,19.21,17.38,"PC16CWSP6",NA,20.93,25.00666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1912","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,15.1,NA,NA,NA,44.24,46.24,43.62,30.4,37.1,40.56,"PC16CWSP7",NA,36.02,44.7,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1913","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1914","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,9.2,NA,NA,NA,34.57,29.58,32.05,20.68,29.71,42.16,"PC16CWSP9",NA,30.85,32.06666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1915","AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1916","AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1917","AC",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1918","SAB",2016,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA1",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1919","SAB",2016,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA2",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1920","SAB",2016,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA3",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1921","SAB",2016,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA4",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1922","SAB",2016,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1923","JG",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSP1",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1924","JG",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSP2",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1925","JG",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSP5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1926","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSP6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1927","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSP7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1928","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSP8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1929","SL",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSP9",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1930","EW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR1",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1931","SW",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1932","GD",2016,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16SR5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1933","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,4.6,NA,NA,NA,39.41,24.7,35.54,4.53,6.34,7.79,"PC17SA1",NA,6.22,33.21666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1934","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SA10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1935","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SA2",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1936","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SA3",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1937","JB",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SA4",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1938","JB",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SA5",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1939","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,3.2,NA,NA,NA,13.83,12.88,22.64,6.93,4.28,6.05,"PC17SA6",NA,5.753333333,16.45,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1940","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,4.2,NA,NA,NA,22.84,23.17,29.97,4.42,4.45,5.56,"PC17SA7",NA,4.81,25.32666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1941","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SA8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1942","JA",2017,"Salix arctica","Common_garden",NA,8,23,2019,2.1,NA,NA,NA,16.32,20.52,19.78,11.39,NA,NA,"PC17SA9",NA,NA,18.87333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1943","SL",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SP1",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1944","JG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,8.2,NA,NA,NA,30.06,34.1,31.15,45.41,43.47,42.85,"PC17SP10",NA,43.91,31.77,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1945","SL",2017,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SP2",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1946","SL",2017,"Salix pulchra","Common_garden",NA,8,23,2019,7.6,NA,NA,NA,41.03,44.01,44.98,82.17,47.43,36.07,"PC17SP3",NA,55.22333333,43.34,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1947","SL",2017,"Salix pulchra","Common_garden",NA,8,23,2019,31.3,NA,NA,NA,50.97,50.27,49.08,110.86,281,215,"PC17SP4",NA,202.2866667,50.10666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1948","CF",2017,"Salix pulchra","Common_garden",NA,8,23,2019,16.5,NA,NA,NA,30.11,23.49,22.43,7.92,12.56,23.6,"PC17SP5",NA,14.69333333,25.34333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1949","CF",2017,"Salix pulchra","Common_garden",NA,8,23,2019,15.5,NA,NA,NA,18.57,20.33,22.47,6.63,14.63,6.12,"PC17SP6",NA,9.126666667,20.45666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1950","JG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,24.4,NA,NA,NA,31.31,33.03,26.7,22.4,50.27,24,"PC17SP7",NA,32.22333333,30.34666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1951","JG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,7.5,NA,NA,NA,32.61,29.97,32.47,65.62,69.19,45.31,"PC17SP8",NA,60.04,31.68333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1952","JG",2017,"Salix pulchra","Common_garden",NA,8,23,2019,13.1,NA,NA,NA,33.97,33.01,31.2,24.01,41.1,35.88,"PC17SP9",NA,33.66333333,32.72666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1953","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,12.7,NA,NA,NA,35.44,27.66,30.27,93.01,31.31,18.78,"PC17SR1",NA,47.7,31.12333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1954","SW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,20.7,NA,NA,NA,36.77,42.72,36.78,48.07,70.77,83.13,"PC17SR10",NA,67.32333333,38.75666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1955","IR",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR11",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1956","IR",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,4.5,NA,NA,NA,21.21,20.55,20.49,15.91,8.06,NA,"PC17SR12",NA,NA,20.75,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1957","IR",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,7,NA,NA,NA,25.28,29.58,29.23,30.51,23.26,28.9,"PC17SR13",NA,27.55666667,28.03,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1958","AC",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR14",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1959","AC",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,13.7,NA,NA,NA,34.21,38.03,34.89,53.47,25.47,29.15,"PC17SR15",NA,36.03,35.71,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1960","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,16.7,NA,NA,NA,31.38,32.81,30.55,36.44,25.95,30.97,"PC17SR2",NA,31.12,31.58,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1961","LB",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR3",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1962","GD",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,46.6,NA,NA,NA,52.94,61.48,55.59,439.9,294.9,228.9,"PC17SR4",NA,321.2333333,56.67,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1963","GD",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,53,NA,NA,NA,56.19,59.79,64.64,431,471.5,123.1,"PC17SR5",NA,341.8666667,60.20666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1964","GD",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,32.9,NA,NA,NA,41.92,41.4,45.16,310.6,131.9,120.9,"PC17SR6",NA,187.8,42.82666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1965","SW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1966","SW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC17SR8",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1967","SW",2017,"Salix richardsonii","Common_garden",NA,8,23,2019,22.4,NA,NA,NA,33.2,40.41,37.62,33.24,20.3,23.3,"PC17SR9",NA,25.61333333,37.07666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1968","JA",2016,"Salix arctica","Common_garden",NA,8,23,2019,2.6,NA,NA,NA,20.21,21.11,19.28,6.22,5.09,NA,"PP16MSA1",NA,NA,20.2,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1969","JA",2016,"Salix arctica","Common_garden",NA,8,23,2019,3.2,NA,NA,NA,25.17,30.11,19.78,10.9,15,6.58,"PP16MSA5",NA,10.82666667,25.02,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1970","MG",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP10",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1971","MG",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP6",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"1972","MG",2016,"Salix pulchra","Common_garden",NA,8,23,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP7",NA,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
