,X,Bed,Year_planted,Species,Site,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter,Length_1_mm,Length_2_mm,Length_3_mm,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,SampleID_standard,biovolume,mean_stem_elong,mean_leaf_length,mean_width,population,Latitude,Longitude,Elevation,Date_propagated,Date_planted,Mother_LS,Cutting_length,Cutting_diameter,Sample_ID,July_2023_notes,Sample_age
3654,3654,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,34,46,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR1,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,1.3,22.8,9,NA,NA,0
3655,3655,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,49,127,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR2,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,2.4,47.3,11.5,NA,NA,0
3656,3656,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,76,167,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR3,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,3.6,50.3,12.4,NA,NA,0
3657,3657,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,58,106,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR4,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,1.9,45.5,11.5,NA,NA,0
3658,3658,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,28,64,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR5,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,0.8,31.1,7.7,NA,NA,0
3659,3659,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,66,185,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR6,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,2.9,42.5,10.5,NA,NA,0
3660,3660,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,71,117,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR7,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,2.3,41.4,11.5,NA,NA,0
3661,3661,NA,2015,Salix richardsonii,Kluane,2015-06-28,NA,NA,2015,51,129,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR9,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-28,2015-08-18,3.4,61.1,9.1,NA,NA,0
3662,3662,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,47,290,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP1,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,2.2,32,9.7,NA,NA,0
3663,3663,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,47,247,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP10,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,3.6,30.3,6.7,NA,NA,0
3664,3664,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,49,345,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP2,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,1.4,30,9.7,NA,NA,0
3665,3665,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,58,177,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP3,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,1.4,48.9,11.3,NA,NA,0
3666,3666,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,58,193,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP4,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,1.8,50.6,9.2,NA,NA,0
3667,3667,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,43,259,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP5,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,2.5,42.1,9.4,NA,NA,0
3668,3668,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,44,202,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP7,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,2.1,24.1,11.1,NA,NA,0
3669,3669,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,40,258,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP8,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,2.2,29.9,9.1,NA,NA,0
3670,3670,NA,2015,Salix pulchra,Kluane,2015-06-27,NA,NA,2015,28,152,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP9,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-27,2015-08-18,1.4,22.8,10.2,NA,NA,0
3671,3671,NA,2015,Salix pulchra,Kluane,2015-06-20,NA,NA,2015,196,262,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP1,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,5,45.7,15.5,NA,NA,0
3672,3672,NA,2015,Salix pulchra,Kluane,2015-06-20,NA,NA,2015,205,210,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP2,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,6,29.7,7.2,NA,NA,0
3673,3673,NA,2015,Salix pulchra,Kluane,2015-06-20,NA,NA,2015,106,130,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP3,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,3,37.6,11.2,NA,NA,0
3674,3674,NA,2015,Salix pulchra,Kluane,2015-06-20,NA,NA,2015,120,70,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP5,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,3,39.3,13,NA,NA,0
3675,3675,NA,2015,Salix richardsonii,Kluane,2015-06-20,NA,NA,2015,150,525,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR1,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,7.5,37,16.2,NA,NA,0
3676,3676,NA,2015,Salix richardsonii,Kluane,2015-06-20,NA,NA,2015,145,440,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR2,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,8,33.1,18.3,NA,NA,0
3677,3677,NA,2015,Salix richardsonii,Kluane,2015-06-20,NA,NA,2015,66,310,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR3,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,2,38.4,13.3,NA,NA,0
3678,3678,NA,2015,Salix richardsonii,Kluane,2015-06-20,NA,NA,2015,188,490,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR4,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,4.5,29.9,14.8,NA,NA,0
3679,3679,NA,2015,Salix richardsonii,Kluane,2015-06-20,NA,NA,2015,102,315,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR5,NA,NA,NA,NA,source_south,NA,NA,NA,2015-06-20,2015-08-19,5,34.9,11,NA,NA,0
3680,3680,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,107.4,306.5,NA,NA,NA,NA,NA,NA,NA,NA,KPSR1,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,6,59.9,NA,NA,NA,0
3681,3681,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,136.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,KPSR10,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,5.2,57.3,NA,NA,NA,0
3682,3682,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,142.7,308.1,NA,NA,NA,NA,NA,NA,NA,NA,KPSR2,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,4.2,55.8,NA,NA,NA,0
3683,3683,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,76.2,226,NA,NA,NA,NA,NA,NA,NA,NA,KPSR4,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,3.3,56.5,NA,NA,NA,0
3684,3684,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,98.2,146.6,NA,NA,NA,NA,NA,NA,NA,NA,KPSR5,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,2.5,62.3,NA,NA,NA,0
3685,3685,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,149.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,KPSR6,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,9.5,53.6,NA,NA,NA,0
3686,3686,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,195.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,KPSR7,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,11,63.2,NA,NA,NA,0
3687,3687,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,130.1,266.4,NA,NA,NA,NA,NA,NA,NA,NA,KPSR8,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,3.9,43.2,NA,NA,NA,0
3688,3688,NA,2014,Salix richardsonii,Kluane,2014-08-27,NA,NA,2014,138.9,33.16,NA,NA,NA,NA,NA,NA,NA,NA,KPSR9,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-08-27,4.8,62,NA,NA,NA,0
3689,3689,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,42.5,273.6,NA,NA,NA,NA,NA,NA,NA,NA,HERSP1,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.6,111,NA,NA,NA,0
3690,3690,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,31.9,197,NA,NA,NA,NA,NA,NA,NA,NA,HERSP10,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,0.9,56,NA,NA,NA,0
3691,3691,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,34.1,213.6,NA,NA,NA,NA,NA,NA,NA,NA,HERSP11,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.2,54.3,NA,NA,NA,0
3692,3692,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,37.5,270.4,NA,NA,NA,NA,NA,NA,NA,NA,HERSP12,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1,57.8,NA,NA,NA,0
3693,3693,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERSP13,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.4,62.7,NA,NA,NA,0
3694,3694,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERSP14,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.2,72.5,NA,NA,NA,0
3695,3695,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,33.4,407,NA,NA,NA,NA,NA,NA,NA,NA,HERSP15,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.2,53.7,NA,NA,NA,0
3696,3696,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERSP16,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.5,63.9,NA,NA,NA,0
3697,3697,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,34.1,314.5,NA,NA,NA,NA,NA,NA,NA,NA,HERSP17,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,2.3,55.7,NA,NA,NA,0
3698,3698,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,33.6,292.2,NA,NA,NA,NA,NA,NA,NA,NA,HERSP18,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.2,46,NA,NA,NA,0
3699,3699,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERSP19,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1,61.9,NA,NA,NA,0
3700,3700,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,37.5,481.1,NA,NA,NA,NA,NA,NA,NA,NA,HERSP2,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,5.1,84.5,NA,NA,NA,0
3701,3701,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,39.5,204.2,NA,NA,NA,NA,NA,NA,NA,NA,HERSP20,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,0.7,56.4,NA,NA,NA,0
3702,3702,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERSP21,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1,47.6,NA,NA,NA,0
3703,3703,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,32.2,307.4,NA,NA,NA,NA,NA,NA,NA,NA,HERSP22,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,0.9,71.5,NA,NA,NA,0
3704,3704,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERSP23,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,0.8,49.3,NA,NA,NA,0
3705,3705,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,37.2,226,NA,NA,NA,NA,NA,NA,NA,NA,HERSP24,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,0.8,54.5,NA,NA,NA,0
3706,3706,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,36.8,137.3,NA,NA,NA,NA,NA,NA,NA,NA,HERSP25,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1,58.4,NA,NA,NA,0
3707,3707,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,43.4,145.1,NA,NA,NA,NA,NA,NA,NA,NA,HERSP26,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.1,62.3,NA,NA,NA,0
3708,3708,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,30,226.1,NA,NA,NA,NA,NA,NA,NA,NA,HERSP27,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,0.9,45.5,NA,NA,NA,0
3709,3709,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,34,291,NA,NA,NA,NA,NA,NA,NA,NA,HERSP28,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1,52.3,NA,NA,NA,0
3710,3710,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,27.7,441.3,NA,NA,NA,NA,NA,NA,NA,NA,HERSP29,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.3,45.9,NA,NA,NA,0
3711,3711,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,32.3,268,NA,NA,NA,NA,NA,NA,NA,NA,HERSP3,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.3,68.3,NA,NA,NA,0
3712,3712,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,32.9,350.9,NA,NA,NA,NA,NA,NA,NA,NA,HERSP30,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.1,55.2,NA,NA,NA,0
3713,3713,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,31.8,263,NA,NA,NA,NA,NA,NA,NA,NA,HERSP4,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.4,55.9,NA,NA,NA,0
3714,3714,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,31.6,115.5,NA,NA,NA,NA,NA,NA,NA,NA,HERSP5,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,0.8,54.8,NA,NA,NA,0
3715,3715,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,38.4,390,NA,NA,NA,NA,NA,NA,NA,NA,HERSP6,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.2,61.6,NA,NA,NA,0
3716,3716,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERSP7,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.4,69.4,NA,NA,NA,0
3717,3717,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,29.3,291.7,NA,NA,NA,NA,NA,NA,NA,NA,HERSP8,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.1,53.8,NA,NA,NA,0
3718,3718,NA,2014,Salix pulchra,Qikiqtaruk,2014-08-15,NA,NA,2014,38.4,284.3,NA,NA,NA,NA,NA,NA,NA,NA,HERSP9,NA,NA,NA,NA,source_north,NA,NA,NA,NA,2014-08-24,1.3,53.2,NA,NA,NA,0
3719,3719,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,95,361,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS1,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.5,55,NA,NA,NA,0
3720,3720,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,51,200,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS10,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.9,52,NA,NA,NA,0
3721,3721,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,106,429,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS12,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.6,56,NA,NA,NA,0
3722,3722,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,53,293,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS13,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.9,60,NA,NA,NA,0
3723,3723,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,39,105,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS14,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1,52,NA,NA,NA,0
3724,3724,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,67,130,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS15,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.7,56,NA,NA,NA,0
3725,3725,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,77,176,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS16,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.2,58,NA,NA,NA,0
3726,3726,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,61,196,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS17,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3.5,47,NA,NA,NA,0
3727,3727,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,67,132,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS18,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.8,58,NA,NA,NA,0
3728,3728,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,93,208,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS19,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.7,53,NA,NA,NA,0
3729,3729,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,104,208,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS2,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,4.4,54,NA,NA,NA,0
3730,3730,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,51,123,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS20,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.4,44,NA,NA,NA,0
3731,3731,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,124,287,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS3,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,5,51,NA,NA,NA,0
3732,3732,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,87,324,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS4,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3.7,56,NA,NA,NA,0
3733,3733,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,88,272,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS5,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3.9,56,NA,NA,NA,0
3734,3734,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,66,202,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS6,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.1,58,NA,NA,NA,0
3735,3735,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,44,143,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS7,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.2,51,NA,NA,NA,0
3736,3736,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,50,146,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS8,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.6,50,NA,NA,NA,0
3737,3737,NA,2014,Salix pulchra,Kluane,2014-07-07,NA,NA,2014,55,109,NA,NA,NA,NA,NA,NA,NA,NA,KLSPS9,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.8,52,NA,NA,NA,0
3738,3738,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,73.1,196,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS1,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3.7,60,NA,NA,NA,0
3739,3739,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,47,66,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS12,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.7,47,NA,NA,NA,0
3740,3740,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,54,185,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS13,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3.1,49,NA,NA,NA,0
3741,3741,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,56,119,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS14,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.2,44,NA,NA,NA,0
3742,3742,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,70,143,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS15,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3,52,NA,NA,NA,0
3743,3743,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,51,139,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS16,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.2,46,NA,NA,NA,0
3744,3744,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,62,176,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS19,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.7,58,NA,NA,NA,0
3745,3745,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,80.3,181,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS2,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,4.8,72,NA,NA,NA,0
3746,3746,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,61,143,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS3,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3.3,47,NA,NA,NA,0
3747,3747,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,56.6,186,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS4,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,3.1,50,NA,NA,NA,0
3748,3748,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,57.5,137,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS5,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.7,53,NA,NA,NA,0
3749,3749,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,44.5,126,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS7,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,1.2,46,NA,NA,NA,0
3750,3750,NA,2014,Salix richardsonii,Kluane,2014-07-07,NA,NA,2014,63,68,NA,NA,NA,NA,NA,NA,NA,NA,KLSRS8,NA,NA,NA,NA,source_south,NA,NA,NA,NA,2014-07-10,2.1,47,NA,NA,NA,0
3751,3751,NA,2013,Salix richardsonii,Kluane,2013-08-18,NA,NA,2013,64,124,89,NA,NA,NA,NA,NA,NA,NA,KLSRE8,706304,NA,NA,106.5,source_south,NA,NA,NA,NA,2013-08-21,1.1,NA,NA,NA,NA,0
3752,3752,NA,2013,Salix pulchra,Kluane,2013-08-11,NA,NA,2013,150,487,355,NA,NA,NA,NA,NA,NA,NA,KLSPC1,25932750,NA,NA,421,source_south,NA,NA,NA,NA,2013-08-13,5.8,NA,NA,NA,NA,0
3753,3753,NA,2013,Salix pulchra,Kluane,2013-08-11,NA,NA,2013,150,487,355,NA,NA,NA,NA,NA,NA,NA,KLSPC1,25932750,NA,NA,421,source_south,NA,NA,NA,NA,2013-08-13,5.8,NA,NA,NA,NA,0
3754,3754,NA,2013,Salix pulchra,Kluane,2013-08-11,NA,NA,2013,41,344,259,NA,NA,NA,NA,NA,NA,NA,KLSPC10,3652936,NA,NA,301.5,source_south,NA,NA,NA,NA,2013-08-13,1.1,NA,NA,NA,NA,0
3755,3755,NA,2013,Salix pulchra,Kluane,2013-08-11,NA,NA,2013,41,344,259,NA,NA,NA,NA,NA,NA,NA,KLSPC10,3652936,NA,NA,301.5,source_south,NA,NA,NA,NA,2013-08-13,1.1,NA,NA,NA,NA,0
3756,3756,NA,2013,Salix pulchra,Kluane,2013-08-11,NA,NA,2013,83,397,298,NA,NA,NA,NA,NA,NA,NA,KLSPC11,9819398,NA,NA,347.5,source_south,NA,NA,NA,NA,2013-08-13,3.2,NA,NA,NA,NA,0
