Sample_ID,Sample_Date,Year,Height,LL1,LL2,LL3,SE1,SE2,SE3,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes
H15Sp19,24/07/2017,2017,5.6,29,23,23,62,25,43,,,,,,Dying leaves 
H15Sp29,11/08/2016,2016,5.7,24,23,10,23,,,,,,,,
HE16SA7,06/06/2017,2017,5.7,17,17,16,NA,NA,NA,,,,,,
H15Sp24,12/07/2017,2017,5.7,26,19,19,13,8,-,,,,,,Light herbivory 
HER-SP 14,20/07/2017,2017,5.7,20,27,14,21,39,28,,,,,,Light herbivory 
HER-SP 29,09/07/2016,2016,5.8,31,41,35,34,15,40,,,,,,
HE16SP25,06/06/2017,2017,5.8,7,6,6,NA,NA,NA,,,,,,
KP16SR60,06/06/2017,2017,5.8,23,22,20,3,NA,NA,,,,,,
HE16SP19,11/07/2017,2017,5.8,9,11,9,-,-,-,,,,,,
HE-SP 23,26/07/2017,2017,5.8,15,10,10,32,33,30,,,,,,Light herbivory 
HER-SP 14,11/08/2016,2016,5.9,31,36,30,34,21,15,,,,,,
H15Sr20,26/06/2016,2016,5.9,21.6,20.8,17.2,5.3,,,,,,,,
H15sp26,02/08/2017,2017,5.9,24,25,,32,,,,,,,,
HER-SP 4,09/07/2016,2016,6,25,22,24,31,22,27,,,,,,
HER-SP 14,09/07/2016,2016,6,33,31,29,14,32,21,,,,,,
H15SP25,06/06/2017,2017,6,19,18,16,20,17,NA,,,,,,Herbivory
K15PSa9,26/07/2017,2017,6,37,41,33,41,47,56,,,,,,Light herbivory 
H15Sp20,02/08/2017,2017,6,13,-,-,20,14,6,,,,,,Leaves dead 
KP16SR58,02/08/2017,2017,6,26,38,13,33,21,,,,,,,80% herbivory
H15Sp24,14/08/2017,2017,6,18,19,-,13,9,-,,,,,,Dead
H15SP29,14/08/2017,2017,6,14,8,12,31,12,14,,,,,,Dead
HER-SP 29,11/08/2016,2016,6.1,31,32,31,35,44,29,,,,,,
H15Sr30,09/07/2016,2016,6.1,20,25,24,6,,,,,,,,
HE-SR 3,26/06/2016,2016,6.1,27.3,27.5,25.7,14.8,23.7,26.6,,,,,,
HE16SA7,02/08/2017,2017,6.2,23,24,19,9,8,,,,,,,
K15PSa9,14/08/2017,2017,6.2,33,38,36,8,12,8,,,,,,Light herbivory 
K15PSa9,20/07/2017,2017,6.3,34,38,40,58,59,48,,,,,,
H15SP29,02/08/2017,2017,6.3,30,26,20,17,18,17,,,,,,
HE-SR 6,09/07/2016,2016,6.4,32,26,32,29,29,19,,,,,,
HEF-SR 4,09/07/2016,2016,6.4,39,43,38,51,55,54,,,,,,
HER-SP 4,26/06/2016,2016,6.4,23.8,24.5,26.3,29.5,29.1,18.5,,,,,,
KP16SR60,20/07/2017,2017,6.4,31,22,21,42,15,-,,,,,,Herbivory 
H15SP29,26/07/2017,2017,6.4,26,24,23,36,34,-,,,,,,Leaves turning yellow 
H15Sp15,13/08/2017,2017,6.4,24,18,15,40,22,21,,,,,,Dead
KL-SRC 6,12/07/2017,2017,6.5,43,44,46,290,240,230,,,,,,A few dead leaves 
H15Sa7,12/07/2017,2017,6.5,23,19,12,22,24,14,,,,,,Some dead leaves 
H15Sp14,24/07/2017,2017,6.5,26,28,25,56,6,7,,,,,,Leaves dying 
H15Sp24,26/07/2017,2017,6.5,28,17,19,31,24,21,,,,,,Leaves dying 
HER-SP 14,02/08/2017,2017,6.5,32,29,35,17,16,24,,,,,,
H15Sp19,13/08/2017,2017,6.5,-,-,-,48,27,27,,,,,,Dead
H15Sa7,26/07/2017,2017,6.6,22,19,13,24,22,9,,,,,,Some dead leaves 
KP16SR60,14/08/2017,2017,6.6,26,25,25,40,-,-,,,,,,Light herbivory and some browning 
H15Sr30,26/06/2016,2016,6.7,19,21,19,0,0,0,,,,,,
H15Sp14,11/07/2017,2017,6.7,30,30,26,40,9,11,,,,,,
H15Sp14,19/07/2017,2017,6.7,29,23,27,56,7,5,,,,,,Some dying leaves 
KP16SR58,12/07/2017,2017,6.8,26,25,24,45,60,-,,,,,,Herbivory 
H15Sp24,20/07/2017,2017,6.8,21,27,16,37,33,24,,,,,,Light herbivory 
H15SP29,06/06/2017,2017,7,38,31,36,28,14,10,,,,,,
H15Sp19,19/07/2017,2017,7,30,28,25,54,35,-,,,,,,Herbivory and some dying leaves 
H15Sp15,02/08/2017,2017,7,17,23,27,40,25,19,,,,,,Browning 
H15Sp19,02/08/2017,2017,7,25,31,29,48,26,16,,,,,,"Rust on every leaf, yellowing "
H15Sp24,02/08/2017,2017,7.2,32,21,18,9,12,7,,,,,,
K15PSa9,02/08/2017,2017,7.3,53,43,56,11,12,7,,,,,,<5% herbivory 
HER-SP 29,14/08/2017,2017,7.3,32,31,36,35,26,32,,,,,,Rust and browning 
KP16SR60,26/07/2017,2017,7.4,22,19,21,57,14,-,,,,,,Light herbivory and some leaves turning brown 
H15Sp10,26/06/2016,2016,7.5,38.9,36,35.3,28.7,28.6,,,,,,,
HE-SR 27,14/08/2017,2017,7.5,12,11,13,9,18,14,,,,,,Dying
HE-SP 18,09/07/2016,2016,7.7,32,34,35,46,33,32,,,,,,
HE-SP 23,14/08/2017,2017,7.7,16,10,9,14,14,10,,,,,,Dead
HER-SP 29,26/06/2016,2016,7.8,31.9,40.8,38,19.4,29,20.4,,,,,,Slight browning plus herbivory 
KP16Sr27,20/07/2017,2017,7.9,53,52,55,119,49,44,,,,,,Light herbivory 
HE-SR 27,11/08/2016,2016,8,25,17,,65,26,49,,,,,,
K15PSa9,12/07/2017,2017,8,36,30,34,57,40,46,,,,,,Slight herbivory 
KP16Sp34,26/07/2017,2017,8,61,44,51,190,46,37,,,,,,Herbivory 
HE-SP 23,02/08/2017,2017,8,21,12,13,30,16,,,,,,,
HE-SR 13,11/08/2016,2016,8.2,32,25,22,35,29,12,,,,,,
HE-SP 18,11/08/2016,2016,8.3,35,33,31,36,29,34,,,,,,
H15Sr16,26/06/2016,2016,8.3,17,15.3,14.5,,,,,,,,,
HE16SP19,02/08/2017,2017,8.3,9,10,10,5,-,-,,,,,,Yellow leaves
H15Sp12,09/07/2016,2016,8.4,21,16,16,,,,,,,,,
H15Sp19,11/07/2017,2017,8.4,32,27,26,46,40,26,,,,,,
HE-SR 27,02/08/2017,2017,8.5,29,20,25,11,13,6,,,,,,
H15Sr16,09/07/2016,2016,8.6,19,18,15,,,,,,,,,
H15Sp12,26/06/2016,2016,8.6,16,15.7,16.3,,,,,,,,,Browning 
KP16Sr27,26/07/2017,2017,8.6,56,52,53,107,46,46,,,,,,Some dying leaves 
H15Sp23,20/07/2017,2017,8.7,22,26,17,33,27,34,,,,,,Light herbivory 
HE-SR 27,20/07/2017,2017,8.7,22,17,14,31,54,27,,,,,,Dying leaves and some herbivory 
HE-SR 27,26/07/2017,2017,8.7,18,21,23,57,34,27,,,,,,Herbivory and leaves turning brown 
H15Sp14,13/08/2017,2017,8.7,26,-,-,30,7,7,,,,,,Dead
H15Sa7,02/08/2017,2017,8.8,28,21,18,3,8,4,,,,,,
HE-SR 13,09/07/2016,2016,9,30,25,36,25,30,,,,,,,
HE-SR 27,06/06/2017,2017,9,24,22,25,26,14,10,,,,,,
HE16SP19,13/08/2017,2017,9,12,7,-,12,6,-,,,,,,Browning 
H15Sp23,14/08/2017,2017,9,7,9,12,10,9,13,,,,,,Dead
HE-SP 18,26/06/2016,2016,9.1,31,32,33,34,46,30,,,,,,Browning tips
KP16SP59,24/07/2017,2017,9.4,39,45,36,73,51,-,,,,,,
H15Sp23,26/07/2017,2017,9.4,21,30,18,36,30,26,,,,,,Some dying leaves and light herbivory 
HER-SP 29,26/07/2017,2017,9.4,35,31,39,82,71,78,,,,,,Herbivory and some yellow spots 
H15Sp23,11/08/2016,2016,9.5,,,,19,16,,,,,,,
H15Sp27,09/07/2016,2016,9.5,30,28,16,15,14,15,,,,,,
H15Sp23,12/07/2017,2017,9.5,32,22,24,36,33,24,,,,,,Light herbivory 
HE-SR 13,26/06/2016,2016,9.8,33.7,30.2,33.4,12.9,12.9,,,,,,,
HER-SP 29,02/08/2017,2017,9.9,36,42,35,45,35,30,,,,,,5%
HER-SP 29,06/06/2017,2017,10,36,38,40,33,37,32,,,,,,
KP16Sr27,12/07/2017,2017,10,60,60,50,120,50,-,,,,,,
HE-SR 27,12/07/2017,2017,10,23,28,20,55,28,19,,,,,,Light herbivory and dying leaves 
HER-SP 29,20/07/2017,2017,10,32,38,37,72,76,56,,,,,,Light herbivory and some dying leaves 
H15Sp14,02/08/2017,2017,10,27,20,20,15,,-,,,,,,Browning
KP16SR60,02/08/2017,2017,10,27,28,29,46,18,,,,,,,10% herbivory
KP16Sr27,14/08/2017,2017,10,55,54,53,86,21,13,,,,,,Some dead leaves 
HE-SR 27,09/07/2016,2016,10.1,19,21,25,21,9,13,,,,,,
KP16SP59,19/07/2017,2017,10.1,44,31,36,63,47,-,,,,,,Light herbivory 
H15SP27,02/08/2017,2017,10.2,66,60,42,21,50,5,,,,,,
KP16SP59,02/08/2017,2017,10.3,38,41,46,59,,,,,,,,
H15Sp23,02/08/2017,2017,10.3,24,25,22,10,15,11,,,,,,
HE-SR 27,26/06/2016,2016,10.4,22,18.8,21.8,19.1,20.5,12.8,,,,,,Herbivory
KP16SR57,06/06/2017,2017,10.4,4,4,1,NA,NA,NA,,,,,,
H15Sp18,11/08/2016,2016,10.6,46,44,35,40,,,,,,,,
H15Sp18,09/07/2016,2016,10.7,52,45,41,37,,,,,,,,
H15Sp27,26/06/2016,2016,10.7,28.6,25.4,19.7,19.4,13,12.5,,,,,,Browning
HE-SP 12,11/07/2017,2017,10.9,40,47,50,45,42,,,,,,,
H15Sp24,09/07/2016,2016,11,16,16,10,16,,,,,,,,
KP16SP59,11/07/2017,2017,11,41,38,30,81,-,-,,,,,,
H15Sp18,24/07/2017,2017,11,28,21,28,43,13,19,,,,,,Herbivory 
KP16SP59,13/08/2017,2017,11,45,39,35,38,22,-,,,,,,Light herbivory and light browning 
HE-SR 26,20/07/2017,2017,11.1,22,23,21,59,49,19,,,,,,Some dead leaves and light herbivory 
HE-SP 17,26/07/2017,2017,11.1,16,21,15,33,31,34,,,,,,All leaves dead
H15Sp18,26/06/2016,2016,11.2,40,33,35,32,0,0,,,,,,
H15Sp26,09/07/2016,2016,11.3,19,15,14,,,,,,,,,
HE-SP 17,20/07/2017,2017,11.5,17,20,16,30,37,37,,,,,,All leaves dried 
HE-SR 26,26/07/2017,2017,11.5,24,30,21,66,32,20,,,,,,Herbivory and dying leaves 
HE-SP 2,09/07/2016,2016,11.6,39,34,34,24,23,19,,,,,,
HE-SP 20,11/08/2016,2016,12,39,42,34,41,36,36,,,,,,
H15SP27,20/07/2017,2017,12,60,54,44,68,48,14,,,,,,Light herbivory 
HE-SP 17,14/08/2017,2017,12,12,10,7,11,8,6,,,,,,Dead
HE-SP 20,14/08/2017,2017,12,20,14,22,42,47,18,,,,,,Dead
HE-SP 2,11/08/2016,2016,12.3,26,20,23,32,29,26,,,,,,
HE-SP 17,11/08/2016,2016,12.3,16,21,21,22,19,21,,,,,,
H15Sp18,11/07/2017,2017,12.4,31,27,26,41,23,19,,,,,,
HE-SR 26,11/08/2016,2016,12.5,33,30,26,25,18,19,,,,,,
HE-SR 8,09/07/2016,2016,12.5,27,27,28,51,64,40,,,,,,
H15Sr5,09/07/2016,2016,12.5,15,11,13,10,,,,,,,,
HE-SP 20,02/08/2017,2017,12.5,26,17,21,34,25,21,,,,,,
HE16SP19,19/07/2017,2017,12.6,12,10,7,14,4,-,,,,,,Dying 
KL-SPC 8,02/08/2017,2017,12.6,44,41,35,35,310,,,,,,,Orange rust
HE-SP 20,20/07/2017,2017,12.7,32,27,29,45,83,47,,,,,,All leaves dead
KL-SPC 8,26/06/2016,2016,12.8,50,45,38,70,75,57,,,,,,
KP16SP60,06/06/2017,2017,12.8,22,19,11,9,8,6,,,,,,Signs of herbivory.
HE-SP 20,26/07/2017,2017,12.9,25,23,26,61,75,43,,,,,,All leaves dead 
H15Sr13,26/06/2016,2016,13,14.4,17.6,14.2,4.9,7.1,,,,,,,Browning
H15Sp26,26/06/2016,2016,13,15.8,15.8,15.6,,,,,,,,,
HE-SR 26,06/06/2017,2017,13,23,27,26,10,9,20,,,,,,
H15sp26,06/06/2017,2017,13,26,24,23,26,NA,NA,,,,,,
HER-SP 29,12/07/2017,2017,13,34,37,34,57,56,80,,,,,,Dying leaves and light herbivory 
H15Sp18,02/08/2017,2017,13,17,13,9,14,12,9,,,,,,Leaves dead
HE-SP 12,09/07/2016,2016,13.1,28,36,27,33,33,35,,,,,,
KP16SP57,06/06/2017,2017,13.1,12,10,6,NA,NA,NA,,,,,,
H15Sp4,09/07/2016,2016,13.2,15,15,14,,,,,,,,,
H15Sp30,09/07/2016,2016,13.4,22,20,,,,,,,,,,
H15SP27,26/07/2017,2017,13.4,48,59,34,73,45,20,,,,,,Herbivory 
HE-SP 12,11/08/2016,2016,13.5,59,53,64,37,45,50,,,,,,Herbivory
HE-SP 6,26/06/2016,2016,13.5,33,35,34,43,33,29,,,,,,Tiny bit of browning at tip of leaves
H15Sp18,13/08/2017,2017,13.5,-,-,-,22,13,9,,,,,,Dead
HE-SR 26,26/06/2016,2016,13.6,33.6,24.1,24.1,19.9,13.3,11.9,,,,,,Herbivory and browning 
HE-SP 2,26/06/2016,2016,13.7,33.5,35,25.9,19,20.6,12.4,,,,,,
H15Sp13,11/08/2016,2016,13.8,37,42,44,53,47,10,,,,,,
HE-SR 26,09/07/2016,2016,14,36,25,25,24,17,17,,,,,,
HE-SR 8,26/06/2016,2016,14,28.1,27.3,29.7,26.7,28,36.7,,,,,,Some yellowing elsewhere
HE-SP 20,26/06/2016,2016,14,32,28,29,510,420,260,,,,,,
KP16Sp33,06/06/2017,2017,14,28,36,15,10,NA,NA,,,,,,Herbivory 
HE-SP 20,12/07/2017,2017,14,35,33,34,48,61,40,,,,,,Light herbivory and leaves dying 
H15SP27,12/07/2017,2017,14,75,65,40,46,80,15,,,,,,
H15Sp18,19/07/2017,2017,14,24,21,22,42,23,20,,,,,,Herbivory 
KL-SPC 8,14/08/2017,2017,14,30,26,21,320,150,120,,,,,,2 alive branches. Rust and browning leaves 
H15SP27,14/08/2017,2017,14,58,50,30,20,42,9,,,,,,Rust and browning 
HE-SP 20,09/07/2016,2016,14.1,36,42,44,32,41,30,,,,,,
HE-SP 17,26/06/2016,2016,14.2,24,21,20,19,260,11,,,,,,Yellowing
HE16SP19,06/06/2017,2017,14.2,12,12,11,NA,NA,NA,,,,,,
H15Sp30,26/06/2016,2016,14.3,19.2,18.6,,4.5,,,,,,,,Brown
HE-SP 17,09/07/2016,2016,14.4,25,24,24,14,15,27,,,,,,
HE-SR 26,14/08/2017,2017,14.5,21,20,22,27,48,25,,,,,,Dying 
H15Sr5,26/06/2016,2016,14.6,21.9,19.3,15.6,8.7,5,,,,,,,
HE-SR 26,02/08/2017,2017,14.6,30,22,23,12,15,23,,,,,,5% herbivory 
HE-SP 17,02/08/2017,2017,14.7,,,,16,6,16,,,,,,100% senescence 
HE-SP 17,12/07/2017,2017,15,23,20,19,33,42,39,,,,,,All leaves dead- yellow/orange 
KP16SR57,12/07/2017,2017,15,30,26,28,65,50,45,,,,,,
HE16SP19,24/07/2017,2017,15,10,12,8,16,4,-,,,,,,
KL-SPC 8,26/07/2017,2017,15,38,33,28,350,310,330,,,,,,"2 branches alive, rest dead"
H15Sp4,26/06/2016,2016,15.1,14,15.1,12.9,,,,,,,,,Browning
KP16SR57,02/08/2017,2017,15.2,32,37,28,31,27,24,,,,,,5% herbivory 
HE-SR 6,11/08/2016,2016,15.3,27,25,30,26,45,23,,,,,,
H15Sp23,09/07/2016,2016,15.5,23,18,18,21,3,10,,,,,,
H15Sp13,09/07/2016,2016,15.5,39,40,40,51,53,13,,,,,,
H15Sp14,26/06/2016,2016,15.5,18,16,17,8,7,0,,,,,,Leaves dry and browning
HE-SR 26,12/07/2017,2017,15.5,27,23,23,65,21,15,,,,,,Light herbivory and dying leaves 
KL-SPC 8,20/07/2017,2017,15.5,34,28,33,340,160,225,,,,,,Only one branch alive 
KL-SPE 15,11/08/2016,2016,15.6,56,57,62,106,107,80,,,,,,
H15Sp6,09/07/2016,2016,15.6,26,21,19,6,,,,,,,,
HE-SP 12,26/06/2016,2016,15.6,29,30,28,50,44,57,,,,,,
KL-SPC 8,11/08/2016,2016,16.1,74,65,75,314,317,275,,,,,,Copper rust on leaves
HE-SP 6,09/07/2016,2016,16.2,39,33,35,42,30,38,,,,,,
H15Sp6,26/06/2016,2016,16.2,23.7,22.3,24.7,14,5.8,,,,,,,"Leafed out at top of stem (16.7cm) but now dead 26/06, browning elsewhere "
H15Sp14,11/08/2016,2016,16.3,48,19,18,19,15,,,,,,,
HE-SR 7,26/06/2016,2016,16.5,33.6,35,35,29,28.6,38.7,,,,,,
KL-SPE 15,26/06/2016,2016,16.5,43,41,33,77,56,54,,,,,,
KP-SR 5,09/07/2016,2016,16.6,44,40,45,85,125,85,,,,,,
HE-SR 6,26/06/2016,2016,16.7,26.5,28,28.3,24.9,23,17.5,,,,,,Slight browning
H15Sp8,11/08/2016,2016,17,30,28,21,11,9,12,,,,,,
KL-SRC 11,11/08/2016,2016,17,42,46,45,107,100,94,,,,,,
KL-SPE 15,09/07/2016,2016,17,49,52,56,80,100,7,,,,,,
KL-SPC 8,12/07/2017,2017,17,37,33,33,340,-,-,,,,,,"One alive branch, rest dead"
KP16Sp34,12/07/2017,2017,17,64,45,40,130,38,30,,,,,,Herbivory and dying leaves 
KP16Sp34,20/07/2017,2017,17,63,48,58,146,33,51,,,,,,Light herbivory 
KP16SP60,24/07/2017,2017,17,42,47,32,80,73,47,,,,,,Drying leaves 
KP16Sp34,14/08/2017,2017,17,46,60,61,150,27,26,,,,,,Light rust 
KP16SR57,14/08/2017,2017,17,26,23,28,23,31,19,,,,,,Light herbivory 
H15Sp14,09/07/2016,2016,17.1,22,19,23,9,14,9,,,,,,
HE-SP 4,26/06/2016,2016,17.2,39.5,35.4,30.4,61.5,52.8,14.1,,,,,,
KP-SR 5,11/08/2016,2016,17.4,46,44,47,127,83,76,,,,,,Herbivory 
HE-SP 6,11/08/2016,2016,17.4,40,32,33,35,45,31,,,,,,
HEF-SR 4,26/06/2016,2016,17.4,37.9,35,37.9,52.2,61.1,57.1,,,,,,
KP-SR 5,26/06/2016,2016,17.4,41,34,36,78,75,56,,,,,,
KL-SPC 8,09/07/2016,2016,17.5,76,80,69,205,165,210,,,,,,
KP16SP57,19/07/2017,2017,17.5,50,44,41,82,-,-,,,,,,
KL-SPE 15,02/08/2017,2017,17.6,51,52,46,61,51,110,,,,,,Orange rust <5% herbivory 
HE-SP 4,09/07/2016,2016,17.7,46,41,41,102,92,56,,,,,,
H15Sp16,11/08/2016,2016,17.8,33,32,32,16,14,6,,,,,,
H15Sp11,26/06/2016,2016,17.9,10.5,9.3,10,,,,,,,,,
KP16SP60,19/07/2017,2017,18,42,37,40,79,67,59,,,,,,Some dead leaves 
KP16SR57,26/07/2017,2017,18,26,32,26,51,42,39,,,,,,
KP16SP60,13/08/2017,2017,18,42,45,39,36,58,22,,,,,,Some dead leaves and browning leaves 
H15Sp23,26/06/2016,2016,18.2,20,17,14,18,0,0,,,,,,Brown tips on leaves
KL-SPC 2,11/08/2016,2016,18.3,53,43,45,36,36,37,,,,,,
H15Sp11,09/07/2016,2016,18.5,20,22,20,,,,,,,,,
H15Sp24,26/06/2016,2016,18.5,13,7,16,10,0,0,,,,,,Many leaves browning
KP16SP60,02/08/2017,2017,18.5,51,48,43,60,38,32,,,,,,
KP16SP57,13/08/2017,2017,18.5,50,46,45,49,-,-,,,,,,Browning 
KP16Sp34,02/08/2017,2017,18.7,70,55,67,148,29,30,,,,,,10.0%
H15Sp27,11/08/2016,2016,19,21,17,15,18,13,,,,,,,
H15Sp17,11/08/2016,2016,19,27,24,16,18,15,8,,,,,,
KP16SR57,20/07/2017,2017,19,24,29,26,54,43,37,,,,,,
KP16SP57,24/07/2017,2017,19,49,45,46,83,-,-,,,,,,
KP16Sr27,02/08/2017,2017,19.1,55,56,55,95,21,17,,,,,,
H15Sp16,09/07/2016,2016,19.2,29,30,25,13,12,4,,,,,,
H15Sp16,26/06/2016,2016,19.2,27,26,24,0,0,0,,,,,,
HE-SR 7,11/08/2016,2016,19.5,32,34,35,36,31,49,,,,,,
H15Sp17,09/07/2016,2016,19.6,25,28,19,16,16,7,,,,,,
KL-SRE 14,26/06/2016,2016,19.6,45,46,54,160,165,108,,,,,,
HE-SR 7,09/07/2016,2016,20,38,40,38,47,25,41,,,,,,
HER-SP 26,09/07/2016,2016,20,19,17,15,20,4,,,,,,,
KP16Sp34,06/06/2017,2017,20,25,26,21,12,10,9,,,,,,Herbivory 
KL-SPE 15,20/07/2017,2017,20,36,43,29,180,180,130,,,,,,Some leaves red spotted and some dead ones 
KL-SPE 15,14/08/2017,2017,20,34,33,37,145,200,90,,,,,,Rust and light browning 
KL-SPE 7,26/06/2016,2016,20.2,42,54,45,141,145,92,,,,,,
H15Sp17,26/06/2016,2016,20.4,23,24,13,11,9,0,,,,,,Dry and browning
HE-SP 23,09/07/2016,2016,20.5,12,12,13,49,41,21,,,,,,"V yellow leaves, dropping"
KP16SP57,11/07/2017,2017,20.5,48,51,45,80,-,-,,,,,,
KL-SPE 15,12/07/2017,2017,20.5,44,37,34,135,190,170,,,,,,Light herbivory 
PP16TSp7,12/07/2017,2017,21,37,35,34,47,48,57,,,,,,
KP16Sr26,20/07/2017,2017,21,65,40,51,70,-,-,,,,,,
PP16TSp7,26/07/2017,2017,21,33,28,33,46,59,51,,,,,,
KL-SPE 15,26/07/2017,2017,21,45,39,47,180,180,100,,,,,,Some yellow spots 
KP16Sr26,26/07/2017,2017,21,66,43,49,75,-,-,,,,,,
KP16Sr26,02/08/2017,2017,21,46,70,45,57,,,,,,,,
KP16Sr26,14/08/2017,2017,21,66,46,49,52,-,-,,,,,,Brown spots 
HE-SP 23,26/06/2016,2016,21.1,14.8,17.7,14,11.9,5.7,6.7,,,,,,Diseased?  browning
HE-SR 21,02/08/2017,2017,21.2,21,24,20,39,31,31,,,,,,<5% herbivory 
H15Sp15,11/08/2016,2016,21.3,31,41,40,46,30,,,,,,,Herbivory 
HER-SP 24,09/07/2016,2016,21.4,30,31,31,49,57,150,,,,,,
HER-SP 24,11/08/2016,2016,21.5,29,27,24,144,62,32,,,,,,
H15Sp1,09/07/2016,2016,21.6,21,25,16,3,,,,,,,,
H15Sp1,26/06/2016,2016,21.7,26.8,20.3,16.6,7.6,7.6,4.2,,,,,,Browning only at top
HER-SP 24,26/06/2016,2016,21.8,32,31.2,41.7,15.4,41.7,31,,,,,,
H15Sp15,26/06/2016,2016,21.9,29,31,25,38,23,0,,,,,,
HE-SR 21,11/08/2016,2016,22,15,16,21,54,25,33,,,,,,
H15Sp15,09/07/2016,2016,22,31,28,32,43,29,7,,,,,,
KP16Sr26,12/07/2017,2017,22,62,45,50,70,-,-,,,,,,
KP16Sp33,12/07/2017,2017,22,52,46,36,87,52,67,,,,,,Lots of ants!!!
PP16TSp7,20/07/2017,2017,22,36,35,31,54,47,43,,,,,,Light herbivory 
PP16TSp7,02/08/2017,2017,22.2,40,41,36,36,34,30,,,,,,<5% herbivory 
KL-SPE 2,09/07/2016,2016,22.3,61,60,58,451,512,525,,,,,,
KL-SRE 6,09/07/2016,2016,23,41,44,50,61,86,114,,,,,,
KP16SP60,11/07/2017,2017,23,42,34,32,84,49,68,,,,,,
HER-SP 11,12/07/2017,2017,23,32,29,34,70,66,56,,,,,,Some dead leaves
KP16Sp33,20/07/2017,2017,23,47,43,40,91,59,28,,,,,,Ants!! And light herbivory 
HE16SP25,24/07/2017,2017,23,-,-,-,4,5,7,,,,,,All leaves gone
HE-SR 21,26/07/2017,2017,23,20,17,17,48,68,70,,,,,,Herbivory and dying leaves 
PP16TSp7,14/08/2017,2017,23,35,30,23,26,16,26,,,,,,Some rust
KL-SPC 10,14/08/2017,2017,23,40,39,36,58,27,21,,,,,,Rust and some browning leaves 
KL-SPC 2,09/07/2016,2016,23.1,46,47,45,43,35,32,,,,,,
KL-SRE 6,11/08/2016,2016,23.4,49,46,48,128,130,122,,,,,,
HE-SR 21,09/07/2016,2016,23.5,26,31,27,29,27,18,,,,,,
HE-SR 21,14/08/2017,2017,23.5,9,12,15,36,21,31,,,,,,Dying 
KP16Sp33,14/08/2017,2017,23.5,44,48,32,52,39,43,,,,,,Rust
KL-SPC 3,09/07/2016,2016,23.8,40,32,38,41,38,39,,,,,,
H15Sp29,09/07/2016,2016,23.9,22,20,19,15,,,,,,,,
HER-SP 11,20/07/2017,2017,24,30,33,25,49,70,74,,,,,,Some dead leaves 
HE-SR 21,20/07/2017,2017,24,20,16,21,66,68,62,,,,,,Some dead leaves and herbivory 
HE16SP25,13/08/2017,2017,24,-,-,-,4,4,2,,,,,,Dead
KL-SPE 6,09/07/2016,2016,24.1,76,68,80,356,450,504,,,,,,
KL-SPC 3,11/08/2016,2016,24.4,35,36,42,39,33,30,,,,,,
KL-SPC 2,26/06/2016,2016,24.5,51.5,46.6,54.4,37.3,30.2,31.9,,,,,,
HER-SP 11,26/07/2017,2017,24.5,40,44,35,70,64,95,,,,,,"Leaves turning brown, dead leaves at top of canopy "
KL-SPE 10,09/07/2016,2016,24.6,43,46,41,111,108,94,,,,,,
KL-SPE 1,26/06/2016,2016,24.7,45.4,46.9,46.4,75.2,136.2,91.2,,,,,,Some herbivory 
HE-SR 21,06/06/2017,2017,25,21,22,20,9,7,11,,,,,,
KP16Sp33,26/07/2017,2017,25,45,44,49,93,57,35,,,,,,
HER-SP 11,14/08/2017,2017,25,24,21,18,17,39,68,,,,,,Dead
KL-SRE 14,09/07/2016,2016,25.2,61,63,58,175,185,130,,,,,,
KL-SRE 6,26/06/2016,2016,25.4,49.6,45.4,46.3,122.9,114.6,94.7,,,,,,
KL-SPE 5,09/07/2016,2016,25.5,25,29,31,98,27,30,,,,,,
H15Sp8,09/07/2016,2016,25.5,30,29,25,3,4,,,,,,,
H15Sp29,26/06/2016,2016,25.5,24.5,25.3,17.7,20.2,5.2,1.1,,,,,,Browning 
KP16SP45,13/08/2017,2017,25.5,5,5,5,26,6,14,,,,,,
KL-SRE 9,26/06/2016,2016,25.6,54.7,49.2,47.7,133,125,96,,,,,,
HER-SP 11,02/08/2017,2017,25.6,48,46,40,65,27,41,,,,,,Orange rust
KL-SPC 3,26/06/2016,2016,25.8,37.8,41,51.7,39.5,29.2,34.8,,,,,,
HE-SR 8,11/08/2016,2016,26,29,27,29,54,39,34,,,,,,
KL-SPE 10,26/06/2016,2016,26,40,33,38,128,145,112,,,,,,
KL-SRC 11,06/06/2017,2017,26,31,34,38,28,36,32,,,,,,
KP16SP45,11/07/2017,2017,26,32,26,25,37,21,14,,,,,,Herbivory
HE-SR 21,12/07/2017,2017,26,23,18,17,34,19,47,,,,,,Light herbivory and dying leaves 
KP16SP45,24/07/2017,2017,26,14,7,8,22,15,12,,,,,,Dead leaves at base and herbivory 
KP16SP45,02/08/2017,2017,26,13,23,19,5,5,3,,,,,,Bottom canopy dead. Rust 80%
KL-SRC 11,09/07/2016,2016,26.2,48,41,45,50,55,60,,,,,,
KL-SRC 11,26/06/2016,2016,26.2,41.1,42.6,45.3,57,54.2,74.2,,,,,,
KL-SPE 6,26/06/2016,2016,26.5,70,65,64,286,325,342,,,,,,"Bits of herbivory, tumour, otherwise healthy"
KP16SP45,19/07/2017,2017,26.5,15,7,6,16,23,39,,,,,,All leaves at bottom of the canopy dead 
HER-SP 11,11/08/2016,2016,26.6,45,39,48,39,30,36,,,,,,
