"","Species","plant_tag_id","sample_id","date_sampled","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","month","year","DOY","population","LDMC_g_g","Site","site_id","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m","date","MONTH"
"372","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","226","source",NA,"Kluane","PCTRAITSS2",NA,NA,61.2143,-138.28691,1652,"14/08/2017",8
"373","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","226","source",NA,"Kluane","PCTRAITSS2",NA,NA,61.2143,-138.28691,1652,"14/08/2017",8
"374","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","226","source",NA,"Kluane","PCTRAITSS2",NA,NA,61.2143,-138.28691,1652,"14/08/2017",8
"375","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","226","source",NA,"Kluane","PCTRAITSS2",NA,NA,61.2143,-138.28691,1652,"14/08/2017",8
"376","Salix arctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","226","source",NA,"Kluane","PCTRAITSS2",NA,NA,61.2143,-138.28691,1652,"14/08/2017",8
"377","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",5,NA,61.10549,-138.6618,1693,"07-Jul",7
"378","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",5,NA,61.10549,-138.6618,1693,"07-Jul",7
"379","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",10,NA,61.10549,-138.6618,1693,"07-Jul",7
"380","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",15,NA,61.10549,-138.6618,1693,"07-Jul",7
"381","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",5,NA,61.10549,-138.6618,1693,"07-Jul",7
"382","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",5,NA,61.10549,-138.6618,1693,"07-Jul",7
"383","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",5,NA,61.10549,-138.6618,1693,"07-Jul",7
"384","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",5,NA,61.10549,-138.6618,1693,"07-Jul",7
"385","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",10,NA,61.10549,-138.6618,1693,"07-Jul",7
"386","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"07-Jul",7
"387","Salix pulchra",NA,NA,NA,NA,17.38,NA,NA,NA,NA,246,NA,NA,"2014","July","source",NA,"Kluane","",13,NA,61.10549,-138.6618,1693,"Jul",7
"388","Salix pulchra",NA,NA,NA,NA,15.78,NA,NA,NA,NA,132,NA,NA,"2014","July","source",NA,"Kluane","",9,NA,61.10549,-138.6618,1693,"Jul",7
"389","Salix pulchra",NA,NA,NA,NA,12.88,NA,NA,NA,NA,301,NA,NA,"2014","July","source",NA,"Kluane","",17,NA,61.10549,-138.6618,1693,"Jul",7
"390","Salix pulchra",NA,NA,NA,NA,12.03,NA,NA,NA,NA,230,NA,NA,"2014","July","source",NA,"Kluane","",19,NA,61.10549,-138.6618,1693,"Jul",7
"391","Salix pulchra",NA,NA,NA,NA,12.56,NA,NA,NA,NA,127,NA,NA,"2014","July","source",NA,"Kluane","",12.5,NA,61.10549,-138.6618,1693,"Jul",7
"392","Salix pulchra",NA,NA,NA,NA,19.97,NA,NA,NA,NA,273,NA,NA,"2014","July","source",NA,"Kluane","",16,NA,61.10549,-138.6618,1693,"Jul",7
"393","Salix pulchra",NA,NA,NA,NA,17.89,NA,NA,NA,NA,150,NA,NA,"2014","July","source",NA,"Kluane","",9,NA,61.10549,-138.6618,1693,"Jul",7
"394","Salix pulchra",NA,NA,NA,NA,1.8,NA,NA,NA,NA,148,NA,NA,"2014","July","source",NA,"Kluane","",96,NA,61.10549,-138.6618,1693,"Jul",7
"395","Salix pulchra",NA,NA,NA,NA,13.17,NA,NA,NA,NA,222,NA,NA,"2014","July","source",NA,"Kluane","",18,NA,61.10549,-138.6618,1693,"Jul",7
"396","Salix pulchra",NA,NA,NA,NA,25.41,NA,NA,NA,NA,218,NA,NA,"2014","July","source",NA,"Kluane","",8.5,NA,61.10549,-138.6618,1693,"Jul",7
"397","Salix pulchra",NA,NA,NA,NA,10.24,NA,NA,NA,NA,198,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",18.5,NA,69.5749,-138.8631,76,"Jul",7
"398","Salix pulchra",NA,NA,NA,NA,8.21,NA,NA,NA,NA,288,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",31,NA,69.5749,-138.8631,76,"Jul",7
"399","Salix pulchra",NA,NA,NA,NA,9.16,NA,NA,NA,NA,323,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",37.5,NA,69.5749,-138.8631,76,"Jul",7
"400","Salix pulchra",NA,NA,NA,NA,10.91,NA,NA,NA,NA,585,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",52,NA,69.5749,-138.8631,76,"Jul",7
"401","Salix pulchra",NA,NA,NA,NA,9.58,NA,NA,NA,NA,325,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",30,NA,69.5749,-138.8631,76,"Jul",7
"402","Salix pulchra",NA,NA,NA,NA,11.61,NA,NA,NA,NA,420,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",38.5,NA,69.5749,-138.8631,76,"Jul",7
"403","Salix pulchra",NA,NA,NA,NA,9.97,NA,NA,NA,NA,614,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",57,NA,69.5749,-138.8631,76,"Jul",7
"404","Salix pulchra",NA,NA,NA,NA,9.33,NA,NA,NA,NA,406,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",42.5,NA,69.5749,-138.8631,76,"Jul",7
"405","Salix pulchra",NA,NA,NA,NA,8.83,NA,NA,NA,NA,316,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",38.5,NA,69.5749,-138.8631,76,"Jul",7
"406","Salix pulchra",NA,NA,NA,NA,9.04,NA,NA,NA,NA,483,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",51.5,NA,69.5749,-138.8631,76,"Jul",7
"407","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"408","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"409","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"410","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"411","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"412","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,366,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"413","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"414","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"415","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"416","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"417","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"418","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"419","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"420","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"421","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"422","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,474,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"423","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,523,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"424","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"425","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"426","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"427","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.742819843,69.5749,-138.8631,76,"Jul",7
"428","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.624430956,69.5749,-138.8631,76,"Jul",7
"429","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.7015625,69.5749,-138.8631,76,"Jul",7
"430","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.602391629,69.5749,-138.8631,76,"Jul",7
"431","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.712230216,69.5749,-138.8631,76,"Jul",7
"432","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.68852459,69.5749,-138.8631,76,"Jul",7
"433","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.723577236,69.5749,-138.8631,76,"Jul",7
"434","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.74556213,69.5749,-138.8631,76,"Jul",7
"435","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.700447094,69.5749,-138.8631,76,"Jul",7
"436","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.782352941,69.5749,-138.8631,76,"Jul",7
"437","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.500633714,61.10549,-138.6618,1693,"Jul",7
"438","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.592369478,61.10549,-138.6618,1693,"Jul",7
"439","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.620839363,61.10549,-138.6618,1693,"Jul",7
"440","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.560869565,61.10549,-138.6618,1693,"Jul",7
"441","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.644366197,61.10549,-138.6618,1693,"Jul",7
"442","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.52173913,61.10549,-138.6618,1693,"Jul",7
"443","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.606557377,61.10549,-138.6618,1693,"Jul",7
"444","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.643695015,61.10549,-138.6618,1693,"Jul",7
"445","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.606714628,61.10549,-138.6618,1693,"Jul",7
"446","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.541341654,61.10549,-138.6618,1693,"Jul",7
"447","Salix pulchra",NA,NA,NA,NA,9.916461916,NA,NA,NA,NA,423.8,0.065,NA,"2015","207","source",0.626153846,"Qikiqtaruk","HE15PTS4",40.7,0.593180016,69.57751,138.91127,67,"26/07/2015",7
"448","Salix pulchra",NA,NA,NA,NA,7.536470588,NA,NA,NA,NA,161.9,0.075,NA,"2015","207","source",0.566666667,"Qikiqtaruk","HE15PTS4",42.5,0.655487805,69.57751,138.91127,67,"26/07/2015",7
"449","Salix pulchra",NA,NA,NA,NA,9.581491713,NA,NA,NA,NA,331,0.05,NA,"2015","207","source",0.724,"Qikiqtaruk","HE15PTS4",36.2,0.542508711,69.57751,138.91127,67,"26/07/2015",7
"450","Salix pulchra",NA,NA,NA,NA,10.42857143,NA,NA,NA,NA,250.4,0.03,NA,"2015","207","source",0.665,"Qikiqtaruk","HE15PTS4",19.95,0.646373057,69.57751,138.91127,67,"26/07/2015",7
"451","Salix pulchra",NA,NA,NA,NA,8.513657056,NA,NA,NA,NA,513,0.125,NA,"2015","207","source",0.5272,"Qikiqtaruk","HE15PTS4",65.9,0.585654596,69.57751,138.91127,67,"26/07/2015",7
"452","Salix pulchra",NA,NA,NA,NA,11.07738815,NA,NA,NA,NA,606.5,0.09,NA,"2015","207","source",0.459444444,"Qikiqtaruk","HE15PTS5",41.35,0.619765494,69.57794,138.94218,40,"26/07/2015",7
"453","Salix pulchra",NA,NA,NA,NA,11.55797101,NA,NA,NA,NA,179.5,0.035,NA,"2015","207","source",0.591428571,"Qikiqtaruk","HE15PTS5",20.7,0.649321267,69.57794,138.94218,40,"26/07/2015",7
"454","Salix pulchra",NA,NA,NA,NA,11.12051121,NA,NA,NA,NA,557.9,0.13,NA,"2015","207","source",0.427346154,"Qikiqtaruk","HE15PTS5",55.555,0.57195122,69.57794,138.94218,40,"26/07/2015",7
"455","Salix pulchra",NA,NA,NA,NA,11.44375,NA,NA,NA,NA,1268,0.195,NA,"2015","207","source",0.451282051,"Qikiqtaruk","HE15PTS5",88,0.571743929,69.57794,138.94218,40,"26/07/2015",7
"456","Salix pulchra",NA,NA,NA,NA,10.79466119,NA,NA,NA,NA,235.2,0.05,NA,"2015","207","source",0.487,"Qikiqtaruk","HE15PTS5",24.35,0.502902903,69.57794,138.94218,40,"26/07/2015",7
"457","Salix pulchra",NA,NA,NA,NA,10.31221719,NA,NA,NA,NA,216.4,0.03,NA,"2015","207","source",0.736666667,"Qikiqtaruk","HE15PTS6",22.1,0.653266332,69.57891,138.94557,56,"26/07/2015",7
"458","Salix pulchra",NA,NA,NA,NA,9.24584323,NA,NA,NA,NA,314.1,0.08,NA,"2015","207","source",0.52625,"Qikiqtaruk","HE15PTS6",42.1,0.567630058,69.57891,138.94557,56,"26/07/2015",7
"459","Salix pulchra",NA,NA,NA,NA,9.053977273,NA,NA,NA,NA,346.4,0.065,NA,"2015","207","source",0.541538462,"Qikiqtaruk","HE15PTS6",35.2,0.566120219,69.57891,138.94557,56,"26/07/2015",7
"460","Salix pulchra",NA,NA,NA,NA,10.60450563,NA,NA,NA,NA,384.6,0.08,NA,"2015","207","source",0.499375,"Qikiqtaruk","HE15PTS6",39.95,0.592173913,69.57891,138.94557,56,"26/07/2015",7
"461","Salix pulchra",NA,NA,NA,NA,9.52259332,NA,NA,NA,NA,484.7,0.09,NA,"2015","207","source",0.565555556,"Qikiqtaruk","HE15PTS6",50.9,0.705497382,69.57891,138.94557,56,"26/07/2015",7
"462","Salix pulchra",NA,NA,NA,NA,11.33333333,NA,NA,NA,NA,192.2,0.01,NA,"2015","216","source",1.71,"Qikiqtaruk","HE15PTS16",17.1,0.66563147,69.57536,138.86479,63,"04/08/2015",8
"463","Salix pulchra",NA,NA,NA,NA,9.344761905,NA,NA,NA,NA,237.7,0.03,NA,"2015","216","source",0.875,"Qikiqtaruk","HE15PTS16",26.25,0.725239617,69.57536,138.86479,63,"04/08/2015",8
"464","Salix pulchra",NA,NA,NA,NA,9.778969957,NA,NA,NA,NA,276.8,0.02,NA,"2015","216","source",1.165,"Qikiqtaruk","HE15PTS16",23.3,0.698033708,69.57536,138.86479,63,"04/08/2015",8
"465","Salix pulchra",NA,NA,NA,NA,10.03219697,NA,NA,NA,NA,261,0.035,NA,"2015","216","source",0.754285714,"Qikiqtaruk","HE15PTS16",26.4,0.760722348,69.57536,138.86479,63,"04/08/2015",8
"466","Salix pulchra",NA,NA,NA,NA,9.713382508,NA,NA,NA,NA,565.5,0.095,NA,"2015","216","source",0.499473684,"Qikiqtaruk","HE15PTS16",47.45,0.662182362,69.57536,138.86479,63,"04/08/2015",8
"467","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,383.4,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2015",7
"468","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,478.7,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2015",7
"469","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,362.7,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2015",7
"470","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,165.7,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2015",7
"471","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,609.1,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2015",7
"472","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,309.6,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"473","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,299,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"474","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,677.7,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"475","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,746.1,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"476","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,290.5,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"477","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,239.4,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS6",NA,NA,69.57891,138.94557,56,"26/07/2015",7
"478","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,464.4,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS6",NA,NA,69.57891,138.94557,56,"26/07/2015",7
"479","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS6",NA,NA,69.57891,138.94557,56,"26/07/2015",7
"480","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,462.7,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS6",NA,NA,69.57891,138.94557,56,"26/07/2015",7
"481","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS6",NA,NA,69.57891,138.94557,56,"26/07/2015",7
"482","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,195.4,NA,NA,"2015","216","source",NA,"Qikiqtaruk","HE15PTS16",NA,NA,69.57536,138.86479,63,"04/08/2015",8
"483","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,252.9,NA,NA,"2015","216","source",NA,"Qikiqtaruk","HE15PTS16",NA,NA,69.57536,138.86479,63,"04/08/2015",8
"484","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,178.9,NA,NA,"2015","216","source",NA,"Qikiqtaruk","HE15PTS16",NA,NA,69.57536,138.86479,63,"04/08/2015",8
"485","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,268.7,NA,NA,"2015","216","source",NA,"Qikiqtaruk","HE15PTS16",NA,NA,69.57536,138.86479,63,"04/08/2015",8
"486","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,356.3,NA,NA,"2015","216","source",NA,"Qikiqtaruk","HE15PTS16",NA,NA,69.57536,138.86479,63,"04/08/2015",8
"487","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,"2016","208","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2016",7
"488","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,NA,"2016","208","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2016",7
"489","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,NA,"2016","208","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2016",7
"490","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,NA,"2016","208","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2016",7
"491","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,"2016","208","source",NA,"Qikiqtaruk","HE15PTS4",NA,NA,69.57751,138.91127,67,"26/07/2016",7
"492","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"493","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"494","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"495","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"496","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"497","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","180","source",NA,"Kluane","HE16PCTraits1",NA,NA,61.21649,-138.28606,1631,"28/06/2016",6
"498","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","180","source",NA,"Kluane","HE16PCTraits1",NA,NA,61.21649,-138.28606,1631,"28/06/2016",6
"499","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","180","source",NA,"Kluane","HE16PCTraits1",NA,NA,61.21649,-138.28606,1631,"28/06/2016",6
"500","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","180","source",NA,"Kluane","HE16PCTraits1",NA,NA,61.21649,-138.28606,1631,"28/06/2016",6
"501","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","180","source",NA,"Kluane","HE16PCTraits1",NA,NA,61.21649,-138.28606,1631,"28/06/2016",6
"502","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","181","source",NA,"Kluane","HE16PCTraits4",NA,NA,61.219,-138.28477,1577,"29/06/2016",6
"503","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","181","source",NA,"Kluane","HE16PCTraits4",NA,NA,61.219,-138.28477,1577,"29/06/2016",6
"504","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","181","source",NA,"Kluane","HE16PCTraits4",NA,NA,61.219,-138.28477,1577,"29/06/2016",6
"505","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","181","source",NA,"Kluane","HE16PCTraits4",NA,NA,61.219,-138.28477,1577,"29/06/2016",6
"506","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","181","source",NA,"Kluane","HE16PCTraits4",NA,NA,61.219,-138.28477,1577,"29/06/2016",6
"507","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","218","source",NA,"Kluane","KP17Traits1",NA,NA,60.97682,138.41019,1472,"06/08/2017",8
