"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"2466","EW","KP16Sr20",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR20",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","LB","KP16Sr21",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR21",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468","LB","KP16Sr22",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR22",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","LB","KP16Sr23",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR23",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","LB","KP16Sr24",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR24",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","LB","KP16Sr25",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR25",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","IR","KP16Sr26",2016,"Salix richardsonii","Kluane","2020",30.4,NA,NA,NA,31,38,33,62,45,68,"KP16SR26",NA,4,34,58.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473","IR","KP16Sr27",2016,"Salix richardsonii","Kluane","2020",30.8,NA,NA,NA,50,48,51,6.4,8.5,6.3,"KP16SR27",NA,4,49.6666666666667,7.06666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474","IR","KP16Sr28",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR28",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475","IR","KP16Sr29",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR29",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","IR","KP16Sr30",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR30",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477","AC","KP16Sr31",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR31",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478","AC","KP16Sr32",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR32",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479","AC","KP16Sr33",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR33",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","AC","KP16Sr34",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR34",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481","AC","KP16Sr35",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR35",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482","GD","KP16Sr36",2016,"Salix richardsonii","Kluane","2020",22.8,NA,NA,NA,39,44,44,82,81,64,"KP16SR36",NA,4,42.3333333333333,75.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483","GD","KP16Sr37",2016,"Salix richardsonii","Kluane","2020",58.9,NA,NA,NA,50,44,56,155,118,148,"KP16SR37",NA,4,50,140.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484","GD","KP16Sr38",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR38",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","GD","KP16Sr39",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR39",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486","GD","KP16Sr40",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR40",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2487","LB","KP16Sr41",2016,"Salix richardsonii","Kluane","2020",25.7,NA,NA,NA,35,35,33,71,71,70,"KP16SR41",NA,4,34.3333333333333,70.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","LB","KP16Sr43",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR43",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","LB","KP16Sr44",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR44",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490","LB","KP16Sr45",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR45",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2491","IR","KP16Sr46",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR46",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2492","GD","KP16Sr51",2016,"Salix richardsonii","Kluane","2020",17.5,NA,NA,NA,37,36,42,91,78,72,"KP16SR51",NA,4,38.3333333333333,80.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2493","GD","KP16Sr52",2016,"Salix richardsonii","Kluane","2020",40.4,NA,NA,NA,47,51,46,82,137,118,"KP16SR52",NA,4,48,112.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2494","GD","KP16Sr53",2016,"Salix richardsonii","Kluane","2020",13.1,NA,NA,NA,33,30,30,57,42,73,"KP16SR53",NA,4,31,57.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495","GD","KP16Sr54",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR54",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2496","GD","KP16Sr55",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR55",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2497","EW","KP16Sr56",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR56",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2498","EW","KP16Sr57",2016,"Salix richardsonii","Kluane","2020",48.4,NA,NA,NA,44,42,43,142,154,163,"KP16SR57",NA,4,43,153,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2499","EW","KP16Sr58",2016,"Salix richardsonii","Kluane","2020",16.8,NA,NA,NA,45,44,38,58,82,94,"KP16SR58",NA,4,42.3333333333333,78,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500","EW","KP16Sr59",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR59",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501","EW","KP16Sr60",2016,"Salix richardsonii","Kluane","2020",28.9,NA,NA,NA,41,44,40,51,66,74,"KP16SR60",NA,4,41.6666666666667,63.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2502","GD","KP16Sr8",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR8",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2503","JB","KP17Sa10",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA10",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504","JA","KP17Sa13",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA13",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505","JA","KP17Sa2",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA2",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2506","JA","KP17Sa4",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA4",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2507","SAB","KP17Sa6",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA6",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2508","SAB","KP17Sa7",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA7",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2509","JB","KP17Sa8",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA8",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2510","JB","KP17Sa9",2017,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SA9",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2511","IMS","KP17Sp1",2017,"Salix pulchra","Kluane","2020",19.1,NA,NA,NA,34,38,34,35,25,23,"KP17SP1",NA,3,35.3333333333333,27.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2512","AB","KP17Sp10",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP10",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2513","AB","KP17Sp11",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP11",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2514","AB","KP17Sp12",2017,"Salix pulchra","Kluane","2020",32.2,NA,NA,NA,39.74,46.61,39.25,45,143,152,"KP17SP12",NA,3,41.8666666666667,113.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515","AB","KP17Sp13",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP13",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516","AB","KP17Sp14",2017,"Salix pulchra","Kluane","2020",7.8,NA,NA,NA,NA,NA,NA,37.16,30.15,41.46,"KP17SP14",NA,3,NA,36.2566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2517","AB","KP17Sp15",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP15",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518","AB","KP17Sp16",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP16",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2519","AB","KP17Sp17",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP17",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2520","IMS","KP17Sp2",2017,"Salix pulchra","Kluane","2020",21.1,NA,NA,NA,35,35,36,34,25,18,"KP17SP2",NA,3,35.3333333333333,25.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521","IMS","KP17Sp3",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP3",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2522","IMS","KP17Sp4",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP4",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2523","SL","KP17Sp5",2017,"Salix pulchra","Kluane","2020",35.3,NA,NA,NA,44,41,52,77,73,74,"KP17SP5",NA,3,45.6666666666667,74.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524","MG","KP17Sp6",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP6",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525","MG","KP17Sp7",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP7",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526","MG","KP17Sp8",2017,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SP8",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527","AB","KP17Sp9",2017,"Salix pulchra","Kluane","2020",14.2,NA,NA,NA,34.8,33.25,26.11,31.97,52.94,48.96,"KP17SP9",NA,3,31.3866666666667,44.6233333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2528","LB","KP17Sr1",2017,"Salix richardsonii","Kluane","2020",16.4,NA,NA,NA,42,42,40,64,75,78,"KP17SR1",NA,3,41.3333333333333,72.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2529","LB","KP17Sr2",2017,"Salix richardsonii","Kluane","2020",21.7,NA,NA,NA,41,38,40,81,66,56,"KP17SR2",NA,3,39.6666666666667,67.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2530","LB","KP17Sr3",2017,"Salix richardsonii","Kluane","2020",22.5,NA,NA,NA,40,38,41,55,36,62,"KP17SR3",NA,3,39.6666666666667,51,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531","LB","KP17Sr4",2017,"Salix richardsonii","Kluane","2020",25.3,NA,NA,NA,34,31,35,45,38,60,"KP17SR4",NA,3,33.3333333333333,47.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2532","LB","KP17Sr5",2017,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP17SR5",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533","JA","KP18Sa1",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA1",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2534","EW","KP18Sa10",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA10",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535","JA","KP18Sa2",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA2",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536","JA","KP18Sa3",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA3",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537","JA","KP18Sa4",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA4",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538","EW","KP18Sa5",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA5",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539","EW","KP18Sa6",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA6",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2540","EW","KP18Sa7",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA7",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541","EW","KP18Sa8",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA8",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542","EW","KP18Sa9",2018,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SA9",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543","JG","KP18Sp1",2018,"Salix pulchra","Kluane","2020",24.6,NA,NA,NA,43,35,45,144,62,18,"KP18SP1",NA,2,41,74.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544","JG","KP18Sp2",2018,"Salix pulchra","Kluane","2020",32,NA,NA,NA,54,52,41,65,51,160,"KP18SP2",NA,2,49,92,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545","JG","KP18Sp3",2018,"Salix pulchra","Kluane","2020",24.1,NA,NA,NA,41,42,36,26,28,27,"KP18SP3",NA,2,39.6666666666667,27,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2546","JG","KP18Sp4",2018,"Salix pulchra","Kluane","2020",25.4,NA,NA,NA,32,27,25,18,44,20,"KP18SP4",NA,2,28,27.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2547","MG","KP18Sp5",2018,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP5",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548","MG","KP18Sp6",2018,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP18SP6",NA,2,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549","AB","KPSp14",2013,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP14",NA,7,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550","AB","KPSp15",2013,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP15",NA,7,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2551","CF","KPSr5",2013,"Salix richardsonii","Kluane","2020",52.9,NA,NA,NA,46,51,47,106,131,94,"KPSR5",NA,7,48,110.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2552","JA","PC16CESa2",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA2",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2553","IMS","PC16CESp1",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP1",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2554","IMS","PC16CESp2",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP2",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2555","IMS","PC16CESp5",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESP5",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2556","AB","PC16CESp7",2016,"Salix pulchra","Kluane","2020",18.2,NA,NA,NA,49.68,47.5,64.49,16.8,13.2,20,"PC16CESP7",NA,4,53.89,16.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557","IR","PC16CESr10",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR10",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2558","IR","PC16CESr6",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR6",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2559","IR","PC16CESr8",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR8",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2560","IR","PC16CESr9",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR9",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561","JA","PC16CWSa1",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA1",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2562","SL","PC16CWSp1",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP1",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2563","SL","PC16CWSp10",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSP10",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
