"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"2367","CF","KLSpE10",2013,"Salix pulchra","Kluane","2020",29.6,NA,NA,NA,37,33,33,29,25,38,"KLSPE10",NA,7,34.3333333333333,30.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","MG","KLSpE11",2013,"Salix pulchra","Kluane","2020",36.1,NA,NA,NA,33,31,35,22,19,24,"KLSPE11",NA,7,33,21.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","MG","KLSpE12",2013,"Salix pulchra","Kluane","2020",33.1,NA,NA,NA,36,30,32,30,56,24,"KLSPE12",NA,7,32.6666666666667,36.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370","MG","KLSpE14",2013,"Salix pulchra","Kluane","2020",43.9,NA,NA,NA,48,39,41,31,26,21,"KLSPE14",NA,7,42.6666666666667,26,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371","MG","KLSpE15",2013,"Salix pulchra","Kluane","2020",17.8,NA,NA,NA,31,34,26,9,10,12,"KLSPE15",NA,7,30.3333333333333,10.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","IMS","KLSpE2",2013,"Salix pulchra","Kluane","2020",42.2,NA,NA,NA,36,38,42,97,75,82,"KLSPE2",NA,7,38.6666666666667,84.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373","IMS","KLSpE3",2013,"Salix pulchra","Kluane","2020",8.5,NA,NA,NA,24,25,24,12,11,8,"KLSPE3",NA,7,24.3333333333333,10.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374","IMS","KLSpE4",2013,"Salix pulchra","Kluane","2020",43.2,NA,NA,NA,41,35,37,46,74,22,"KLSPE4",NA,7,37.6666666666667,47.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","IMS","KLSpE5",2013,"Salix pulchra","Kluane","2020",17.9,NA,NA,NA,32,36,33,42,34,14,"KLSPE5",NA,7,33.6666666666667,30,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","CF","KLSpE6",2013,"Salix pulchra","Kluane","2020",79.4,NA,NA,NA,59,50,42,88,102,46,"KLSPE6",NA,7,50.3333333333333,78.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377","CF","KLSpE7",2013,"Salix pulchra","Kluane","2020",29.6,NA,NA,NA,52,51,52,78,37,35,"KLSPE7",NA,7,51.6666666666667,50,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","CF","KLSpE8",2013,"Salix pulchra","Kluane","2020",66.4,NA,NA,NA,31,34,32,15,24,38,"KLSPE8",NA,7,32.3333333333333,25.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","CF","KLSpE9",2013,"Salix pulchra","Kluane","2020",32.8,NA,NA,NA,38,43,44,72,24,44,"KLSPE9",NA,7,41.6666666666667,46.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380","IR","KLSrC10",2013,"Salix richardsonii","Kluane","2020",109.1,NA,NA,NA,53,53,53,141,155,100.18,"KLSRC10",NA,7,53,132.06,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","AC","KLSrC11",2013,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC11",NA,7,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","AC","KLSrC13",2013,"Salix richardsonii","Kluane","2020",72.4,NA,NA,NA,37.07,42.16,38.79,130,180,133,"KLSRC13",NA,7,39.34,147.666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","LB","KLSrC2",2013,"Salix richardsonii","Kluane","2020",111.2,NA,NA,NA,52,51,60,115,118,116,"KLSRC2",NA,7,54.3333333333333,116.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","IR","KLSrC6",2013,"Salix richardsonii","Kluane","2020",115,NA,NA,NA,42,41,48,137,122,84,"KLSRC6",NA,7,43.6666666666667,114.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","IR","KLSrC7",2013,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7",NA,7,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","SW","KLSrE10",2013,"Salix richardsonii","Kluane","2020",121.2,NA,NA,NA,50,52,51,118,92,114,"KLSRE10",NA,7,51,108,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","IR","KLSrE11",2013,"Salix richardsonii","Kluane","2020",100.4,NA,NA,NA,52,57,59,79,96,98,"KLSRE11",NA,7,56,91,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","IR","KLSrE13",2013,"Salix richardsonii","Kluane","2020",96.5,NA,NA,NA,46,43,51,183,114,154,"KLSRE13",NA,7,46.6666666666667,150.333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","IR","KLSrE14",2013,"Salix richardsonii","Kluane","2020",55.2,NA,NA,NA,50,49,53,43,45,47,"KLSRE14",NA,7,50.6666666666667,45,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","IR","KLSrE15",2013,"Salix richardsonii","Kluane","2020",102.3,NA,NA,NA,43,43,52,115,98,22,"KLSRE15",NA,7,46,78.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","LB","KLSrE4",2013,"Salix richardsonii","Kluane","2020",106.7,NA,NA,NA,56,58,49,129,152,148,"KLSRE4",NA,7,54.3333333333333,143,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","SW","KLSrE6",2013,"Salix richardsonii","Kluane","2020",83.4,NA,NA,NA,56,36,48,72,103,98,"KLSRE6",NA,7,46.6666666666667,91,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","SW","KLSrE7",2013,"Salix richardsonii","Kluane","2020",67.9,NA,NA,NA,51,48,38,82,88,129,"KLSRE7",NA,7,45.6666666666667,99.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","SW","KLSrE9",2013,"Salix richardsonii","Kluane","2020",83.8,NA,NA,NA,52,46,64,102,88,106,"KLSRE9",NA,7,54,98.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","JA","KP16Sa1",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA1",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","SAB","KP16Sa10",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA10",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","SAB","KP16Sa11",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA11",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","SAB","KP16Sa12",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA12",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","SAB","KP16Sa13",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA13",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","SAB","KP16Sa14",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA14",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","SAB","KP16Sa15",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA15",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","SAB","KP16Sa16",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA16",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","SAB","KP16Sa17",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA17",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","SAB","KP16Sa18",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA18",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","SAB","KP16Sa19",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA19",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","SAB","KP16Sa20",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA20",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","JA","KP16Sa5",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA5",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","SAB","KP16Sa6",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA6",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","SAB","KP16Sa8",2016,"Salix arctica","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA8",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","CF","KP16Sp1",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP1",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","SL","KP16Sp11",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP11",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","SL","KP16Sp13",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP13",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2413","SL","KP16Sp14",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP14",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414","JG","KP16Sp16",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP16",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","JG","KP16Sp17",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP17",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","JG","KP16Sp18",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP18",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","JG","KP16Sp19",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP19",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","CF","KP16Sp2",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP2",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","SL","KP16Sp21",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP21",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","SL","KP16Sp22",2016,"Salix pulchra","Kluane","2020",21.8,NA,NA,NA,28,31,33,81,52,88,"KP16SP22",NA,4,30.6666666666667,73.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","SL","KP16Sp23",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP23",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2422","SL","KP16Sp24",2016,"Salix pulchra","Kluane","2020",26.1,NA,NA,NA,42,31,33,46,56,45,"KP16SP24",NA,4,35.3333333333333,49,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","SL","KP16Sp25",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP25",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","IMS","KP16Sp26",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP26",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2425","IMS","KP16Sp27",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP27",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","IMS","KP16Sp28",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP28",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","IMS","KP16Sp29",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP29",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","CF","KP16Sp3",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP3",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","IMS","KP16Sp30",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP30",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","AB","KP16Sp32",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP32",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","AB","KP16Sp33",2016,"Salix pulchra","Kluane","2020",33.2,NA,NA,NA,37.42,35.99,39.75,47.16,100.35,80.3,"KP16SP33",NA,4,37.72,75.9366666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","AB","KP16Sp34",2016,"Salix pulchra","Kluane","2020",12.5,NA,NA,NA,15.18,16.2,10.83,19.04,NA,NA,"KP16SP34",NA,4,14.07,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","AB","KP16Sp35",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP35",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","JG","KP16Sp36",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP36",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","JG","KP16Sp37",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP37",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","JG","KP16Sp38",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP38",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","JG","KP16Sp39",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP39",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","IMS","KP16Sp41",2016,"Salix pulchra","Kluane","2020",11.3,NA,NA,NA,28,30,30,18,17,14,"KP16SP41",NA,4,29.3333333333333,16.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","CF","KP16Sp42",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP42",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440","CF","KP16Sp43",2016,"Salix pulchra","Kluane","2020",19.2,NA,NA,NA,31,31,30,24,31,32,"KP16SP43",NA,4,30.6666666666667,29,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441","CF","KP16Sp44",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP44",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442","CF","KP16Sp45",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP45",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443","CF","KP16Sp46",2016,"Salix pulchra","Kluane","2020",27.2,NA,NA,NA,38,38,41,52,55,52,"KP16SP46",NA,4,39,53,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","MG","KP16Sp47",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP47",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","MG","KP16Sp48",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP48",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","CF","KP16Sp5",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP5",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","CF","KP16Sp51",2016,"Salix pulchra","Kluane","2020",24.9,NA,NA,NA,28,32,27,52,21,40,"KP16SP51",NA,4,29,37.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448","CF","KP16Sp52",2016,"Salix pulchra","Kluane","2020",11.2,NA,NA,NA,36,43,36,25,17,24,"KP16SP52",NA,4,38.3333333333333,22,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449","CF","KP16Sp53",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP53",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2450","CF","KP16Sp54",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP54",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","CF","KP16Sp55",2016,"Salix pulchra","Kluane","2020",26.9,NA,NA,NA,26,24,24,15,14,15,"KP16SP55",NA,4,24.6666666666667,14.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","JG","KP16Sp56",2016,"Salix pulchra","Kluane","2020",20.2,NA,NA,NA,37,37,41,98,92,94,"KP16SP56",NA,4,38.3333333333333,94.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2453","JG","KP16Sp57",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP57",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2454","JG","KP16Sp58",2016,"Salix pulchra","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP58",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","JG","KP16Sp59",2016,"Salix pulchra","Kluane","2020",18.9,NA,NA,NA,32,35,45,30,45,42,"KP16SP59",NA,4,37.3333333333333,39,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456","JG","KP16Sp60",2016,"Salix pulchra","Kluane","2020",24.3,NA,NA,NA,22,31,31,15,22,42,"KP16SP60",NA,4,28,26.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","LB","KP16Sr1",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR1",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","EW","KP16Sr11",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR11",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","EW","KP16Sr12",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","EW","KP16Sr12",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461","EW","KP16Sr13",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR13",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","EW","KP16Sr16",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR16",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","EW","KP16Sr17",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR17",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","EW","KP16Sr18",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR18",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","EW","KP16Sr19",2016,"Salix richardsonii","Kluane","2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR19",NA,4,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
