"","SampleYear","Site","Canopy_Height_cm","SampleID","Width_cm","Width_2_cm","Species","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","mean_stem_elong"
"281",2016,"Kluane",71,"KP16SP27",166,155,"Salix pulchra",NA,NA,NA,NA
"282",2016,"Kluane",72,"KP16SP28",370,306,"Salix pulchra",NA,NA,NA,NA
"283",2016,"Kluane",90,"KP16SP29",189,79,"Salix pulchra",NA,NA,NA,NA
"284",2016,"Kluane",66,"KP16SP31",300,246,"Salix pulchra",NA,NA,NA,NA
"285",2016,"Kluane",55,"KP16SP32",121,146,"Salix pulchra",NA,NA,NA,NA
"286",2016,"Kluane",91,"KP16SP33",158,85,"Salix pulchra",NA,NA,NA,NA
"287",2016,"Kluane",75,"KP16SP34",125,94,"Salix pulchra",NA,NA,NA,NA
"288",2016,"Kluane",60,"KP16SP35",170,182,"Salix pulchra",NA,NA,NA,NA
"289",2016,"Kluane",51,"KP16SP37",111,102,"Salix pulchra",NA,NA,NA,NA
"290",2016,"Kluane",71,"KP16SP38",121,110,"Salix pulchra",NA,NA,NA,NA
"291",2016,"Kluane",92,"KP16SP40",367,298,"Salix pulchra",NA,NA,NA,NA
"292",2016,"Kluane",4,"KP16SA1",37,25,"Salix arctica",NA,NA,NA,NA
"293",2016,"Kluane",5,"KP16SA3",50,43,"Salix arctica",NA,NA,NA,NA
"294",2016,"Kluane",6.5,"KP16SA4",54,32,"Salix arctica",NA,NA,NA,NA
"295",2016,"Kluane",6,"KP16SA5",45,61,"Salix arctica",NA,NA,NA,NA
"296",2016,"Kluane",5,"KP16SA6",55,40,"Salix arctica",NA,NA,NA,NA
"297",2016,"Kluane",6,"KP16SA8",57,50,"Salix arctica",NA,NA,NA,NA
"298",2016,"Kluane",5,"KP16SA9",55,37,"Salix arctica",NA,NA,NA,NA
"299",2016,"Kluane",6,"KP16SA11",62,41,"Salix arctica",NA,NA,NA,NA
"300",2016,"Kluane",4.5,"KP16SA13",50,23,"Salix arctica",NA,NA,NA,NA
"301",2016,"Kluane",7,"KP16SA14",41,35,"Salix arctica",NA,NA,NA,NA
"302",2016,"Kluane",4.5,"KP16SA15",53,40,"Salix arctica",NA,NA,NA,NA
"303",2016,"Kluane",5,"KP16SA16",68,25,"Salix arctica",NA,NA,NA,NA
"304",2016,"Kluane",6,"KP16SA18",7.2,42,"Salix arctica",NA,NA,NA,NA
"305",2016,"Qikiqtaruk",23,"HE16SP1",39,27,"Salix pulchra",NA,NA,NA,NA
"306",2016,"Qikiqtaruk",26,"HE16SP2",39,27,"Salix pulchra",NA,NA,NA,NA
"307",2016,"Qikiqtaruk",24,"HE16SP3",36,26,"Salix pulchra",NA,NA,NA,NA
"308",2016,"Qikiqtaruk",35,"HE16SP4",43,47,"Salix pulchra",NA,NA,NA,NA
"309",2016,"Qikiqtaruk",29,"HE16SP5",55,51,"Salix pulchra",NA,NA,NA,NA
"310",2016,"Qikiqtaruk",71,"HE16SP6",496,404,"Salix pulchra",NA,NA,NA,NA
"311",2016,"Qikiqtaruk",55,"HE16SP7",NA,NA,"Salix pulchra",NA,NA,NA,NA
"312",2016,"Qikiqtaruk",34,"HE16SP8",184,170,"Salix pulchra",NA,NA,NA,NA
"313",2016,"Qikiqtaruk",53,"HE16SP9",222,170,"Salix pulchra",NA,NA,NA,NA
"314",2016,"Qikiqtaruk",40,"HE16SP10",232,227,"Salix pulchra",NA,NA,NA,NA
"315",2016,"Qikiqtaruk",17,"HE16SP12",40,47,"Salix pulchra",40,38,NA,NA
"316",2016,"Qikiqtaruk",23,"HE16SP13",100,59,"Salix pulchra",30,21,NA,NA
"317",2016,"Qikiqtaruk",19,"HE16SP15",111,72,"Salix pulchra",35,15,NA,NA
"318",2016,"Qikiqtaruk",21,"HE16SP16",194,153,"Salix pulchra",54,53,NA,NA
"319",2016,"Qikiqtaruk",28.5,"HE16SP17",188,155,"Salix pulchra",40,42,NA,NA
"320",2016,"Qikiqtaruk",39,"HE16SP18",281,175,"Salix pulchra",49,76,NA,NA
"321",2016,"Qikiqtaruk",13,"HE16SP19",59,46,"Salix pulchra",105,57,NA,NA
"322",2016,"Qikiqtaruk",26.5,"HE16SP20",230,130,"Salix pulchra",22,26,NA,NA
"323",2016,"Qikiqtaruk",6,"HE16SA2",NA,NA,"Salix arctica",NA,NA,NA,NA
"324",2016,"Qikiqtaruk",124,"HE16SR11",NA,764,"Salix richardsonii",121,100,NA,NA
"325",2016,"Qikiqtaruk",68,"HE16SR12",427,237,"Salix richardsonii",105,50,NA,NA
"326",2016,"Qikiqtaruk",70,"HE16SR13",491,284,"Salix richardsonii",60,71,NA,NA
"327",2016,"Qikiqtaruk",34,"HE16SR14",206,147,"Salix richardsonii",30,24,NA,NA
"328",2016,"Qikiqtaruk",38,"HE16SR15",232,150,"Salix richardsonii",24,25,NA,NA
"329",2016,"Qikiqtaruk",67,"HE16SR16",331,220,"Salix richardsonii",95,48,NA,NA
"330",2016,"Qikiqtaruk",65,"HE16SR17",229,221,"Salix richardsonii",65,63,NA,NA
"331",2016,"Qikiqtaruk",59,"HE16SR18",183,155,"Salix richardsonii",270,277,NA,NA
"332",2016,"Qikiqtaruk",62,"HE16SR19",403,624,"Salix richardsonii",172,151,NA,NA
"333",2016,"Qikiqtaruk",33,"HE16SR20",132,188,"Salix richardsonii",61,67,NA,NA
"334",2016,"Qikiqtaruk",8,"HE16SA6",60,19,"Salix arctica",NA,NA,NA,NA
"335",2016,"Qikiqtaruk",11,"HE16SA7",56,27,"Salix arctica",NA,NA,NA,NA
"336",2016,"Qikiqtaruk",6,"HE16SA10",40,66,"Salix arctica",NA,NA,NA,NA
"337",2016,"Qikiqtaruk",39,"HE16SP21",217,277,"Salix pulchra",124,49,NA,NA
"338",2016,"Qikiqtaruk",55,"HE16SP23",1005,462,"Salix pulchra",112,103,NA,NA
"339",2016,"Qikiqtaruk",77,"HE16SP24",515,306,"Salix pulchra",205,66,NA,NA
"340",2016,"Qikiqtaruk",83,"HE16SP25",238,283,"Salix pulchra",81,137,NA,NA
"341",2016,"Qikiqtaruk",91,"HE16SP26",367,568,"Salix pulchra",109,88,NA,NA
"342",2016,"Qikiqtaruk",39,"HE16SP27",141,89,"Salix pulchra",31,38,NA,NA
"343",2016,"Qikiqtaruk",35,"HE16SP28",NA,NA,"Salix pulchra",79,38,NA,NA
"344",2016,"Qikiqtaruk",53,"HE16SP29",652,426,"Salix pulchra",166,156,NA,NA
"345",2016,"Qikiqtaruk",52,"HE16SP30",428,402,"Salix pulchra",181,260,NA,NA
"346",2016,"Qikiqtaruk",69,"HE16SR21",115,95,"Salix richardsonii",NA,NA,NA,NA
"347",2016,"Qikiqtaruk",77,"HE16SR22",120,109,"Salix richardsonii",NA,NA,NA,NA
"348",2016,"Qikiqtaruk",62,"HE16SR23",157,128,"Salix richardsonii",NA,NA,NA,NA
"349",2016,"Qikiqtaruk",29,"HE16SR25",68,80,"Salix richardsonii",NA,NA,NA,NA
"350",2016,"Qikiqtaruk",35,"HE16SR26",110,40,"Salix richardsonii",NA,NA,NA,NA
"351",2016,"Qikiqtaruk",25,"HE16SR27",127,161,"Salix richardsonii",NA,NA,NA,NA
"352",2016,"Qikiqtaruk",30,"HE16SR28",106,82,"Salix richardsonii",NA,NA,NA,NA
"353",2016,"Qikiqtaruk",38,"HE16SR29",126,95,"Salix richardsonii",NA,NA,NA,NA
"354",2016,"Qikiqtaruk",8,"HE16SA11",44,29,"Salix arctica",NA,NA,NA,NA
"355",2016,"Qikiqtaruk",12,"HE16SA12",54,44,"Salix arctica",NA,NA,NA,NA
"356",2016,"Qikiqtaruk",8.5,"HE16SA13",44,69,"Salix arctica",NA,NA,NA,NA
"357",2016,"Qikiqtaruk",12,"HE16SA14",39,35,"Salix arctica",NA,NA,NA,NA
"358",2016,"Kluane",106,"KP16SP41",179,73,"Salix pulchra",151,145,NA,NA
"359",2016,"Kluane",99.5,"KP16SP42",248,251,"Salix pulchra",121,140,NA,NA
"360",2016,"Kluane",73,"KP16SP43",251,162,"Salix pulchra",87,263,NA,NA
"361",2016,"Kluane",127,"KP16SP44",256,191,"Salix pulchra",65,115,NA,NA
"362",2016,"Kluane",93,"KP16SP45",185,154,"Salix pulchra",135,141,NA,NA
"363",2016,"Kluane",140,"KP16SP46",276,273,"Salix pulchra",12.6,18.7,NA,NA
"364",2016,"Kluane",108,"KP16SP47",279,190,"Salix pulchra",13.3,13.2,NA,NA
"365",2016,"Kluane",52,"KP16SP48",118,107,"Salix pulchra",8,13.7,NA,NA
"366",2016,"Kluane",101,"KP16SP49",310,226,"Salix pulchra",12.3,7.4,NA,NA
"367",2016,"Kluane",58,"KP16SP50",132,212,"Salix pulchra",16.6,13.9,NA,NA
"368",2016,"Kluane",150,"KP16SP51",146,121,"Salix pulchra",121,85,NA,NA
"369",2016,"Kluane",37,"KP16SP52",193,97,"Salix pulchra",110,140,NA,NA
"370",2016,"Kluane",112,"KP16SP53",264,257,"Salix pulchra",136,148,NA,NA
"371",2016,"Kluane",107,"KP16SP56",159,148,"Salix pulchra",8,3.1,NA,NA
"372",2016,"Kluane",47,"KP16SP57",184,184,"Salix pulchra",7.2,7.5,NA,NA
"373",2016,"Kluane",41,"KP16SP59",146,102,"Salix pulchra",3.9,5.5,NA,NA
"374",2016,"Kluane",87,"KP16SP60",354,338,"Salix pulchra",9.8,13.4,NA,NA
"375",2016,"Kluane",141,"KP16SR41",102,81,"Salix richardsonii",131,142,NA,NA
"376",2016,"Kluane",108,"KP16SR42",154,186,"Salix richardsonii",119,138,NA,NA
"377",2016,"Kluane",111,"KP16SR43",272,250,"Salix richardsonii",132,162,NA,NA
"378",2016,"Kluane",66,"KP16SR44",222,187,"Salix richardsonii",207,109,NA,NA
"379",2016,"Kluane",76,"KP16SR45",206,207,"Salix richardsonii",96,105,NA,NA
"380",2016,"Kluane",124.5,"KP16SR46",245,193,"Salix richardsonii",14.5,14.5,NA,NA
"381",2016,"Kluane",116,"KP16SR47",193,179,"Salix richardsonii",9.4,15.6,NA,NA
"382",2016,"Kluane",61,"KP16SR48",54,37,"Salix richardsonii",8.4,7.2,NA,NA
"383",2016,"Kluane",88,"KP16SR49",213,198,"Salix richardsonii",10.1,10.9,NA,NA
"384",2016,"Kluane",143,"KP16SR50",165,215,"Salix richardsonii",11.5,13.1,NA,NA
"385",2016,"Kluane",67,"KP16SR51",142,115,"Salix richardsonii",101,138,NA,NA
"386",2016,"Kluane",71,"KP16SR52",145,104,"Salix richardsonii",115,133,NA,NA
"387",2016,"Kluane",92,"KP16SR53",248,218,"Salix richardsonii",71,56,NA,NA
"388",2016,"Kluane",66,"KP16SR54",123,114,"Salix richardsonii",165,183,NA,NA
"389",2016,"Kluane",44,"KP16SR55",102,65,"Salix richardsonii",90,96,NA,NA
"390",2016,"Kluane",102,"KP16SR56",189,197,"Salix richardsonii",12.2,12.1,NA,NA
"391",2016,"Kluane",70,"KP16SR57",122,95,"Salix richardsonii",9.6,4,NA,NA
"392",2016,"Kluane",54,"KP16SR58",104,84,"Salix richardsonii",4.4,5.5,NA,NA
"393",2016,"Kluane",96,"KP16SR59",119,66,"Salix richardsonii",4.3,6.1,NA,NA
"394",2016,"Kluane",71,"KP16SR60",175,162,"Salix richardsonii",14.3,9.2,NA,NA
"395",2015,"Kluane",17.1,"K15PSA1",68,NA,"Salix arctica",NA,NA,NA,NA
"396",2015,"Kluane",23,"K15PSA10",63,NA,"Salix arctica",NA,NA,NA,NA
"397",2015,"Kluane",20.5,"K15PSA14",167,NA,"Salix arctica",NA,NA,NA,NA
"398",2015,"Kluane",23,"K15PSA15",137,NA,"Salix arctica",NA,NA,NA,NA
"399",2015,"Kluane",17.6,"K15PSA3",64,NA,"Salix arctica",NA,NA,NA,NA
"400",2015,"Kluane",23.5,"K15PSA4",31.4,NA,"Salix arctica",NA,NA,NA,NA
"401",2015,"Kluane",17.4,"K15PSA5",37,NA,"Salix arctica",NA,NA,NA,NA
"402",2015,"Kluane",20.5,"K15PSA7",46,NA,"Salix arctica",NA,NA,NA,NA
"403",2015,"Qikiqtaruk",7,"H15SA10",NA,NA,"Salix arctica",NA,NA,NA,NA
"404",2015,"Qikiqtaruk",7,"H15SA6",NA,NA,"Salix arctica",NA,NA,NA,NA
"405",2015,"Qikiqtaruk",8.5,"H15SA7",NA,NA,"Salix arctica",NA,NA,NA,NA
"406",2015,"Qikiqtaruk",9,"H15SA8",NA,NA,"Salix arctica",NA,NA,NA,NA
"407",2015,"Qikiqtaruk",6,"H15SA9",NA,NA,"Salix arctica",NA,NA,NA,NA
"408",2015,"Qikiqtaruk",7,"H15SA3",NA,NA,"Salix arctica",NA,NA,NA,NA
"409",2015,"Qikiqtaruk",4,"H15SA4",NA,NA,"Salix arctica",NA,NA,NA,NA
"410",2015,"Qikiqtaruk",13,"H15SA5",NA,NA,"Salix arctica",NA,NA,NA,NA
"411",2015,"Qikiqtaruk",16,"H15SP1",NA,NA,"Salix pulchra",NA,NA,NA,NA
"412",2015,"Qikiqtaruk",35,"H15SP10",NA,NA,"Salix pulchra",NA,NA,NA,NA
"413",2015,"Qikiqtaruk",25,"H15SP11",NA,NA,"Salix pulchra",NA,NA,NA,NA
"414",2015,"Qikiqtaruk",38,"H15SP12",NA,NA,"Salix pulchra",NA,NA,NA,NA
"415",2015,"Qikiqtaruk",33,"H15SP13",NA,NA,"Salix pulchra",NA,NA,NA,NA
"416",2015,"Qikiqtaruk",38,"H15SP14",NA,NA,"Salix pulchra",NA,NA,NA,NA
"417",2015,"Qikiqtaruk",28,"H15SP15",NA,NA,"Salix pulchra",NA,NA,NA,NA
"418",2015,"Qikiqtaruk",24,"H15SP16",NA,NA,"Salix pulchra",NA,NA,NA,NA
"419",2015,"Qikiqtaruk",43,"H15SP17",NA,NA,"Salix pulchra",NA,NA,NA,NA
"420",2015,"Qikiqtaruk",35,"H15SP18",NA,NA,"Salix pulchra",NA,NA,NA,NA
"421",2015,"Qikiqtaruk",47,"H15SP19",NA,NA,"Salix pulchra",NA,NA,NA,NA
"422",2015,"Qikiqtaruk",21,"H15SP2",NA,NA,"Salix pulchra",NA,NA,NA,NA
"423",2015,"Qikiqtaruk",25,"H15SP20",NA,NA,"Salix pulchra",NA,NA,NA,NA
"424",2015,"Qikiqtaruk",30,"H15SP21",NA,NA,"Salix pulchra",NA,NA,NA,NA
"425",2015,"Qikiqtaruk",42,"H15SP22",NA,NA,"Salix pulchra",NA,NA,NA,NA
"426",2015,"Qikiqtaruk",26,"H15SP23",NA,NA,"Salix pulchra",NA,NA,NA,NA
"427",2015,"Qikiqtaruk",24,"H15SP24",NA,NA,"Salix pulchra",NA,NA,NA,NA
"428",2015,"Qikiqtaruk",24,"H15SP25",NA,NA,"Salix pulchra",NA,NA,NA,NA
"429",2015,"Qikiqtaruk",29,"H15SP26",NA,NA,"Salix pulchra",NA,NA,NA,NA
"430",2015,"Qikiqtaruk",24,"H15SP27",NA,NA,"Salix pulchra",NA,NA,NA,NA
"431",2015,"Qikiqtaruk",19,"H15SP28",NA,NA,"Salix pulchra",NA,NA,NA,NA
"432",2015,"Qikiqtaruk",32,"H15SP29",NA,NA,"Salix pulchra",NA,NA,NA,NA
"433",2015,"Qikiqtaruk",29,"H15SP3",NA,NA,"Salix pulchra",NA,NA,NA,NA
"434",2015,"Qikiqtaruk",26,"H15SP30",NA,NA,"Salix pulchra",NA,NA,NA,NA
"435",2015,"Qikiqtaruk",23,"H15SP4",NA,NA,"Salix pulchra",NA,NA,NA,NA
"436",2015,"Qikiqtaruk",13,"H15SP5",NA,NA,"Salix pulchra",NA,NA,NA,NA
"437",2015,"Qikiqtaruk",22,"H15SP6",NA,NA,"Salix pulchra",NA,NA,NA,NA
"438",2015,"Qikiqtaruk",39,"H15SP7",NA,NA,"Salix pulchra",NA,NA,NA,NA
"439",2015,"Qikiqtaruk",21,"H15SP8",NA,NA,"Salix pulchra",NA,NA,NA,NA
"440",2015,"Qikiqtaruk",22,"H15SP9",NA,NA,"Salix pulchra",NA,NA,NA,NA
"441",2015,"Qikiqtaruk",73.5,"H15SR1",372,NA,"Salix richardsonii",NA,NA,NA,NA
"442",2015,"Qikiqtaruk",42,"H15SR10",209,NA,"Salix richardsonii",NA,NA,NA,NA
"443",2015,"Qikiqtaruk",26,"H15SR11",157,NA,"Salix richardsonii",NA,NA,NA,NA
"444",2015,"Qikiqtaruk",36,"H15SR12",280,NA,"Salix richardsonii",NA,NA,NA,NA
"445",2015,"Qikiqtaruk",22,"H15SR13",226,NA,"Salix richardsonii",NA,NA,NA,NA
"446",2015,"Qikiqtaruk",26,"H15SR14",160,NA,"Salix richardsonii",NA,NA,NA,NA
"447",2015,"Qikiqtaruk",42,"H15SR15",340,NA,"Salix richardsonii",NA,NA,NA,NA
"448",2015,"Qikiqtaruk",54,"H15SR16",348,NA,"Salix richardsonii",NA,NA,NA,NA
"449",2015,"Qikiqtaruk",59,"H15SR17",281,NA,"Salix richardsonii",NA,NA,NA,NA
"450",2015,"Qikiqtaruk",54,"H15SR18",NA,NA,"Salix richardsonii",NA,NA,NA,NA
"451",2015,"Qikiqtaruk",38,"H15SR19",181,NA,"Salix richardsonii",NA,NA,NA,NA
"452",2015,"Qikiqtaruk",45,"H15SR2",380,NA,"Salix richardsonii",NA,NA,NA,NA
"453",2015,"Qikiqtaruk",36,"H15SR20",201,NA,"Salix richardsonii",NA,NA,NA,NA
"454",2015,"Qikiqtaruk",48,"H15SR21",193,NA,"Salix richardsonii",NA,NA,NA,NA
"455",2015,"Qikiqtaruk",34,"H15SR22",380,NA,"Salix richardsonii",NA,NA,NA,NA
"456",2015,"Qikiqtaruk",31,"H15SR23",379,NA,"Salix richardsonii",NA,NA,NA,NA
"457",2015,"Qikiqtaruk",44,"H15SR24",NA,NA,"Salix richardsonii",NA,NA,NA,NA
"458",2015,"Qikiqtaruk",40,"H15SR25",208,NA,"Salix richardsonii",NA,NA,NA,NA
"459",2015,"Qikiqtaruk",59,"H15SR26",412,NA,"Salix richardsonii",NA,NA,NA,NA
"460",2015,"Qikiqtaruk",41,"H15SR27",178,NA,"Salix richardsonii",NA,NA,NA,NA
"461",2015,"Qikiqtaruk",48,"H15SR28",229,NA,"Salix richardsonii",NA,NA,NA,NA
"462",2015,"Qikiqtaruk",51,"H15SR29",400,NA,"Salix richardsonii",NA,NA,NA,NA
"463",2015,"Qikiqtaruk",40,"H15SR3",161,NA,"Salix richardsonii",NA,NA,NA,NA
"464",2015,"Qikiqtaruk",39,"H15SR30",106,NA,"Salix richardsonii",NA,NA,NA,NA
"465",2015,"Qikiqtaruk",33,"H15SR4",327,NA,"Salix richardsonii",NA,NA,NA,NA
"466",2015,"Qikiqtaruk",44,"H15SR5",366,NA,"Salix richardsonii",NA,NA,NA,NA
"467",2015,"Qikiqtaruk",48,"H15SR6",208,NA,"Salix richardsonii",NA,NA,NA,NA
"468",2015,"Qikiqtaruk",29,"H15SR7",218,NA,"Salix richardsonii",NA,NA,NA,NA
"469",2015,"Qikiqtaruk",59,"H15SR8",261,NA,"Salix richardsonii",NA,NA,NA,NA
"470",2015,"Qikiqtaruk",31,"H15SR9",246,NA,"Salix richardsonii",NA,NA,NA,NA
"471",2015,"Kluane",84,"K15PSP10",196,NA,"Salix pulchra",NA,NA,NA,NA
"472",2015,"Kluane",73,"K15PSP6",161,NA,"Salix pulchra",NA,NA,NA,NA
"473",2015,"Kluane",44,"K15PSP7",68,NA,"Salix pulchra",NA,NA,NA,NA
"474",2015,"Kluane",69,"K15PSP8",142,NA,"Salix pulchra",NA,NA,NA,NA
"475",2015,"Kluane",78,"K15PSP9",150,NA,"Salix pulchra",NA,NA,NA,NA
"476",2015,"Kluane",44,"KPSP11",155,NA,"Salix pulchra",NA,NA,NA,NA
"477",2015,"Kluane",76,"KPSP12",304,NA,"Salix pulchra",NA,NA,NA,NA
"478",2015,"Kluane",76,"KPSP13",178,NA,"Salix pulchra",NA,NA,NA,NA
"479",2015,"Kluane",137,"KPSP14",197,NA,"Salix pulchra",NA,NA,NA,NA
"480",2015,"Kluane",132,"KPSP15",253,NA,"Salix pulchra",NA,NA,NA,NA
"481",2015,"Kluane",81,"K15PSR10",1981,NA,"Salix richardsonii",NA,NA,NA,NA
"482",2015,"Kluane",63,"K15PSR11",165,NA,"Salix richardsonii",NA,NA,NA,NA
"483",2015,"Kluane",48,"K15PSR12",167,NA,"Salix richardsonii",NA,NA,NA,NA
"484",2015,"Kluane",71,"K15PSR14",171,NA,"Salix richardsonii",NA,NA,NA,NA
"485",2015,"Kluane",88,"K15PSR6",306,NA,"Salix richardsonii",NA,NA,NA,NA
"486",2015,"Kluane",78,"K15PSR8",167,NA,"Salix richardsonii",NA,NA,NA,NA
"487",2015,"Kluane",72,"K15PSR9",212,NA,"Salix richardsonii",NA,NA,NA,NA
"488",2015,"Kluane",34,"K15SSR1",46,NA,"Salix richardsonii",NA,NA,NA,NA
"489",2015,"Kluane",49,"K15SSR2",127,NA,"Salix richardsonii",NA,NA,NA,NA
"490",2015,"Kluane",76,"K15SSR3",167,NA,"Salix richardsonii",NA,NA,NA,NA
"491",2015,"Kluane",58,"K15SSR4",106,NA,"Salix richardsonii",NA,NA,NA,NA
"492",2015,"Kluane",28,"K15SSR5",64,NA,"Salix richardsonii",NA,NA,NA,NA
"493",2015,"Kluane",66,"K15SSR6",185,NA,"Salix richardsonii",NA,NA,NA,NA
"494",2015,"Kluane",71,"K15SSR7",117,NA,"Salix richardsonii",NA,NA,NA,NA
"495",2015,"Kluane",51,"K15SSR9",129,NA,"Salix richardsonii",NA,NA,NA,NA
"496",2015,"Kluane",47,"K15ESP1",290,NA,"Salix pulchra",NA,NA,NA,NA
"497",2015,"Kluane",47,"K15ESP10",247,NA,"Salix pulchra",NA,NA,NA,NA
"498",2015,"Kluane",49,"K15ESP2",345,NA,"Salix pulchra",NA,NA,NA,NA
"499",2015,"Kluane",58,"K15ESP3",177,NA,"Salix pulchra",NA,NA,NA,NA
"500",2015,"Kluane",58,"K15ESP4",193,NA,"Salix pulchra",NA,NA,NA,NA
"501",2015,"Kluane",43,"K15ESP5",259,NA,"Salix pulchra",NA,NA,NA,NA
"502",2015,"Kluane",44,"K15ESP7",202,NA,"Salix pulchra",NA,NA,NA,NA
"503",2015,"Kluane",40,"K15ESP8",258,NA,"Salix pulchra",NA,NA,NA,NA
"504",2015,"Kluane",28,"K15ESP9",152,NA,"Salix pulchra",NA,NA,NA,NA
"505",2015,"Kluane",196,"K15PSP1",262,NA,"Salix pulchra",NA,NA,NA,NA
"506",2015,"Kluane",205,"K15PSP2",210,NA,"Salix pulchra",NA,NA,NA,NA
"507",2015,"Kluane",106,"K15PSP3",130,NA,"Salix pulchra",NA,NA,NA,NA
"508",2015,"Kluane",120,"K15PSP5",70,NA,"Salix pulchra",NA,NA,NA,NA
"509",2015,"Kluane",150,"K15PSR1",525,NA,"Salix richardsonii",NA,NA,NA,NA
"510",2015,"Kluane",145,"K15PSR2",440,NA,"Salix richardsonii",NA,NA,NA,NA
"511",2015,"Kluane",66,"K15PSR3",310,NA,"Salix richardsonii",NA,NA,NA,NA
"512",2015,"Kluane",188,"K15PSR4",490,NA,"Salix richardsonii",NA,NA,NA,NA
"513",2015,"Kluane",102,"K15PSR5",315,NA,"Salix richardsonii",NA,NA,NA,NA
"514",2014,"Kluane",107.4,"KP-SR 1",306.5,NA,"Salix richardsonii",NA,NA,NA,NA
"515",2014,"Kluane",136.1,"KP-SR 10",NA,NA,"Salix richardsonii",NA,NA,NA,NA
"516",2014,"Kluane",142.7,"KP-SR 2",308.1,NA,"Salix richardsonii",NA,NA,NA,NA
"517",2014,"Kluane",76.2,"KP-SR 4",226,NA,"Salix richardsonii",NA,NA,NA,NA
"518",2014,"Kluane",98.2,"KP-SR 5",146.6,NA,"Salix richardsonii",NA,NA,NA,NA
"519",2014,"Kluane",149.8,"KP-SR 6",NA,NA,"Salix richardsonii",NA,NA,NA,NA
"520",2014,"Kluane",195.5,"KP-SR 7",NA,NA,"Salix richardsonii",NA,NA,NA,NA
"521",2014,"Kluane",130.1,"KP-SR 8",266.4,NA,"Salix richardsonii",NA,NA,NA,NA
"522",2014,"Kluane",138.9,"KP-SR 9",33.16,NA,"Salix richardsonii",NA,NA,NA,NA
"523",2014,"Qikiqtaruk",42.5,"HER-SP 1",273.6,NA,"Salix pulchra",NA,NA,NA,NA
"524",2014,"Qikiqtaruk",31.9,"HER-SP 10",197,NA,"Salix pulchra",NA,NA,NA,NA
"525",2014,"Qikiqtaruk",34.1,"HER-SP 11",213.6,NA,"Salix pulchra",NA,NA,NA,NA
"526",2014,"Qikiqtaruk",37.5,"HER-SP 12",270.4,NA,"Salix pulchra",NA,NA,NA,NA
"527",2014,"Qikiqtaruk",57.2,"HER-SP 13",NA,NA,"Salix pulchra",NA,NA,NA,NA
"528",2014,"Qikiqtaruk",44.9,"HER-SP 14",NA,NA,"Salix pulchra",NA,NA,NA,NA
"529",2014,"Qikiqtaruk",33.4,"HER-SP 15",407,NA,"Salix pulchra",NA,NA,NA,NA
"530",2014,"Qikiqtaruk",55.3,"HER-SP 16",NA,NA,"Salix pulchra",NA,NA,NA,NA
"531",2014,"Qikiqtaruk",34.1,"HER-SP 17",314.5,NA,"Salix pulchra",NA,NA,NA,NA
"532",2014,"Qikiqtaruk",33.6,"HER-SP 18",292.2,NA,"Salix pulchra",NA,NA,NA,NA
"533",2014,"Qikiqtaruk",45.5,"HER-SP 19",NA,NA,"Salix pulchra",NA,NA,NA,NA
"534",2014,"Qikiqtaruk",37.5,"HER-SP 2",481.1,NA,"Salix pulchra",NA,NA,NA,NA
"535",2014,"Qikiqtaruk",39.5,"HER-SP 20",204.2,NA,"Salix pulchra",NA,NA,NA,NA
"536",2014,"Qikiqtaruk",38.1,"HER-SP 21",NA,NA,"Salix pulchra",NA,NA,NA,NA
"537",2014,"Qikiqtaruk",32.2,"HER-SP 22",307.4,NA,"Salix pulchra",NA,NA,NA,NA
"538",2014,"Qikiqtaruk",27.5,"HER-SP 23",NA,NA,"Salix pulchra",NA,NA,NA,NA
"539",2014,"Qikiqtaruk",37.2,"HER-SP 24",226,NA,"Salix pulchra",NA,NA,NA,NA
"540",2014,"Qikiqtaruk",36.8,"HER-SP 25",137.3,NA,"Salix pulchra",NA,NA,NA,NA
"541",2014,"Qikiqtaruk",43.4,"HER-SP 26",145.1,NA,"Salix pulchra",NA,NA,NA,NA
"542",2014,"Qikiqtaruk",30,"HER-SP 27",226.1,NA,"Salix pulchra",NA,NA,NA,NA
"543",2014,"Qikiqtaruk",34,"HER-SP 28",291,NA,"Salix pulchra",NA,NA,NA,NA
"544",2014,"Qikiqtaruk",27.7,"HER-SP 29",441.3,NA,"Salix pulchra",NA,NA,NA,NA
"545",2014,"Qikiqtaruk",32.3,"HER-SP 3",268,NA,"Salix pulchra",NA,NA,NA,NA
"546",2014,"Qikiqtaruk",32.9,"HER-SP 30",350.9,NA,"Salix pulchra",NA,NA,NA,NA
"547",2014,"Qikiqtaruk",31.8,"HER-SP 4",263,NA,"Salix pulchra",NA,NA,NA,NA
"548",2014,"Qikiqtaruk",31.6,"HER-SP 5",115.5,NA,"Salix pulchra",NA,NA,NA,NA
"549",2014,"Qikiqtaruk",38.4,"HER-SP 6",390,NA,"Salix pulchra",NA,NA,NA,NA
"550",2014,"Qikiqtaruk",29.9,"HER-SP 7",NA,NA,"Salix pulchra",NA,NA,NA,NA
"551",2014,"Qikiqtaruk",29.3,"HER-SP 8",291.7,NA,"Salix pulchra",NA,NA,NA,NA
"552",2014,"Qikiqtaruk",38.4,"HER-SP 9",284.3,NA,"Salix pulchra",NA,NA,NA,NA
