Sample_ID,Match,Species,Sample_location,Sample_location_full,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Year_dead,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Survived_2021,Bed,Row,Column,Notes,Field_notes,Data_notes
KP16Sr50,KP16SR50,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,143,165,215,51.8,7.3,6.8,NA,11.5,13.1,NA,Female,37.5,19.1,NA,2016,NA,NA,NA,0,0,0,0,0,7,1,7,NA,,
KP16Sr54,KP16SR54,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,66,123,114,20,70,81,NA,165,183,NA,Unknown,28.1,7.7,NA,2016,NA,NA,NA,0,0,0,0,0,13,2,7,NA,,
KP16Sr56,KP16SR56,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,102,189,197,36.8,5.3,5.8,NA,12.2,12.1,NA,Unknown,46.6,9.6,NA,2016,NA,NA,NA,0,0,0,0,0,16,5,2,NA,,
KP16Sr59,KP16SR59,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,96,119,66,27.1,5.9,4.3,NA,4.3,6.1,NA,Unknown,45.9,15.9,NA,2016,NA,NA,NA,0,0,0,0,0,16,2,2,NA,,
KP16Sr6,KP16SR6,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,70,78,92,14.1,NA,NA,NA,NA,NA,NA,Unknown,40.1,9.6,NA,2016,NA,NA,NA,0,0,0,0,0,13,5,2,NA,,
KP16Sr7,KP16SR7,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,54,102,139,18.1,NA,NA,NA,NA,NA,NA,Unknown,29.9,10.8,NA,2016,NA,NA,NA,0,0,0,0,0,13,4,2,NA,,
KP16Sr8,KP16SR8,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,58,131,81,29.4,NA,NA,NA,NA,NA,NA,Unknown,35.7,12.4,NA,2016,NA,NA,NA,0,0,0,0,0,13,3,2,NA,,
KP16Sr9,KP16SR9,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,16/07/2006,16/08/2008,2016,86,104,71,25.6,NA,NA,NA,NA,NA,NA,Unknown,33.8,7.5,NA,2016,NA,NA,NA,0,0,0,0,0,13,2,2,NA,,
PC16CESa1,PC16CESa1,Salix arctica,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,5,NA,NA,11.2,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,10,5,5,NA,,
PC16CESa3,PC16CESa3,Salix arctica,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,4,96,51,8.6,NA,NA,NA,NA,NA,NA,Male,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,10,3,5,NA,,
PC16CESa4,PC16CESa4,Salix arctica,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,4,99,60,2.5,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,10,2,5,NA,,
PC16CESa5,PC16CESa5,Salix arctica,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,5,63,54,10,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,10,1,5,NA,,
PC16CESp1,PC16CESp1,Salix pulchra,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,68,108,82,20.4,NA,NA,NA,NA,NA,NA,Female,34.4,8.6,NA,2016,NA,NA,NA,0,0,0,0,0,1,5,7,NA,,
PC16CESp10,PC16CESp10,Salix pulchra,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,61,251,209,30,NA,NA,NA,NA,NA,NA,Female,24.8,8.8,NA,2016,NA,NA,NA,0,0,0,0,0,8,6,7,NA,,
PC16CESp2,PC16CESp2,Salix pulchra,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,41,130,143,16.3,NA,NA,NA,NA,NA,NA,Male,35.3,11.9,NA,2016,NA,NA,NA,0,0,0,0,0,1,4,7,NA,,
PC16CESp3,PC16CESp3,Salix pulchra,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,96,329,238,29.9,NA,NA,NA,NA,NA,NA,Male,34.3,11.4,NA,2016,NA,NA,NA,0,0,0,0,0,1,3,7,NA,,
PC16CESp4,PC16CESp4,Salix pulchra,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,14,75,68,8,NA,NA,NA,NA,NA,NA,Unknown,33.5,8.6,NA,2016,NA,NA,NA,0,0,0,0,0,1,2,7,NA,,
PC16CESp5,PC16CESp5,Salix pulchra,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,34,128,99,11,NA,NA,NA,NA,NA,NA,Unknown,38.3,11.1,NA,2016,NA,NA,NA,0,0,0,0,0,1,1,7,NA,,
PC16CESp6,PC16CESp6,Salix pulchra,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,69,145,177,18,NA,NA,NA,NA,NA,NA,Male,22.6,8.8,NA,2016,NA,NA,NA,0,0,0,0,0,8,6,3,NA,,
PC16CESp8,PC16CESp8,Salix pulchra,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,40,306,217,22,NA,NA,NA,NA,NA,NA,Female,29.9,9.7,NA,2016,NA,NA,NA,0,0,0,0,0,8,6,5,NA,,
PC16CESp9,PC16CESp9,Salix pulchra,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,38,105,83,12,NA,NA,NA,NA,NA,NA,Unknown,25,9.2,NA,2016,NA,NA,NA,0,0,0,0,0,8,6,6,NA,,
PC16CESr1,PC16CESr1,Salix richardsonii,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,75,181,197,20.7,NA,NA,NA,NA,NA,NA,Female,32.2,11,NA,2016,NA,NA,NA,0,0,0,0,0,13,5,4,NA,,
PC16CESr10,PC16CESr10,Salix richardsonii,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,46,88,86,33,NA,NA,NA,NA,NA,NA,Female,28.9,11.2,NA,2016,NA,NA,NA,0,0,0,0,0,7,2,2,NA,,
PC16CESr2,PC16CESr2,Salix richardsonii,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,67,138,148,22.4,NA,NA,NA,NA,NA,NA,Unknown,36.6,10.4,NA,2016,NA,NA,NA,0,0,0,0,0,13,4,4,NA,,
PC16CESr3,PC16CESr3,Salix richardsonii,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,59,172,178,33.5,NA,NA,NA,NA,NA,NA,Male,37.9,11.7,NA,2016,NA,NA,NA,0,0,0,0,0,13,3,4,NA,,
PC16CESr4,PC16CESr4,Salix richardsonii,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,46,114,114,40,NA,NA,NA,NA,NA,NA,Female,21.5,11.8,NA,2016,NA,NA,NA,0,0,0,0,0,13,2,4,NA,,
PC16CESr5,PC16CESr5,Salix richardsonii,Kluane,Pika Camp,16/06/1930,16/07/2002,16/08/2008,2016,28,28,24,100,NA,NA,NA,NA,NA,NA,Unknown,22.2,11.7,NA,2016,NA,NA,NA,0,0,0,0,0,13,1,4,NA,,
PC16CESr6,PC16CESr6,Salix richardsonii,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,42,41,34,11,NA,NA,NA,NA,NA,NA,Unknown,29,10.8,NA,2016,NA,NA,NA,0,0,0,0,0,7,6,2,NA,,
PC16CESr7,PC16CESr7,Salix richardsonii,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,32,35,33,8,NA,NA,NA,NA,NA,NA,Female,19.2,9.9,NA,2016,NA,NA,NA,0,0,0,0,0,7,5,2,NA,,
PC16CESr8,PC16CESr8,Salix richardsonii,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,41,41,20,9,NA,NA,NA,NA,NA,NA,Unknown,31.4,5.5,NA,2016,NA,NA,NA,0,0,0,0,0,7,4,2,NA,,
PC16CESr9,PC16CESr9,Salix richardsonii,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,25,70,62,9,NA,NA,NA,NA,NA,NA,Unknown,26.6,9.4,NA,2016,NA,NA,NA,0,0,0,0,0,7,3,2,NA,,
PC16CWSa1,PC16CWSa1,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,5.6,NA,NA,11,NA,NA,NA,NA,NA,NA,Unknown,35.4,5.6,NA,2016,NA,NA,NA,0,0,0,0,0,10,5,3,NA,,
PC16CWSa2,PC16CWSa2,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,12,NA,NA,8,NA,NA,NA,NA,NA,NA,Unknown,20.9,6.9,NA,2016,NA,NA,NA,0,0,0,0,0,10,4,3,NA,,
PC16CWSa3,PC16CWSa3,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,6,NA,NA,5,NA,NA,NA,NA,NA,NA,Unknown,19.2,8,NA,2016,NA,NA,NA,0,0,0,0,0,10,3,3,NA,,
PC16CWSa4,PC16CWSa4,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,6,NA,NA,10,NA,NA,NA,NA,NA,NA,Female,14.6,10.6,NA,2016,NA,NA,NA,0,0,0,0,0,10,2,3,NA,,
PC16CWSa5,PC16CWSa5,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,9,NA,NA,14,NA,NA,NA,NA,NA,NA,Unknown,21.8,12.9,NA,2016,NA,NA,NA,0,0,0,0,0,10,1,3,NA,,
PC16CWSp10,PC16CWSp10,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,51,124,96,14,NA,NA,NA,NA,NA,NA,Unknown,34.4,15.2,NA,2016,NA,NA,NA,0,0,0,0,0,9,1,1,NA,,
PC16CWSp2,PC16CWSp2,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,83,213,256,25.4,NA,NA,NA,NA,NA,NA,Unknown,421.7,9.2,NA,2016,NA,NA,NA,0,0,0,0,0,9,4,4,NA,,
PC16CWSp3,PC16CWSp3,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,56,183,171,35.5,NA,NA,NA,NA,NA,NA,Unknown,32.7,8.4,NA,2016,NA,NA,NA,0,0,0,0,0,9,3,4,NA,,
PC16CWSp4,PC16CWSp4,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,67,242,205,19,NA,NA,NA,NA,NA,NA,Unknown,36.3,7.4,NA,2016,NA,NA,NA,0,0,0,0,0,9,2,4,NA,,
PC16CWSp5,PC16CWSp5,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,41,80,40,22.5,NA,NA,NA,NA,NA,NA,Unknown,21.7,7.6,NA,2016,NA,NA,NA,0,0,0,0,0,9,1,4,NA,,
PC16CWSp8,PC16CWSp8,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,56,72,63,16,NA,NA,NA,NA,NA,NA,Male,27.1,12.7,NA,2016,NA,NA,NA,0,0,0,0,0,9,3,1,NA,,
PC16CWSr1,PC16CWSr1,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,111,330,328,64.8,NA,NA,NA,NA,NA,NA,Male,35.4,9.4,NA,2016,NA,NA,NA,0,0,0,0,0,16,5,3,NA,,
PC16CWSr10,PC16CWSr10,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,78,80,84,21,NA,NA,NA,NA,NA,NA,Unknown,28.1,10.2,NA,2016,NA,NA,NA,0,0,0,0,0,4,5,7,NA,,
PC16CWSr2,PC16CWSr2,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,96,160,131,22.9,NA,NA,NA,NA,NA,NA,Female,34.2,11.3,NA,2016,NA,NA,NA,0,0,0,0,0,16,4,3,NA,,
PC16CWSr3,PC16CWSr3,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,83,174,112,25.6,NA,NA,NA,NA,NA,NA,Male,31.4,10.4,NA,2016,NA,NA,NA,0,0,0,0,0,16,3,3,NA,,
PC16CWSr4,PC16CWSr4,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,47,32,36,8.2,NA,NA,NA,NA,NA,NA,Unknown,29.6,8.3,NA,2016,NA,NA,NA,0,0,0,0,0,16,2,3,NA,,
PC16CWSr5,PC16CWSr5,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,38,102,58,13.5,NA,NA,NA,NA,NA,NA,Unknown,33.1,8.5,NA,2016,NA,NA,NA,0,0,0,0,0,16,1,3,NA,,
PC16CWSr6,PC16CWSr6,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,50,91,99,19.1,NA,NA,NA,NA,NA,NA,Unknown,25.6,9.5,NA,2016,NA,NA,NA,0,0,0,0,0,4,5,3,NA,,
PC16CWSr7,PC16CWSr7,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,64,111,68,19,NA,NA,NA,NA,NA,NA,Unknown,36.1,10.7,NA,2016,NA,NA,NA,0,0,0,0,0,4,5,4,NA,,
PC16CWSr8,PC16CWSr8,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,52,41,32,17,NA,NA,NA,NA,NA,NA,Unknown,16.2,7.8,NA,2016,NA,NA,NA,0,0,0,0,0,4,5,5,NA,,
PC16CWSr9,PC16CWSr9,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,76,78,59,18,NA,NA,NA,NA,NA,NA,Unknown,32.7,12.2,NA,2016,NA,NA,NA,0,0,0,0,0,4,5,6,NA,,
PC16PVSa1,PC16PVSa1,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,12,45,18,11.1,NA,NA,NA,NA,NA,NA,Unknown,21.9,9.3,NA,2016,NA,NA,NA,0,0,0,0,0,15,5,3,NA,,
PC16PVSa2,PC16PVSa2,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,12,60,60,8.7,NA,NA,NA,NA,NA,NA,Male,20.3,9.2,NA,2016,NA,NA,NA,0,0,0,0,0,15,4,3,NA,,
PC16PVSa3,PC16PVSa3,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,12,60,60,8.7,NA,NA,NA,NA,NA,NA,Male,15.6,5.3,NA,2016,NA,NA,NA,0,0,0,0,0,15,3,3,NA,,
PC16PVSa4,PC16PVSa4,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,21,197,281,16.5,NA,NA,NA,NA,NA,NA,Female,19.8,9.4,NA,2016,NA,NA,NA,0,0,0,0,0,15,2,3,NA,,
PC16PVSa5,PC16PVSa5,Salix arctica,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2009,2016,20,95,57,11.8,NA,NA,NA,NA,NA,NA,Female,23.4,11.2,NA,2016,NA,NA,NA,0,0,0,0,0,15,1,3,NA,,
PC16PVSp1,PC16PVSp1,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,143,68,163,38.6,NA,NA,NA,NA,NA,NA,Male,35.4,11.4,NA,2016,NA,NA,NA,0,0,0,0,0,14,5,3,NA,,
PC16PVSp10,PC16PVSp10,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,51,116,72,18.6,NA,NA,NA,NA,NA,NA,Unknown,29,8.9,NA,2016,NA,NA,NA,0,0,0,0,0,9,1,6,NA,,
PC16PVSp2,PC16PVSp2,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,87,174,185,24.4,NA,NA,NA,NA,NA,NA,Unknown,17,9.2,NA,2016,NA,NA,NA,0,0,0,0,0,14,4,3,NA,,
PC16PVSp3,PC16PVSp3,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,109,44,153,17,NA,NA,NA,NA,NA,NA,Male,23.4,11.5,NA,2016,NA,NA,NA,0,0,0,0,0,14,3,3,NA,,
PC16PVSp4,PC16PVSp4,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,40,389,152,21.2,NA,NA,NA,NA,NA,NA,Unknown,35.2,11.8,NA,2016,NA,NA,NA,0,0,0,0,0,14,2,3,NA,,
PC16PVSp5,PC16PVSp5,Salix pulchra,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,86,214,236,97.2,NA,NA,NA,NA,NA,NA,Male,36,9.6,NA,2016,NA,NA,NA,0,0,0,0,0,14,1,3,NA,,
PC16PVSp6,PC16PVSp6,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,78,209,223,45.1,NA,NA,NA,NA,NA,NA,Unknown,37.2,8.2,NA,2016,NA,NA,NA,0,0,0,0,0,9,5,6,NA,,
PC16PVSp7,PC16PVSp7,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,67,168,152,19.4,NA,NA,NA,NA,NA,NA,Female,40.9,11.4,NA,2016,NA,NA,NA,0,0,0,0,0,9,4,6,NA,,
PC16PVSp9,PC16PVSp9,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,94,123,143,16.4,NA,NA,NA,NA,NA,NA,Unknown,36.5,8,NA,2016,NA,NA,NA,0,0,0,0,0,9,2,6,NA,,
PC16PVSr1,PC16PVSr1,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,148,147,103,34.1,NA,NA,NA,NA,NA,NA,Female,29.9,10.3,NA,2016,NA,NA,NA,0,0,0,0,0,16,5,1,NA,,
PC16PVSr10,PC16PVSr10,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,107,83,61,19,NA,NA,NA,NA,NA,NA,Unknown,35.8,9.8,NA,2016,NA,NA,NA,0,0,0,0,0,2,1,1,NA,,
PC16PVSr2,PC16PVSr2,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,124,154,117,50.3,NA,NA,NA,NA,NA,NA,Male,40.4,10.8,NA,2016,NA,NA,NA,0,0,0,0,0,16,4,1,NA,,
PC16PVSr3,PC16PVSr3,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,22,46,62,10.4,NA,NA,NA,NA,NA,NA,Unknown,30.5,7.5,NA,2016,NA,NA,NA,0,0,0,0,0,16,3,1,NA,,
PC16PVSr4,PC16PVSr4,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,174,183,226,69.6,NA,NA,NA,NA,NA,NA,Male,28.5,9.4,NA,2016,NA,NA,NA,0,0,0,0,0,16,2,1,NA,,
PC16PVSr5,PC16PVSr5,Salix richardsonii,Kluane,Pika Camp,16/06/2029,16/07/2002,16/08/2008,2016,100,224,137,47,NA,NA,NA,NA,NA,NA,Female,43.5,10.6,NA,2016,NA,NA,NA,0,0,0,0,0,16,1,1,NA,,
PC16PVSr6,PC16PVSr6,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,108,215,152,38.7,NA,NA,NA,NA,NA,NA,Female,34.8,10.6,NA,2016,NA,NA,NA,0,0,0,0,0,2,5,1,NA,,
PC16PVSr7,PC16PVSr7,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,81,222,108,33.3,NA,NA,NA,NA,NA,NA,Male,33.5,11.6,NA,2016,NA,NA,NA,0,0,0,0,0,2,4,1,NA,,
PC16PVSr8,PC16PVSr8,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,76,235,154,24.7,NA,NA,NA,NA,NA,NA,Female,39.5,8.4,NA,2016,NA,NA,NA,0,0,0,0,0,2,3,1,NA,,
PC16PVSr9,PC16PVSr9,Salix richardsonii,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,69,86,46,17.9,NA,NA,NA,NA,NA,NA,Male,40.3,10.9,NA,2016,NA,NA,NA,0,0,0,0,0,2,2,1,NA,,
PP16MSa2,PP16MSa2,Salix arctica,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,7,NA,NA,6,NA,NA,NA,NA,NA,NA,Unknown,8.8,6.8,NA,2016,NA,NA,NA,0,0,0,0,0,10,4,2,NA,,
PP16MSa3,PP16MSa3,Salix arctica,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,7,NA,NA,8,NA,NA,NA,NA,NA,NA,Female,5.3,7.9,NA,2016,NA,NA,NA,0,0,0,0,0,10,3,2,NA,,
PP16MSa4,PP16MSa4,Salix arctica,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,8,NA,NA,4,NA,NA,NA,NA,NA,NA,Unknown,20.6,5.1,NA,2016,NA,NA,NA,0,0,0,0,0,10,2,2,NA,,
PP16TSp1,PP16TSP1,Salix pulchra,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,48,162,151,17,NA,NA,NA,NA,NA,NA,Unknown,32.1,9.7,NA,2016,NA,NA,NA,0,0,0,0,0,8,6,1,NA,,
PP16TSp10,PP16TSp10,Salix pulchra,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,64,104,62,18,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,3,1,1,NA,,
PP16TSp2,PP16TSP2,Salix pulchra,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,44,84,108,13,NA,NA,NA,NA,NA,NA,Unknown,30.3,8.9,NA,2016,NA,NA,NA,0,0,0,0,0,8,5,1,NA,,
PP16TSp3,PP16TSP3,Salix pulchra,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,27,168,89,12,NA,NA,NA,NA,NA,NA,Unknown,28.1,8.8,NA,2016,NA,NA,NA,0,0,0,0,0,8,4,1,NA,,
PP16TSp4,PP16TSP4,Salix pulchra,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,23,77,43,10,NA,NA,NA,NA,NA,NA,Unknown,32,10.1,NA,2016,NA,NA,NA,0,0,0,0,0,8,3,1,NA,,
PP16TSp5,PP16TSP5,Salix pulchra,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,22,91,20,6,NA,NA,NA,NA,NA,NA,Unknown,22.7,6.7,NA,2016,NA,NA,NA,0,0,0,0,0,8,2,1,NA,,
PP16TSp6,PP16TSp6,Salix pulchra,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,45,131,59,10,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,3,5,1,NA,,
PP16TSp8,PP16TSp8,Salix pulchra,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,58,141,103,29,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,3,3,1,NA,,
PP16TSp9,PP16TSp9,Salix pulchra,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,33,226,141,22,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,2016,NA,NA,NA,0,0,0,0,0,3,2,1,NA,,
PP16TSr1,PP16TSR1,Salix richardsonii,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,29,88,32,7,NA,NA,NA,NA,NA,NA,Unknown,29.7,8.7,NA,2016,NA,NA,NA,0,0,0,0,0,13,5,6,NA,,
PP16TSr10,PP16TSr10,Salix richardsonii,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,36,65,32,19,NA,NA,NA,NA,NA,NA,Unknown,33.7,12.4,NA,2016,NA,NA,NA,0,0,0,0,0,4,1,1,NA,,
PP16TSr2,PP16TSR2,Salix richardsonii,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,27,54,49,12,NA,NA,NA,NA,NA,NA,Unknown,27.5,6.2,NA,2016,NA,NA,NA,0,0,0,0,0,13,4,6,NA,,
PP16TSr3,PP16TSR3,Salix richardsonii,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,29,49,30,8,NA,NA,NA,NA,NA,NA,Unknown,26.4,12.6,NA,2016,NA,NA,NA,0,0,0,0,0,13,3,6,NA,,
PP16TSr4,PP16TSR4,Salix richardsonii,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,14,56,35,21,NA,NA,NA,NA,NA,NA,Unknown,29.5,9.4,NA,2016,NA,NA,NA,0,0,0,0,0,13,2,6,NA,,
PP16TSr5,PP16TSR5,Salix richardsonii,Kluane,Printers Pass,16/07/2001,16/07/2002,16/08/2008,2016,42,89,32,11,NA,NA,NA,NA,NA,NA,Unknown,30.9,10,NA,2016,NA,NA,NA,0,0,0,0,0,13,1,6,NA,,
PP16TSr6,PP16TSr6,Salix richardsonii,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,55,86,50,24,NA,NA,NA,NA,NA,NA,Unknown,33.2,17.2,NA,2016,NA,NA,NA,0,0,0,0,0,4,5,1,NA,,
PP16TSr7,PP16TSr7,Salix richardsonii,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,31,79,66,18,NA,NA,NA,NA,NA,NA,Unknown,30.5,13.7,NA,2016,NA,NA,NA,0,0,0,0,0,4,4,1,NA,,
PP16TSr8,PP16TSr8,Salix richardsonii,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,35,94,89,17,NA,NA,NA,NA,NA,NA,Unknown,32.2,11.6,NA,2016,NA,NA,NA,0,0,0,0,0,4,3,1,NA,,
PP16TSr9,PP16TSr9,Salix richardsonii,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,41,80,56,18,NA,NA,NA,NA,NA,NA,Unknown,27.9,12.4,NA,2016,NA,NA,NA,0,0,0,0,0,4,2,1,NA,,
H17Sa14,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,6.5,NA,NA,NA,43.1,28.5,41.7,11.5,27.9,10.4,Unknown,33.7,7.9,7,2020,NA,NA,NA,NA,1,1,1,0,15,4,4,NA,,
H17Sa3,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,7.5,NA,NA,NA,54.9,54.96,52.33,75.86,63.13,48.85,Unknown,34.1,7.09,8,2020,NA,NA,NA,NA,1,1,1,0,10,2,1,NA,,
H17Sr3,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,27,152,132,9,40,42,42,38,32,15,Unknown,32.7,10.7,20,2020,NA,NA,NA,NA,1,1,1,0,5,1,2,NA,,
KP17Sa1,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,4.8,16,16,4,NA,NA,NA,NA,NA,NA,Unknown,19,7.67,NA,2020,NA,NA,NA,NA,1,1,1,0,10,5,7,NA,,
