Sample_ID,Match,Species,Sample_location,Sample_location_full,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Year_dead,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Survived_2021,Bed,Row,Column,Notes,Field_notes,Data_notes
K15PSa10,K15PSa10,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,23,63,NA,0.7,NA,NA,NA,NA,NA,NA,NA,23,6,NA,Alive,NA,NA,1,1,1,1,1,1,12,1,4,NA,,
K15PSa11,K15PSa11,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,30,144,NA,0.8,NA,NA,NA,NA,NA,NA,NA,38,9,NA,Alive,NA,NA,1,1,1,1,1,1,12,5,6,NA,,
K15PSa12,K15PSa12,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,34,112,NA,1.2,NA,NA,NA,NA,NA,NA,NA,30,6,NA,Alive,NA,NA,1,1,1,1,1,1,12,4,6,NA,,
K15PSa15,K15PSa15,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,23,137,NA,1.4,NA,NA,NA,NA,NA,NA,NA,26,11,NA,Alive,NA,NA,1,1,1,1,1,1,12,1,6,NA,,
K15PSa2,K15PSa2,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,28,75,NA,0.9,NA,NA,NA,NA,NA,NA,NA,25,7,NA,Alive,NA,NA,1,1,1,1,1,1,12,4,2,NA,,
K15PSa7,K15PSa7,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,20.5,46,NA,0.7,NA,NA,NA,NA,NA,NA,NA,23,6,NA,Alive,NA,NA,1,1,1,1,1,1,12,4,4,NA,,
K15PSa9,K15PSa9,Salix arctica,Kluane,Kluane Plateau,15/08/2018,15/08/2018,15/08/2020,2015,26,162,NA,0.8,NA,NA,NA,NA,NA,NA,NA,28,7,NA,Alive,NA,NA,1,1,1,1,1,1,12,2,4,NA,,
K15SSr8,K15SSr8,Salix richardsonii,Kluane,Pika Camp,15/06/2028,15/06/2028,15/08/2018,2015,64,84,NA,1.4,NA,NA,NA,NA,NA,NA,NA,59.8,10.3,NA,Alive,NA,NA,1,1,1,1,1,1,2,1,3,NA,,
H15Sr29,H15SR29,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,51,400,NA,1.2,NA,NA,NA,NA,NA,NA,Female,52.6,9,13,Alive,NA,NA,1,1,1,1,0,1,4,3,6,NA,Came back to life? Alive in garden in 2021.,"Potentially could have been confused as dead, marked as ""dead"" in 2020."
H15Sa20,H15Sa20,Salix arctica,Qikiqtaruk,QHI,15/07/2025,15/07/2025,15/08/2020,2015,29.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,40,6,NA,Alive,NA,NA,1,1,1,0,0,1,12,1,7,NA,Came back to life? Alive in garden in 2021.,"Potentially could have been confused as dead, marked as ""gone"" in 2020."
H15Sp23,H15Sp23,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,26,NA,NA,0.8,NA,NA,NA,NA,NA,NA,Female,38.9,5,8,Alive,NA,NA,1,1,1,0,0,1,3,1,5,NA,Came back to life? Alive in garden in 2021.,"Potentially could have been confused as dead, marked as ""dead"" in 2020, marked as ""dead"" in 2019."
H15Sa14,H15Sa14,Salix arctica,Qikiqtaruk,QHI,15/07/2024,15/07/2024,15/08/2020,2015,5.6,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,36,5,NA,Alive,NA,NA,1,0,1,1,1,1,12,2,5,NA,Came back to life? Alive in garden in 2021.,"Potentially could have been confused as dead, marked as ""alive"" in 2020, some data from 2019, data from 2018, marked as ""dead"" in 2017."
HE16Sa14,HE16SA14,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2024,16/07/2025,16/08/2006,2016,12,39,35,5.1,NA,NA,NA,NA,NA,NA,Unknown,19.1,5.7,NA,Alive,NA,NA,NA,1,1,1,1,1,15,2,4,NA,,
HE16Sa3,HE16Sa3,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,8,172,83,10,NA,NA,NA,NA,NA,NA,Female,18.1,7,NA,Alive,NA,NA,NA,1,1,1,1,1,10,3,2,NA,,
HE16Sa6,HE16SA6,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,8,60,19,8,NA,NA,NA,NA,NA,NA,Unknown,20.2,7.7,NA,Alive,NA,NA,NA,1,1,1,1,1,15,5,2,NA,,
HE16Sa7,HE16SA7,Salix arctica,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,11,56,27,6,NA,NA,NA,NA,NA,NA,Unknown,27.6,6.1,NA,Alive,NA,NA,NA,1,1,1,1,1,15,4,2,NA,,
HE16Sp15,HE16SP15,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,19,111,72,7,43,41,NA,35,15,NA,Female,19.9,6.6,NA,Alive,NA,NA,NA,1,1,1,1,1,9,1,7,NA,,
HE16Sp17,HE16SP17,Salix pulchra,Qikiqtaruk,Qikiqtaruk,16/07/2023,16/07/2024,16/08/2006,2016,28.5,188,155,7.3,33,33,NA,40,42,NA,Female,30.4,7.4,NA,Alive,NA,NA,NA,1,1,1,1,1,14,4,1,NA,,
KP16Sa6,KP16Sa6,Salix arctica,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,5,55,40,7,NA,NA,NA,NA,NA,NA,Male,19.9,7.8,NA,Alive,NA,NA,NA,1,1,1,1,1,15,5,6,NA,,
KP16Sp24,KP16Sp24,Salix pulchra,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2009,2016,111,352,354,46.9,NA,NA,NA,NA,NA,NA,Female,28.8,11.1,NA,Alive,NA,NA,NA,1,1,1,1,1,9,2,1,NA,,
KP16Sp33,KP16Sp33,Salix pulchra,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,91,158,85,25,NA,NA,NA,NA,NA,NA,Unknown,45.4,16.6,NA,Alive,NA,NA,NA,1,1,1,1,1,8,4,5,NA,,
KP16Sp43,KP16SP43,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2008,2016,73,251,162,17,66,62,NA,87,263,NA,Unknown,47.5,8.3,NA,Alive,NA,NA,NA,1,1,1,1,1,6,2,3,NA,,
KP16Sp46,KP16SP46,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2008,2016,140,276,273,37,9.4,8.7,NA,12.6,18.7,NA,Female,42.9,10.3,NA,Alive,NA,NA,NA,1,1,1,1,1,6,2,6,NA,,
KP16Sp51,KP16SP51,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,150,146,121,26,75,77,NA,121,85,NA,Unknown,42.3,12.4,NA,Alive,NA,NA,NA,1,1,1,1,1,6,5,1,NA,,
KP16Sp52,KP16SP52,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,37,193,97,19,61,72,NA,110,140,NA,Unknown,35,8.1,NA,Alive,NA,NA,NA,1,1,1,1,1,6,4,1,NA,,
KP16Sp55,KP16SP55,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,40,76,65,9,45,51,NA,71,93,NA,Unknown,35.2,9.4,NA,Alive,NA,NA,NA,1,1,1,1,1,6,1,1,NA,,
KP16Sp56,KP16SP56,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,107,159,148,33,6.2,5.9,NA,8,3.1,NA,Unknown,41.2,10.8,NA,Alive,NA,NA,NA,1,1,1,1,1,14,5,2,NA,,
KP16Sp59,KP16SP59,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,41,146,102,15.2,4.9,4.6,NA,3.9,5.5,NA,Female,47.5,10.4,NA,Alive,NA,NA,NA,1,1,1,1,1,14,2,2,NA,,
KP16Sp60,KP16SP60,Salix pulchra,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,87,354,338,31.7,7.2,6.6,NA,9.8,13.4,NA,Female,37.8,18.6,NA,Alive,NA,NA,NA,1,1,1,1,1,14,1,2,NA,,
KP16Sr26,KP16Sr26,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2006,2016,87,124,130,40,NA,NA,NA,NA,NA,NA,Unknown,42.4,16,NA,Alive,NA,NA,NA,1,1,1,1,1,7,6,1,NA,,
KP16Sr27,KP16Sr27,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2006,2016,102,168,125,20,NA,NA,NA,NA,NA,NA,Female,41.7,16.6,NA,Alive,NA,NA,NA,1,1,1,1,1,7,5,1,NA,,
KP16Sr36,KP16Sr36,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2007,2016,83,130,77,32,NA,NA,NA,NA,NA,NA,Unknown,37.1,17.4,NA,Alive,NA,NA,NA,1,1,1,1,1,13,5,1,NA,,
KP16Sr37,KP16Sr37,Salix richardsonii,Kluane,Kluane Plateau,16/07/2005,NA,16/07/2007,2016,127,157,101,33,NA,NA,NA,NA,NA,NA,Unknown,49.3,15.1,NA,Alive,NA,NA,NA,1,1,1,1,1,13,4,1,NA,,
KP16Sr41,KP16SR41,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,141,102,81,32,61,63,NA,131,142,NA,Unknown,43.4,9.1,NA,Alive,NA,NA,NA,1,1,1,1,1,5,1,2,NA,,
KP16Sr51,KP16SR51,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,67,142,115,35,56,57,NA,101,138,NA,Unknown,46.7,10.5,NA,Alive,NA,NA,NA,1,1,1,1,1,13,5,7,NA,,
KP16Sr52,KP16SR52,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,71,145,104,25,51,50,NA,115,133,NA,Female,34.1,9.7,NA,Alive,NA,NA,NA,1,1,1,1,1,13,4,7,NA,,
KP16Sr53,KP16SR53,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,92,248,218,36,46,48,NA,71,56,NA,Female,36.3,9.1,NA,Alive,NA,NA,NA,1,1,1,1,1,13,3,7,NA,,
KP16Sr57,KP16SR57,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,70,122,95,22.7,6.7,6.1,NA,9.6,4,NA,Unknown,43.4,12.7,NA,Alive,NA,NA,NA,1,1,1,1,1,16,4,2,NA,,
KP16Sr58,KP16SR58,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,54,104,84,20.8,5.7,5.6,NA,4.4,5.5,NA,Female,33.2,9.2,NA,Alive,NA,NA,NA,1,1,1,1,1,16,3,2,NA,,
KP16Sr60,KP16SR60,Salix richardsonii,Kluane,Kluane Plateau,16/08/2007,NA,16/08/2009,2016,71,175,162,26.9,6,6.6,NA,14.3,9.2,NA,Female,45.4,12.7,NA,Alive,NA,NA,NA,1,1,1,1,1,16,1,2,NA,,
PC16CESa2,PC16CESa2,Salix arctica,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,7,60,45,8.4,NA,NA,NA,NA,NA,NA,Female,NA,NA,NA,Alive,NA,NA,NA,1,1,1,1,1,10,4,5,NA,,
PC16CESp7,PC16CESp7,Salix pulchra,Kluane,Pika Camp,16/06/1930,NA,16/07/2002,2016,32,233,195,35,NA,NA,NA,NA,NA,NA,Female,28.8,9.5,NA,Alive,NA,NA,NA,1,1,1,1,1,8,6,4,NA,,
PC16CWSp7,PC16CWSp7,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,64,111,68,19,NA,NA,NA,NA,NA,NA,Unknown,34.3,15.5,NA,Alive,NA,NA,NA,1,1,1,1,1,9,4,1,NA,,
PC16CWSp9,PC16CWSp9,Salix pulchra,Kluane,Pika Camp,16/06/2029,NA,16/07/2002,2016,60,117,81,29,NA,NA,NA,NA,NA,NA,Female,37.8,13.4,NA,Alive,NA,NA,NA,1,1,1,1,1,9,2,1,NA,,
PP16MSa1,PP16MSa1,Salix arctica,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,11,NA,NA,5,NA,NA,NA,NA,NA,NA,Male,18.2,4.6,NA,Alive,NA,NA,NA,1,1,1,1,1,10,5,2,NA,,
PP16MSa5,PP16MSa5,Salix arctica,Kluane,Printers Pass,16/07/2001,NA,16/07/2002,2016,7,NA,NA,4,NA,NA,NA,NA,NA,NA,Female,13.4,7.3,NA,Alive,NA,NA,NA,1,1,1,1,1,10,1,2,NA,,
KP16Sp39,KP16Sp39,Salix pulchra,Kluane,Kluane Plateau,16/07/2008,NA,16/07/2009,2016,32,86,84,8,NA,NA,NA,NA,NA,NA,Unknown,29.9,7.2,NA,Alive,NA,NA,NA,0,0,0,0,1,14,2,7,NA,Came back to life? Alive in garden in 2021.,"Potentially could have been confused as dead, marked as ""empty"" in 2020."
H17Sa10,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,5,NA,NA,NA,48.5,25.4,36.9,42.9,22,17.2,Unknown,42.6,5.9,7,Alive,NA,NA,NA,NA,1,1,1,1,10,2,5,NA,,
H17Sa12,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,4,NA,NA,NA,44,45,38,17.6,13.4,8.5,Female,25.5,7.5,12,Alive,NA,NA,NA,NA,1,1,1,1,15,2,2,NA,,
H17Sa15,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,12.5,NA,NA,NA,65.19,55.26,58.84,38.69,48.56,31.14,Female,31.3,5.12,7,Alive,NA,NA,NA,NA,1,1,1,1,15,3,4,NA,,
H17Sa17,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,5,NA,NA,NA,35.7,45.9,52.5,4.5,14.9,4.4,Female,29.8,8.9,7,Alive,NA,NA,NA,NA,1,1,1,1,12,5,2,NA,,
H17Sa18,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,12,NA,NA,NA,64,63,60,56,87,38,Female,52,12.5,14,Alive,NA,NA,NA,NA,1,1,1,1,12,2,2,NA,,
H17Sa20,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2019,2017,7.5,NA,NA,NA,56.6,51,39.5,21.9,7.2,49.6,Unknown,51.3,11.5,16,Alive,NA,NA,NA,NA,1,1,1,1,12,3,5,NA,,
H17Sa6,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,7,NA,NA,NA,62.06,62.5,57.42,42.17,40.24,117.69,Unknown,28.6,10.27,9,Alive,NA,NA,NA,NA,1,1,1,1,10,2,4,NA,,
H17Sa8,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,5,NA,NA,NA,48.92,44.88,42.05,31.29,46.96,44.6,Unknown,42.5,7.21,5,Alive,NA,NA,NA,NA,1,1,1,1,10,5,5,NA,,
H17Sa9,#N/A,Salix arctica,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2019,2017,6,NA,NA,NA,44.2,39.1,37.5,13.5,23.5,49.5,Female,40.3,6.6,9,Alive,NA,NA,NA,NA,1,1,1,1,10,3,5,NA,,
H17Sp10,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,29,225,107,10,38,35,33,18,30,30,Unknown,27,9.4,11,Alive,NA,NA,NA,NA,1,1,1,1,8,5,4,NA,,
H17Sp12,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,26.5,118,68,11,38,26,27,17,17,18,Female,29.8,6.7,8,Alive,NA,NA,NA,NA,1,1,1,1,8,3,4,NA,,
H17Sp13,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,25,138,108,8,29,32,27,30,21,19,Female,37.2,8.3,11,Alive,NA,NA,NA,NA,1,1,1,1,8,6,5,NA,,
H17Sp14,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,30,289,185,9,35,39,34,27,27,25,Unknown,33.3,8.1,7,Alive,NA,NA,NA,NA,1,1,1,1,8,2,5,NA,,
H17Sp15,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,29,175,175,7,42,36,40,25,33,36,Unknown,26.8,8,8,Alive,NA,NA,NA,NA,1,1,1,1,8,1,5,NA,,
H17Sp18,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,23,162,128,6,38,36,34,109,53,32,Unknown,28.5,7.6,9,Alive,NA,NA,NA,NA,1,1,1,1,8,2,6,NA,,
H17Sp3,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,28,213,126,11,43,46,41,49,40,29,Unknown,25.9,11,11,Alive,NA,NA,NA,NA,1,1,1,1,1,6,3,NA,,
H17Sp6,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,26.5,283,112,11,48,42,46,26,26,27,Unknown,40.7,6.8,9,Alive,NA,NA,NA,NA,1,1,1,1,1,6,6,NA,,
H17Sp7,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,22,164,77,6,35,36,38,23,35,24,Unknown,28.5,7.4,8,Alive,NA,NA,NA,NA,1,1,1,1,1,6,7,NA,,
H17Sp9,#N/A,Salix pulchra,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,29,184,143,8,51,54,53,57,31,56,Unknown,28.9,10.8,17,Alive,NA,NA,NA,NA,1,1,1,1,5,6,5,NA,,
H17Sr1,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,38,245,169,18,41,44,36,24,30,23,Unknown,35.5,11.5,13,Alive,NA,NA,NA,NA,1,1,1,1,5,1,1,NA,,
H17Sr10,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,42,186,154,13,43,39,40,22,17,36,Unknown,39.2,14,11,Alive,NA,NA,NA,NA,1,1,1,1,13,1,2,NA,,
H17Sr12,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,54,208,176,25,41,43,40,20,17,35,Male,29.3,11.5,17,Alive,NA,NA,NA,NA,1,1,1,1,13,4,4,NA,,
H17Sr13,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,35,261,174,20,43,50,46,40,29,36,Unknown,43.9,10.5,13,Alive,NA,NA,NA,NA,1,1,1,1,13,3,4,NA,,
H17Sr15,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,38,300,219,19,35,35,40,32,37,21,Unknown,30.5,11.2,14,Alive,NA,NA,NA,NA,1,1,1,1,13,2,5,NA,,
H17Sr18,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,72,500+,500+,36,43,46,41,32,26,15,Unknown,44,12.1,16,Alive,NA,NA,NA,NA,1,1,1,1,7,1,6,NA,,
H17Sr19,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,43,148,153,12,34,31,32,16,30,27,Male,23.1,15.1,20,Alive,NA,NA,NA,NA,1,1,1,1,7,1,7,NA,,
H17Sr24,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,52.5,NA,NA,NA,43,40,45,64,66,30,Unknown,30.4,10.7,15,Alive,NA,NA,NA,NA,1,1,1,1,4,6,5,NA,,
H17Sr25,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,47,NA,NA,NA,42,40,47,31,38,39,Female,32.1,9.5,11,Alive,NA,NA,NA,NA,1,1,1,1,4,6,6,NA,,
H17Sr30,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,59.5,NA,NA,NA,45,45,58,29,27,39,Unknown,41,10.4,12,Alive,NA,NA,NA,NA,1,1,1,1,16,4,1,NA,,
H17Sr35,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,46.5,392,339,28,55,51,59,110,78,111,Female,39.2,12.2,11,Alive,NA,NA,NA,NA,1,1,1,1,16,1,4,NA,,
H17Sr37,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2014,NA,17/08/2020,2017,57,178,139,23,51,55,47,92,53,70,Female,40.9,8.3,9,Alive,NA,NA,NA,NA,1,1,1,1,16,2,5,NA,,
H17Sr4,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,49,500+,500+,39,44,40,41,33,29,32,Unknown,39,15.8,15,Alive,NA,NA,NA,NA,1,1,1,1,5,2,5,NA,,
H17Sr5,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,27,500,425,15,49,46,41,24,17,21,Unknown,35.2,10.5,14,Alive,NA,NA,NA,NA,1,1,1,1,5,5,7,NA,,
H17Sr7,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,34,184,132,9,44,40,45,24,26,25,Unknown,30.5,12,18,Alive,NA,NA,NA,NA,1,1,1,1,13,5,2,NA,,
H17Sr9,#N/A,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,17/08/2013,NA,17/08/2020,2017,56,500+,500+,32,44,44,47,34,41,30,Female,37.7,12.1,11,Alive,NA,NA,NA,NA,1,1,1,1,13,2,2,NA,,
KP17Sa2,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,5,35,41,3,NA,NA,NA,NA,NA,NA,Unknown,17.6,6.85,NA,Alive,NA,NA,NA,NA,1,1,1,1,10,4,7,NA,,
KP17Sa4,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,5,57,42,11,NA,NA,NA,NA,NA,NA,Unknown,14.9,8.47,NA,Alive,NA,NA,NA,NA,1,1,1,1,10,2,7,NA,,
KP17Sa5,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,5,29,25,8,NA,NA,NA,NA,NA,NA,Unknown,16.4,12,NA,Alive,NA,NA,NA,NA,1,1,1,1,10,1,7,NA,,"K17Sa5 alive with measurements in 2018, 2019 and ""alive"" without measurements in 2020."
KP17Sa6,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,10,23,11,10,NA,NA,NA,NA,NA,NA,Female,9.7,16.45,NA,Alive,NA,NA,NA,NA,1,1,1,1,15,4,6,NA,,
KP17Sa9,#N/A,Salix arctica,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,4,45,43,8,NA,NA,NA,NA,NA,NA,Unknown,13,9.07,NA,Alive,NA,NA,NA,NA,1,1,1,1,12,5,3,NA,,
KP17Sp1,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,84,113,123,33,59,62,61,51,97,86,Male,37.8,9.9,NA,Alive,NA,NA,NA,NA,1,1,1,1,1,3,7,NA,,
KP17Sp12,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,85,185,151,37.1,59,57,60,138,155,123,Male,33.6,11,NA,Alive,NA,NA,NA,NA,1,1,1,1,8,4,3,NA,,
KP17Sp2,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,62,93,84,25,50,48,60,72,41,30,Female,25.4,11.24,NA,Alive,NA,NA,NA,NA,1,1,1,1,1,2,5,NA,,
KP17Sp5,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,68,115,84,20,56,56,56,90,58,102,Unknown,32.7,10.6,NA,Alive,NA,NA,NA,NA,1,1,1,1,9,4,5,NA,,
KP17Sp9,#N/A,Salix pulchra,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,30,77,84,8,52,50,56,53,63,69,Unknown,26,11,NA,Alive,NA,NA,NA,NA,1,1,1,1,8,1,1,NA,,
KP17Sr1,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,108,233,182,55,61,55,55,68,52,66,Female,36.3,22.49,NA,Alive,NA,NA,NA,NA,1,1,1,1,5,6,2,NA,,
KP17Sr2,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,60,94,77,18,41,45,46,31,60,53,Unknown,38.6,12.2,NA,Alive,NA,NA,NA,NA,1,1,1,1,5,6,3,NA,,
KP17Sr3,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,44,113,115,21,52,44,44,51,62,89,Female,34.1,13.24,NA,Alive,NA,NA,NA,NA,1,1,1,1,5,6,4,NA,,
KP17Sr4,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2009,NA,17/08/2010,2017,38,72,65,21,46,48,47,99,63,66,Unknown,33.7,14.83,NA,Alive,NA,NA,NA,NA,1,1,1,1,5,6,5,NA,,
KP17Sr6,#N/A,Salix richardsonii,Kluane,Kluane Plateau,17/08/2019,NA,17/08/2019,2017,48,76,78,16.9,65,67,67,60,38,41,Female,36.7,14,NA,Alive,NA,NA,NA,NA,1,1,1,1,5,3,3,NA,,"K17Sr6 alive with measurements in 2018, 2019 and 2020."
PC17Sa1,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2013,NA,17/08/2016,2017,9.8,102,109,5.8,NA,NA,NA,NA,NA,NA,Male,12.1,7.6,NA,Alive,NA,NA,NA,NA,1,1,1,1,10,4,3,NA,,
PC17Sa6,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,6.3,106,104,9,NA,NA,NA,NA,NA,NA,Unknown,29.9,9,NA,Alive,NA,NA,NA,NA,1,1,1,1,10,6,6,NA,,
PC17Sa7,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,5,46,52,6,NA,NA,NA,NA,NA,NA,Unknown,18.9,5.6,NA,Alive,NA,NA,NA,NA,1,1,1,1,10,5,6,NA,,
PC17Sa9,#N/A,Salix arctica,Kluane,Pika Camp,17/08/2014,NA,17/08/2016,2017,6.2,78,48,6,NA,NA,NA,NA,NA,NA,Female,13.5,5.1,NA,Alive,NA,NA,NA,NA,1,1,1,1,10,3,6,NA,,
