Bed,SampleID,Bed_old,SampleID_old,Year_planted,Species,Site,Plant_ID_fulcrum,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter ,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,Length_1_mm,Length_2_mm,Length_3_mm,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes_canopy_height_prev_cm,August_2021_notes,July_2021_notes
LB,K15PSr2,NA,K15PSr2,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr2,NA,K15PSr2,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr3,NA,K15PSr3,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr3,NA,K15PSr3,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Removed,NA,NA
LB,K15PSr3,NA,K15PSr3,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr3,NA,K15PSr3,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr4,NA,K15PSr4,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr4,NA,K15PSr4,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Removed,NA,NA
LB,K15PSr4,NA,K15PSr4,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr4,NA,K15PSr4,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr5,NA,K15PSr5,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr5,NA,K15PSr5,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
LB,K15PSr5,NA,K15PSr5,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15PSr5,NA,K15PSr5,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,K15PSr6,NA,K15PSr6,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
IR,K15PSr6,NA,K15PSr6,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/,NA,NA
IR,K15PSr6,NA,K15PSr6,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early growth,NA,NA
IR,K15PSr6,NA,K15PSr6,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,K15PSr7,NA,K15PSr7,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
IR,K15PSr7,NA,K15PSr7,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/,NA,NA
IR,K15PSr7,NA,K15PSr7,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early growth,NA,NA
IR,K15PSr7,NA,K15PSr7,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,K15PSr8,NA,K15PSr8,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
IR,K15PSr8,NA,K15PSr8,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/,NA,NA
IR,K15PSr8,NA,K15PSr8,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early growth,NA,NA
IR,K15PSr8,NA,K15PSr8,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,K15PSr9,NA,K15PSr9,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
IR,K15PSr9,NA,K15PSr9,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/,NA,NA
IR,K15PSr9,NA,K15PSr9,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early growth,NA,NA
IR,K15PSr9,NA,K15PSr9,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr1,NA,K15SSr1,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr1,NA,K15SSr1,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
LB,K15SSr1,NA,K15SSr1,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr1,NA,K15SSr1,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,K15SSr10,NA,K15SSr10,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,K15SSr10,NA,K15SSr10,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Removed,NA,NA
AC,K15SSr10,NA,K15SSr10,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,K15SSr10,NA,K15SSr10,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr2,NA,K15SSr2,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr2,NA,K15SSr2,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
LB,K15SSr2,NA,K15SSr2,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr2,NA,K15SSr2,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr2,NA,K15SSr2,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr3,NA,K15SSr3,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr3,NA,K15SSr3,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
LB,K15SSr3,NA,K15SSr3,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early growth,NA,NA
LB,K15SSr3,NA,K15SSr3,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr4,NA,K15SSr4,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,K15SSr4,NA,K15SSr4,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
LB,K15SSr4,NA,K15SSr4,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early growth,NA,NA
LB,K15SSr4,NA,K15SSr4,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr5,NA,K15SSr5,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr5,NA,K15SSr5,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,K15SSr5,NA,K15SSr5,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early dead growth,NA,NA
SW,K15SSr5,NA,K15SSr5,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr6,NA,K15SSr6,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr6,NA,K15SSr6,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,K15SSr6,NA,K15SSr6,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early dead growth,NA,NA
SW,K15SSr6,NA,K15SSr6,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr7,NA,K15SSr7,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr7,NA,K15SSr7,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,K15SSr7,NA,K15SSr7,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early dead growth,NA,NA
SW,K15SSr7,NA,K15SSr7,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr8,NA,K15SSr8,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,1.5,NA,NA,NA,26,28,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr8,NA,K15SSr8,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,1.7,NA,NA,NA,22.3,28.8,21.7,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr8,NA,K15SSr8,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,2.3,NA,NA,NA,28,24,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr8,NA,K15SSr8,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,25,27,22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr9,NA,K15SSr9,2015,Salix richardsonii,Kluane,NA,11/08/2016,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr9,NA,K15SSr9,2015,Salix richardsonii,Kluane,NA,09/07/2016,7,9,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead,NA,NA
SW,K15SSr9,NA,K15SSr9,2015,Salix richardsonii,Kluane,NA,26/06/2016,6,26,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Possible early dead growth,NA,NA
SW,K15SSr9,NA,K15SSr9,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,K15SSr9,NA,K15SSr9,2015,Salix richardsonii,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,27.4,NA,NA,NA,49,49,49.1,63.8,68.5,67.4,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,28.3,NA,NA,NA,50,45,60,71,80,84,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,28.9,NA,NA,NA,49,50,52,95,76,75,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,51,52,49,76,64,69,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,31.2,NA,NA,NA,57,46,45,14,52,43,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,32.8,NA,NA,NA,41,39,42,41,43,38,NA,NA,NA,NA,NA,Brown leaves,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,33,NA,NA,NA,46,48,47,43,41,28,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,41,45,44,33,41,39,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,34.1,NA,NA,NA,53.9,50.2,51.8,108.5,58.7,85.6,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,35.1,NA,NA,NA,39,42,45,62,66,111,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,36.4,NA,NA,NA,55,46,54,100,141,82,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,53,46,43,115,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC2,NA,KLSpC2,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,18.3,NA,NA,NA,53,43,45,36,36,37,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC2,NA,KLSpC2,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,23.1,NA,NA,NA,46,47,45,43,35,32,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC2,NA,KLSpC2,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,24.5,NA,NA,NA,51.5,46.6,54.4,37.3,30.2,31.9,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC2,NA,KLSpC2,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,45,45,43,32,29,28,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,23.8,NA,NA,NA,40,32,38,41,38,39,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,24.4,NA,NA,NA,35,36,42,39,33,30,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,25.8,NA,NA,NA,37.8,41,51.7,39.5,29.2,34.8,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,31,26,39,29,29,24,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,12.8,NA,NA,NA,50,45,38,70,75,57,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,16.1,NA,NA,NA,74,65,75,314,317,275,NA,NA,NA,NA,NA,Copper rust on leaves,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,17.5,NA,NA,NA,76,80,69,205,165,210,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,40,45,43,52,43,41,NA,NA,NA,NA,NA,"yellowing bigger leaves, the most apical ones",NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,39.5,NA,NA,NA,62,64,64,600,472,420,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,40.5,NA,NA,NA,50,42,48,355,485,390,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,41.2,NA,NA,NA,47,41,40,345,295,190,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,43,39,42,196,163,155,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,24.7,NA,NA,NA,45.4,46.9,46.4,75.2,136.2,91.2,NA,NA,NA,NA,NA,Some herbivory ,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,37.5,NA,NA,NA,61,65,68,110,141,111,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,53.1,NA,NA,NA,72,64,65,38.4,39.1,35.4,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,42,47,44,68,125,99,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,24.6,NA,NA,NA,43,46,41,111,108,94,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,26,NA,NA,NA,40,33,38,128,145,112,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,28.9,NA,NA,NA,63,58,55,312,103,111,NA,NA,NA,NA,NA,Herbivory,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,41,39,42,61,36,56,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,26.8,NA,NA,NA,54,53,51,158,115,224,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,32.3,NA,NA,NA,81,75,66,235,275,145,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,35.8,NA,NA,NA,74,72,75,380,330,290,NA,NA,NA,NA,NA,Copper rust on leaves,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,54,57,58,60,110,87,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE12,NA,KLSpE12,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,42.1,NA,NA,NA,59,69,67,618,423,330,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,31,NA,NA,NA,57,76,74,237,230,240,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,39.8,NA,NA,NA,73,89,82,225,270,355,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,44.1,NA,NA,NA,81,85,85,391,403,331,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,51,52,54,NA,NA,NA,NA,NA,NA,NA,NA,"red bottom of terminal leaves, especially the new growth, one dieting stem, one deformed stem",NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,15.6,NA,NA,NA,56,57,62,106,107,80,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,16.5,NA,NA,NA,43,41,33,77,56,54,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,17,NA,NA,NA,49,52,56,80,100,7,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,32,44,41,65,57,58,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,22.3,NA,NA,NA,61,60,58,451,512,525,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,27.1,NA,NA,NA,58,67,58,264,186,98,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,26/06/2016,6,26,2016,29.5,NA,NA,NA,48.8,55.9,62.4,371,350,378,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,09/07/2016,7,9,2016,30.1,NA,NA,NA,65,65,67,420,330,300,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,11/08/2016,8,11,2016,41.3,NA,NA,NA,66,67,64,802,682,660,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,43,48,51,138,140,177,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,05/06/2016,6,5,2016,NA,NA,NA,NA,41,41,42,66,61,86,NA,NA,NA,NA,NA,NA,NA,NA
