Bed,SampleID,Bed_old,SampleID_old,Year_planted,Species,Site,Plant_ID_fulcrum,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter ,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,Length_1_mm,Length_2_mm,Length_3_mm,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes_canopy_height_prev_cm,August_2021_notes,July_2021_notes
LB,K17Sr6,LB,K17Sr6,2017,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,9.4,20.1,26.4,48,13,109,51,38,64,61,NA,NA,NA,NA,NA,10.3,12,NA
LB,K17Sr6,LB,K17Sr6,2017,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,19.5,30,14,11,14,40,45,45,42,40,NA,NA,NA,NA,NA,9.4,NA,Slight herbivory 
LB,K17Sr6,LB,K17Sr6,2017,Salix richardsonii,Kluane,NA,09/08/2021,8,9,2021,17,11.8,29.5,12,41,17,32,37,44,45,NA,NA,NA,NA,NA,19.5,Leaves are turning yellow and brown ,Slight herbivory 
LB,K17Sr7,LB,K17Sr7,2017,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty,NA,NA
LB,K17Sr7,LB,K17Sr7,2017,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty,NA,NA
LB,K17Sr8,LB,K17Sr8,2017,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty,NA,NA
LB,K17Sr8,LB,K17Sr8,2017,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty,NA,NA
LB,K17Sr9,LB,K17Sr9,2017,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty,NA,NA
LB,K17Sr9,LB,K17Sr9,2017,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty_no_tag ,NA,NA
IMS,KLSPC1,IMS,KLSpC1,2013,Salix pulchra,Kluane,NA,19/06/2021,6,19,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty ,NA,NA
IMS,KLSPC1,IMS,KLSpC1,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,10,7.8,9.5,16,66,40,NA,52,46,44,NA,NA,NA,NA,NA,empty,NA,Lots of rust
IMS,KLSPC1,IMS,KLSpC1,2013,Salix pulchra,Kluane,NA,09/08/2021,8,9,2021,9.2,8.6,10.6,34,59,43,NA,44,50,46,NA,NA,NA,NA,NA,dead_question,Rusty but leaves are green,NA
MG,KLSPC10,MG,KLSpC10,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead_question,NA,NA
MG,KLSPC10,MG,KLSpC10,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
MG,KLSPC10,MG,KLSpC10,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
AB,KLSPC13,AB,KLSpC13,2013,Salix pulchra,Kluane,105590946,20/06/2021,6,20,2021,38.5,114,106,35,17,46,42,33,43,36,NA,NA,NA,NA,NA,43.4,NA,NA
AB,KLSPC13,AB,KLSpC13,2013,Salix pulchra,Kluane,105590946,14/07/2021,7,14,2021,37,112,102,32,65,54,52,38,40,40,NA,NA,NA,NA,NA,38.5,NA,Some leaves yellow. Few rust spots. Cobwebs 
AB,KLSPC13,AB,KLSpC13,2013,Salix pulchra,Kluane,105590946,11/08/2021,8,11,2021,40.4,93.6,118.2,35,75,51,20,34,39,41,NA,NA,NA,NA,NA,37,Leaves turning yellow and brown. Rust.,Some leaves yellow. Few rust spots. Cobwebs 
IMS,KLSPC2,IMS,KLSpC2,2013,Salix pulchra,Kluane,NA,19/06/2021,6,19,2021,13.7,9.3,3.5,4.5,3,1,3,20,25,22,NA,NA,NA,NA,NA,12.4,one alive branch large dead chunk ,NA
IMS,KLSPC2,IMS,KLSpC2,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,5.5,11.1,2.5,5,5,3,5,23,24,20,NA,NA,NA,NA,NA,13.7,one alive branch large deadchunk ,Mostly covered in rust
IMS,KLSPC2,IMS,KLSpC2,2013,Salix pulchra,Kluane,NA,09/08/2021,8,9,2021,14,9.5,3.4,12,9,13,18,20,21,21,NA,NA,NA,NA,NA,5.5,Leaves are rusty and senescing,Mostly covered in rust
IMS,KLSPC3,IMS,KLSpC3,2013,Salix pulchra,Kluane,NA,19/06/2021,6,19,2021,26.1,43.4,30.9,16,10,14,6,43,39,31,NA,NA,NA,NA,NA,24.2,NA,NA
IMS,KLSPC3,IMS,KLSpC3,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,27.1,40,28.5,16,17,7,9,31,39,34,NA,NA,NA,NA,NA,26.1,NA,Light rust. Leaves turning yellow.
IMS,KLSPC3,IMS,KLSpC3,2013,Salix pulchra,Kluane,NA,09/08/2021,8,9,2021,28.5,43,30.5,15,13,14,7,28,24,25,NA,NA,NA,NA,NA,27.1,Leaves are rusty. Turning yellow,Light rust. Leaves turning yellow.
MG,KLSPC8,MG,KLSpC8,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,10.2,39.4,8.6,18,10.3,9.1,6.5,22.2,26,23.5,NA,NA,NA,NA,NA,10.2,NA,NA
MG,KLSPC8,MG,KLSpC8,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,11,40,7.5,16,3,10,8,22,23,22,NA,NA,NA,NA,NA,10.2,NA,End of main branch dying 
MG,KLSPC8,MG,KLSpC8,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,11.6,39.4,9.4,14,4,9,6,23,22,23,NA,NA,NA,NA,NA,11,Leaves are turning yellow ,End of main branch dying 
MG,KLSPC9,MG,KLSpC9,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,39.2,83.2,59.6,16,28,22,11,28,27,26,NA,NA,NA,NA,NA,39.2,NA,NA
MG,KLSPC9,MG,KLSpC9,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,36,48,42,12,13,10,12,25,26,28,NA,NA,NA,NA,NA,39.2,NA,Ends of branches are dying
MG,KLSPC9,MG,KLSpC9,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,36.6,46.2,42.3,14,10,7,11,25,30,22,NA,NA,NA,NA,NA,36,Leaves are turning yellow ,Ends of branches are dying
IMS,KLSpE1,IMS,KLSpE1,2013,Salix pulchra,Kluane,NA,19/06/2021,6,19,2021,69,50,33,39,6,9,8,30,32,30,NA,NA,NA,NA,NA,73.8,approx 1/2  is dead,NA
IMS,KLSpE1,IMS,KLSpE1,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,66.2,65,14,37,105,36,13,40,39,38,NA,NA,NA,NA,NA,69,approx 1/2 is dead,Some spider webs but mostly healthy
IMS,KLSpE1,IMS,KLSpE1,2013,Salix pulchra,Kluane,NA,09/08/2021,8,9,2021,67.5,65,56,33,220,15,72,36,33,39,NA,NA,NA,NA,NA,66.2,Some rust. Leaves starting to brown and turn yellow,Some spider webs but mostly healthy
CF,KLSpE10,CF,KLSpe10,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,29.6,32.1,22.3,22,29,25,38,37,33,33,NA,NA,NA,NA,NA,29.6,NA,NA
CF,KLSpE10,CF,KLSpe10,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,NA
CF,KLSpE10,CF,KLSpe10,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
MG,KLSpE11,MG,KLSpE11,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,36.1,118.2,75.3,21,22,19,24,33,31,35,NA,NA,NA,NA,NA,36.1,NA,NA
MG,KLSpE11,MG,KLSpE11,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,36,118,82,23,8,15,14,26,26,24,NA,NA,NA,NA,NA,36.1,NA,Some spider webs
MG,KLSpE11,MG,KLSpE11,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,34.3,119.2,61.3,23,6,11,9,27,26,28,NA,NA,NA,NA,NA,36,Leaves are turning yellow ,Some spider webs
MG,KLSpE12,MG,KLSpE12,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,33.1,121.2,46.4,3.1,30,56,24,36,30,32,NA,NA,NA,NA,NA,33.1,NA,NA
MG,KLSpE12,MG,KLSpE12,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,24.5,97,23,12,14,19,10,26,29,28,NA,NA,NA,NA,NA,33.1,NA,Third of leaves are red
MG,KLSpE12,MG,KLSpE12,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,35.9,96.7,55.2,17,16,19,12,29,27,30,NA,NA,NA,NA,NA,24.5,Leaves are starting to turn yellow ,Third of leaves are red
MG,KLSpE14,MG,KLSpE14,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,43.9,103.1,79.8,2.1,31,26,21,48,39,41,NA,NA,NA,NA,NA,43.9,NA,NA
MG,KLSpE14,MG,KLSpE14,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,45.5,99,75,20,25,13,20,38,41,38,NA,NA,NA,NA,NA,43.9,NA,NA
MG,KLSpE14,MG,KLSpE14,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,47.1,105.5,93.8,20,11,17,9,34,29,37,NA,NA,NA,NA,NA,45.5,Leaves are turning yellow ,NA
MG,KLSpE15,MG,KLSpE15,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,17.8,57.3,49.2,14,9,10,12,31,34,26,NA,NA,NA,NA,NA,17.8,NA,NA
MG,KLSpE15,MG,KLSpE15,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,18.5,43,33,16,9,10,7,19,23,23,NA,NA,NA,NA,NA,17.8,NA,NA
MG,KLSpE15,MG,KLSpE15,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,19.2,45.2,44.3,14,10,6,9,9,17,24,NA,NA,NA,NA,NA,18.5,Most of the leaves are turning yellow ,NA
IMS,KLSpE2,IMS,KLSpE2,2013,Salix pulchra,Kluane,NA,19/06/2021,6,19,2021,34,109,68,53,23,18,15,28,29,30,NA,NA,NA,NA,NA,42.2,NA,NA
IMS,KLSpE2,IMS,KLSpE2,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,28,109,48,55,62,30,20,29,34,37,NA,NA,NA,NA,NA,34,NA,A few small rust spots 
IMS,KLSpE2,IMS,KLSpE2,2013,Salix pulchra,Kluane,NA,09/08/2021,8,9,2021,30.2,109,62,49,28,28,58,20,32,29,NA,NA,NA,NA,NA,28,Some leaves are starting to brown at tips and yellow. Slight rust,A few small rust spots 
IMS,KLSpE3,IMS,KLSpE3,2013,Salix pulchra,Kluane,NA,19/06/2021,6,19,2021,11,8.6,6.1,6,4,3,7,25,25,22,NA,NA,NA,NA,NA,8.5,NA,NA
IMS,KLSpE3,IMS,KLSpE3,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,10.2,9,6.9,7,10,8,10,28,26,29,NA,NA,NA,NA,NA,11,NA,NA
IMS,KLSpE3,IMS,KLSpE3,2013,Salix pulchra,Kluane,NA,09/08/2021,8,9,2021,10.6,9,6.8,5,11,12,7,21,24,26,NA,NA,NA,NA,NA,10.2,Leaves are turning red at tips,NA
IMS,KLSpE4,IMS,KLSpE4,2013,Salix pulchra,Kluane,105233956,19/06/2021,6,19,2021,47.9,91,73,63,33,12,10,35,32,34,NA,NA,NA,NA,NA,43.2,NA,NA
IMS,KLSpE4,IMS,KLSpE4,2013,Salix pulchra,Kluane,105233956,14/07/2021,7,14,2021,46,89,72,23,31,12,10,25,31,29,NA,NA,NA,NA,NA,47.9,NA,Mostly healthy. Some light rust 
IMS,KLSpE4,IMS,KLSpE4,2013,Salix pulchra,Kluane,105233956,09/08/2021,8,9,2021,46,85.5,74,44,10,9,33,22,24,26,NA,NA,NA,NA,NA,46,Leaves senescing and plant is rusty,Mostly healthy. Some light rust 
IMS,KLSpE5,IMS,KLSpE5,2013,Salix pulchra,Kluane,NA,19/06/2021,6,19,2021,26,45,26,12,23,28,15,35,34,31,NA,NA,NA,NA,NA,17.9,NA,NA
IMS,KLSpE5,IMS,KLSpE5,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,23.6,45,28.5,18,38,13,39,35,30,33,NA,NA,NA,NA,NA,26,NA,Rust spots on most leaves
IMS,KLSpE5,IMS,KLSpE5,2013,Salix pulchra,Kluane,NA,09/08/2021,8,9,2021,24,44.5,26,20,44,10,30,24,28,31,NA,NA,NA,NA,NA,23.6,Leaves senescing ,Rust spots on most leaves
CF,KLSpE6,CF,KLSpE6,2013,Salix pulchra,Kluane,105773619,20/06/2021,6,20,2021,79.4,189.3,192.5,41,88,102,46,59,50,42,NA,NA,NA,NA,NA,79.4,NA,NA
CF,KLSpE6,CF,KLSpE6,2013,Salix pulchra,Kluane,105773619,14/07/2021,7,14,2021,68,208,172,44,132,65,36,46,50,62,NA,NA,NA,NA,NA,79.4,Cobwebs. Few branches dying,NA
CF,KLSpE6,CF,KLSpE6,2013,Salix pulchra,Kluane,105773619,11/08/2021,8,11,2021,79,213,206,57,47,196,92,54,45,44,NA,NA,NA,NA,NA,68,Some leaves turning yellow and brown,NA
CF,KLSpE7,CF,KLSpE7,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,29.6,19.7,18.2,22,78,37,35,52,51,52,NA,NA,NA,NA,NA,29.6,NA,NA
CF,KLSpE7,CF,KLSpE7,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,28,30,25.5,30,37,72,57,36,27,33,NA,NA,NA,NA,NA,29.6,NA,NA
CF,KLSpE7,CF,KLSpE7,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,27,29,27.5,26,20,49,42,34,35,32,NA,NA,NA,NA,NA,28,Half of leaves are yellow. Some rust,NA
CF,KLSpE8,CF,KLSpE8,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,66.4,134.1,108.4,56,15,24,38,31,34,32,NA,NA,NA,NA,NA,66.4,NA,NA
CF,KLSpE8,CF,KLSpE8,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,41,102,26,62,162,75,27,46,30,33,NA,NA,NA,NA,NA,66.4,Cobwebs ,NA
CF,KLSpE8,CF,KLSpE8,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,44,90,26,39,162,18,35,40,43,33,NA,NA,NA,NA,NA,41,Leaves are turning yellow and brown. Some leaves are rusty and a spiderweb,NA
CF,KLSpE9,CF,KLSpE9,2013,Salix pulchra,Kluane,NA,20/06/2021,6,20,2021,32.8,109.6,107.5,20,72,24,44,38,43,44,NA,NA,NA,NA,NA,32.8,NA,NA
CF,KLSpE9,CF,KLSpE9,2013,Salix pulchra,Kluane,NA,14/07/2021,7,14,2021,31.5,124,62,32,64,41,22,46,49,46,NA,NA,NA,NA,NA,32.8,One branch dying. Light rust. Some herbivory,NA
CF,KLSpE9,CF,KLSpE9,2013,Salix pulchra,Kluane,NA,11/08/2021,8,11,2021,36,125,72,41,20,19,16,43,41,40,NA,NA,NA,NA,NA,31.5,Leaves are turning yellow and brown some leaves are rusty. Spiderweb ,NA
IR,KLSrC10,IR,KLSrC10,2013,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,109.1,144.2,103.5,74,141,155,100.18,53,53,53,NA,NA,NA,NA,NA,109.1,NA,NA
IR,KLSrC10,IR,KLSrC10,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,109,168,112,36,67,95,101,59,57,52,NA,NA,NA,NA,NA,109.1,NA,NA
IR,KLSrC10,IR,KLSrC10,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,110.6,145.3,124.8,81,40,61,109,58,48,52,NA,NA,NA,NA,NA,109,Leaves starting to turn brown and yellow. Slight herbivory ,NA
AC,KLSrC11,AC,KLSrC11,2013,Salix richardsonii,Kluane,NA,19/06/2021,6,19,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty_removed_tag,NA,NA
AC,KLSrC11,AC,KLSrC11,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty_tag_removed ,NA,NA
AC,KLSrC13,AC,KLSrC13,2013,Salix richardsonii,Kluane,105248807,19/06/2021,6,19,2021,74.5,120,109,82,97,72,46,55,62,60,NA,NA,NA,NA,NA,72.4,NA,NA
AC,KLSrC13,AC,KLSrC13,2013,Salix richardsonii,Kluane,105248807,14/07/2021,7,14,2021,84,123,117,91,122,79,62,55,58,62,NA,NA,NA,NA,NA,74.5,NA,Slight herbivory on leaves
AC,KLSrC13,AC,KLSrC13,2013,Salix richardsonii,Kluane,105248807,11/08/2021,8,11,2021,85,115,114,88,120,39,112,47,52,48,NA,NA,NA,NA,NA,84,Some leaves turning yellow mostly green ,Slight herbivory on leaves
LB,KLSrC2,LB,KLSrC2,2013,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,107,111.2,108.2,60,105.1,115,118,116,52,51,NA,NA,NA,NA,NA,106.9,82,NA
LB,KLSrC2,LB,KLSrC2,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,113,131,89,85,58,75,67,53,50,49,NA,NA,NA,NA,NA,107,NA,NA
LB,KLSrC2,LB,KLSrC2,2013,Salix richardsonii,Kluane,NA,09/08/2021,8,9,2021,117,132,113,72,45,74,63,50,49,50,NA,NA,NA,NA,NA,113,Leaves are turning yellow and red ,NA
IR,KLSrC6,IR,KLSrC6,2013,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,115,111,98.4,42,137,122,84,42,41,48,NA,NA,NA,NA,NA,115,NA,NA
IR,KLSrC6,IR,KLSrC6,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,103,121,82,37,44,30,52,47,36,37,NA,NA,NA,NA,NA,115,NA,NA
IR,KLSrC6,IR,KLSrC6,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,93.1,116.9,108.1,50,21,43,26,38,34,39,NA,NA,NA,NA,NA,103,Leaves are turning yellow and brown ,NA
IR,KLSrC7,IR,KLSrC7,2013,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
IR,KLSrC7,IR,KLSrC7,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
IR,KLSrC7,IR,KLSrC7,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
SW,KLSrE10,SW,KLSrE10,2013,Salix richardsonii,Kluane,105233661,19/06/2021,6,19,2021,122,145,105,40,25,55,20,38,42,47,NA,NA,NA,NA,NA,121.2,NA,NA
SW,KLSrE10,SW,KLSrE10,2013,Salix richardsonii,Kluane,105233661,14/07/2021,7,14,2021,124,151,114,40,32,25,82,41,45,39,NA,NA,NA,NA,NA,122,NA,NA
SW,KLSrE10,SW,KLSrE10,2013,Salix richardsonii,Kluane,105233661,11/08/2021,8,11,2021,122,147,117,39,53,106,35,34,46,41,NA,NA,NA,NA,NA,124,Leaves are turning yellow ,NA
IR,KLSrE11,IR,KLSrE11,2013,Salix richardsonii,Kluane,105591414,20/06/2021,6,20,2021,100.4,129.2,125.6,66,79,96,98,52,57,59,NA,NA,NA,NA,NA,100.4,NA,NA
IR,KLSrE11,IR,KLSrE11,2013,Salix richardsonii,Kluane,105591414,14/07/2021,7,14,2021,102,153,113,66,35,29,75,44,51,66,NA,NA,NA,NA,NA,100.4,NA,NA
IR,KLSrE11,IR,KLSrE11,2013,Salix richardsonii,Kluane,105591414,11/08/2021,8,11,2021,98.9,213,153.5,61,56,51,25,47,41,43,NA,NA,NA,NA,NA,102,Some leaves starting to turn brown and yellow,NA
IR,KLSrE13,IR,KLSrE13,2013,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,96.5,129.5,108.2,32,183,114,154,46,43,51,NA,NA,NA,NA,NA,96.5,NA,NA
IR,KLSrE13,IR,KLSrE13,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,76,104,92,32,98,54,127,44,41,40,NA,NA,NA,NA,NA,96.5,NA,NA
IR,KLSrE13,IR,KLSrE13,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,103.5,118.8,117.6,67,36,83,137,36,49,44,NA,NA,NA,NA,NA,76,Leaves starting to turn yellow. One deadbranch ,NA
IR,KLSrE14,IR,KLSrE14,2013,Salix richardsonii,Kluane,105249632,20/06/2021,6,20,2021,55.2,81.1,88.8,29,43,45,47,50,49,53,NA,NA,NA,NA,NA,55.2,NA,NA
IR,KLSrE14,IR,KLSrE14,2013,Salix richardsonii,Kluane,105249632,14/07/2021,7,14,2021,46,98,67,32,30,37,20,35,38,44,NA,NA,NA,NA,NA,55.2,NA,NA
IR,KLSrE14,IR,KLSrE14,2013,Salix richardsonii,Kluane,105249632,11/08/2021,8,11,2021,49.2,90.2,74.5,29,30,67,17,35,36,46,NA,NA,NA,NA,NA,46,Leaves starting to turn brown and yellow ,NA
IR,KLSrE15,IR,KLSrE15,2013,Salix richardsonii,Kluane,NA,20/06/2021,6,20,2021,102.3,126.6,102.4,30,115,98,22,43,43,52,NA,NA,NA,NA,NA,102.3,NA,NA
IR,KLSrE15,IR,KLSrE15,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,105.5,139,107,35,580,80,50,56,54,53,NA,NA,NA,NA,NA,102.3,NA,NA
IR,KLSrE15,IR,KLSrE15,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,104.7,138.5,131.7,31,198,122,25,63,54,50,NA,NA,NA,NA,NA,105.5,Starting to turn yellow red and brown. Some rust on underside of leaves ,NA
LB,KLSrE4,LB,KLSrE4,2013,Salix richardsonii,Kluane,105773699,20/06/2021,6,20,2021,101.9,106.7,215.6,49,222.1,129,152,148,56,58,NA,NA,NA,NA,NA,100.8,110,NA
LB,KLSrE4,LB,KLSrE4,2013,Salix richardsonii,Kluane,105773699,14/07/2021,7,14,2021,106,236,243,112,84,138,55,45,54,50,NA,NA,NA,NA,NA,101.9,NA,NA
LB,KLSrE4,LB,KLSrE4,2013,Salix richardsonii,Kluane,105773699,09/08/2021,8,9,2021,99,230,231,97,84,125,50,51,57,48,NA,NA,NA,NA,NA,106,Some leaves are starting to turn yellow ,NA
SW,KLSrE6,SW,KLSrE6,2013,Salix richardsonii,Kluane,NA,19/06/2021,6,19,2021,86,112,84,43,47,97,64,49,41,50,NA,NA,NA,NA,NA,83.4,NA,NA
SW,KLSrE6,SW,KLSrE6,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,88,109,86,41,79,38,61,50,46,43,NA,NA,NA,NA,NA,86,NA,NA
SW,KLSrE6,SW,KLSrE6,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,85,98,87,35,54,33,69,43,49,53,NA,NA,NA,NA,NA,88,Leaves are turning yellow and brown ,NA
SW,KLSrE7,SW,KLSrE7,2013,Salix richardsonii,Kluane,NA,19/06/2021,6,19,2021,70,77,78,58,50,109,72,46,42,43,NA,NA,NA,NA,NA,67.9,NA,NA
SW,KLSrE7,SW,KLSrE7,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,71,79,72,40,74,141,54,40,39,44,NA,NA,NA,NA,NA,70,NA,"One arm of plant, leaves from this year all dead"
SW,KLSrE7,SW,KLSrE7,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,68,87,68,58,136,73,68,52,42,43,NA,NA,NA,NA,NA,71,Leaves are turning yellow and brown ,"One arm of plant, leaves from this year all dead"
SW,KLSrE9,SW,KLSrE9,2013,Salix richardsonii,Kluane,NA,19/06/2021,6,19,2021,82,98,108,54,67,26,90,61,52,59,NA,NA,NA,NA,NA,83.8,NA,NA
SW,KLSrE9,SW,KLSrE9,2013,Salix richardsonii,Kluane,NA,14/07/2021,7,14,2021,82,102,111,55,40,61,29,51,48,53,NA,NA,NA,NA,NA,82,NA,NA
SW,KLSrE9,SW,KLSrE9,2013,Salix richardsonii,Kluane,NA,11/08/2021,8,11,2021,83,106,115,60,80,30,39,47,42,60,NA,NA,NA,NA,NA,82,Leaves are turning yellow ,NA
JA,KP16Sa1,JA,KP16Sa1,2016,Salix arctica,Kluane,NA,20/06/2021,6,20,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty,NA,NA
JA,KP16Sa1,JA,KP16Sa1,2016,Salix arctica,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty,NA,NA
SAB,KP16Sa10,SAB,KP16Sa10,2016,Salix arctica,Kluane,NA,21/06/2021,6,21,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty_removed_tag,NA,NA
SAB,KP16Sa10,SAB,KP16Sa10,2016,Salix arctica,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,empty_tag_removed,NA,NA
SAB,KP16Sa11,SAB,KP16Sa11,2016,Salix arctica,Kluane,NA,21/06/2021,6,21,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
SAB,KP16Sa11,SAB,KP16Sa11,2016,Salix arctica,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
SAB,KP16Sa12,SAB,KP16Sa12,2016,Salix arctica,Kluane,NA,21/06/2021,6,21,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB,KP16Sa12,SAB,KP16Sa12,2016,Salix arctica,Kluane,NA,14/07/2021,7,14,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB,KP16Sa13,SAB,KP16Sa13,2016,Salix arctica,Kluane,NA,21/06/2021,6,21,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead,NA,NA
