"","Bed","SampleID","Bed_old","SampleID_old","Year_planted","Species","Site","Plant_ID_fulcrum","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Fresh_mass","Dry_mass","LA","LDMC","SLA","Notes_canopy_height_prev_cm","August_2021_notes","July_2021_notes","Sample_age","mean_stem_elong","mean_leaf_length"
"1853","SAB","KP17Sa7",NA,"KP17Sa7",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1854","JB","KP17Sa8",NA,"KP17Sa8",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,0.8,NA,NA,NA,NA,NA,NA,5.97,5.22,4.2,NA,NA,NA,NA,NA,"Possibly dead",NA,NA,2,NA,5.13
"1855","JB","KP17Sa9",NA,"KP17Sa9",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,2.1,NA,NA,NA,16.5,9.16,10.25,4.74,4.08,3.39,NA,NA,NA,NA,NA,NA,NA,NA,2,11.97,4.07
"1856","IMS","KP17Sp1",NA,"KP17Sp1",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,20.6,NA,NA,NA,45.57,40.55,43.55,71.66,76.19,71.78,NA,NA,NA,NA,NA,"Yellowing of leaves",NA,NA,2,43.2233333333333,73.21
"1857","AB","KP17Sp10",NA,"KP17Sp10",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1858","AB","KP17Sp11",NA,"KP17Sp11",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1859","AB","KP17Sp12",NA,"KP17Sp12",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,14.5,NA,NA,NA,54.13,43.69,43.52,106,33.47,152.9,NA,NA,NA,NA,NA,"Leaves yellowing/browning, diseased with rust, Isla’s stem diameter: 14.96",NA,NA,2,47.1133333333333,97.4566666666667
"1860","AB","KP17Sp13",NA,"KP17Sp13",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1861","AB","KP17Sp14",NA,"KP17Sp14",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,9.8,NA,NA,NA,52.04,44.13,41.28,37.2,45.11,43,NA,NA,NA,NA,NA,"Leaves yellowing/browning, Isla’s stem diameter: 14.14",NA,NA,2,45.8166666666667,41.77
"1862","AB","KP17Sp15",NA,"KP17Sp15",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1863","AB","KP17Sp16",NA,"KP17Sp16",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1864","AB","KP17Sp17",NA,"KP17Sp17",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1865","IMS","KP17Sp2",NA,"KP17Sp2",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,18.7,NA,NA,NA,38,39.4,43.27,69.23,43.26,37.49,NA,NA,NA,NA,NA,"Yellowing of leaves",NA,NA,2,40.2233333333333,49.9933333333333
"1866","IMS","KP17Sp3",NA,"KP17Sp3",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead?",NA,NA,2,NA,NA
"1867","IMS","KP17Sp4",NA,"KP17Sp4",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spiders webs, dead",NA,NA,2,NA,NA
"1868","SL","KP17Sp5",NA,"KP17Sp5",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,24.2,NA,NA,NA,36.32,43.22,38.03,49.69,25.24,37.39,NA,NA,NA,NA,NA,"Isla’s stem diameter: 8.54",NA,NA,2,39.19,37.44
"1869","MG","KP17Sp6",NA,"KP17Sp6",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1870","MG","KP17Sp7",NA,"KP17Sp7",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1871","MG","KP17Sp8",NA,"KP17Sp8",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1872","AB","KP17Sp9",NA,"KP17Sp9",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,14.3,NA,NA,NA,40.51,30.67,34.23,36.99,19.17,15.08,NA,NA,NA,NA,NA,"Leaves starting to yellow, Isla’s stem diameter: 6.84",NA,NA,2,35.1366666666667,23.7466666666667
"1873","LB","KP17Sr1",NA,"KP17Sr1",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,12.5,NA,NA,NA,39.78,35.47,41.47,52.34,52.27,59.43,NA,NA,NA,NA,NA,NA,NA,NA,2,38.9066666666667,54.68
"1874","LB","KP17Sr2",NA,"KP17Sr2",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,12.4,NA,NA,NA,34.59,41.83,42.05,27.86,46.88,64.95,NA,NA,NA,NA,NA,NA,NA,NA,2,39.49,46.5633333333333
"1875","LB","KP17Sr3",NA,"KP17Sr3",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,18.3,NA,NA,NA,39.78,37.48,36.22,51.56,67.93,75.7,NA,NA,NA,NA,NA,NA,NA,NA,2,37.8266666666667,65.0633333333333
"1876","LB","KP17Sr4",NA,"KP17Sr4",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,21.3,NA,NA,NA,31.17,35.35,31.56,25.99,34.84,47.27,NA,NA,NA,NA,NA,NA,NA,NA,2,32.6933333333333,36.0333333333333
"1877","LB","KP17Sr5",NA,"KP17Sr5",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,2,NA,NA
"1878","JA","KP18Sa1",NA,"KP18Sa1",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,0.6,NA,NA,NA,6.44,9.51,8.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.10666666666667,NA
"1879","EW","KP18Sa10",NA,"KP18Sa10",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,3.7,NA,NA,NA,26.06,23.29,19.55,7.32,18.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.9666666666667,NA
"1880","JA","KP18Sa2",NA,"KP18Sa2",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,1.9,NA,NA,NA,19.97,17.28,19.93,7.31,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19.06,NA
"1881","JA","KP18Sa3",NA,"KP18Sa3",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1882","JA","KP18Sa4",NA,"KP18Sa4",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,0.9,NA,NA,NA,14.22,12.39,14.51,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13.7066666666667,NA
"1883","EW","KP18Sa5",NA,"KP18Sa5",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1884","EW","KP18Sa6",NA,"KP18Sa6",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1885","EW","KP18Sa7",NA,"KP18Sa7",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1886","EW","KP18Sa8",NA,"KP18Sa8",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,2,NA,NA,NA,21.3,16.42,19.25,8.14,11.4,8.59,NA,NA,NA,NA,NA,NA,NA,NA,1,18.99,9.37666666666667
"1887","EW","KP18Sa9",NA,"KP18Sa9",2018,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,3.1,NA,NA,NA,15.81,15.04,17.29,1.54,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.0466666666667,NA
"1888","JG","KP18Sp1",NA,"KP18Sp1",2018,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,22.8,NA,NA,NA,32.97,42.54,32.1,21.37,10.55,11.2,NA,NA,NA,NA,NA,NA,NA,NA,1,35.87,14.3733333333333
"1889","JG","KP18Sp2",NA,"KP18Sp2",2018,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,32.5,NA,NA,NA,32.71,37.79,26.29,21.24,32.4,34.36,NA,NA,NA,NA,NA,NA,NA,NA,1,32.2633333333333,29.3333333333333
"1890","JG","KP18Sp3",NA,"KP18Sp3",2018,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,32.8,NA,NA,NA,69.74,50.01,56.93,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,58.8933333333333,NA
"1891","JG","KP18Sp4",NA,"KP18Sp4",2018,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,24.4,NA,NA,NA,32.75,25.51,37.89,29.7,19.03,30.47,NA,NA,NA,NA,NA,NA,NA,NA,1,32.05,26.4
"1892","MG","KP18Sp5",NA,"KP18Sp5",2018,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1893","MG","KP18Sp6",NA,"KP18Sp6",2018,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1894","AB","KPSp14",NA,"KPSp14",2013,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"1895","AB","KPSp15",NA,"KPSp15",2013,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"1896","CF","KPSr5",NA,"KPSr5",2013,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,46,NA,NA,NA,50.68,45.4,47.83,138,196,124,NA,NA,NA,NA,NA,"Spiderwebs and 16% herbivory ",NA,NA,6,47.97,152.666666666667
"1897","JA","PC16CESa2",NA,"PC16CESa2",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,4.5,NA,NA,NA,37.07,43.47,33.56,15.85,17.82,18.36,NA,NA,NA,NA,NA,NA,NA,NA,3,38.0333333333333,17.3433333333333
"1898","IMS","PC16CESp1",NA,"PC16CESp1",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1899","IMS","PC16CESp2",NA,"PC16CESp2",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1900","IMS","PC16CESp5",NA,"PC16CESp5",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,3,NA,NA
"1901","AB","PC16CESp7",NA,"PC16CESp7",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,9.3,NA,NA,NA,57.7,60.2,56.79,96,55,41.41,NA,NA,NA,NA,NA,"Leaves yellowing/browning, Isla’s stem diameter: 17.74",NA,NA,3,58.23,64.1366666666667
"1902","IR","PC16CESr10",NA,"PC16CESr10",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1903","IR","PC16CESr6",NA,"PC16CESr6",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1904","IR","PC16CESr8",NA,"PC16CESr8",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1905","IR","PC16CESr9",NA,"PC16CESr9",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1906","JA","PC16CWSa1",NA,"PC16CWSa1",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1907","SL","PC16CWSp1",NA,"PC16CWSp1",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1908","SL","PC16CWSp10",NA,"PC16CWSp10",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1909","SL","PC16CWSp2",NA,"PC16CWSp2",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1910","SL","PC16CWSp3",NA,"PC16CWSp3",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1911","SL","PC16CWSp6",NA,"PC16CWSp6",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,9.3,NA,NA,NA,22.7,23,29.32,26.2,19.21,17.38,NA,NA,NA,NA,NA,"Isla’s stem diameter: 8.07",NA,NA,3,25.0066666666667,20.93
"1912","SL","PC16CWSp7",NA,"PC16CWSp7",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,15.1,NA,NA,NA,44.24,46.24,43.62,30.4,37.1,40.56,NA,NA,NA,NA,NA,"5% herbivory",NA,NA,3,44.7,36.02
"1913","SL","PC16CWSp8",NA,"PC16CWSp8",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1914","SL","PC16CWSp9",NA,"PC16CWSp9",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,9.2,NA,NA,NA,34.57,29.58,32.05,20.68,29.71,42.16,NA,NA,NA,NA,NA,"Isla’s stem diameter: 8.41",NA,NA,3,32.0666666666667,30.85
"1915","AC","PC16CWSr10",NA,"PC16CWSr10",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1916","AC","PC16CWSr6",NA,"PC16CWSr6",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1917","AC","PC16CWSr8",NA,"PC16CWSr8",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1918","SAB","PC16PVSa1",NA,"PC16PVSa1",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1919","SAB","PC16PVSa2",NA,"PC16PVSa2",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1920","SAB","PC16PVSa3",NA,"PC16PVSa3",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1921","SAB","PC16PVSa4",NA,"PC16PVSa4",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1922","SAB","PC16PVSa5",NA,"PC16PVSa5",2016,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1923","JG","PC16PVSp1",NA,"PC16PVSp1",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1924","JG","PC16PVSp2",NA,"PC16PVSp2",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1925","JG","PC16PVSp5",NA,"PC16PVSp5",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1926","SL","PC16PVSp6",NA,"PC16PVSp6",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1927","SL","PC16PVSp7",NA,"PC16PVSp7",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1928","SL","PC16PVSp8",NA,"PC16PVSp8",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1929","SL","PC16PVSp9",NA,"PC16PVSp9",2016,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1930","EW","PC16PVSr1",NA,"PC16PVSr1",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1931","SW","PC16PVSr8",NA,"PC16PVSr8",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1932","GD","PC16Sr5",NA,"PC16Sr5",2016,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"1933","JA","PC17Sa1",NA,"PC17Sa1",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,4.6,NA,NA,NA,39.41,24.7,35.54,4.53,6.34,7.79,NA,NA,NA,NA,NA,NA,NA,NA,2,33.2166666666667,6.22
"1934","JA","PC17Sa10",NA,"PC17Sa10",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead?",NA,NA,2,NA,NA
"1935","JA","PC17Sa2",NA,"PC17Sa2",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone ",NA,NA,2,NA,NA
"1936","JA","PC17Sa3",NA,"PC17Sa3",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1937","JB","PC17Sa4",NA,"PC17Sa4",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1938","JB","PC17Sa5",NA,"PC17Sa5",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead?",NA,NA,2,NA,NA
"1939","JA","PC17Sa6",NA,"PC17Sa6",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,3.2,NA,NA,NA,13.83,12.88,22.64,6.93,4.28,6.05,NA,NA,NA,NA,NA,NA,NA,NA,2,16.45,5.75333333333333
"1940","JA","PC17Sa7",NA,"PC17Sa7",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,4.2,NA,NA,NA,22.84,23.17,29.97,4.42,4.45,5.56,NA,NA,NA,NA,NA,NA,NA,NA,2,25.3266666666667,4.81
"1941","JA","PC17Sa8",NA,"PC17Sa8",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone ",NA,NA,2,NA,NA
"1942","JA","PC17Sa9",NA,"PC17Sa9",2017,"Salix arctica","Kluane",NA,"23/08/2019","8","23",2019,2.1,NA,NA,NA,16.32,20.52,19.78,11.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18.8733333333333,NA
"1943","SL","PC17Sp1",NA,"PC17Sp1",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1944","JG","PC17Sp10",NA,"PC17Sp10",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,8.2,NA,NA,NA,30.06,34.1,31.15,45.41,43.47,42.85,NA,NA,NA,NA,NA,"4% Herbivory ",NA,NA,2,31.77,43.91
"1945","SL","PC17Sp2",NA,"PC17Sp2",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isla’s stem diameter: 6.57",NA,NA,2,NA,NA
"1946","SL","PC17Sp3",NA,"PC17Sp3",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,7.6,NA,NA,NA,41.03,44.01,44.98,82.17,47.43,36.07,NA,NA,NA,NA,NA,"Isla’s stem diameter: 13.58",NA,NA,2,43.34,55.2233333333333
"1947","SL","PC17Sp4",NA,"PC17Sp4",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,31.3,NA,NA,NA,50.97,50.27,49.08,110.86,281,215,NA,NA,NA,NA,NA,"Isla’s stem diameter: 16.22",NA,NA,2,50.1066666666667,202.286666666667
"1948","CF","PC17Sp5",NA,"PC17Sp5",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,16.5,NA,NA,NA,30.11,23.49,22.43,7.92,12.56,23.6,NA,NA,NA,NA,NA,"5% herbivory ",NA,NA,2,25.3433333333333,14.6933333333333
"1949","CF","PC17Sp6",NA,"PC17Sp6",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,15.5,NA,NA,NA,18.57,20.33,22.47,6.63,14.63,6.12,NA,NA,NA,NA,NA,NA,NA,NA,2,20.4566666666667,9.12666666666667
"1950","JG","PC17Sp7",NA,"PC17Sp7",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,24.4,NA,NA,NA,31.31,33.03,26.7,22.4,50.27,24,NA,NA,NA,NA,NA,NA,NA,NA,2,30.3466666666667,32.2233333333333
"1951","JG","PC17Sp8",NA,"PC17Sp8",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,7.5,NA,NA,NA,32.61,29.97,32.47,65.62,69.19,45.31,NA,NA,NA,NA,NA,NA,NA,NA,2,31.6833333333333,60.04
"1952","JG","PC17Sp9",NA,"PC17Sp9",2017,"Salix pulchra","Kluane",NA,"23/08/2019","8","23",2019,13.1,NA,NA,NA,33.97,33.01,31.2,24.01,41.1,35.88,NA,NA,NA,NA,NA,NA,NA,NA,2,32.7266666666667,33.6633333333333
"1953","LB","PC17Sr1",NA,"PC17Sr1",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,12.7,NA,NA,NA,35.44,27.66,30.27,93.01,31.31,18.78,NA,NA,NA,NA,NA,NA,NA,NA,2,31.1233333333333,47.7
"1954","SW","PC17Sr10",NA,"PC17Sr10",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,20.7,NA,NA,NA,36.77,42.72,36.78,48.07,70.77,83.13,NA,NA,NA,NA,NA,"5% Herbivory ",NA,NA,2,38.7566666666667,67.3233333333333
"1955","IR","PC17Sr11",NA,"PC17Sr11",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1956","IR","PC17Sr12",NA,"PC17Sr12",2017,"Salix richardsonii","Kluane",NA,"23/08/2019","8","23",2019,4.5,NA,NA,NA,21.21,20.55,20.49,15.91,8.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20.75,NA
