"","Bed","SampleID","Bed_old","SampleID_old","Year_planted","Species","Site","Plant_ID_fulcrum","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Fresh_mass","Dry_mass","LA","LDMC","SLA","Notes_canopy_height_prev_cm","August_2021_notes","July_2021_notes","Sample_age","mean_stem_elong","mean_leaf_length"
"2612","IR","PC17Sr13",NA,"PC17Sr13",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,1.8,NA,NA,NA,30.66,28.36,30.12,35.15,30.7,21.82,NA,NA,NA,NA,NA,"78% green",NA,NA,3,29.7133333333333,29.2233333333333
"2613","AC","PC17Sr14",NA,"PC17Sr14",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"2614","AC","PC17Sr15",NA,"PC17Sr15",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,3,NA,NA
"2615","LB","PC17Sr2",NA,"PC17Sr2",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,23.4,NA,NA,NA,38,35,41,63,61,40,NA,NA,NA,NA,NA,"96% green",NA,NA,3,38,54.6666666666667
"2616","LB","PC17Sr3",NA,"PC17Sr3",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Empty",NA,NA,3,NA,NA
"2617","GD","PC17Sr4",NA,"PC17Sr4",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,55.2,NA,NA,NA,35,37,37,89,72,58,NA,NA,NA,NA,NA,"88% green",NA,NA,3,36.3333333333333,73
"2618","GD","PC17Sr5",NA,"PC17Sr5",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,73.1,NA,NA,NA,48,46,44,308,302,139,NA,NA,NA,NA,NA,"9t% green - not sure whether this is 9% or 90% or some other number!",NA,NA,3,46,249.666666666667
"2619","GD","PC17Sr6",NA,"PC17Sr6",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,30.7,NA,NA,NA,36,35,33,38,64,53,NA,NA,NA,NA,NA,"88% green",NA,NA,3,34.6666666666667,51.6666666666667
"2620","SW","PC17Sr7",NA,"PC17Sr7",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"2621","SW","PC17Sr8",NA,"PC17Sr8",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"2622","SW","PC17Sr9",NA,"PC17Sr9",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,15.5,NA,NA,NA,67,48,48,98,22,9,NA,NA,NA,NA,NA,"94% green",NA,NA,3,54.3333333333333,43
"2623","JA","PP16MSa1",NA,"PP16MSa1",2016,"Salix arctica","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2624","JA","PP16MSa5",NA,"PP16MSa5",2016,"Salix arctica","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2625","MG","PP16TSp10",NA,"PP16TSp10",2016,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2626","MG","PP16TSp6",NA,"PP16TSp6",2016,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2627","MG","PP16TSp7",NA,"PP16TSp7",2016,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead?",NA,NA,4,NA,NA
"2628","MG","PP16TSp9",NA,"PP16TSp9",2016,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,4,NA,NA
"2629","GD","PP16TSr4",NA,"PP16TSr4",2016,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead ",NA,NA,4,NA,NA
"2630","GD","PP16TSr5",NA,"PP16TSr5",2016,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2631","AC","PP16TSr6",NA,"PP16TSr6",2016,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2632","AC","PP16TSr7",NA,"PP16TSr7",2016,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2633","AC","PP16TSr8",NA,"PP16TSr8",2016,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2634","AC","PP16TSr9",NA,"PP16TSr9",2016,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"2635","AB","PP17Sp11",NA,"PP17Sp11",2017,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,3,NA,NA
"2636","AB","PP17Sp12",NA,"PP17Sp12",2017,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,17.9,NA,NA,NA,33.48,38.32,37.36,21.68,43.77,41.08,NA,NA,NA,NA,NA,"70% green",NA,NA,3,36.3866666666667,35.51
"2637","AB","PP17Sp13",NA,"PP17Sp13",2017,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,16.5,NA,NA,NA,31.8,30.38,36.11,24.11,24.25,17.55,NA,NA,NA,NA,NA,"15% green",NA,NA,3,32.7633333333333,21.97
"2638","AB","PP17Sp14",NA,"PP17Sp14",2017,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"2639","AB","PP17Sp15",NA,"PP17Sp15",2017,"Salix pulchra","Kluane",NA,"19/08/2020","8","19",2020,13.5,NA,NA,NA,22.43,25.96,24.84,16.32,12.73,12.98,NA,NA,NA,NA,NA,"80% green",NA,NA,3,24.41,14.01
"2640","EW","PP17Sr16",NA,"PP17Sr16",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,31.5,NA,NA,NA,38,39,43,126,105,107,NA,NA,NA,NA,NA,"92% green",NA,NA,3,40,112.666666666667
"2641","EW","PP17Sr17",NA,"PP17Sr17",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA,3,NA,NA
"2642","EW","PP17Sr18",NA,"PP17Sr18",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA,NA,3,NA,NA
"2643","EW","PP17Sr19",NA,"PP17Sr19",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,19.3,NA,NA,NA,41,40,42,66,182,58,NA,NA,NA,NA,NA,"96% green",NA,NA,3,41,102
"2644","EW","PP17Sr20",NA,"PP17Sr20",2017,"Salix richardsonii","Kluane",NA,"19/08/2020","8","19",2020,22.4,NA,NA,NA,35,36,37,89,68,91,NA,NA,NA,NA,NA,"93% green",NA,NA,3,36,82.6666666666667
"2645","JB","H15Sa10","JB","H15Sa10",2015,"Salix arctica","Qikiqtaruk",105592131,"11/08/2021","8","11",2021,4.6,26.2,28.2,10,7,10,14,22,29,30,NA,NA,NA,NA,NA,"5","Leaves are turning yellow and brown ","A lot of the leaves are yellow ",6,10.3333333333333,27
"2646","JB","H15Sa11","JB","H15Sa11",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,3.5,3.1,3.2,10,6,7,8,20,17,13,NA,NA,NA,NA,NA,"3.6","Leaves are turning yellow and brown most fallen off","Leaves have black spots ",6,7,16.6666666666667
"2647","JB","H15Sa12","JB","H15Sa12",2015,"Salix arctica","Qikiqtaruk",105272749,"11/08/2021","8","11",2021,4.5,15.4,13.9,12,27,10,16,22,27,28,NA,NA,NA,NA,NA,"6.5","Leaves are turning yellow and brown and falling","Leaves are turning yellow with brown spots",6,17.6666666666667,25.6666666666667
"2648","JB","H15Sa14","JB","H15Sa14",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,2.6,6.1,8.5,9,20,21,7,26,19,20,NA,NA,NA,NA,NA,"3.8","Almost all leaves fallen off",NA,6,16,21.6666666666667
"2649","JB","H15Sa15","JB","H15Sa15",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,1.8,6.9,2.9,5,9,10,5,20,22,19,NA,NA,NA,NA,NA,"2.5","Leaves turning brown",NA,6,8,20.3333333333333
"2650","JB","H15Sa18","JB","H15Sa18",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5.2,7.1,5.6,6,11,4,11,16,14,8,NA,NA,NA,NA,NA,"7.8","Leaves turning brown most fallen off",NA,6,8.66666666666667,12.6666666666667
"2651","JB","H15Sa19","JB","H15Sa19",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,2.7,14.2,12.1,8,5,9,20,28,36,31,NA,NA,NA,NA,NA,"3",NA,NA,6,11.3333333333333,31.6666666666667
"2652","JB","H15Sa20","JB","H15Sa20",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,2.8,5.7,4.5,6,9,11,13,21,24,26,NA,NA,NA,NA,NA,"3.2","Leaves turning brown",NA,6,11,23.6666666666667
"2653","JB","H15Sa3","JB","H15Sa3",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,3.1,13.2,10.9,15,14,21,31,NA,NA,NA,NA,NA,NA,NA,NA,"6.5","No leaves","Leaves are turning yellow and red",6,22,NA
"2654","JB","H15Sa7","JB","H15Sa7",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,4.8,16,8.5,10,21,23,8,31,31,39,NA,NA,NA,NA,NA,"5.5","Some leaves turning yellow and brown","Leaves are turning yellow ",6,17.3333333333333,33.6666666666667
"2655","JB","H15Sa9","JB","H15Sa9",2015,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,2.2,14.1,7.2,10,11,24,22,33,NA,NA,NA,NA,NA,NA,NA,"2.5","No leaves left","Leaves are browning around the edges",6,19,NA
"2656","IMS","H15Sp1","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,5.4,4.5,4.8,8,12,3,17,27,22,20,NA,NA,NA,NA,NA,"5","Leaves fully senescent and falling off",NA,6,10.6666666666667,23
"2657","CF","H15Sp10","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,6.5,15,7.5,16,10,9,4,17,16,16,NA,NA,NA,NA,NA,"7","Almost all leaves fallen ",NA,6,7.66666666666667,16.3333333333333
"2658","CF","H15Sp13","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,11,16,8.9,13,9,11,10,16,23,24,NA,NA,NA,NA,NA,"11.2","Leaves brown and falling off ",NA,6,10,21
"2659","CF","H15Sp15","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,14.5,23,21,12,11,13,14,25,23,24,NA,NA,NA,NA,NA,"12.5","Leaves are brown and falling off ",NA,6,12.6666666666667,24
"2660","CF","H15Sp17","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead_question",NA,NA,6,NA,NA
"2661","CF","H15Sp18","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead",NA,NA,6,NA,NA
"2662","CF","H15Sp19","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,7.8,7.9,10.2,11,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","No leaves left",NA,6,NA,NA
"2663","IMS","H15Sp2","IMS","H15Sp2",2015,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,4.8,5.6,3.9,8,10,7,6,NA,NA,NA,NA,NA,NA,NA,NA,"5","No leaves","Fully yellow leaves with some rust spots",6,7.66666666666667,NA
"2664","CF","H15Sp20","CF","H15Sp20",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,8.7,9,5.5,10,7,6,11,21,NA,NA,NA,NA,NA,NA,NA,"7","Almost all leaves fallen off",NA,6,8,NA
"2665","MG","H15Sp23","MG","H15Sp23",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,2.9,2.2,1.7,5,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,"3.3","All leaves gone","Some leaves yellow ",6,3,NA
"2666","MG","H15Sp24","MG","H15Sp24",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,11.1,9.9,4.8,6,4,5,5,21,17,15,NA,NA,NA,NA,NA,"10.5","Most leaves are brown and falling off ","All leaves yellow. Tips of leaves are turning brown",6,4.66666666666667,17.6666666666667
"2667","AB","H15Sp25","AB","H15Sp25",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,6.2,9,6.4,9,15,17,33,19,24,17,NA,NA,NA,NA,NA,"8","All leaves are brown and falling off",NA,6,21.6666666666667,20
"2668","AB","H15Sp27","AB","H15Sp27",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,7.9,18.4,15.7,16,9,13,12,23,21,20,NA,NA,NA,NA,NA,"7.7","Leaves are turning yellow and brown. Some rust on underside ","Some leaves yellow ",6,11.3333333333333,21.3333333333333
"2669","AB","H15Sp29","AB","H15Sp29",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5.6,4.3,4.3,8,6,3,NA,24,22,NA,NA,NA,NA,NA,NA,"10.5","Almost all leaves fallen off ","Leaves are turning yellow ",6,NA,NA
"2670","IMS","H15Sp5","IMS","H15Sp5",2015,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,7.1,15.8,7.6,10,12,18,21,23,26,NA,NA,NA,NA,NA,NA,"10.2","Leaves fully senescent ","Leaves turning yellow",6,17,NA
"2671","IMS","H15Sp6","IMS","H15Sp6",2015,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,6.8,6,3.2,10,6,10,8,17,18,NA,NA,NA,NA,NA,NA,"7","Leaves fully senescent ","Leaves mostly yellow ",6,8,NA
"2672","IMS","H15Sp8","IMS","H15Sp8",2015,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,8.2,12,8.2,8,10,4,7,15,16,15,NA,NA,NA,NA,NA,"8.2","Fully senescent ","Leaves turning yellow",6,7,15.3333333333333
"2673","CF","H15Sp9","CF","H15Sp9",2015,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,13.5,10.6,11.2,10,8,10,7,20,19,NA,NA,NA,NA,NA,NA,"15","Most leaves fallen off",NA,6,8.33333333333333,NA
"2674","SW","H15Sr19","SW","H15Sr19",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,7.5,12,9.4,9,17,21,10,18,21,19,NA,NA,NA,NA,NA,"7.8","Most leaves fallen off, senescent.","Leaves are turning yellow ",6,16,19.3333333333333
"2675","SW","H15Sr20","SW","H15Sr20",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5,6.6,4,12,10,9,NA,18,16,NA,NA,NA,NA,NA,NA,"6.5","Fully senescent, most leaves gone.","Leaves are yellow and red",6,NA,NA
"2676","AC","H15Sr29","AC","H15Sr29",2015,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,3.6,7,1.5,3,16,10,8,20,NA,NA,NA,NA,NA,NA,NA,"5.2","Leaves are senescing and falling off","Leaves are turning red",6,11.3333333333333,NA
"2677","LB","H15Sr5","LB","H15Sr5",2015,"Salix richardsonii","Qikiqtaruk",NA,"09/08/2021","8","9",2021,17.7,10,7.5,11,50,13,31,27,24,28,NA,NA,NA,NA,NA,"19.3","Leaves fully senescent and falling off ","Some leaves are yellowing ",6,31.3333333333333,26.3333333333333
"2678","JA","H17Sa10","JA","H17Sa10",2017,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5.2,11,9.3,7,8,9,11,28,36,29,NA,NA,NA,NA,NA,"5.5","Leaves are turning yellow and brown ",NA,4,9.33333333333333,31
"2679","SAB","H17Sa12","SAB","H17Sa12",2017,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,3.2,5.6,3.8,5,9,6,4,23,22,21,NA,NA,NA,NA,NA,"2","Skeptical that this is Salix arctica, seems like a local willow to the boreal forest. Leaves are turning yellow and brown around the edges.",NA,4,6.33333333333333,22
"2680","SAB","H17Sa15","SAB","H17Sa15",2017,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5.2,14.9,10.2,7,22,7,28,27,32,30,NA,NA,NA,NA,NA,"6.4","Leaves are turning yellow and brown and starting to fall off",NA,4,19,29.6666666666667
"2681","JB","H17Sa17","JB","H17Sa17",2017,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,3.3,13.1,6.1,8,14,15,11,22,21,32,NA,NA,NA,NA,NA,"4.3","Leaves are turning yellow and brown and red","Turning yellow ",4,13.3333333333333,25
"2682","JB","H17Sa18","JB","H17Sa18",2017,"Salix arctica","Qikiqtaruk",105591856,"11/08/2021","8","11",2021,9,33.2,18.1,12,11,12,10,41,39,34,NA,NA,NA,NA,NA,"12","Leaves are turning yellow and brown ","Some leaves are yellow ",4,11,38
"2683","JB","H17Sa20","JB","H17Sa20",2017,"Salix arctica","Qikiqtaruk",105272652,"11/08/2021","8","11",2021,4.1,35,30.5,14,22,14,12,39,36,34,NA,NA,NA,NA,NA,"7","LEAVES ARE TURNING YELLOW AND ORANGE ","Some leaves are turning yellow ",4,16,36.3333333333333
"2684","JA","H17Sa6","JA","H17Sa6",2017,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5.5,25,16.5,7,16,21,26,51,58,59,NA,NA,NA,NA,NA,"6.2","Leaves are turning yellow and brown ","Leaves browning slightly ",4,21,56
"2685","JA","H17Sa8","JA","H17Sa8",2017,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,4.4,16.5,12.5,9,6,5,10,24,23,24,NA,NA,NA,NA,NA,"3","Leaves are turning yellow and brown ","Some leaves are yellowing ",4,7,23.6666666666667
"2686","JA","H17Sa9","JA","H17Sa9",2017,"Salix arctica","Qikiqtaruk",NA,"11/08/2021","8","11",2021,7.8,15,20.5,6,6,7,5,33,35,28,NA,NA,NA,NA,NA,"7","Leaves are turning yellow and brown ","Some leaves are browning ",4,6,32
"2687","AB","H17Sp10","AB","H17Sp10",2017,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,8.2,11.9,11.9,10,24,19,14,14,16,17,NA,NA,NA,NA,NA,"8.5","Leaves are turning yellow and brown ","Leaves yellow ",4,19,15.6666666666667
"2688","AB","H17Sp12","AB","H17Sp12",2017,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5,12.1,11.6,7,11,31,7,NA,NA,NA,NA,NA,NA,NA,NA,"6.6","No leaves ","Leaves yellow ",4,16.3333333333333,NA
"2689","AB","H17Sp13","AB","H17Sp13",2017,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,18.2,6.1,5.2,8,7,6,10,22,NA,NA,NA,NA,NA,NA,NA,"20.6","ALMOST ALL LEAVES FALLEN OFF ","Leaves yellow ",4,7.66666666666667,NA
"2690","AB","H17Sp14","AB","H17Sp14",2017,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,7.1,5.8,6.1,9,7,16,12,19,23,28,NA,NA,NA,NA,NA,"9.6","All leaves are brown and falling off",NA,4,11.6666666666667,23.3333333333333
"2691","AB","H17Sp15","AB","H17Sp15",2017,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,8.4,6.6,3.9,9,8,7,12,11,14,19,NA,NA,NA,NA,NA,"10","All leaves are yellow and falling off ",NA,4,9,14.6666666666667
"2692","AB","H17Sp18","AB","H17Sp18",2017,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,4.4,10.4,10.1,7,22,10,12,22,21,NA,NA,NA,NA,NA,NA,"55","Almost all leaves fallen off ","Tips of leaves turning brown ",4,14.6666666666667,NA
"2693","IMS","H17Sp3","IMS","H17Sp3",2017,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,4.6,2.2,0.9,10,7,6,5,15,10,14,NA,NA,NA,NA,NA,"5.8","Leaves fully senescent and falling off",NA,4,6,13
"2694","IMS","H17Sp6","IMS","H17Sp6",2017,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,6.4,9.8,1.5,8,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.8","no leaves left",NA,4,NA,NA
"2695","IMS","H17Sp7","IMS","H17Sp7",2017,"Salix pulchra","Qikiqtaruk",NA,"09/08/2021","8","9",2021,3.6,4.3,1.2,7,16,13,6,16,17,17,NA,NA,NA,NA,NA,"3.5","Leaves fully senescent and falling off ",NA,4,11.6666666666667,16.6666666666667
"2696","CF","H17Sp9","CF","H17Sp9",2017,"Salix pulchra","Qikiqtaruk",NA,"11/08/2021","8","11",2021,16.5,12.5,7.5,9,9,10,18,25,22,21,NA,NA,NA,NA,NA,"18.5","Leaves are brown most fallen off","Some leaves yellowing ",4,12.3333333333333,22.6666666666667
"2697","LB","H17Sr1","LB","H17Sr1",2017,"Salix richardsonii","Qikiqtaruk",NA,"09/08/2021","8","9",2021,10.6,11.5,8.5,11,7,10,4,25,26,28,NA,NA,NA,NA,NA,"12.8","Leaves fully senescent and falling off ","Leaves are yellowing ",4,7,26.3333333333333
"2698","GD","H17Sr10","GD","H17Sr10",2017,"Salix richardsonii","Qikiqtaruk",NA,"09/08/2021","8","9",2021,12,20,19,11,42,40,23,30,29,28,NA,NA,NA,NA,NA,"9.5","Leaves are red and brown and yellow ","Leaves are turning yellow and turning red ",4,35,29
"2699","GD","H17Sr12","GD","H17Sr12",2017,"Salix richardsonii","Qikiqtaruk",NA,"09/08/2021","8","9",2021,5,7,4.6,5,13,12,7,14,NA,NA,NA,NA,NA,NA,NA,"6.5","Fully senescent, leaves fallen off ","Leaves are yellow and brown ",4,10.6666666666667,NA
"2700","GD","H17Sr13","GD","H17Sr13",2017,"Salix richardsonii","Qikiqtaruk",105342124,"09/08/2021","8","9",2021,13.5,17,13.5,14,19,20,37,34,29,29,NA,NA,NA,NA,NA,"17","Brown and red leaves ","Leaves are brown, red and yellow ",4,25.3333333333333,30.6666666666667
"2701","GD","H17Sr15","GD","H17Sr15",2017,"Salix richardsonii","Qikiqtaruk",NA,"09/08/2021","8","9",2021,12.3,13,10,12,24,26,33,27,29,30,NA,NA,NA,NA,NA,"12.5","Leaves are yellow and brown ","Leaves are yellow and red ",4,27.6666666666667,28.6666666666667
"2702","IR","H17Sr18","IR","H17Sr18",2017,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,7.4,9.6,7.5,17,13,21,10,22,NA,NA,NA,NA,NA,NA,NA,"8.7","Almost all leaves gone","Brown and yellow leaves ",4,14.6666666666667,NA
"2703","IR","H17Sr19","IR","H17Sr19",2017,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,6.8,10.4,5,12,18,10,14,17,18,19,NA,NA,NA,NA,NA,"7.4","Leaves all yellow and brown. Tar spots","Black spots on some leaves ",4,14,18
"2704","AC","H17Sr24","AC","H17Sr24",2017,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,8.9,11,5.2,10,5,12,17,20,20,19,NA,NA,NA,NA,NA,"12.5","Leaves are turning yellow and brown ","Some leaves yellow ",4,11.3333333333333,19.6666666666667
"2705","AC","H17Sr25","AC","H17Sr25",2017,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,2,3.6,1.5,9,3,NA,NA,19,20,NA,NA,NA,NA,NA,NA,"1.8","Leaves are yellow and brown","Was deadlast time, now alive",4,NA,NA
"2706","EW","H17Sr30","EW","H17Sr30",2017,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,10.6,26.4,21.3,13,25,39,82,34,30,32,NA,NA,NA,NA,NA,"10.6","Leaves are turning yellow and brown ","Few leaves are turning yellow ",4,48.6666666666667,32
"2707","EW","H17Sr35","EW","H17Sr35",2017,"Salix richardsonii","Qikiqtaruk",105272398,"11/08/2021","8","11",2021,13.2,20.4,17.5,14,43,19,51,39,34,35,NA,NA,NA,NA,NA,"16.4","Leaves are yellow and falling off ","Few leaves are turning yellow ",4,37.6666666666667,36
"2708","EW","H17Sr36","EW","H17Sr36",2017,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead_question",NA,NA,4,NA,NA
"2709","EW","H17Sr37","EW","H17Sr37",2017,"Salix richardsonii","Qikiqtaruk",NA,"11/08/2021","8","11",2021,5.9,8.4,6.8,8,6,10,9,23,18,20,NA,NA,NA,NA,NA,"6.9","Leaves are brown and falling off ",NA,4,8.33333333333333,20.3333333333333
"2710","LB","H17Sr4","LB","H17Sr4",2017,"Salix richardsonii","Qikiqtaruk",NA,"09/08/2021","8","9",2021,5,4.5,12.4,13,17,20,19,32,23,NA,NA,NA,NA,NA,NA,"7.2","Leaves fully senescent and falling off ","Black spot on half the leaves",4,18.6666666666667,NA
