"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","Bed","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Sample_ID","Sample_age"
"136","HESP9",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix pulchra",NA,"IMS",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"137","HESR13",32,25,22,8,11,2016,"Common_garden","Northern","Salix richardsonii",26.3333333333333,"SW",2013,8.2,NA,NA,NA,35,29,12,25.3333333333333,NA,NA,NA,NA,NA,3
"138","HESR17",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,"IR",2013,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"139","HESR2",30,22,32,8,11,2016,"Common_garden","Northern","Salix richardsonii",28,"LB",2013,4.4,NA,NA,NA,27,30,21,26,NA,NA,NA,NA,NA,3
"140","HESR21",15,16,21,8,11,2016,"Common_garden","Northern","Salix richardsonii",17.3333333333333,"AC",2013,22,NA,NA,NA,54,25,33,37.3333333333333,NA,NA,NA,NA,NA,3
"141","HESR23",21,24,21,8,11,2016,"Common_garden","Northern","Salix richardsonii",22,"AC",2013,3,NA,NA,NA,30,26,29,28.3333333333333,NA,NA,NA,NA,NA,3
"142","HESR26",33,30,26,8,11,2016,"Common_garden","Northern","Salix richardsonii",29.6666666666667,"AC",2013,12.5,NA,NA,NA,25,18,19,20.6666666666667,NA,NA,NA,NA,NA,3
"143","HESR27",25,17,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,"AC",2013,8,NA,NA,NA,65,26,49,46.6666666666667,NA,NA,NA,NA,NA,3
"144","HESR3",27,26,30,8,11,2016,"Common_garden","Northern","Salix richardsonii",27.6666666666667,"LB",2013,5.6,NA,NA,NA,28,31,19,26,NA,NA,NA,NA,NA,3
"145","HESR4",31,31,33,8,11,2016,"Common_garden","Northern","Salix richardsonii",31.6666666666667,"LB",2013,5.2,NA,NA,NA,40,54,62,52,NA,NA,NA,NA,NA,3
"146","HESR4B",20,18,21,8,11,2016,"Common_garden","Northern","Salix richardsonii",19.6666666666667,"LB",2013,2.5,NA,NA,NA,16,25,NA,NA,NA,NA,NA,NA,NA,3
"147","HESR6",27,25,30,8,11,2016,"Common_garden","Northern","Salix richardsonii",27.3333333333333,"SW",2013,15.3,NA,NA,NA,26,45,23,31.3333333333333,NA,NA,NA,NA,NA,3
"148","HESR7",32,34,35,8,11,2016,"Common_garden","Northern","Salix richardsonii",33.6666666666667,"SW",2013,19.5,NA,NA,NA,36,31,49,38.6666666666667,NA,NA,NA,NA,NA,3
"149","HESR8",29,27,29,8,11,2016,"Common_garden","Northern","Salix richardsonii",28.3333333333333,"SW",2013,26,NA,NA,NA,54,39,34,42.3333333333333,NA,NA,NA,NA,NA,3
"150","K15CSP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"151","K15CSP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"152","K15CSP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"153","K15CSP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"154","K15CSP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"155","K15CSP6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"156","K15CSP7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"157","K15CSP8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"AB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"158","K15CSP9",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"AB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"159","K15CSR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"160","K15CSR2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"161","K15CSR3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"162","K15CSR4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"163","K15CSR5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"164","K15CSR6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"165","K15CSR7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"166","K15CSR8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"167","K15CSR9",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"168","K15ESP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"169","K15ESP10",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"170","K15ESP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"171","K15ESP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"172","K15ESP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"173","K15ESP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"174","K15ESP6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"175","K15ESP7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"176","K15ESP8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"177","K15ESR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"178","K15PSP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"179","K15PSP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"180","K15PSP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"181","K15PSP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"182","K15PSP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"183","K15PSP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"184","K15PSP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"185","K15PSP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"186","K15PSP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"187","K15PSP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"188","K15PSR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"189","K15PSR10",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"190","K15PSR11",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"191","K15PSR12",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"192","K15PSR13",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"193","K15PSR14",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"194","K15PSR15",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"195","K15PSR2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"196","K15PSR3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"197","K15PSR4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"198","K15PSR5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"199","K15PSR6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"200","K15PSR7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"201","K15PSR8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"202","K15PSR9",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"203","K15SSR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"204","K15SSR10",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"205","K15SSR2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"206","K15SSR3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"207","K15SSR4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"208","K15SSR5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"209","K15SSR6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"210","K15SSR7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"211","K15SSR8",28,24,22,8,11,2016,"Common_garden","Southern","Salix richardsonii",24.6666666666667,"SW",2015,2.3,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1
"212","K15SSR9",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"213","KLSPC1",50,45,60,8,11,2016,"Common_garden","Southern","Salix pulchra",51.6666666666667,"IMS",2013,28.3,NA,NA,NA,71,80,84,78.3333333333333,NA,NA,NA,NA,NA,3
"214","KLSPC10",46,48,47,8,11,2016,"Common_garden","Southern","Salix pulchra",47,"MG",2013,33,NA,NA,NA,43,41,28,37.3333333333333,NA,NA,NA,NA,NA,3
"215","KLSPC13",39,42,45,8,11,2016,"Common_garden","Southern","Salix pulchra",42,"AB",2013,35.1,NA,NA,NA,62,66,111,79.6666666666667,NA,NA,NA,NA,NA,3
"216","KLSPC2",53,43,45,8,11,2016,"Common_garden","Southern","Salix pulchra",47,"IMS",2013,18.3,NA,NA,NA,36,36,37,36.3333333333333,NA,NA,NA,NA,NA,3
"217","KLSPC3",35,36,42,8,11,2016,"Common_garden","Southern","Salix pulchra",37.6666666666667,"IMS",2013,24.4,NA,NA,NA,39,33,30,34,NA,NA,NA,NA,NA,3
"218","KLSPC8",74,65,75,8,11,2016,"Common_garden","Southern","Salix pulchra",71.3333333333333,"MG",2013,16.1,NA,NA,NA,314,317,275,302,NA,NA,NA,NA,NA,3
"219","KLSPC9",62,64,64,8,11,2016,"Common_garden","Southern","Salix pulchra",63.3333333333333,"MG",2013,39.5,NA,NA,NA,600,472,420,497.333333333333,NA,NA,NA,NA,NA,3
"220","KLSPE1",72,64,65,8,11,2016,"Common_garden","Southern","Salix pulchra",67,"IMS",2013,53.1,NA,NA,NA,38.4,39.1,35.4,37.6333333333333,NA,NA,NA,NA,NA,3
"221","KLSPE10",63,58,55,8,11,2016,"Common_garden","Southern","Salix pulchra",58.6666666666667,"CF",2013,28.9,NA,NA,NA,312,103,111,175.333333333333,NA,NA,NA,NA,NA,3
"222","KLSPE11",74,72,75,8,11,2016,"Common_garden","Southern","Salix pulchra",73.6666666666667,"MG",2013,35.8,NA,NA,NA,380,330,290,333.333333333333,NA,NA,NA,NA,NA,3
"223","KLSPE12",59,69,67,8,11,2016,"Common_garden","Southern","Salix pulchra",65,"MG",2013,42.1,NA,NA,NA,618,423,330,457,NA,NA,NA,NA,NA,3
"224","KLSPE14",81,85,85,8,11,2016,"Common_garden","Southern","Salix pulchra",83.6666666666667,"MG",2013,44.1,NA,NA,NA,391,403,331,375,NA,NA,NA,NA,NA,3
"225","KLSPE15",56,57,62,8,11,2016,"Common_garden","Southern","Salix pulchra",58.3333333333333,"MG",2013,15.6,NA,NA,NA,106,107,80,97.6666666666667,NA,NA,NA,NA,NA,3
"226","KLSPE2",66,67,64,8,11,2016,"Common_garden","Southern","Salix pulchra",65.6666666666667,"IMS",2013,41.3,NA,NA,NA,802,682,660,714.666666666667,NA,NA,NA,NA,NA,3
"227","KLSPE3",30,30,26,8,11,2016,"Common_garden","Southern","Salix pulchra",28.6666666666667,"IMS",2013,3.2,NA,NA,NA,23,9,NA,NA,NA,NA,NA,NA,NA,3
"228","KLSPE4",79,84,76,8,11,2016,"Common_garden","Southern","Salix pulchra",79.6666666666667,"IMS",2013,53,NA,NA,NA,1010,1000,980,996.666666666667,NA,NA,NA,NA,NA,3
"229","KLSPE5",42,60,59,8,11,2016,"Common_garden","Southern","Salix pulchra",53.6666666666667,"IMS",2013,30.1,NA,NA,NA,70,110,82,87.3333333333333,NA,NA,NA,NA,NA,3
"230","KLSPE6",81,77,83,8,11,2016,"Common_garden","Southern","Salix pulchra",80.3333333333333,"CF",2013,36.1,NA,NA,NA,715,715,69.8,499.933333333333,NA,NA,NA,NA,NA,3
"231","KLSPE7",62,61,61,8,11,2016,"Common_garden","Southern","Salix pulchra",61.3333333333333,"CF",2013,33.8,NA,NA,NA,313,267,378,319.333333333333,NA,NA,NA,NA,NA,3
"232","KLSPE8",101,81,73,8,11,2016,"Common_garden","Southern","Salix pulchra",85,"CF",2013,46.3,NA,NA,NA,842,561,382,595,NA,NA,NA,NA,NA,3
"233","KLSPE9",87,84,81,8,11,2016,"Common_garden","Southern","Salix pulchra",84,"CF",2013,32.7,NA,NA,NA,460,384,474,439.333333333333,NA,NA,NA,NA,NA,3
"234","KLSRC10",74,76,80,8,11,2016,"Common_garden","Southern","Salix richardsonii",76.6666666666667,"IR",2013,53.4,NA,NA,NA,515,445,433,464.333333333333,NA,NA,NA,NA,NA,3
"235","KLSRC11",42,46,45,8,11,2016,"Common_garden","Southern","Salix richardsonii",44.3333333333333,"AC",2013,17,NA,NA,NA,107,100,94,100.333333333333,NA,NA,NA,NA,NA,3
"236","KLSRC13",67,78,84,8,11,2016,"Common_garden","Southern","Salix richardsonii",76.3333333333333,"AC",2013,47.3,NA,NA,NA,31,44.4,43.8,39.7333333333333,NA,NA,NA,NA,NA,3
"237","KLSRC2",67,71,89,8,11,2016,"Common_garden","Southern","Salix richardsonii",75.6666666666667,"LB",2013,56.9,NA,NA,NA,603,392,382,459,NA,NA,NA,NA,NA,3
"238","KLSRC6",55,54,61,8,11,2016,"Common_garden","Southern","Salix richardsonii",56.6666666666667,"IR",2013,46.1,NA,NA,NA,285,340,295,306.666666666667,NA,NA,NA,NA,NA,3
"239","KLSRC7",66,61,62,8,11,2016,"Common_garden","Southern","Salix richardsonii",63,"IR",2013,71,NA,NA,NA,515,412,475,467.333333333333,NA,NA,NA,NA,NA,3
"240","KLSRE10",60,63,61,8,11,2016,"Common_garden","Southern","Salix richardsonii",61.3333333333333,"SW",2013,71,NA,NA,NA,437,445,411,431,NA,NA,NA,NA,NA,3
"241","KLSRE11",54,51,56,8,11,2016,"Common_garden","Southern","Salix richardsonii",53.6666666666667,"IR",2013,40.8,NA,NA,NA,421,290,348,353,NA,NA,NA,NA,NA,3
"242","KLSRE13",61,59,61,8,11,2016,"Common_garden","Southern","Salix richardsonii",60.3333333333333,"IR",2013,62.9,NA,NA,NA,606,556,589,583.666666666667,NA,NA,NA,NA,NA,3
"243","KLSRE14",70,70,61,8,11,2016,"Common_garden","Southern","Salix richardsonii",67,"IR",2013,29.1,NA,NA,NA,210,137,119,155.333333333333,NA,NA,NA,NA,NA,3
"244","KLSRE15",66,69,69,8,11,2016,"Common_garden","Southern","Salix richardsonii",68,"IR",2013,66.1,NA,NA,NA,518,418,375,437,NA,NA,NA,NA,NA,3
"245","KLSRE4",70,70,67,8,11,2016,"Common_garden","Southern","Salix richardsonii",69,"LB",2013,75.1,NA,NA,NA,509,654,686,616.333333333333,NA,NA,NA,NA,NA,3
"246","KLSRE6",49,46,48,8,11,2016,"Common_garden","Southern","Salix richardsonii",47.6666666666667,"SW",2013,23.4,NA,NA,NA,128,130,122,126.666666666667,NA,NA,NA,NA,NA,3
"247","KLSRE7",47,41,50,8,11,2016,"Common_garden","Southern","Salix richardsonii",46,"SW",2013,52.8,NA,NA,NA,546,320,120,328.666666666667,NA,NA,NA,NA,NA,3
"248","KLSRE9",75,80,85,8,11,2016,"Common_garden","Southern","Salix richardsonii",80,"SW",2013,54.4,NA,NA,NA,524,142,14.6,226.866666666667,NA,NA,NA,NA,NA,3
"249","KPSP11",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"250","KPSP12",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"251","KPSP13",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"252","KPSP14",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"253","KPSP15",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"254","KPSR5",46,44,47,8,11,2016,"Common_garden","Southern","Salix richardsonii",45.6666666666667,"CF",2013,17.4,NA,NA,NA,127,83,76,95.3333333333333,NA,NA,NA,NA,NA,3
"255","H15SA1",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"256","H15SA10",30,22,17,8,14,2017,"Common_garden","Northern","Salix arctica",23,"JB",2015,3.4,NA,NA,NA,31,10,16,19,NA,NA,NA,NA,NA,2
"257","H15SA11",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,1.9,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,2
"258","H15SA12",18,13,17,8,14,2017,"Common_garden","Northern","Salix arctica",16,"JB",2015,1.7,NA,NA,NA,12,12,NA,NA,NA,NA,NA,NA,NA,2
"259","H15SA13",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"260","H15SA14",22,14,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,2,NA,NA,NA,8,5,4,5.66666666666667,NA,NA,NA,NA,NA,2
"261","H15SA15",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,1.3,NA,NA,NA,21,11,NA,NA,NA,NA,NA,NA,NA,2
"262","H15SA16",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"263","H15SA17",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"264","H15SA18",14,14,13,8,14,2017,"Common_garden","Northern","Salix arctica",13.6666666666667,"JB",2015,2.5,NA,NA,NA,10,8,12,10,NA,NA,NA,NA,NA,2
"265","H15SA19",9,7,11,8,14,2017,"Common_garden","Northern","Salix arctica",9,"JB",2015,1.6,NA,NA,NA,17,5,NA,NA,NA,NA,NA,NA,NA,2
"266","H15SA2",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"267","H15SA20",12,11,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,1.1,NA,NA,NA,10,11,NA,NA,NA,NA,NA,NA,NA,2
"268","H15SA3",28,26,11,8,14,2017,"Common_garden","Northern","Salix arctica",21.6666666666667,"JB",2015,1.4,NA,NA,NA,20,15,NA,NA,NA,NA,NA,NA,NA,2
"269","H15SA4",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"270","H15SA5",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,0.7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2
"271","H15SA6",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"272","H15SA7",22,20,11,8,14,2017,"Common_garden","Northern","Salix arctica",17.6666666666667,"JB",2015,4.8,NA,NA,NA,5,4,5,4.66666666666667,NA,NA,NA,NA,NA,2
"273","H15SA8",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"274","H15SA9",NA,NA,NA,8,14,2017,"Common_garden","Northern","Salix arctica",NA,"JB",2015,0.8,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,2
"275","H15SP1",NA,NA,NA,8,13,2017,"Common_garden","Northern","Salix pulchra",NA,"IMS",2015,3.4,NA,NA,NA,7,10,10,9,NA,NA,NA,NA,NA,2
"276","H15SP10",20,18,6,8,13,2017,"Common_garden","Northern","Salix pulchra",14.6666666666667,"CF",2015,5.8,NA,NA,NA,27,24,16,22.3333333333333,NA,NA,NA,NA,NA,2
"277","H15SP11",NA,NA,NA,8,13,2017,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,2.6,NA,NA,NA,13,7,NA,NA,NA,NA,NA,NA,NA,2
"278","H15SP12",NA,NA,NA,8,13,2017,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,0.8,NA,NA,NA,6,6,17,9.66666666666667,NA,NA,NA,NA,NA,2
